SA2_MAINCODE_2016,C06_PI_S_R225_274,C06_PI_S_R275_349,C06_PI_S_R350_449,C06_PI_S_R450_549,C06_PI_S_R550_649,C06_PI_S_R650m,C06_PI_S_R_NS,C06_PI_S_R_Tot,C06_AI_NS_R0_74,C06_AI_NS_R75_99,C06_AI_NS_R100_149,C06_AI_NS_R150_199,C06_AI_NS_R200_224,C06_AI_NS_R225_274,C06_AI_NS_R275_349,C06_AI_NS_R350_449,C06_AI_NS_R450_549,C06_AI_NS_R550_649,C06_AI_NS_R650m,C06_AI_NS_R_NS,C06_AI_NS_R_Tot,C06_Tot_R0_74,C06_Tot_R75_99,C06_Tot_R100_149,C06_Tot_R150_199,C06_Tot_R200_224,C06_Tot_R225_274,C06_Tot_R275_349,C06_Tot_R350_449,C06_Tot_R450_549,C06_Tot_R550_649,C06_Tot_R650m,C06_Tot_R_NS,C06_Tot_R_Tot,C11_N_inc_R0_74,C11_N_inc_R75_99,C11_Ne_Ni_inc_R100_149,C11_Ne_Ni_inc_R150_199,C11_Ne_Ni_inc_R200_224,C11_Ne_Ni_inc_R225_274,C11_Ne_Ni_inc_R275_349,C11_Ne_Ni_inc_R350_449,C11_Ne_Ni_inc_R450_549,C11_Ne_Ni_inc_R550_649,C11_Ne_Ni_inc_R650m,C11_Ne_Ni_inc_R_NS,C11_N_inc_R_Tot,C11_1_149_R0_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650m,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R0_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650m,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R0_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650m,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R0_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650m,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R0_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650m,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R0_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650m,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R0_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650m,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R0_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650m,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R0_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650m,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R0_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650m,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R0_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650m,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R0_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649
124011450,34,12,4,0,0,0,3,78,0,0,0,0,4,0,3,0,0,0,0,8,19,64,22,52,119,148,363,171,46,3,0,3,29,1020,0,0,0,0,3,0,3,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,10,0,8,4,0,0,0,0,3,25,3,7,11,3,0,8,6,3,0,0,0,3,54,0,0,10,11,5,10,21,5,0,0,0,0,64,0,0,0,5,0,5,3,11,0,0,0,0,28,5,0,5,7,6,12,30,16,3,0,0,0,87,3,0,5,6,6,13,29,20,0,0,3,3,85,0,0,3,3,3,15,45,29,0,0,0,0,103,0,0,0,3,4,13,33,22,3,0,0,7,91,5,0,0,6,3,15,53,31,15,4,0,0,139,0,0,0,0,0,7,23,32,7,0,0,3,74,0,0,0,0,3,7,15,28,14,3
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124011452,15,3,3,0,0,0,0,96,8,0,4,14,3,7,0,0,0,0,0,9,45,164,63,191,508,288,214,89,24,3,0,15,38,1596,3,0,0,0,4,5,0,0,0,0,0,0,14,3,3,6,10,4,6,3,0,0,0,0,4,45,12,7,28,28,12,24,15,0,0,0,3,3,133,15,20,34,38,21,16,13,3,0,0,0,7,167,8,3,26,53,32,55,31,10,0,0,6,3,230,3,0,9,11,8,27,17,4,4,0,0,0,82,4,0,12,27,26,52,58,14,3,0,0,0,197,11,0,10,12,10,47,46,11,3,0,3,0,152,6,0,0,9,9,33,33,15,0,0,0,3,112,3,0,0,9,4,21,37,15,0,0,0,3,94,0,0,0,3,8,16,32,20,9,0,0,3,97,0,0,0,0,0,7,8,20,3,0,0,0,41,0,0,3,0,0,4,11,15,8,0
124011453,7,3,0,0,0,0,0,38,8,0,0,5,0,0,0,0,0,0,0,5,23,49,20,58,201,168,127,33,7,0,0,4,19,688,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,5,8,0,3,3,7,4,4,3,0,0,0,3,33,4,0,10,11,10,17,8,0,0,0,0,3,61,3,0,5,10,9,21,15,0,0,0,0,0,74,3,0,0,10,0,8,8,0,0,0,0,0,31,3,0,0,6,3,17,29,10,0,0,0,0,77,0,0,0,10,8,15,31,10,0,0,0,0,76,0,0,0,0,9,21,33,17,3,0,0,0,85,0,0,0,3,0,11,24,6,3,0,0,0,52,5,0,0,0,4,7,34,12,0,0,0,0,70,0,0,0,0,0,3,20,9,3,0,0,0,27,0,0,0,0,0,3,6,13,0,0
124011454,32,17,7,4,0,0,0,90,5,0,0,3,3,6,0,0,0,0,0,4,22,77,29,55,156,241,426,135,33,8,0,7,27,1177,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,3,13,4,3,7,4,4,6,8,0,0,0,0,0,40,5,0,13,4,8,5,8,0,0,0,0,7,67,8,0,11,8,12,30,33,11,0,0,0,4,105,0,0,0,0,3,9,14,3,0,0,0,3,32,0,0,4,6,5,38,41,9,0,0,0,4,112,4,0,3,3,4,27,42,26,0,0,0,3,123,9,0,0,4,10,17,53,26,3,0,0,4,126,3,0,4,0,6,11,44,35,9,0,0,0,115,0,0,0,5,6,8,57,45,11,0,0,0,140,0,0,0,3,3,5,34,32,11,0,3,0,96,0,0,3,0,0,8,13,18,11,3
124011455,6,0,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,0,0,3,7,26,7,23,96,114,103,44,13,3,0,10,8,440,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,5,7,3,3,0,0,0,25,0,0,3,7,3,5,6,3,0,0,0,0,35,4,0,3,4,3,7,19,7,0,0,0,0,49,0,0,0,0,3,3,10,0,0,0,0,0,17,3,0,0,3,7,10,31,9,0,0,0,0,69,7,0,0,4,3,13,20,15,0,0,0,4,65,4,0,0,4,0,8,14,9,0,0,0,4,43,0,0,0,0,0,0,7,13,3,0,0,0,28,0,0,0,3,0,7,19,14,4,0,0,3,50,0,0,0,0,0,0,9,10,5,0,0,0,29,0,0,0,0,0,4,4,3,8,3
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,23,8,3,0,0,0,0,64,0,0,0,0,3,4,0,0,0,0,0,12,27,47,14,35,121,250,338,69,11,0,0,6,41,934,0,0,0,0,0,0,4,0,0,0,0,4,9,3,0,0,0,0,0,0,0,0,0,0,0,10,0,10,7,4,0,0,15,3,0,0,3,0,40,3,4,8,4,3,3,3,5,0,0,0,3,39,0,0,4,3,13,12,28,7,0,0,0,3,69,0,0,4,5,3,10,10,3,0,0,0,0,33,3,0,3,3,3,16,32,18,0,0,0,0,80,3,0,4,3,6,16,42,14,3,0,0,0,92,4,0,0,4,6,18,52,38,3,0,0,0,120,3,0,0,0,0,12,44,23,0,0,0,0,84,0,0,0,3,0,13,49,53,0,0,0,3,134,3,0,0,0,3,10,19,22,0,0,0,0,60,0,0,0,0,0,3,12,8,0,0
124031458,26,16,4,3,3,0,6,113,0,3,6,0,4,4,0,0,0,0,0,5,29,105,77,166,205,196,323,92,37,5,10,8,39,1269,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,4,0,0,0,0,0,0,0,0,18,9,10,10,9,3,3,5,0,0,0,0,7,56,7,22,14,12,4,3,3,3,3,0,0,0,71,4,8,13,8,17,9,30,5,0,0,0,7,109,7,3,27,12,7,5,12,3,0,0,0,3,80,11,3,8,25,14,24,44,13,4,0,0,4,152,6,7,8,11,11,18,34,19,3,3,3,3,126,6,0,3,7,19,19,39,31,7,0,0,8,133,3,0,0,0,9,9,29,19,4,0,0,0,84,3,0,3,3,7,19,53,35,9,0,0,4,139,7,0,7,3,11,12,29,33,8,4,3,0,112,0,0,0,0,3,3,8,14,10,3
124031459,26,17,0,0,0,0,0,58,7,0,6,3,0,0,4,0,0,0,0,4,24,72,21,54,54,100,316,117,30,4,0,9,28,801,5,0,0,0,0,0,0,0,3,0,0,3,11,0,3,0,0,0,0,5,0,0,0,0,0,12,4,8,5,5,0,4,3,0,0,0,0,0,29,4,20,9,3,0,0,3,4,0,0,0,8,47,3,3,9,9,0,3,16,11,0,0,0,0,58,0,0,3,3,0,0,5,3,0,0,0,0,26,3,0,6,6,3,9,27,18,0,0,0,3,72,0,0,0,4,3,6,20,26,0,0,0,0,63,3,0,3,0,4,6,37,27,3,0,0,0,82,3,0,0,0,0,3,31,26,4,0,0,0,74,0,0,0,3,3,8,44,46,11,3,0,3,122,0,0,4,0,3,4,28,22,13,3,0,0,82,0,0,0,0,0,0,10,21,4,4
124031460,41,35,12,3,0,0,0,124,0,0,0,0,0,3,5,0,0,0,0,9,19,40,9,76,79,87,558,392,88,11,0,12,26,1378,0,0,0,0,0,0,0,7,3,0,0,0,7,0,0,0,0,0,0,3,4,0,0,0,0,4,7,4,0,0,0,0,3,3,3,0,0,0,18,7,11,0,0,3,5,9,7,0,0,0,0,45,3,0,3,0,0,11,20,14,7,0,0,3,69,0,0,0,0,0,3,3,9,0,0,0,0,21,4,0,0,3,0,4,38,24,5,0,0,3,79,3,0,0,0,5,3,32,30,9,0,0,3,95,4,0,0,5,8,10,44,64,11,0,0,7,152,0,0,0,6,15,4,36,55,16,3,0,8,134,0,0,0,3,6,5,54,103,36,4,3,4,234,0,0,0,6,5,8,32,87,23,10,3,0,171,3,0,0,0,7,5,9,42,24,5
124031461,35,8,0,0,0,0,3,80,3,0,0,5,6,3,0,0,0,0,0,12,24,92,34,78,231,304,503,101,18,0,4,12,50,1423,4,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,0,3,0,0,0,0,0,0,6,9,6,13,8,3,4,3,4,3,0,0,4,60,8,20,3,4,7,20,16,3,0,0,0,3,75,0,3,3,4,18,27,34,7,0,0,0,3,111,4,3,9,10,4,9,16,4,0,0,0,3,55,3,3,7,10,22,25,66,20,0,0,0,3,162,3,0,9,11,19,27,83,34,10,0,0,0,188,3,0,6,5,9,22,80,31,0,3,0,0,169,0,0,0,4,4,24,85,43,3,0,0,3,172,3,0,0,3,4,23,72,59,3,0,0,5,183,0,0,0,0,0,7,53,39,0,0,0,0,107,0,0,0,0,0,3,17,19,10,0
124031462,34,3,4,0,0,0,0,116,3,3,10,14,8,11,0,0,0,0,0,12,57,175,76,286,522,505,513,56,27,4,0,8,57,2234,3,0,4,0,3,3,5,0,0,0,0,8,27,15,6,4,0,0,3,7,0,0,0,0,3,39,18,39,22,21,14,17,21,6,0,0,0,8,153,27,55,28,29,20,28,21,6,0,0,0,10,221,4,5,12,26,35,41,64,14,0,0,0,5,218,0,7,25,13,16,25,21,5,0,0,0,3,122,7,3,12,38,37,59,82,19,3,0,0,11,276,0,0,7,19,37,51,80,19,0,0,0,9,214,5,0,3,20,15,59,110,32,0,0,0,4,250,3,0,0,5,18,38,100,33,4,0,0,7,202,0,0,0,11,10,50,114,47,3,3,4,4,248,4,0,0,4,9,21,70,34,3,0,0,0,145,0,0,3,0,8,5,23,12,3,0
124031463,5,3,3,0,0,0,0,26,4,0,0,0,3,0,0,0,0,0,0,0,10,54,9,27,45,33,56,47,21,6,6,4,14,329,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,4,9,3,0,3,0,0,0,0,0,0,0,0,0,23,3,0,3,7,4,0,3,5,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,9,3,3,11,9,0,0,0,0,38,8,0,0,6,0,3,12,9,3,0,0,0,36,3,0,0,0,0,5,8,15,8,0,0,3,38,3,0,0,3,3,3,11,6,0,0,0,0,27,7,0,0,3,0,3,9,6,0,4,0,0,39,3,0,0,0,0,3,3,12,3,0,0,0,28,8,0,0,0,0,3,4,7,3,3
124031464,36,0,0,0,0,3,0,98,21,0,11,11,7,6,0,0,0,0,5,21,83,317,99,244,634,434,525,61,9,3,0,22,74,2436,0,0,3,3,3,6,7,0,0,0,0,3,31,3,12,9,3,4,4,6,0,0,0,0,8,44,29,60,28,15,6,14,13,3,0,0,0,6,176,34,103,36,18,26,21,17,8,0,0,3,13,279,8,12,16,38,31,40,32,9,0,0,3,4,190,6,3,13,17,9,21,32,0,0,0,0,3,104,9,10,13,36,38,68,62,14,3,0,0,3,264,3,0,4,18,28,68,72,23,3,0,0,3,226,3,3,4,18,25,58,117,25,3,0,0,3,257,3,0,0,16,12,50,89,18,0,0,3,3,203,3,0,5,14,17,42,120,41,3,0,3,0,241,0,0,0,3,6,11,73,28,4,0,0,0,124,0,0,0,0,6,7,38,21,3,0
124031465,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,33,21,33,14,9,0,0,0,3,131,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,8,0,0,0,0,0,3,0,0,0,0,0,9,3,0,0,0,4,0,6,4,0,0,0,0,17,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,5,4,0,0,0,0,0,14,3,0,0,0,0,0,8,3,0,0,0,0,19,0,0,0,3,3,0,4,5,0,0,0,0,17,3,0,0,0,0,4,4,0,3,0,0,0,20,0,0,0,0,0,3,5,5,5,0,0,0,19,0,0,0,0,0,0,3,3,3,0,0,0,17,0,0,0,0,0,0,0,4,0,0
124041466,27,20,6,0,0,0,7,139,12,0,3,3,6,6,0,0,0,0,0,18,55,154,48,179,363,262,463,166,21,3,3,15,56,1737,3,0,0,3,0,0,5,3,0,0,0,0,17,0,0,0,0,3,0,3,0,0,0,0,0,13,10,7,16,16,5,8,10,3,0,0,0,3,76,12,13,35,22,12,19,12,6,0,0,0,9,129,5,0,19,16,24,24,33,6,0,0,0,3,140,3,0,7,12,8,14,22,6,0,0,0,6,65,8,0,7,20,25,28,73,28,4,0,0,0,187,0,0,6,10,23,30,62,31,0,0,0,6,178,3,0,7,10,18,35,73,51,3,0,6,3,202,6,0,0,3,15,22,78,40,4,0,0,3,171,3,0,0,7,17,33,69,63,5,0,3,4,208,7,0,0,7,8,15,33,19,5,0,0,3,97,3,0,0,3,4,11,27,17,3,0
124041467,34,23,0,0,0,0,12,174,10,3,12,3,7,9,0,0,0,0,3,13,56,174,80,280,361,356,440,176,23,3,0,15,65,1979,3,0,4,0,0,0,4,3,0,0,0,4,19,0,4,5,7,0,3,4,3,0,0,0,3,29,3,27,31,18,5,8,9,7,0,0,0,5,114,15,25,43,27,9,14,22,4,0,0,0,4,171,5,0,21,32,20,32,49,23,3,0,0,7,190,3,0,16,12,13,18,23,3,0,0,0,5,93,3,3,7,21,34,31,71,27,3,0,0,3,212,4,0,6,16,12,32,62,37,9,0,0,0,181,3,0,7,15,14,29,87,39,6,0,3,7,207,3,0,4,5,22,19,69,43,7,0,0,0,175,0,0,4,6,19,27,61,73,9,0,0,4,212,7,0,3,8,18,19,35,39,7,3,0,0,140,0,0,0,4,6,4,17,29,3,0
124041468,9,3,3,0,0,0,0,19,0,0,0,3,0,0,0,0,0,0,0,0,10,33,6,25,52,26,65,36,36,3,3,3,10,312,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,12,3,0,3,0,0,5,3,0,0,0,0,0,17,3,0,0,5,0,3,6,0,0,0,0,0,21,4,0,0,0,0,3,0,3,0,0,0,0,11,8,0,0,3,4,3,7,3,0,0,0,4,27,3,0,0,4,3,4,10,8,4,0,0,3,35,3,0,0,3,6,3,6,8,6,0,0,0,40,3,0,0,3,3,3,12,6,0,0,0,0,28,7,0,0,0,5,6,5,8,10,3,0,0,42,3,0,0,0,0,0,3,9,6,0,0,0,28,3,0,0,0,0,0,4,0,0,0
124051469,9,8,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,6,5,3,4,9,17,38,132,44,10,0,0,0,13,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,3,0,0,0,7,5,0,0,0,0,18,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,3,13,0,0,0,0,19,0,0,0,0,0,0,12,9,0,0,0,0,19,0,0,0,0,0,3,6,16,3,0,0,0,31,0,0,0,0,0,3,4,7,3,0,0,0,23,3,0,0,0,0,4,17,24,0,0,0,0,54,0,0,0,0,0,4,10,4,0,0,0,0,26,0,0,0,0,0,0,0,3,3,0
124051470,28,18,0,0,0,0,3,69,0,0,0,3,3,10,0,0,0,0,0,8,23,39,8,33,59,217,451,128,23,0,0,3,23,989,0,0,0,0,0,0,3,6,5,0,0,3,13,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,7,7,0,0,0,0,0,21,5,4,0,0,0,4,12,6,0,0,0,0,38,3,0,3,4,0,7,20,24,0,0,0,0,60,3,0,7,0,3,3,3,3,0,0,0,4,25,6,0,3,9,0,4,40,25,0,0,3,3,97,3,0,6,6,3,7,37,40,0,0,0,3,104,0,0,3,0,4,10,44,36,3,0,0,0,104,3,0,0,3,0,4,41,40,0,0,0,0,91,5,0,0,3,0,7,52,71,11,3,0,0,154,4,0,0,0,3,3,21,58,4,3,0,0,97,0,0,0,0,0,3,12,13,6,0
124051580,20,4,0,0,0,0,3,63,0,0,0,12,7,3,0,0,0,0,0,0,26,40,19,56,169,247,223,60,4,0,0,9,29,844,5,0,0,0,0,0,3,0,0,0,0,3,16,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,6,3,8,4,3,11,0,0,0,0,39,3,9,6,3,5,7,20,5,0,0,0,0,66,8,0,6,11,9,16,34,10,0,0,0,3,84,0,0,6,11,3,5,10,6,0,0,0,3,41,3,0,3,12,7,12,36,23,0,0,0,3,101,0,0,10,3,5,27,45,9,0,0,0,8,105,3,0,0,3,6,19,53,28,0,0,0,0,108,3,0,5,3,3,6,37,20,3,0,0,0,86,3,0,0,0,5,5,40,27,3,0,0,0,90,0,0,0,0,0,6,20,29,0,0,0,0,57,3,0,0,0,0,3,3,7,0,0
124051581,18,4,0,0,0,0,4,120,14,5,13,13,14,11,0,0,0,0,0,16,94,244,96,267,555,412,343,42,11,4,4,14,63,2065,3,0,0,0,5,4,10,5,0,0,0,4,35,9,5,4,3,0,4,7,3,0,0,0,3,51,20,46,14,9,13,9,14,5,0,0,0,9,143,14,67,18,17,15,25,19,12,0,0,0,10,195,6,14,19,32,22,49,46,25,0,0,0,3,213,5,3,26,18,4,26,27,13,0,0,0,3,124,0,10,11,30,23,54,77,30,0,0,0,3,244,3,3,8,19,18,63,98,30,0,0,0,9,246,0,3,3,8,17,47,102,48,0,0,0,4,240,4,0,7,7,10,33,77,34,0,0,3,3,170,8,0,5,7,12,28,104,55,4,0,0,0,225,3,0,0,5,5,8,24,44,3,0,0,0,95,3,0,0,3,0,13,14,15,0,0
125011473,5,18,31,17,3,0,7,91,0,0,0,0,0,0,3,3,3,3,5,7,26,22,0,13,48,30,82,335,374,135,23,25,25,1123,4,0,0,0,0,3,0,3,13,0,3,0,25,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,4,0,3,3,0,3,19,0,0,0,3,0,0,4,4,3,3,0,0,22,0,0,0,0,0,0,3,11,21,11,0,0,51,3,0,0,0,0,0,4,5,8,0,0,0,16,3,0,0,0,3,3,5,33,32,8,0,3,92,3,0,0,0,3,3,3,24,25,10,3,3,78,3,0,0,3,3,7,10,38,42,19,0,3,122,3,0,0,0,0,3,0,39,46,14,3,3,111,0,0,0,0,7,3,4,69,79,29,8,0,198,3,0,0,4,0,3,3,46,80,22,13,4,177,0,0,0,0,0,3,8,57,102,55
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,45,38,11,0,3,0,6,154,5,0,3,12,4,13,15,8,0,0,0,6,71,74,25,70,218,142,424,354,116,18,8,11,60,1527,6,0,3,4,0,6,10,22,4,3,0,11,68,5,4,0,4,0,3,0,3,0,0,0,0,15,10,9,4,7,0,5,12,32,7,3,3,7,100,9,11,7,10,4,12,15,15,3,0,0,3,89,5,0,5,7,3,14,7,22,13,3,3,3,86,7,6,13,5,3,12,29,59,13,0,3,7,147,3,3,8,8,11,14,33,59,19,4,0,3,167,12,3,4,3,4,16,25,53,24,0,0,3,150,5,3,3,4,5,5,23,63,16,0,3,3,133,3,0,0,3,0,9,17,41,18,0,0,3,101,0,0,0,0,3,12,13,65,33,3,0,4,139,0,0,0,0,0,3,6,34,22,7,0,0,79,0,0,0,0,0,3,0,24,19,3
125011583,28,25,0,0,0,0,6,151,3,0,3,13,8,6,3,0,0,0,0,5,52,73,35,124,637,283,288,158,16,3,0,10,54,1680,4,0,5,3,0,10,22,13,3,0,0,3,62,3,3,0,3,0,3,9,3,0,0,0,3,29,3,9,8,7,9,0,31,17,3,0,0,5,90,9,6,13,3,9,9,22,12,4,0,0,0,81,4,3,8,8,9,23,47,11,3,0,0,4,123,4,0,11,9,0,20,54,12,7,0,0,0,116,0,3,4,5,3,29,94,54,5,0,0,6,213,7,0,0,9,8,24,66,53,13,0,0,11,187,3,0,0,6,7,22,78,31,13,0,0,8,167,5,0,0,3,3,14,55,41,10,0,0,3,134,3,0,0,0,6,19,75,53,13,0,0,0,171,3,0,0,3,0,9,23,27,6,0,3,3,82,0,0,0,0,3,3,17,23,9,0
125011584,15,12,0,0,0,0,3,51,5,0,3,0,0,9,3,0,0,0,0,6,22,85,9,44,52,55,162,60,9,3,0,3,21,505,3,0,0,0,0,0,0,4,4,5,0,0,19,0,0,3,0,0,0,0,3,0,0,0,0,11,5,16,3,4,0,0,7,7,0,0,0,0,46,9,22,4,3,0,3,3,12,0,0,0,3,57,3,3,7,0,0,3,5,4,3,0,0,0,38,3,0,9,4,3,3,11,27,3,0,0,0,65,5,5,3,7,3,9,9,13,3,0,3,0,59,0,0,0,7,0,3,7,20,0,0,0,3,48,0,0,0,10,0,5,8,15,3,0,0,4,59,0,0,0,0,0,0,9,13,3,0,0,3,39,0,0,0,0,0,0,3,20,3,0,0,6,35,0,0,0,0,0,0,3,7,4,0,0,0,21,0,0,0,0,0,0,3,7,0,3
