SA2_MAINCODE_2016,C06_N_in_1PF_1C,C06_N_in_1PF_2C,C06_N_in_1PF_3C,C06_N_in_1PF_4mor_c,C06_N_in_1PF_T,C06_1_149_1PF_1C,C06_1_149_1PF_2C,C06_1_149_1PF_3C,C06_1_149_1PF_4mC,C06_1_149_1PF_T,C06_150_299_1PF_1C,C06_150_299_1PF_2C,C06_150_299_1PF_3C,C06_150_299_1PF_4mC,C06_150_299_1PF_T,C06_300_399_1PF_1C,C06_300_399_1PF_2C,C06_300_399_1PF_3C,C06_300_399_1PF_4mC,C06_300_399_1PF_T,C06_400_499_1PF_1C,C06_400_499_1PF_2C,C06_400_499_1PF_3C,C06_400_499_1PF_4mC,C06_400_499_1PF_T,C06_500_649_1PF_1C,C06_500_649_1PF_2C,C06_500_649_1PF_3C,C06_500_649_1PF_4mC,C06_500_649_1PF_T,C06_650_799_1PF_1C,C06_650_799_1PF_2C,C06_650_799_1PF_3C,C06_650_799_1PF_4mC,C06_650_799_1PF_T,C06_800_999_1PF_1C,C06_800_999_1PF_2C,C06_800_999_1PF_3C,C06_800_999_1PF_4mC,C06_800_999_1PF_T,C06_1000_1499_1PF_1C,C06_1000_1499_1PF_2C,C06_1000_1499_1PF_3C,C06_1000_1499_1PF_4mC,C06_1000_1499_1PF_T,C06_1500_1999_1PF_1C,C06_1500_1999_1PF_2C,C06_1500_1999_1PF_3C,C06_1500_1999_1PF_4mC,C06_1500_1999_1PF_T,C06_2000_2499_1PF_1C,C06_2000_2499_1PF_2C,C06_2000_2499_1PF_3C,C06_2000_2499_1PF_4mC,C06_2000_2499_1PF_T,C06_2500_2999_1PF_1C,C06_2500_2999_1PF_2C,C06_2500_2999_1PF_3C,C06_2500_2999_1PF_4mC,C06_2500_2999_1PF_T,C06_3000_3999_1PF_1C,C06_3000_3999_1PF_2C,C06_3000_3999_1PF_3C,C06_3000_3999_1PF_4mC,C06_3000_3999_1PF_T,C06_4000m_1PF_1C,C06_4000m_1PF_2C,C06_4000m_1PF_3C,C06_4000m_1PF_4mo_ch,C06_4000m_1PF_T,C06_Par_inc_st_1PF_1C,C06_Par_inc_st_1PF_2C,C06_Par_inc_st_1PF_3C,C06_Par_inc_st_1PF_4mC,C06_Par_inc_st_1PF_T,C06_All_inc_ns_1PF_1Ch,C06_All_inc_ns_1PF_2C,C06_All_inc_ns_1PF_3C,C06_All_inc_ns_1PF_4mC,C06_All_inc_ns_1PF_T,C06_Tot_1PF_1C,C06_Tot_1PF_2C,C06_Tot_1PF_3C,C06_Tot_1PF_4mC,C06_Tot_1PF_T,C11_N_in_1PF_1C,C11_N_in_1PF_2C,C11_N_in_1PF_3C,C11_N_in_1PF_4mor_c,C11_N_in_1PF_T,C11_1_149_1PF_1C,C11_1_149_1PF_2C,C11_1_149_1PF_3C,C11_1_149_1PF_4mC,C11_1_149_1PF_T,C11_150_299_1PF_1C,C11_150_299_1PF_2C,C11_150_299_1PF_3C,C11_150_299_1PF_4mC,C11_150_299_1PF_T,C11_300_399_1PF_1C,C11_300_399_1PF_2C,C11_300_399_1PF_3C,C11_300_399_1PF_4mC,C11_300_399_1PF_T,C11_400_499_1PF_1C,C11_400_499_1PF_2C,C11_400_499_1PF_3C,C11_400_499_1PF_4mC,C11_400_499_1PF_T,C11_500_649_1PF_1C,C11_500_649_1PF_2C,C11_500_649_1PF_3C,C11_500_649_1PF_4mC,C11_500_649_1PF_T,C11_650_799_1PF_1C,C11_650_799_1PF_2C,C11_650_799_1PF_3C,C11_650_799_1PF_4mC,C11_650_799_1PF_T,C11_800_999_1PF_1C,C11_800_999_1PF_2C,C11_800_999_1PF_3C,C11_800_999_1PF_4mC,C11_800_999_1PF_T,C11_1000_1499_1PF_1C,C11_1000_1499_1PF_2C,C11_1000_1499_1PF_3C,C11_1000_1499_1PF_4mC,C11_1000_1499_1PF_T,C11_1500_1999_1PF_1C,C11_1500_1999_1PF_2C,C11_1500_1999_1PF_3C,C11_1500_1999_1PF_4mC,C11_1500_1999_1PF_T,C11_2000_2499_1PF_1C,C11_2000_2499_1PF_2C,C11_2000_2499_1PF_3C,C11_2000_2499_1PF_4mC,C11_2000_2499_1PF_T,C11_2500_2999_1PF_1C,C11_2500_2999_1PF_2C,C11_2500_2999_1PF_3C,C11_2500_2999_1PF_4mC,C11_2500_2999_1PF_T,C11_3000_3999_1PF_1C,C11_3000_3999_1PF_2C,C11_3000_3999_1PF_3C,C11_3000_3999_1PF_4mC,C11_3000_3999_1PF_T,C11_4000m_1PF_1C,C11_4000m_1PF_2C,C11_4000m_1PF_3C,C11_4000m_1PF_4mo_ch,C11_4000m_1PF_T,C11_Par_inc_st_1PF_1C,C11_Par_inc_st_1PF_2C,C11_Par_inc_st_1PF_3C,C11_Par_inc_st_1PF_4mC,C11_Par_inc_st_1PF_T,C11_All_inc_ns_1PF_1Ch,C11_All_inc_ns_1PF_2C,C11_All_inc_ns_1PF_3C,C11_All_inc_ns_1PF_4mC,C11_All_inc_ns_1PF_T,C11_Tot_1PF_1C,C11_Tot_1PF_2C,C11_Tot_1PF_3C,C11_Tot_1PF_4mC,C11_Tot_1PF_T,C16_N_in_1PF_1C,C16_N_in_1PF_2C,C16_N_in_1PF_3C,C16_N_in_1PF_4mor_c,C16_N_in_1PF_T,C16_1_149_1PF_1C,C16_1_149_1PF_2C,C16_1_149_1PF_3C,C16_1_149_1PF_4mC,C16_1_149_1PF_T,C16_150_299_1PF_1C,C16_150_299_1PF_2C,C16_150_299_1PF_3C,C16_150_299_1PF_4mC,C16_150_299_1PF_T,C16_300_399_1PF_1C,C16_300_399_1PF_2C,C16_300_399_1PF_3C,C16_300_399_1PF_4mC,C16_300_399_1PF_T,C16_400_499_1PF_1C,C16_400_499_1PF_2C,C16_400_499_1PF_3C,C16_400_499_1PF_4mC,C16_400_499_1PF_T,C16_500_649_1PF_1C,C16_500_649_1PF_2C,C16_500_649_1PF_3C,C16_500_649_1PF_4mC,C16_500_649_1PF_T
112031550,3,0,0,0,5,7,0,3,0,7,21,8,4,0,33,50,38,3,0,89,21,6,0,0,28,107,49,35,9,201,24,41,8,5,80,40,26,11,3,75,62,32,7,6,110,10,11,3,0,21,3,6,3,0,10,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,28,17,4,0,52,15,3,3,0,23,393,237,79,29,742,12,3,0,0,14,8,0,4,0,10,16,4,0,0,26,31,17,3,0,51,48,31,15,4,94,24,12,12,0,44,55,38,11,9,106,57,28,13,5,101,89,49,11,3,154,29,14,3,0,46,12,7,3,0,24,8,3,0,0,14,0,0,0,0,0,0,0,0,0,3,22,16,10,7,53,6,12,0,0,23,431,237,77,29,773,6,0,0,0,9,3,0,0,0,12,9,7,0,0,13,12,10,0,4,17,35,5,0,0,38,35,27,10,0,74
112031551,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,5,0,0,16,4,0,0,0,4,8,6,4,0,23,11,3,3,0,17,5,0,0,0,6,4,11,3,0,17,4,3,0,0,5,3,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,0,11,3,0,0,0,3,52,39,11,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,6,0,0,9,0,3,0,0,7,7,4,3,0,17,4,3,0,0,9,16,11,7,0,28,3,3,3,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,13,0,0,0,0,0,45,40,22,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,0,0,0,4,4,3,3,0,5
112031552,0,0,0,0,0,4,0,0,0,6,18,3,0,0,18,31,7,4,0,46,16,0,0,0,21,58,40,14,7,116,18,8,3,0,33,29,5,0,0,34,29,16,0,4,42,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,12,0,38,7,3,0,0,15,229,94,43,13,381,0,0,0,0,4,0,5,0,0,4,11,9,0,3,19,18,11,0,0,36,35,20,8,0,69,22,0,0,3,25,34,20,8,8,70,40,14,5,0,58,38,20,0,3,65,11,10,0,3,22,3,7,0,0,11,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,15,4,3,47,10,3,0,0,14,254,132,36,24,448,4,0,0,0,4,5,0,0,0,5,7,0,0,0,12,3,4,4,0,10,15,7,0,0,29,31,20,6,0,58
113011256,4,0,0,0,6,12,4,0,0,13,39,9,3,4,52,39,18,10,8,74,10,3,0,0,20,67,53,20,7,147,26,17,6,9,56,40,15,6,7,64,52,21,4,3,84,14,5,0,0,22,8,0,3,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,24,12,5,66,15,7,6,3,34,356,185,84,42,663,6,3,0,0,14,3,4,0,0,8,24,4,3,0,39,32,10,6,0,55,47,41,14,3,108,28,5,3,4,46,68,29,15,7,122,33,16,7,3,61,76,29,8,3,118,24,19,10,0,54,9,4,0,0,9,3,7,0,0,9,7,0,0,0,13,0,0,0,0,0,24,16,15,6,62,15,6,3,6,32,409,202,84,40,734,3,0,0,0,4,3,0,0,0,3,12,3,3,0,14,10,9,0,3,25,24,14,3,0,41,48,23,13,6,96
113011257,3,0,0,0,3,4,0,0,0,4,14,10,3,0,23,29,20,8,3,64,9,3,0,0,13,36,24,11,5,70,26,10,8,4,44,22,10,7,0,39,41,11,3,3,54,8,4,0,0,6,3,0,4,0,8,0,3,0,0,5,0,4,0,0,4,0,0,0,0,0,16,15,3,0,36,3,4,0,0,10,205,120,46,21,390,11,0,0,0,12,3,0,0,0,3,14,5,0,0,19,16,10,3,0,26,22,25,16,8,69,8,0,0,0,10,31,8,7,4,57,22,14,8,0,45,33,19,3,7,63,11,3,0,0,20,6,0,3,0,13,4,3,3,0,12,0,0,0,0,0,0,0,0,0,3,10,14,5,3,34,9,0,0,0,15,204,114,51,33,400,3,0,0,0,3,0,0,0,0,0,10,0,0,0,7,7,11,6,0,28,19,4,5,0,24,27,24,4,3,58
113011258,3,0,0,0,3,3,3,0,0,11,17,8,8,4,40,42,14,6,5,64,7,4,0,0,10,43,34,20,5,101,24,9,7,4,48,22,7,7,0,31,20,9,7,0,41,8,0,0,0,6,4,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,10,9,7,3,24,3,3,4,3,20,215,111,67,22,414,4,3,0,0,6,5,4,0,0,7,7,12,3,4,19,17,13,8,0,41,28,17,6,10,62,9,4,3,0,17,41,17,6,8,66,30,20,3,0,50,26,16,11,0,51,15,12,0,0,26,3,3,0,0,8,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14,13,4,3,36,6,3,6,0,19,202,137,50,27,416,3,0,0,0,7,3,3,0,0,5,3,8,0,0,10,11,8,6,0,30,16,8,5,0,26,25,16,8,3,43
113011259,0,0,0,0,3,3,0,0,0,3,12,7,0,0,19,24,10,9,6,45,8,3,0,0,8,29,22,14,6,68,23,9,3,4,33,8,13,3,0,22,12,3,4,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,7,22,9,0,0,3,14,142,78,37,19,270,0,0,0,0,0,3,0,0,0,3,10,3,0,0,14,14,13,3,0,35,21,8,13,0,48,6,0,0,0,7,27,7,3,6,45,18,9,4,4,35,17,3,0,0,21,5,3,0,4,13,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,12,0,3,19,10,3,0,0,19,153,64,38,16,273,0,0,0,0,4,0,0,0,0,0,9,0,0,0,9,6,5,3,0,13,12,3,5,0,27,9,21,7,4,34
113021260,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10,3,5,0,0,9,0,0,0,0,0,13,6,3,4,25,7,3,0,0,12,10,3,0,0,11,10,3,0,0,18,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,13,6,3,0,0,8,62,33,9,7,109,0,0,0,0,0,3,0,0,0,3,0,3,0,0,7,3,7,0,0,7,9,11,4,0,21,5,0,0,0,3,3,4,3,0,10,11,0,0,0,14,7,7,0,0,11,4,0,0,0,5,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,11,0,3,0,0,3,52,36,14,7,107,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,4,4,0,0,6,3,4,0,0,12,7,8,3,0,18
113021261,0,0,0,3,5,11,3,0,0,8,8,6,7,0,23,22,16,5,0,47,10,0,0,0,11,26,18,6,3,58,14,7,3,0,24,15,0,0,0,19,12,13,3,0,27,3,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,10,7,0,3,21,0,3,0,0,7,139,79,26,12,268,0,0,0,0,0,5,0,0,0,5,10,0,0,0,15,8,3,6,0,21,23,12,4,0,39,7,3,0,0,12,23,19,9,3,53,17,3,4,0,30,22,19,8,3,41,3,10,0,0,15,4,3,0,0,8,0,0,0,0,6,3,0,0,0,3,0,0,0,0,0,13,11,0,3,26,3,3,0,3,6,156,84,29,18,290,3,0,0,0,6,3,0,0,0,4,8,4,0,0,11,8,8,3,4,19,18,6,3,0,25,20,15,3,0,37
113021262,0,0,0,0,0,3,0,0,0,3,5,3,0,0,9,7,13,0,0,22,3,0,0,0,4,20,10,3,0,28,6,3,0,0,9,5,3,0,3,13,10,0,0,0,18,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,4,75,35,9,7,125,0,0,0,0,0,5,0,0,0,3,3,0,0,0,4,10,3,3,0,18,16,10,0,0,21,3,0,0,0,9,9,9,3,0,18,10,4,0,0,9,16,5,0,0,23,3,4,0,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,10,4,0,0,0,4,91,43,11,4,141,0,3,0,0,5,0,0,0,0,3,3,0,0,0,5,3,0,0,0,3,8,3,0,0,9,13,4,0,0,23
113031263,0,0,0,0,0,0,0,0,0,5,13,5,3,0,23,32,15,5,3,56,20,0,0,0,21,38,29,12,0,77,18,11,3,0,32,17,5,3,0,26,10,15,3,0,27,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,12,3,0,27,10,0,4,0,14,173,98,43,7,320,4,0,0,0,4,0,3,0,0,3,13,3,0,3,17,22,4,3,3,39,26,16,10,3,50,16,4,0,3,21,32,12,4,3,50,15,8,9,0,29,17,6,0,0,32,16,3,7,0,21,4,4,0,0,4,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,8,6,5,4,24,5,0,3,0,10,173,74,36,19,308,6,0,0,0,4,4,0,0,0,4,8,0,0,0,11,10,7,0,0,15,11,10,0,0,22,19,10,8,4,39
113031264,0,0,0,0,0,0,0,0,0,0,8,4,3,0,8,9,4,6,0,19,3,0,0,0,3,17,7,6,0,38,3,0,0,0,6,4,0,0,0,8,10,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,16,8,0,0,0,11,73,33,19,0,128,0,0,0,0,0,0,0,0,0,5,12,0,0,0,11,9,8,3,0,15,3,4,3,0,10,8,0,0,0,8,6,0,4,0,19,4,4,3,0,14,14,5,0,0,23,3,0,0,3,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,4,0,0,0,6,71,32,17,9,123,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,3,0,0,0,5,7,4,0,0,11,8,3,0,0,19
113031265,0,3,0,0,3,3,0,0,0,4,11,3,0,0,18,19,15,3,4,38,7,0,0,0,8,29,12,9,0,55,3,6,0,0,14,9,3,0,0,13,15,9,0,0,27,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,0,19,3,0,0,0,10,130,53,25,10,222,0,0,0,0,4,0,0,0,0,3,3,3,0,0,7,16,6,0,0,27,24,13,6,0,44,5,3,0,0,9,25,6,5,3,42,19,3,3,0,24,20,6,4,0,32,3,0,0,0,6,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,7,4,0,0,14,3,0,0,0,4,136,55,21,14,224,0,0,3,0,3,3,0,0,0,3,3,6,0,0,9,3,3,0,3,9,8,9,0,0,17,11,13,3,0,32
113031266,0,0,0,0,3,0,0,0,0,0,8,3,0,0,11,18,12,0,0,34,12,0,0,0,13,33,14,14,7,65,14,10,0,3,25,5,7,3,3,22,12,5,0,0,17,5,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,14,6,0,0,0,5,124,60,29,16,223,0,0,0,0,0,0,0,0,0,3,8,0,0,0,12,13,9,0,0,24,19,17,11,7,46,14,4,0,0,16,30,4,3,8,45,14,8,0,0,29,21,9,3,0,40,0,3,0,0,6,4,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,16,3,0,0,0,0,140,64,25,15,246,4,0,0,0,10,0,0,0,0,0,5,3,0,0,10,3,8,0,0,11,12,7,7,0,23,14,12,3,0,31
113031267,0,0,0,0,3,8,0,0,0,5,29,8,8,3,40,45,23,6,4,70,11,3,0,0,13,49,53,25,6,135,31,20,8,6,72,27,26,3,0,56,58,38,14,4,112,18,3,9,0,36,7,0,0,0,13,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,21,16,17,4,67,11,0,0,3,17,322,197,94,37,644,6,3,0,0,6,7,5,0,0,14,10,11,3,0,26,28,8,4,3,44,42,36,10,9,96,27,3,5,4,37,52,19,14,9,94,36,22,16,3,73,72,51,13,3,139,28,17,8,0,56,15,12,0,0,27,7,3,3,0,20,8,0,0,0,7,0,0,0,0,0,25,21,10,10,67,8,5,4,0,20,375,214,83,41,720,3,0,0,0,3,0,0,0,0,0,11,6,0,0,19,8,5,3,0,19,16,14,8,3,39,34,29,14,3,81
113031268,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,3,0,0,8,3,0,0,0,8,10,5,0,0,18,0,6,3,0,6,6,4,3,0,8,5,5,0,0,13,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7,0,3,0,0,3,45,26,7,5,83,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,11,0,0,0,11,0,0,0,0,3,3,3,0,0,10,5,0,0,0,13,13,4,4,0,19,7,4,0,0,13,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,11,0,3,0,0,3,49,28,12,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,7,8,0,0,14
113031269,0,0,0,0,8,11,9,3,3,17,30,17,9,0,55,81,38,23,9,138,22,5,0,3,31,104,65,30,15,219,58,43,10,9,116,66,23,16,8,111,91,34,17,3,138,27,17,4,0,45,5,4,0,0,15,5,4,4,0,14,0,3,0,0,4,0,0,0,0,0,34,30,12,6,73,20,9,6,4,40,553,288,126,63,1033,4,0,0,0,9,9,3,3,0,12,19,15,4,0,38,44,25,3,9,80,52,60,19,13,141,33,13,3,0,49,77,34,14,13,140,56,29,12,3,105,97,42,14,15,172,50,21,12,0,84,18,4,0,0,18,4,3,3,0,14,4,3,0,0,5,0,0,0,0,0,38,26,9,18,89,21,7,8,12,35,524,289,109,77,993,10,4,0,3,9,3,0,0,0,3,15,4,3,0,20,21,17,4,3,48,39,23,0,3,68,55,38,10,4,106
113031270,3,0,0,0,7,7,5,0,0,11,38,20,5,3,60,56,30,10,4,98,14,3,0,0,13,67,49,14,7,148,31,14,6,3,58,37,13,4,0,50,63,19,5,0,82,4,7,0,0,9,4,0,0,0,4,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,25,11,10,7,49,23,8,7,7,34,364,175,66,33,642,4,0,0,0,4,4,3,0,0,6,25,3,4,0,36,33,19,4,0,55,47,36,20,3,109,19,3,3,0,29,53,17,16,10,91,36,16,7,3,60,57,25,5,3,93,18,9,3,0,29,5,3,0,0,8,7,0,3,0,15,0,0,0,0,0,0,0,0,0,0,21,16,5,0,48,11,4,5,3,20,339,160,66,35,605,0,5,0,0,8,8,3,0,0,9,18,10,3,0,32,18,4,8,0,30,37,9,10,3,57,34,23,18,4,76
113031271,0,0,0,0,0,3,0,0,0,4,24,7,0,0,35,32,18,8,0,63,20,0,0,0,22,45,35,14,3,98,20,14,5,0,43,17,9,3,0,28,35,9,4,3,49,5,3,5,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,13,3,9,38,8,0,0,0,10,237,118,52,18,423,3,0,0,0,4,3,4,0,0,5,11,9,0,0,25,19,20,3,0,44,36,20,10,3,74,15,0,0,5,20,36,14,11,9,59,25,9,9,3,38,49,19,9,3,74,14,11,3,0,30,5,0,0,0,4,7,3,0,0,6,3,0,0,0,4,0,0,0,0,0,11,8,9,0,31,6,4,0,0,14,248,118,59,22,445,5,3,0,0,5,0,3,0,0,3,9,5,0,0,9,10,7,3,0,17,19,3,6,0,35,29,22,5,3,61
114011272,0,0,0,0,0,3,0,0,0,3,6,0,0,0,8,32,9,0,3,42,7,0,0,0,8,20,11,5,3,45,10,11,0,0,23,13,3,0,0,21,19,6,3,0,33,6,3,0,0,13,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,5,25,9,0,0,0,10,138,63,27,8,235,0,0,3,0,3,4,0,3,0,7,0,3,0,0,7,14,0,0,0,20,18,14,3,0,35,9,3,3,0,18,19,5,7,0,29,24,3,0,0,32,17,19,0,0,40,8,3,0,0,16,4,0,0,0,4,4,0,0,0,6,3,0,0,0,3,0,0,0,0,0,10,5,7,0,25,5,3,0,0,11,146,67,21,12,245,5,0,0,0,5,0,0,0,0,0,3,0,0,0,8,8,3,0,0,11,12,3,0,0,20,6,6,4,0,18
114011273,0,0,0,0,0,0,3,0,0,3,3,0,0,0,6,10,5,4,0,22,5,0,0,0,5,18,15,7,3,40,3,3,3,3,10,4,3,0,0,12,8,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,14,5,0,0,0,5,60,42,14,9,129,0,0,0,0,0,3,0,0,0,3,0,4,0,0,3,7,4,0,0,13,15,17,3,3,32,8,4,3,0,12,14,3,4,0,19,9,3,0,4,13,9,9,0,3,14,5,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,7,3,24,0,0,0,0,0,79,50,20,11,163,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,5,10,3,0,0,15,14,3,4,0,24
114011274,4,0,0,0,4,3,0,0,0,3,3,7,0,0,12,16,11,3,0,31,9,0,0,0,11,39,17,10,3,70,11,7,0,0,15,8,3,0,0,18,14,10,0,3,22,3,0,0,0,6,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,9,0,24,5,0,0,0,8,128,59,25,10,224,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,14,6,0,0,20,14,12,0,0,29,8,3,4,0,18,22,10,0,0,36,16,0,0,0,21,25,10,0,0,38,6,3,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,9,6,3,28,6,3,0,0,14,146,56,13,6,225,4,0,0,0,5,0,0,0,0,0,3,0,0,0,5,4,0,0,0,7,12,3,0,0,15,10,5,4,0,21
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011276,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,9,5,0,0,14,3,0,0,0,3,21,21,4,0,48,3,4,3,3,16,5,3,0,0,13,15,5,3,0,26,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,7,0,0,0,0,4,86,46,17,3,148,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,0,0,8,10,8,3,0,17,10,0,0,0,12,11,11,0,5,24,15,0,0,0,15,10,3,0,3,18,3,5,0,0,8,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,13,4,0,0,18,0,0,0,0,0,80,43,12,4,137,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,3,0,0,0,3,3,0,0,0,3,13,5,0,0,12
114011277,0,0,0,0,5,9,5,0,0,12,20,4,0,0,31,65,29,4,0,101,16,3,0,0,21,86,35,17,7,149,27,24,6,3,66,22,12,7,3,49,49,24,11,5,95,13,13,0,0,23,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,10,5,71,10,7,0,0,19,364,188,77,32,660,3,0,0,0,3,4,3,0,0,11,11,7,3,0,28,33,15,10,4,53,51,50,15,3,119,29,3,9,0,43,53,47,20,6,128,48,23,12,3,86,65,33,13,3,113,22,14,5,0,48,12,0,0,0,10,3,3,3,0,13,0,0,3,0,4,0,0,0,0,0,28,21,9,4,62,9,3,3,0,15,379,227,101,23,733,5,4,0,0,8,7,0,0,0,9,14,11,0,0,20,30,9,4,0,44,28,16,3,3,56,42,29,13,3,89
114011278,3,0,3,0,8,13,3,0,0,19,43,24,4,0,78,79,61,13,9,163,25,3,0,0,31,85,66,35,13,196,37,21,14,13,84,34,24,10,3,74,46,18,7,5,83,10,4,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,36,9,12,93,24,9,5,3,38,439,278,103,57,882,5,0,0,0,14,8,7,0,0,11,35,12,3,0,54,46,24,10,0,83,79,75,18,4,178,44,16,3,5,68,86,38,19,10,152,64,30,7,10,113,77,37,12,12,129,26,17,6,3,63,9,3,0,0,16,4,0,0,3,8,0,0,0,0,7,0,0,0,0,0,33,31,20,10,88,20,10,0,0,36,537,305,105,66,1015,9,4,0,0,12,4,4,0,0,9,26,14,0,0,40,36,21,11,0,61,47,32,10,7,97,65,39,19,10,133
114011279,0,0,0,0,3,3,0,0,0,3,35,10,5,0,53,50,31,15,0,94,17,5,0,0,20,90,71,29,14,206,28,22,7,3,67,40,8,9,3,59,30,18,5,3,58,6,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,11,3,55,9,3,0,0,12,346,193,84,28,653,3,0,0,0,6,4,6,0,0,9,24,6,3,0,37,47,19,4,0,69,49,57,32,8,144,27,11,4,3,41,64,34,13,8,121,36,16,3,0,63,60,25,8,3,99,12,10,3,0,26,0,4,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,19,10,5,50,22,6,0,0,32,378,205,81,34,701,10,0,0,3,14,0,0,0,0,0,7,3,0,0,19,15,8,0,3,24,30,21,9,4,67,41,28,11,0,77
