SA3_CODE_2016,C06_0_4_Indig_M,C06_0_4_Indig_F,C06_0_4_Indig_P,C06_0_4_NonInd_M,C06_0_4_NonInd_F,C06_0_4_NonInd_P,C06_0_4_Indig_st_ns_M,C06_0_4_Indig_st_ns_F,C06_0_4_Indig_st_ns_P,C06_0_4_T_M,C06_0_4_T_F,C06_0_4_T_P,C06_5_9_Indig_M,C06_5_9_Indig_F,C06_5_9_Indig_P,C06_5_9_NonInd_M,C06_5_9_NonInd_F,C06_5_9_NonInd_P,C06_5_9_Indig_st_ns_M,C06_5_9_Indig_st_ns_F,C06_5_9_Indig_st_ns_P,C06_5_9_T_M,C06_5_9_T_F,C06_5_9_T_P,C06_10_14_Indigen_M,C06_10_14_Indigen_F,C06_10_14_Indigen_P,C06_10_14_NonInd_M,C06_10_14_NonInd_F,C06_10_14_NonInd_P,C06_10_14_Ind_st_ns_M,C06_10_14_Ind_st_ns_F,C06_10_14_Ind_st_ns_P,C06_10_14_T_M,C06_10_14_T_F,C06_10_14_T_P,C06_15_19_Indigen_M,C06_15_19_Indigen_F,C06_15_19_Indigen_P,C06_15_19_NonInd_M,C06_15_19_NonInd_F,C06_15_19_NonInd_P,C06_15_19_Ind_st_ns_M,C06_15_19_Ind_st_ns_F,C06_15_19_Ind_st_ns_P,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Indigen_M,C06_20_24_Indigen_F,C06_20_24_Indigen_P,C06_20_24_NonInd_M,C06_20_24_NonInd_F,C06_20_24_NonInd_P,C06_20_24_Ind_st_ns_M,C06_20_24_Ind_st_ns_F,C06_20_24_Ind_st_ns_P,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Indigen_M,C06_25_29_Indigen_F,C06_25_29_Indigen_P,C06_25_29_NonInd_M,C06_25_29_NonInd_F,C06_25_29_NonInd_P,C06_25_29_Ind_st_ns_M,C06_25_29_Ind_st_ns_F,C06_25_29_Ind_st_ns_P,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Indigen_M,C06_30_34_Indigen_F,C06_30_34_Indigen_P,C06_30_34_NonInd_M,C06_30_34_NonInd_F,C06_30_34_NonInd_P,C06_30_34_Ind_st_ns_M,C06_30_34_Ind_st_ns_F,C06_30_34_Ind_st_ns_P,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Indigen_M,C06_35_39_Indigen_F,C06_35_39_Indigen_P,C06_35_39_NonInd_M,C06_35_39_NonInd_F,C06_35_39_NonInd_P,C06_35_39_Ind_st_ns_M,C06_35_39_Ind_st_ns_F,C06_35_39_Ind_st_ns_P,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Indigen_M,C06_40_44_Indigen_F,C06_40_44_Indigen_P,C06_40_44_NonInd_M,C06_40_44_NonInd_F,C06_40_44_NonInd_P,C06_40_44_Ind_st_ns_M,C06_40_44_Ind_st_ns_F,C06_40_44_Ind_st_ns_P,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Indigen_M,C06_45_49_Indigen_F,C06_45_49_Indigen_P,C06_45_49_NonInd_M,C06_45_49_NonInd_F,C06_45_49_NonInd_P,C06_45_49_Ind_st_ns_M,C06_45_49_Ind_st_ns_F,C06_45_49_Ind_st_ns_P,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Indigen_M,C06_50_54_Indigen_F,C06_50_54_Indigen_P,C06_50_54_NonInd_M,C06_50_54_NonInd_F,C06_50_54_NonInd_P,C06_50_54_Ind_st_ns_M,C06_50_54_Ind_st_ns_F,C06_50_54_Ind_st_ns_P,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Indigen_M,C06_55_59_Indigen_F,C06_55_59_Indigen_P,C06_55_59_NonInd_M,C06_55_59_NonInd_F,C06_55_59_NonInd_P,C06_55_59_Ind_st_ns_M,C06_55_59_Ind_st_ns_F,C06_55_59_Ind_st_ns_P,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Indigen_M,C06_60_64_Indigen_F,C06_60_64_Indigen_P,C06_60_64_NonInd_M,C06_60_64_NonInd_F,C06_60_64_NonInd_P,C06_60_64_Ind_st_ns_M,C06_60_64_Ind_st_ns_F,C06_60_64_Ind_st_ns_P,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_over_Indigen_M,C06_65_over_Indigen_F,C06_65_over_Indigen_P,C06_65ove_NonInd_M,C06_65ove_NonInd_F,C06_65ove_NonInd_P,C06_65ove_Indig_st_ns_M,C06_65ove_Indig_st_ns_F,C06_65ove_Indig_st_ns_P,C06_65_over_T_M,C06_65_over_T_F,C06_65_over_T_P,C06_Tot_Indig_M,C06_Tot_Indig_F,C06_Tot_Indig_P,C06_Tot_NonInd_M,C06_Tot_NonInd_F,C06_Tot_NonInd_P,C06_Tot_Indig_st_ns_M,C06_Tot_Indig_st_ns_F,C06_Tot_Indig_st_ns_P,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_0_4_Indig_M,C11_0_4_Indig_F,C11_0_4_Indig_P,C11_0_4_NonInd_M,C11_0_4_NonInd_F,C11_0_4_NonInd_P,C11_0_4_Indig_st_ns_M,C11_0_4_Indig_st_ns_F,C11_0_4_Indig_st_ns_P,C11_0_4_T_M,C11_0_4_T_F,C11_0_4_T_P,C11_5_9_Indig_M,C11_5_9_Indig_F,C11_5_9_Indig_P,C11_5_9_NonInd_M,C11_5_9_NonInd_F,C11_5_9_NonInd_P,C11_5_9_Indig_st_ns_M,C11_5_9_Indig_st_ns_F
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,181,150,331,4369,4100,8471,199,198,394,4753,4449,9204,195,192,393,4300,4032,8329,209,217,419,4698,4446,9142,186,186,366,4159,4132,8289,205,211,416,4545,4528,9070,145,140,293,4175,4196,8372,198,182,378,4515,4524,9042,120,129,247,4170,4283,8454,212,161,367,4499,4571,9065,79,117,197,4120,4341,8460,177,145,319,4377,4604,8981,89,110,195,4380,4488,8875,194,168,359,4658,4773,9432,86,98,181,4047,4253,8303,148,122,278,4284,4475,8761,63,83,149,3790,4025,7811,164,135,294,4014,4244,8254,64,72,133,3860,4192,8051,169,138,307,4096,4399,8494,47,47,93,3631,3812,7442,149,136,285,3825,3996,7825,33,38,74,3467,3408,6881,156,151,305,3655,3601,7260,16,24,41,2243,2105,4349,108,101,204,2372,2230,4600,21,28,51,4031,5220,9254,300,420,718,4346,5672,10018,1323,1423,2751,54747,56597,111347,2583,2472,5056,58653,60500,119153,227,215,444,4494,4237,8731,213,198,411,4934,4651,9584,222,212,436,4213,3995,8210,172,164
12404,64,64,128,1182,1151,2332,61,69,132,1303,1283,2591,59,58,122,1200,1203,2401,79,75,147,1334,1335,2669,62,75,134,1286,1187,2473,84,82,164,1430,1338,2774,69,72,139,1217,1171,2383,88,75,156,1366,1310,2678,60,38,101,1473,1275,2750,89,57,142,1618,1372,2989,37,36,69,1240,1167,2403,74,59,134,1355,1261,2611,35,43,75,1178,1208,2387,66,49,112,1270,1301,2575,28,35,66,1174,1245,2424,76,63,140,1283,1344,2628,18,38,58,1165,1253,2414,62,60,125,1246,1355,2602,11,25,30,1121,1175,2295,61,63,121,1194,1253,2451,11,19,30,979,941,1923,48,41,90,1041,997,2036,10,11,22,885,857,1742,45,49,95,943,921,1857,6,3,12,567,599,1163,33,25,57,610,623,1233,4,12,19,1352,1920,3273,103,100,202,1459,2028,3494,474,530,1004,16018,16348,32371,972,851,1819,17458,17728,35189,81,77,155,1213,1116,2329,56,72,130,1349,1264,2618,79,66,145,1072,1094,2166,48,67
12405,76,71,152,1675,1620,3294,124,103,226,1872,1794,3665,71,74,143,1767,1736,3507,125,118,247,1966,1925,3895,83,80,161,2032,1904,3941,138,112,254,2252,2098,4353,72,66,140,1986,1959,3947,108,95,199,2171,2118,4289,41,52,91,1885,1806,3694,99,78,173,2026,1936,3957,30,40,70,1570,1626,3205,63,67,125,1663,1735,3396,31,53,82,1600,1702,3298,95,72,168,1727,1829,3554,42,48,91,1698,1704,3400,80,85,162,1813,1835,3653,33,38,65,1761,1904,3665,89,81,178,1880,2020,3909,23,24,45,1840,2054,3894,92,82,175,1961,2160,4118,21,22,40,1680,1568,3242,76,65,141,1778,1652,3429,17,23,44,1451,1340,2788,70,57,132,1543,1422,2962,13,16,25,892,828,1725,56,51,106,966,892,1858,12,20,37,1548,1917,3472,125,154,275,1682,2094,3781,573,629,1195,23390,23666,47061,1346,1222,2563,25302,25515,50814,91,95,186,1803,1760,3562,93,91,187,1986,1951,3936,114,82,197,1593,1530,3129,87,74
12501,3,7,16,2283,2141,4427,268,274,542,2557,2429,4979,10,14,19,2112,1981,4095,243,239,479,2359,2234,4590,11,14,26,1982,1908,3894,227,175,403,2215,2101,4324,19,15,34,2331,2075,4406,243,182,427,2591,2271,4863,40,15,58,2876,2576,5448,338,284,620,3261,2869,6128,51,9,61,2891,2459,5356,385,242,628,3332,2716,6043,56,27,80,2671,2336,5010,287,231,517,3014,2592,5606,35,15,46,2417,2240,4661,256,209,460,2705,2465,5167,30,14,45,2369,2097,4467,220,183,401,2616,2295,4911,11,11,25,2142,1972,4115,195,155,349,2346,2136,4488,10,9,19,1781,1730,3513,132,127,257,1918,1872,3788,4,4,7,1422,1359,2780,132,113,238,1553,1476,3030,6,3,5,1113,897,2014,117,78,189,1233,978,2210,7,6,10,2468,3029,5497,221,259,478,2688,3290,5983,287,154,444,30857,28814,59673,3258,2744,6000,34402,31713,66116,12,19,30,2668,2569,5236,215,210,428,2895,2794,5692,10,13,26,2221,1985,4201,170,169
12502,11,14,30,1552,1527,3076,64,76,136,1625,1614,3244,17,14,32,1863,1727,3589,90,82,171,1967,1816,3792,15,15,33,1901,1746,3642,80,67,148,1994,1829,3821,13,14,22,1903,1791,3697,109,86,194,2025,1886,3917,11,12,22,1687,1578,3266,109,65,166,1804,1654,3457,14,10,22,1417,1404,2821,85,66,148,1518,1472,2988,7,14,22,1515,1742,3253,85,76,160,1605,1821,3427,9,17,23,1826,2118,3943,79,59,133,1914,2185,4097,9,11,18,2127,2358,4494,94,87,182,2236,2457,4692,3,9,12,2111,2180,4285,83,84,159,2198,2262,4461,14,12,24,1774,1829,3605,87,63,146,1877,1897,3774,10,11,13,1504,1580,3080,73,67,137,1578,1650,3236,8,7,14,1269,1374,2648,56,45,99,1328,1426,2758,4,6,15,3394,4116,7511,218,269,492,3616,4391,8012,138,148,286,25854,27052,52903,1302,1178,2482,27287,28380,55671,18,32,52,1786,1662,3449,68,82,147,1872,1780,3646,18,14,31,1769,1614,3376,63,60
12503,48,51,98,4371,4014,8381,380,364,745,4790,4433,9223,68,65,127,4102,3909,8011,349,286,636,4513,4259,8775,68,72,136,4153,3918,8080,348,269,623,4575,4262,8833,53,51,104,4202,4038,8238,309,271,583,4560,4359,8923,44,50,94,4112,4440,8548,351,256,608,4505,4743,9256,37,43,87,4185,4305,8485,383,280,664,4600,4631,9232,33,40,73,4135,4254,8389,315,267,584,4481,4564,9047,34,35,71,3924,4064,7988,325,241,565,4275,4349,8625,26,40,65,3988,4015,8003,311,254,566,4329,4311,8635,26,25,58,3782,3785,7571,285,208,489,4098,4021,8116,28,29,50,3414,3458,6870,260,201,460,3700,3680,7385,11,25,40,3296,3167,6462,220,172,390,3529,3364,6891,16,12,26,2581,2333,4914,175,140,310,2774,2481,5251,32,40,71,6291,7940,14225,489,603,1099,6811,8582,15395,516,582,1095,56537,57640,114171,4499,3821,8312,61546,62037,123588,58,53,113,5226,5047,10277,388,338,727,5668,5439,11113,44,43,88,4522,4194,8717,314,280
12504,41,48,86,3454,3439,6894,304,279,585,3802,3765,7563,42,27,66,2930,2878,5810,225,214,436,3194,3125,6317,43,35,77,2919,2519,5437,223,185,408,3185,2738,5928,40,36,75,3073,2774,5849,266,167,435,3381,2975,6358,41,42,83,4184,3876,8065,483,306,788,4713,4221,8934,42,39,78,5167,5033,10198,565,373,936,5767,5446,11212,45,34,79,5085,4826,9911,415,328,744,5548,5187,10726,43,27,73,4264,4127,8392,312,262,571,4620,4418,9040,31,29,62,3909,3635,7546,279,214,492,4217,3877,8098,24,25,46,3289,3204,6496,229,169,404,3541,3400,6945,20,13,31,2723,2845,5561,180,184,363,2916,3036,5956,12,13,25,2624,2750,5377,191,147,345,2826,2912,5741,12,8,21,2197,2221,4410,130,115,248,2333,2345,4679,19,16,37,5060,6856,11921,384,574,960,5468,7448,12916,452,383,832,50886,50986,101870,4187,3528,7711,55523,54892,110415,57,53,110,4614,4357,8966,278,264,544,4949,4675,9624,38,55,91,3416,3265,6680,185,220
12601,7,3,8,1048,982,2030,36,41,73,1083,1026,2111,3,8,6,1315,1190,2503,55,25,80,1374,1219,2587,3,5,4,1391,1504,2894,53,48,101,1446,1556,3002,11,7,19,1501,1542,3044,45,61,105,1553,1606,3159,3,4,7,1578,1380,2958,76,45,119,1658,1433,3088,0,3,6,1023,952,1971,48,39,80,1070,991,2052,3,3,7,939,1051,1994,47,25,77,989,1081,2071,0,0,3,1111,1427,2544,40,43,83,1152,1476,2625,3,3,4,1480,1636,3109,55,43,100,1540,1675,3218,0,0,3,1563,1750,3317,59,45,104,1619,1800,3418,0,0,3,1412,1527,2939,53,51,104,1467,1577,3046,3,0,4,1334,1269,2608,59,44,96,1396,1314,2707,0,0,0,943,997,1941,40,28,69,981,1027,2007,0,0,0,2443,3214,5652,119,163,283,2560,3379,5940,38,37,74,19082,20419,39503,766,698,1464,19887,21156,41041,4,11,14,1092,1081,2174,24,33,55,1123,1124,2245,5,3,12,1247,1190,2437,37,28
12602,18,17,37,3176,2964,6135,200,182,387,3394,3160,6557,9,10,16,3107,2842,5950,223,170,399,3337,3026,6363,31,19,50,3144,2816,5961,225,173,402,3400,3009,6409,43,19,55,3612,3005,6616,219,176,392,3875,3198,7068,12,18,26,4148,4416,8560,370,336,708,4531,4769,9295,11,9,19,3624,3801,7426,314,258,579,3957,4072,8025,9,14,26,3798,4119,7918,282,254,540,4091,4390,8478,14,14,21,3830,4342,8169,257,258,512,4097,4610,8704,6,8,15,4101,4296,8391,254,238,494,4362,4543,8903,6,11,14,3735,3978,7707,243,221,458,3976,4209,8185,7,5,21,3280,3586,6862,226,205,436,3515,3797,7318,10,6,13,3122,3244,6362,202,165,368,3332,3408,6743,5,0,5,2186,2373,4556,141,136,278,2337,2506,4840,4,14,14,6642,9392,16032,448,634,1079,7090,10034,17125,181,154,343,51494,55165,106659,3614,3409,7022,55294,58727,114019,16,17,39,3602,3375,6983,157,139,296,3781,3535,7316,15,14,36,3207,3059,6262,130,109
12701,93,73,165,2897,2685,5579,245,242,484,3229,3001,6225,79,81,159,3132,2819,5949,256,246,504,3467,3146,6614,78,111,187,3196,2996,6191,234,260,491,3508,3367,6877,67,61,122,2786,2617,5404,194,196,391,3046,2874,5918,38,51,90,2368,2419,4794,181,192,370,2588,2668,5251,34,48,77,2119,2302,4419,153,144,299,2304,2489,4793,15,36,52,2428,2767,5191,182,180,359,2623,2983,5608,25,30,51,2606,2834,5437,173,198,366,2792,3065,5864,37,41,74,2868,2893,5764,201,172,375,3103,3111,6213,29,37,65,2478,2502,4982,157,165,317,2655,2705,5358,20,26,48,2015,2049,4065,132,125,259,2160,2203,4369,22,18,36,1680,1590,3271,122,112,234,1821,1722,3545,9,5,19,1211,1075,2289,112,106,221,1329,1190,2520,16,37,56,2360,2777,5136,231,207,440,2607,3023,5629,551,649,1196,34132,34332,68466,2567,2553,5117,37249,37533,74778,79,49,127,2709,2603,5311,179,189,370,2967,2837,5808,91,84,174,3115,2884,5997,225,177
12702,78,58,136,5178,4975,10151,492,422,912,5753,5453,11199,61,54,118,5677,5346,11028,492,437,929,6231,5843,12077,73,67,136,6313,5817,12132,468,368,833,6850,6250,13104,71,39,107,6201,5961,12158,371,332,704,6639,6332,12967,44,47,90,6084,6075,12160,354,290,643,6483,6413,12893,14,34,49,5008,5385,10399,282,281,562,5307,5702,11013,24,42,69,5023,5657,10680,312,302,619,5359,6004,11361,19,36,58,5485,5771,11254,308,302,614,5818,6109,11933,20,35,57,5875,6154,12029,393,291,684,6286,6479,12772,24,29,58,6010,6367,12376,357,294,648,6390,6689,13081,22,18,42,5215,5655,10873,277,282,557,5516,5951,11468,21,22,47,4635,4598,9230,250,253,506,4906,4873,9782,8,10,19,3383,3168,6549,173,150,323,3558,3326,6886,14,24,45,7867,9382,17254,584,672,1259,8470,10087,18558,496,524,1024,77973,80297,158271,5113,4679,9789,83578,85502,169085,83,74,154,5465,5070,10533,347,291,638,5894,5437,11322,82,54,138,5524,5327,10853,353,353
12703,77,77,147,3550,3316,6865,328,313,639,3957,3701,7654,69,59,131,3438,3205,6642,332,303,635,3838,3569,7405,66,59,119,3193,3107,6299,304,277,577,3559,3444,6998,54,46,102,2994,2856,5855,267,220,496,3323,3128,6447,34,48,81,3145,3082,6232,277,241,517,3461,3365,6828,33,41,77,3131,3320,6452,281,240,517,3444,3603,7051,40,45,82,3395,3803,7192,283,276,559,3712,4121,7833,30,42,69,3404,3545,6950,236,239,474,3669,3825,7492,31,24,58,3455,3228,6683,290,239,523,3777,3487,7264,21,21,42,2884,3004,5888,248,207,459,3155,3236,6387,17,16,29,2429,2500,4925,188,183,372,2634,2691,5331,15,23,36,2277,2277,4549,193,157,346,2477,2455,4929,7,13,18,1721,1596,3316,128,122,253,1856,1731,3587,14,24,39,3309,4265,7573,355,411,761,3680,4698,8376,505,530,1036,42328,43090,85418,3709,3431,7139,46546,47043,93589,91,88,179,3923,3867,7794,312,278,589,4326,4237,8563,101,76,177,3654,3576,7233,243,250
12801,31,22,55,2865,2798,5667,159,173,331,3058,3001,6062,31,29,55,2794,2713,5505,153,156,304,2977,2894,5865,21,26,49,2858,2833,5687,171,141,310,3048,3000,6051,35,22,58,2895,2945,5841,193,146,339,3120,3114,6235,29,20,48,3066,2964,6032,240,206,447,3340,3192,6526,28,28,54,3115,3011,6124,289,177,464,3423,3219,6644,22,23,48,3440,3474,6913,225,160,387,3688,3657,7345,23,22,42,3343,3537,6877,230,178,408,3598,3735,7333,16,13,31,3330,3466,6796,201,190,390,3548,3664,7215,15,13,36,3400,3479,6878,218,162,380,3640,3653,7291,11,13,23,3003,3114,6117,178,162,336,3188,3287,6476,10,10,20,2959,2985,5938,155,147,302,3124,3139,6265,7,11,18,2333,2496,4832,156,143,300,2496,2657,5152,21,29,49,6732,8806,15535,469,602,1074,7222,9435,16653,288,286,578,46142,48612,94752,3039,2740,5781,49469,51644,101113,46,48,90,3214,2960,6181,130,103,233,3386,3117,6503,38,39,73,3044,2916,5964,114,86
12802,41,31,78,3489,3345,6835,117,101,216,3646,3476,7118,27,26,52,3494,3291,6788,104,113,219,3628,3428,7054,40,33,71,3790,3557,7344,120,99,224,3957,3687,7649,55,37,92,4050,3789,7837,123,111,228,4229,3937,8162,36,34,75,3368,3185,6553,135,109,247,3542,3330,6874,25,16,38,2815,2861,5684,117,89,206,2955,2968,5927,21,28,53,3300,3606,6904,98,80,178,3423,3717,7136,30,16,41,3474,3921,7396,100,91,194,3604,4030,7633,13,28,43,3709,3947,7651,106,111,213,3828,4081,7910,18,17,36,3828,4164,7991,108,99,206,3952,4282,8235,15,22,37,3606,3763,7373,97,103,198,3717,3888,7605,11,11,19,3321,3322,6642,95,71,173,3428,3404,6827,10,9,17,2452,2380,4837,69,80,147,2531,2469,4995,11,11,24,4468,5704,10171,213,260,470,4699,5973,10670,350,319,664,49170,50832,99999,1611,1517,3127,51130,52669,103800,51,38,85,3634,3461,7094,119,85,201,3794,3591,7387,61,39,102,3491,3331,6825,108,111
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,0,7,0,0,0,8,0,8,0,0,0,5,3,7,0,0,0,5,3,7,4,0,4,8,0,10,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,8,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,38,4,43,0,0,3,37,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
19999,26,21,51,175,181,360,21,15,32,216,222,439,14,12,28,132,127,258,18,7,28,161,151,315,12,18,28,80,84,167,4,9,9,97,108,200,26,20,40,272,221,490,19,26,46,309,262,574,30,24,47,533,437,970,67,49,116,627,506,1134,37,16,56,579,460,1043,74,56,134,688,539,1227,35,5,44,579,406,979,54,43,99,667,457,1127,23,11,38,532,289,818,64,35,100,622,334,951,25,10,41,459,224,686,57,15,73,544,247,796,14,5,20,357,219,573,36,14,53,407,241,641,10,13,26,360,269,629,45,21,66,421,303,723,4,7,14,352,293,638,45,25,65,394,323,713,6,3,8,249,208,459,19,16,37,272,228,497,0,4,7,431,295,725,56,41,99,485,344,828,257,178,435,5090,3698,8794,576,368,943,5924,4248,10175,39,49,92,238,180,423,20,21,46,305,247,554,23,18,42,131,119,246,15,14
