SA3_CODE_2016,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_S_r_t_h_t_1_s_NPUR_1,C16_S_r_t_h_t_1_s_NPUR_2,C16_S_r_t_h_t_1_s_NPUR_3,C16_S_r_t_h_t_1_s_NPUR_4,C16_S_r_t_h_t_1_s_NPUR_5,C16_S_r_t_h_t_1_s_NPUR_6mo,C16_SDRTHTS_To,C16_S_r_t_h_t_2mor_s_NPUR_1,C16_S_r_t_h_t_2mor_s_NPUR_2,C16_S_r_t_h_t_2mor_s_NPUR_3,C16_S_r_t_h_t_2mor_s_NPUR_4,C16_S_r_t_h_t_2mor_s_NPUR_5,C16_SDRTHT2S_NPUR_6mo,C16_SDRTHT2S_To,C16_Sd_r_t_h_t_To_NPUR_1,C16_Sd_r_t_h_t_To_NPUR_2,C16_Sd_r_t_h_t_To_NPUR_3,C16_Sd_r_t_h_t_To_NPUR_4,C16_Sd_r_t_h_t_To_NPUR_5,C16_SDRTHT_NPUR_6mor,C16_Sd_r_t_h_t_To_Tot,C16_Fl_u_a_1_2SB_NPUR_1,C16_Fl_u_a_1_2SB_NPUR_2,C16_Fl_u_a_1_2SB_NPUR_3,C16_Fl_u_a_1_2SB_NPUR_4,C16_Fl_u_a_1_2SB_NPUR_5,C16_F_u_a_1_2SB_NPUR_6mor,C16_FUA_1_2SB_Tot,C16_F_u_a_I_a_3SB_NPUR_1,C16_F_u_a_I_a_3SB_NPUR_2,C16_F_u_a_I_a_3SB_NPUR_3,C16_F_u_a_I_a_3SB_NPUR_4,C16_F_u_a_I_a_3SB_NPUR_5,C16_F_u_a_I_a_3SB_NPUR_6m,C16_FUA_In_a_3_st_b_To,C16_F_u_a_4mor_s_b_NPUR_1,C16_F_u_a_4mor_s_b_NPUR_2,C16_F_u_a_4mor_s_b_NPUR_3,C16_F_u_a_4mor_s_b_NPUR_4,C16_F_u_a_4mor_s_b_NPUR_5,C16_F_u_a_4m_s_b_NPUR_6mor,C16_FUA_4mor_st_bl_Tot,C16_FUA_AH_NPUR_1,C16_FUA_AH_NPUR_2,C16_FUA_AH_NPUR_3,C16_FUA_AH_NPUR_4,C16_FUA_AH_NPUR_5,C16_FUA_AH_NPUR_6mo,C16_FUA_AH_Tot,C16_FUA_To_NPUR_1,C16_FUA_To_NPUR_2,C16_FUA_To_NPUR_3,C16_FUA_To_NPUR_4,C16_FUA_To_NPUR_5,C16_FUA_To_NPUR_6mo,C16_FUA_To_To,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mo,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mo,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_TO,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_T_T,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_T,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_T_T
12503,3,0,84,8832,11249,7407,7391,4216,3713,42811,4265,6755,4988,5683,3650,3799,29146,923,539,279,239,122,80,2191,830,1041,861,941,579,448,4705,1756,1585,1141,1178,702,524,6891,1033,623,309,237,102,55,2360,1208,1198,854,564,234,93,4146,582,709,494,308,150,84,2333,30,27,11,8,8,3,81,2857,2560,1666,1126,491,228,8925,0,0,3,0,0,0,9,0,3,3,0,0,4,11,33,48,35,42,37,19,212,36,50,39,49,38,28,233,61,41,36,21,15,22,185,8976,10980,7868,8059,4897,4603,45380
12504,4,0,44,10207,13363,8549,7316,2834,1450,43717,2820,5238,3550,4278,1958,1204,19047,820,589,414,423,119,63,2429,833,1037,1015,955,299,178,4321,1655,1624,1430,1379,423,241,6750,1724,1393,1014,736,197,87,5157,1942,2255,1920,1233,312,152,7822,1729,2672,2160,1164,322,126,8179,14,14,3,3,0,0,34,5417,6331,5095,3147,837,371,21195,0,0,0,0,0,0,7,0,0,0,0,0,0,0,40,32,48,36,20,5,180,43,37,49,38,19,5,193,108,56,46,27,12,13,251,10038,13284,10163,8865,3242,1833,47432
12601,3,0,4,2621,4244,2690,3270,1339,476,14634,1276,2976,2043,2854,1259,633,11037,152,142,71,78,27,3,476,185,261,216,220,52,32,957,330,404,292,297,82,34,1433,169,46,17,24,9,0,267,365,428,347,256,49,6,1454,269,449,313,195,35,11,1271,8,8,0,4,0,0,20,811,934,674,481,93,22,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,12,5,5,3,7,0,0,16,9,12,5,3,3,3,34,2434,4330,3018,3639,1433,691,15539
12602,0,0,25,10922,13272,7548,7549,2954,1173,43420,3209,6049,4205,5646,2587,1362,23057,776,829,534,428,128,42,2742,1369,1454,970,811,254,115,4975,2140,2284,1510,1240,385,155,7710,837,502,211,118,28,11,1704,2608,2583,1228,635,138,44,7238,1993,2912,1389,663,145,37,7139,11,6,0,3,0,0,27,5451,6006,2833,1422,315,91,16110,7,5,0,0,0,0,11,0,0,0,0,0,0,0,42,30,19,9,4,3,112,48,32,26,9,4,0,122,81,60,36,37,15,8,236,10926,14431,8606,8353,3299,1620,47236
12701,0,0,14,2930,4819,4066,5203,3125,2335,22485,2580,5466,4690,6131,3720,2882,25466,140,154,100,93,42,21,560,237,277,285,293,142,75,1306,381,432,380,383,187,102,1865,282,91,42,23,5,5,456,190,44,21,12,5,0,267,3,7,0,0,0,0,9,5,3,3,0,0,0,12,479,138,65,39,13,4,742,11,3,0,0,0,0,13,5,0,0,3,0,0,13,9,9,5,3,0,0,22,18,13,5,11,0,3,52,86,38,20,13,12,8,174,3550,6086,5161,6580,3933,2995,28295
12702,6,4,53,7795,12348,10014,10698,6362,4888,52106,4673,8761,7140,8104,5267,4965,38916,453,402,266,215,94,77,1503,796,1195,1135,1190,652,500,5484,1256,1599,1401,1409,746,573,6979,776,498,338,300,117,81,2118,637,807,530,381,140,53,2544,498,661,427,321,102,47,2053,35,24,21,15,3,0,104,1937,1995,1325,1016,365,178,6822,56,14,0,0,0,0,73,10,5,10,3,6,0,39,61,71,60,51,39,38,323,134,93,72,54,47,38,429,77,69,53,35,12,17,261,8074,12515,9999,10612,6439,5771,53414
12703,0,0,33,5908,8300,6039,6941,3284,1998,32480,2718,5388,4506,5730,3055,2185,23572,337,208,63,63,29,21,727,860,956,718,686,308,143,3666,1202,1163,788,745,335,160,4394,547,260,130,94,35,10,1069,1155,1015,699,498,153,50,3572,502,745,506,376,139,72,2338,19,15,7,8,3,0,58,2217,2037,1346,970,331,134,7043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,12,9,8,3,68,18,11,12,15,14,0,68,44,23,6,11,6,8,103,6207,8627,6656,7471,3745,2486,35183
12801,0,0,10,10067,13380,5907,6363,2801,945,39459,2904,6346,3676,5432,2645,999,22002,629,367,149,96,34,11,1277,1405,1754,850,664,157,46,4868,2037,2115,997,760,190,57,6145,1167,834,241,98,28,5,2380,2111,2249,818,323,72,10,5580,1469,1460,427,210,42,3,3608,3,0,0,0,0,0,6,4752,4546,1490,625,134,23,11573,36,25,3,5,0,0,69,0,0,0,0,0,0,0,48,42,28,16,7,0,130,86,68,31,17,7,0,208,37,36,13,9,4,0,106,9801,13124,6209,6840,2980,1078,40030
12802,0,0,5,6223,10694,6317,7876,3438,1152,35700,2804,7476,4940,7014,3175,1108,26514,412,352,158,184,55,13,1179,749,966,636,491,166,43,3042,1155,1319,796,674,220,55,4226,650,341,136,85,21,3,1243,1150,1177,429,165,31,9,2968,326,375,153,47,9,0,919,3,10,0,0,0,0,17,2131,1902,728,297,63,10,5142,61,21,6,0,8,4,106,5,0,0,0,0,0,5,17,21,7,4,0,0,59,84,43,16,6,8,4,161,31,23,12,15,4,7,96,6215,10765,6493,8006,3469,1186,36132
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
