LGA_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
LGA17150,3387,2576,1819,1129,383,82,11680,97,667,977,960,968,765,185,31,4643,2509,8867,8820,6895,4691,3249,1110,312,36450,1078,3037,4584,5383,4062,2629,1139,378,22290,2798,5565,5699,6435,5905,3818,2206,800,33218,246,237,291,387,411,289,128,40,2029,246,310,606,1055,1258,1181,644,219,5509,3285,6105,6597,7873,7580,5280,2974,1058,40759,58,135,210,244,314,337,238,92,1627,812,1230,1318,1358,1213,1302,1451,1245,9930,7923,22250,25896,25286,20643,14703,7479,3196,127369
LGA17200,8799,4215,2782,1713,586,101,31649,124,1753,1372,907,744,485,144,10,5547,6970,29151,14477,6734,4426,2643,974,281,65657,1933,6168,4186,2676,1915,1180,514,166,18735,1169,3844,2334,1676,1385,805,351,99,11669,174,298,214,149,132,111,23,9,1104,170,500,394,452,437,321,135,47,2468,1516,4643,2941,2275,1959,1232,514,158,15235,206,510,336,203,179,155,97,29,1721,2374,5606,3115,1901,1557,1231,792,386,16969,13788,60644,35224,18914,13561,8635,3624,1129,155510
LGA17310,320,264,184,109,42,6,1315,18,138,204,168,158,135,43,6,871,275,1350,1192,968,694,578,228,74,5355,104,587,762,842,822,536,254,72,3970,998,2188,2013,1884,1717,1192,529,132,10646,136,180,111,115,116,101,39,0,800,67,100,125,182,235,253,121,35,1122,1196,2464,2253,2185,2069,1541,691,168,12563,24,52,32,23,43,66,38,10,285,666,705,662,620,650,649,634,304,4885,2297,5658,5424,5068,4612,3617,1936,639,29249
LGA17350,8,8,13,11,0,0,58,0,8,9,14,9,21,3,0,66,22,82,105,107,58,59,17,3,446,11,28,54,58,72,50,21,6,303,98,197,166,180,187,148,52,15,1035,21,10,20,11,26,11,7,0,100,0,10,5,20,24,33,5,0,103,114,217,192,213,234,201,66,17,1245,0,0,0,4,10,6,5,0,24,52,33,40,46,78,90,85,52,470,202,377,412,443,467,434,199,79,2608
LGA17400,11,10,26,27,11,0,94,0,3,10,13,29,23,12,0,92,13,72,80,73,96,114,34,4,497,6,24,61,70,103,116,35,7,430,66,133,136,199,255,206,68,11,1079,13,18,13,20,22,21,7,0,109,6,5,9,18,28,32,12,4,112,85,152,154,238,313,263,91,16,1303,0,8,0,4,7,6,4,6,39,73,52,87,112,146,182,86,36,774,182,318,403,525,716,735,275,66,3228
LGA17420,7279,4033,2380,1273,349,63,18334,73,476,1014,940,663,529,153,24,3866,2449,7647,11117,8010,5008,3385,1141,229,38988,924,1801,3337,4032,2953,2093,859,193,16201,1662,2434,2814,3610,2902,1935,1178,265,16787,200,133,162,228,237,175,74,16,1225,184,200,416,671,751,736,349,85,3389,2041,2766,3392,4506,3890,2846,1598,367,21411,61,129,261,248,229,219,168,36,1348,646,830,1135,913,763,781,708,530,6303,6292,16500,27534,22683,15891,11140,4976,1438,106451
LGA17550,585,528,500,447,123,17,2582,13,188,316,300,336,316,82,25,1581,303,1852,2496,2011,1576,1362,499,118,10237,257,926,1425,1526,1694,1307,561,174,7865,1138,2265,2668,3019,3266,2377,1168,364,16261,164,128,165,167,179,147,45,15,1014,88,131,226,285,437,434,221,83,1899,1386,2531,3059,3469,3881,2957,1435,454,19176,21,34,55,60,99,128,93,51,541,768,811,998,1025,1169,1245,1285,1024,8320,2770,6723,8934,8911,9252,7758,4089,1866,50312
LGA17620,38,30,55,26,9,5,201,4,17,27,21,21,19,3,0,115,52,289,224,202,136,121,44,19,1073,25,100,173,185,165,128,54,10,831,233,529,519,506,481,280,93,24,2666,31,41,22,31,27,18,10,0,182,11,32,26,54,56,40,26,9,261,275,600,569,597,566,338,129,39,3105,0,3,11,8,10,7,5,8,50,118,140,124,149,183,203,153,95,1162,476,1177,1174,1183,1130,835,396,167,6542
LGA17640,31,57,52,41,20,3,207,0,12,20,26,30,27,8,0,132,23,106,151,141,165,124,44,13,771,14,72,102,139,156,100,40,5,642,101,220,235,272,347,197,80,9,1451,15,12,14,21,27,14,5,4,114,5,7,8,24,47,35,16,4,143,126,236,257,314,414,247,101,18,1709,0,3,6,7,10,12,7,5,48,62,66,74,107,156,163,101,43,771,234,515,639,793,971,718,324,83,4282
LGA17650,47,40,47,52,21,4,239,0,13,14,22,21,27,8,0,108,10,102,138,127,113,102,34,10,637,14,39,61,112,100,93,34,4,459,80,173,162,185,206,134,44,0,982,18,14,12,13,14,11,3,0,88,7,9,6,28,34,17,10,0,105,102,194,178,228,256,166,59,5,1182,3,0,0,0,10,5,0,0,22,53,44,38,80,89,70,58,29,459,187,412,479,610,638,514,212,50,3104
LGA17750,508,402,328,201,67,18,2014,22,222,260,263,195,146,36,6,1144,486,2077,1783,1255,855,605,234,62,7353,253,810,816,891,805,544,241,92,4444,1364,2598,2077,1770,1702,1059,394,117,11075,185,208,116,107,104,73,20,5,820,65,103,120,174,242,220,99,31,1066,1607,2911,2311,2054,2056,1356,513,152,12965,27,56,47,43,57,50,40,15,326,772,637,532,527,543,563,471,336,4364,3189,7178,6248,5424,4821,3463,1601,688,32616
LGA17850,9,9,11,12,0,0,50,0,0,4,3,5,5,3,0,35,10,44,47,44,43,37,14,4,239,4,19,29,41,47,47,15,5,195,32,65,80,89,102,82,27,4,481,0,12,12,8,10,5,5,0,53,0,0,0,8,8,11,8,0,38,36,82,91,104,124,97,42,4,573,0,4,0,0,3,3,0,0,16,42,34,23,40,56,73,59,26,349,89,194,211,246,278,272,137,33,1450
LGA17900,10,8,0,0,0,0,33,0,3,14,4,7,4,0,0,34,19,81,62,59,58,25,11,0,316,12,46,51,58,57,34,12,4,269,43,97,71,105,119,102,34,13,584,13,9,3,22,15,4,3,0,79,6,4,6,17,27,21,5,0,80,62,109,82,143,158,127,41,10,735,0,0,4,0,0,3,0,0,13,151,179,159,179,226,189,100,30,1208,238,429,384,447,514,389,170,45,2608
LGA17950,5,0,4,0,0,0,28,0,7,9,8,9,0,0,0,32,6,52,42,40,24,10,13,0,190,3,21,35,25,34,22,3,0,149,26,62,47,46,70,27,7,5,287,5,0,3,3,4,0,4,0,35,0,0,4,0,7,6,3,0,31,36,67,58,60,81,37,14,5,347,0,7,0,3,0,0,0,0,18,30,27,33,38,42,59,50,42,317,76,182,175,174,201,126,82,49,1069
LGA18020,26,20,22,21,0,0,114,0,10,9,20,24,18,4,0,87,17,132,118,108,97,85,31,7,582,9,56,63,107,126,85,38,15,506,87,219,194,266,248,222,80,16,1340,26,23,25,16,27,27,0,0,144,4,8,11,25,24,40,18,5,137,115,251,230,311,301,283,100,22,1617,0,0,0,8,6,9,10,4,39,133,126,129,180,222,263,197,91,1345,273,589,583,750,801,766,385,144,4290
LGA18050,2324,1586,894,561,202,42,7856,15,332,361,368,265,177,51,18,1581,936,7836,4893,3362,1868,1102,475,127,20609,255,1301,1122,983,760,542,251,95,5293,241,1081,718,617,519,387,267,98,3928,25,65,52,56,69,36,18,6,319,43,163,121,158,157,159,75,26,904,304,1307,886,821,744,584,366,134,5153,23,162,114,75,79,74,58,29,600,382,1375,876,519,402,403,460,393,4815,1954,14529,10574,7712,5018,3437,1851,834,45911
LGA18100,7,11,6,3,5,0,41,4,4,7,3,11,9,0,0,39,12,47,58,54,37,27,14,3,261,5,21,29,57,63,39,17,8,239,36,77,102,101,110,98,43,16,579,10,11,7,4,6,7,0,0,49,0,3,5,8,20,18,3,3,66,44,89,115,120,134,122,46,15,693,0,0,0,0,3,0,5,0,11,26,23,29,39,60,71,74,20,348,87,205,251,288,317,276,156,56,1636
LGA18200,7,6,18,3,3,0,75,4,12,20,21,11,6,4,0,78,18,115,125,99,84,58,18,7,515,16,55,91,104,115,60,28,5,476,75,218,199,221,209,129,52,8,1106,11,26,15,16,26,6,0,0,97,7,9,15,22,16,15,9,4,97,94,250,228,255,249,149,61,15,1303,0,4,0,3,5,8,4,0,20,125,129,139,134,136,144,76,32,924,267,595,605,632,612,430,194,51,3388
LGA18250,3491,2300,1281,859,309,77,10240,20,232,513,501,342,272,99,20,2013,1173,4381,5309,4117,2688,1608,775,295,20344,284,767,1054,1215,1017,761,364,188,5649,240,475,570,598,552,378,210,97,3132,50,37,45,60,53,67,21,3,334,22,66,123,198,226,229,126,69,1057,313,572,743,856,836,677,357,175,4522,25,72,95,113,69,109,67,36,589,281,506,570,458,332,357,290,280,3071,2153,8396,11772,9555,6566,4632,2261,1075,46417
LGA18350,472,522,486,590,278,75,2796,18,85,148,211,259,302,104,8,1133,194,999,1321,1375,1228,1302,707,157,7279,147,483,611,915,922,999,577,148,4797,622,1352,1268,1422,1487,1034,620,138,7941,81,70,77,92,117,85,42,8,573,36,56,97,194,258,316,205,39,1199,736,1478,1444,1707,1867,1427,870,186,9714,13,20,34,36,64,110,78,31,393,301,255,317,421,470,590,620,476,3452,1423,3670,4352,5193,5292,5318,3231,1077,29558
LGA18400,301,237,219,139,34,0,1232,25,94,127,134,119,98,19,3,624,268,987,1052,816,523,403,99,26,4179,259,709,828,920,702,460,129,31,4035,1099,2305,2205,2216,1577,999,391,80,10865,110,106,94,113,88,58,14,0,584,69,82,132,193,247,205,81,11,1024,1284,2486,2438,2519,1914,1268,477,87,12471,14,22,27,46,52,41,32,7,233,379,373,418,431,371,376,360,231,2933,2236,4955,5183,5107,3897,2787,1163,379,25716
LGA18450,2786,2138,1742,1182,356,51,11512,98,754,903,770,728,602,164,31,4049,2514,7868,6101,4701,3281,2249,862,207,27776,1026,2626,3299,3630,2940,1934,755,225,16438,3353,6501,6015,6022,5753,3510,1797,553,33493,437,344,352,361,405,243,87,29,2258,234,280,449,732,962,837,398,118,3997,4021,7122,6814,7112,7115,4586,2283,695,39749,71,105,157,161,206,230,142,49,1120,1555,1618,1411,1401,1397,1425,1604,1118,11542,9475,23165,21476,19914,17405,12215,6164,2381,112187
LGA18500,1659,1532,1145,869,468,102,7117,18,221,267,294,258,230,98,22,1403,1052,4614,3174,2667,2232,1704,896,294,16629,121,513,595,744,659,622,398,139,3789,123,373,328,325,314,275,191,73,1994,11,27,30,28,36,40,21,0,197,28,76,65,109,145,150,109,32,722,164,469,423,464,496,468,319,105,2913,3,60,55,60,63,100,86,23,456,329,480,417,379,308,360,441,456,3178,1729,7647,6594,6142,5158,4357,2701,1136,35477
LGA18710,200,270,182,147,50,10,948,7,32,98,144,101,101,15,3,497,80,362,509,582,387,290,105,20,2324,32,146,327,350,298,176,78,12,1413,225,455,467,513,448,253,117,19,2494,31,28,27,27,16,26,0,0,162,21,22,33,58,69,61,22,6,293,277,508,519,591,537,338,143,30,2945,3,6,6,13,8,9,10,9,62,103,80,114,136,136,158,124,64,926,500,1223,1767,2085,1654,1215,531,147,9120
LGA19399,10,3,3,0,3,0,21,0,0,3,4,0,0,0,0,9,0,24,21,15,19,15,0,0,93,0,14,9,13,9,11,4,0,68,4,32,37,35,31,19,11,0,177,0,0,0,3,5,0,0,0,14,0,0,0,3,5,5,3,0,23,11,37,44,42,44,23,13,0,216,0,0,0,0,0,0,0,0,0,4,10,18,8,19,23,6,3,95,17,86,101,89,96,71,34,5,497
LGA19499,73,47,50,36,6,0,327,3,24,22,18,19,18,0,0,109,51,361,166,157,120,90,21,0,969,39,125,105,108,138,83,15,0,614,111,276,223,220,279,167,31,6,1326,30,30,17,12,19,9,0,0,127,11,24,27,22,45,34,16,0,176,153,327,268,253,347,211,51,6,1621,3,10,3,8,11,13,7,0,56,461,784,802,685,483,232,73,22,3543,718,1736,1449,1281,1165,680,173,28,7237
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
