LGA_CODE_2021,P_Mng_0,P_Mng_1_19,P_Mng_20_29,P_Mng_30_34,P_Mng_35_39,P_Mng_40_44,P_Mng_45_49,P_Mng_50_over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_19,P_Pro_20_29,P_Pro_30_34,P_Pro_35_39,P_Pro_40_44,P_Pro_45_49,P_Pro_50_over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_19,P_TTW_20_29,P_TTW_30_34,P_TTW_35_39,P_TTW_40_44,P_TTW_45_49,P_TTW_50_over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_19,P_CPS_20_29,P_CPS_30_34,P_CPS_35_39,P_CPS_40_44,P_CPS_45_49,P_CPS_50_over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_19,P_CA_20_29,P_CA_30_34,P_CA_35_39,P_CA_40_44,P_CA_45_49,P_CA_50_over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_19,P_Sal_20_29,P_Sal_30_34,P_Sal_35_39,P_Sal_40_44,P_Sal_45_49,P_Sal_50_over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_19,P_MOD_20_29,P_MOD_30_34,P_MOD_35_39,P_MOD_40_44,P_MOD_45_49,P_MOD_50_over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_19,P_Lab_20_29,P_Lab_30_34,P_Lab_35_39,P_Lab_40_44,P_Lab_45_49,P_Lab_50_over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_24,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
LGA17550,187,340,393,356,840,1173,368,1244,70,4965,461,1008,1123,919,1457,1519,423,915,66,7891,341,577,582,439,1376,1627,384,830,109,6272,504,1532,1235,764,815,424,135,221,98,5740,203,823,786,565,1152,696,160,234,44,4665,257,1278,676,332,582,364,93,190,54,3829,132,246,239,138,357,352,124,404,55,2045,301,1363,677,429,679,533,146,274,89,4492,83,111,67,40,98,91,20,58,228,787,2466,7272,5786,3994,7347,6778,1841,4367,828,40678
LGA17620,20,48,63,48,110,235,82,413,23,1037,35,89,93,59,143,188,65,150,11,825,45,72,67,46,209,329,110,249,15,1152,39,140,145,73,110,64,25,32,10,631,16,89,99,59,140,96,29,38,5,575,15,132,61,41,55,40,22,32,11,403,65,40,77,26,139,154,76,289,28,892,38,221,83,61,308,220,77,106,17,1136,12,4,7,4,16,12,9,14,44,122,276,835,693,434,1229,1337,494,1327,161,6784
LGA17640,35,82,79,58,111,210,77,423,15,1095,30,71,59,54,104,126,30,86,3,563,24,59,39,27,94,144,23,86,15,511,40,88,71,47,85,52,13,16,7,423,26,77,71,41,127,61,11,26,3,446,8,55,46,13,31,29,7,19,4,221,14,13,17,9,63,40,18,63,4,237,15,113,52,23,69,79,23,44,10,419,8,9,8,6,14,12,0,10,22,94,201,568,446,286,693,752,205,765,79,3997
LGA17650,16,28,34,23,79,88,45,180,3,500,29,52,51,39,112,85,26,59,3,455,20,29,36,29,90,101,29,42,0,376,20,74,63,50,62,24,7,11,12,313,12,50,57,42,93,34,7,20,0,324,10,46,46,11,29,15,7,19,0,184,5,17,24,7,27,28,11,27,3,145,19,85,33,20,67,72,7,35,5,346,3,5,3,6,4,6,0,0,12,48,136,378,340,226,570,465,144,387,45,2688
LGA17750,126,190,196,183,765,951,408,1192,52,4066,326,545,670,510,1661,1683,483,969,56,6901,116,299,285,209,1286,1545,482,719,64,4996,230,897,786,582,993,550,206,495,84,4823,139,389,566,356,1239,635,166,210,29,3733,131,1025,457,228,510,352,109,182,35,3028,65,177,127,89,409,363,134,386,31,1785,139,885,423,307,679,530,134,221,54,3375,30,55,32,18,105,95,23,54,163,576,1309,4462,3548,2486,7643,6703,2144,4415,569,33283
LGA17850,5,28,34,25,23,82,46,218,8,470,0,10,25,16,31,24,19,27,3,154,4,11,11,8,27,36,9,22,3,134,14,21,32,10,12,11,4,12,0,118,4,20,26,15,24,18,3,6,0,122,0,24,3,6,14,10,6,10,0,76,0,6,8,7,7,14,8,26,4,79,6,29,25,13,28,38,15,43,5,203,3,3,0,0,0,3,3,3,9,24,45,161,167,106,168,238,104,359,34,1379
LGA17900,10,24,15,18,44,49,18,238,9,427,14,18,18,17,56,45,12,40,0,220,8,6,13,8,24,33,6,30,0,132,18,41,41,39,59,44,18,24,10,288,8,15,26,13,48,23,3,9,0,153,5,18,19,5,11,8,0,9,0,84,3,19,11,5,8,21,8,50,0,128,16,48,22,14,18,35,5,40,6,206,3,0,5,0,9,3,0,0,11,35,82,199,170,118,271,258,83,439,46,1668
LGA17950,3,16,14,5,24,52,22,193,6,343,5,14,8,10,19,25,6,30,0,108,4,4,8,8,26,35,7,30,6,123,6,11,19,19,14,8,4,3,0,83,4,18,11,15,23,18,3,4,0,106,4,14,6,3,4,12,0,7,0,58,0,8,4,3,17,13,4,49,9,107,4,17,8,17,21,37,8,39,7,158,0,0,3,0,0,0,0,5,13,24,32,99,91,78,142,210,57,368,33,1106
LGA18020,20,49,52,45,53,140,71,422,24,882,27,65,60,38,81,80,39,69,4,463,17,38,38,15,61,104,18,54,8,353,19,93,89,55,63,39,7,25,9,394,8,46,49,32,74,41,9,16,0,277,8,65,38,19,21,21,13,15,5,199,8,23,28,17,37,38,28,60,4,238,25,111,43,36,68,112,21,88,18,526,5,4,5,4,16,7,0,6,27,76,142,489,390,263,478,583,205,752,92,3401
LGA18050,415,538,515,359,1168,2353,769,2245,81,8448,533,1398,1316,900,2397,4622,1281,3363,148,15962,346,342,289,146,332,608,121,292,58,2532,633,666,383,158,245,223,76,105,53,2535,212,583,487,248,754,843,183,322,21,3654,365,423,212,114,361,629,142,322,23,2584,43,140,137,43,58,68,15,50,17,587,168,287,231,63,109,147,33,89,18,1155,48,67,66,25,89,142,35,120,175,764,2767,4455,3632,2064,5509,9647,2657,6903,593,38229
LGA18100,13,27,38,37,29,70,34,192,11,454,12,24,28,14,32,37,18,30,0,193,0,17,16,10,25,50,11,23,0,148,11,45,38,15,14,16,6,14,0,144,9,18,18,22,22,15,3,7,0,125,3,31,17,5,8,12,6,4,0,88,4,13,9,4,10,26,13,41,0,116,11,31,17,14,21,55,16,19,3,200,0,6,0,0,0,5,0,0,4,20,64,207,181,123,161,283,99,332,29,1487
LGA18200,19,31,35,28,86,123,46,277,8,657,18,49,63,41,89,89,30,67,5,442,11,27,21,25,88,134,28,88,6,427,33,62,38,44,74,47,13,16,8,339,19,58,44,31,105,55,13,22,0,352,13,74,38,26,40,17,3,6,3,231,17,18,8,9,35,43,16,75,4,229,23,83,61,24,65,83,29,52,5,422,9,4,5,4,17,9,0,4,24,73,162,414,314,227,603,606,175,609,67,3174
LGA18250,344,494,480,328,1191,2162,666,2019,49,7726,518,1494,1242,860,2938,4551,1081,2686,89,15460,294,348,253,112,346,551,110,163,39,2219,600,629,378,200,257,222,47,74,35,2442,268,671,603,275,999,1008,195,358,34,4411,457,609,333,123,338,379,97,213,22,2570,83,139,110,34,107,76,20,40,8,621,191,406,241,72,118,94,20,38,14,1198,47,72,71,35,84,123,20,77,130,663,2811,4865,3714,2037,6379,9159,2259,5672,417,37312
LGA18350,162,280,330,219,518,807,335,1071,50,3785,214,747,658,448,772,1127,334,814,41,5156,186,398,325,229,747,1061,281,513,59,3799,265,639,467,290,414,269,111,105,36,2594,142,566,450,260,543,401,100,148,25,2627,151,613,325,175,297,237,53,132,29,2009,70,115,98,74,269,267,109,303,29,1334,174,665,339,146,362,325,82,119,52,2265,30,51,33,16,43,68,9,44,91,397,1389,4073,3028,1860,3973,4562,1411,3252,416,23960
LGA18400,247,295,221,172,571,874,260,1034,38,3720,265,423,432,299,826,887,252,563,28,3986,587,488,333,202,942,1289,317,654,79,4898,460,508,382,245,507,287,117,131,36,2678,327,663,548,334,930,626,121,221,46,3812,284,578,322,146,270,272,67,84,25,2061,249,218,149,85,450,519,178,513,50,2411,330,582,300,167,377,392,87,203,44,2479,63,54,31,10,73,72,10,52,129,493,2810,3802,2725,1661,4947,5224,1416,3463,483,26528
LGA18450,836,942,720,521,2162,2638,989,2442,71,11323,1404,2789,2742,1953,5465,5731,1498,2926,110,24620,1625,1251,969,659,3003,3896,848,1334,181,13766,2503,2696,1982,1139,1881,1290,519,497,170,12667,855,1807,1981,1026,3527,1970,435,599,84,12282,1258,2407,1205,536,1081,667,154,270,80,7663,472,718,491,263,1288,1201,558,869,104,5962,1195,2343,1180,563,1146,996,244,413,132,8200,165,136,112,64,280,231,62,105,371,1524,10308,15081,11380,6724,19823,18631,5309,9458,1304,98020
LGA18500,311,545,496,345,809,1820,561,2061,74,7020,392,1351,1074,647,1567,3098,1027,3228,100,12489,139,169,121,52,142,226,55,132,27,1068,382,377,205,66,126,128,36,64,29,1422,148,530,400,187,490,605,155,311,34,2861,288,347,199,98,240,422,92,256,17,1972,31,59,35,7,19,19,6,14,8,196,78,124,76,27,33,66,14,35,5,449,47,99,73,46,46,118,33,145,143,748,1822,3602,2688,1475,3480,6505,1989,6242,433,28230
LGA18710,90,108,127,105,288,454,178,490,19,1844,92,169,200,167,439,471,135,282,10,1954,43,103,79,74,266,365,116,219,16,1286,60,230,155,99,167,134,41,90,15,982,65,152,172,111,304,252,65,75,9,1200,37,197,79,27,84,52,21,37,4,532,14,25,22,14,52,85,36,102,10,361,34,205,86,33,92,117,35,56,9,662,13,14,12,11,27,36,17,17,34,177,441,1197,929,631,1717,1970,627,1368,120,9001
LGA19399,13,10,17,10,23,37,11,122,3,236,7,5,3,6,10,4,0,9,0,54,4,5,4,7,3,13,3,3,6,48,7,5,0,0,7,4,0,7,0,31,0,3,8,0,11,9,0,9,5,44,0,10,3,6,5,0,0,4,0,24,0,4,0,0,0,4,0,3,0,14,8,22,11,10,16,14,0,17,0,93,0,3,0,0,0,0,0,0,0,13,41,74,50,43,69,84,18,174,11,556
LGA19499,21,17,14,15,45,61,19,42,3,234,55,64,56,33,83,106,19,78,3,500,40,31,24,22,47,57,10,39,13,279,53,74,62,29,38,40,5,31,5,334,19,41,30,15,61,41,9,18,3,236,29,45,26,19,25,9,3,10,4,171,30,20,25,23,38,35,19,62,3,253,37,97,75,31,64,52,23,34,16,419,9,13,0,0,7,4,0,7,29,77,284,414,316,184,406,405,111,314,87,2511
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
