LGA_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
LGA17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,3,3,9,4,0,0,0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,4,4,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LGA17750,0,0,0,0,0,0,7,17,4,13,0,0,0,0,0,44,0,0,0,0,0,0,17,46,5,7,3,3,0,0,0,87,0,0,0,11,9,12,17,5,0,0,4,0,0,0,0,60,0,0,5,0,13,21,78,54,40,41,41,45,7,0,9,346,0,5,9,3,0,5,0,0,0,0,0,0,0,0,0,15,0,0,5,0,7,13,42,39,0,0,5,3,3,0,3,127,0,0,6,3,4,16,5,8,0,4,0,15,26,53,5,156,19,41,16,9,8,6,12,0,0,0,0,3,0,0,3,112,0,7,14,3,0,0,0,3,0,0,0,0,0,0,0,34,0,0,0,4,8,8,8,4,0,0,0,0,0,0,0,47,0,0,6,0,4,21,227,357,94,90,80,61,29,12,18,999,0,4,0,0,0,8,11,3,4,3,4,0,0,0,0,38,0,0,0,0,0,5,7,29
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,14,0,4,5,4,0,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,6,3,9,0,3,0,0,0,0,0,0,0,0,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,4,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,5,6,0,3,0,6,0,0,0,0,0,0,0,3,29,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,4,0,3,6,3,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
LGA18050,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,5,6,3,5,0,0,0,0,0,0,24,0,4,18,24,25,48,69,89,28,24,36,40,14,0,6,432,14,26,3,21,99,130,210,100,26,32,44,34,30,4,21,797,0,11,12,11,6,7,5,0,0,0,0,0,0,0,5,61,5,45,39,15,14,5,4,0,0,0,0,0,0,0,3,130,0,0,8,10,26,11,8,0,4,0,0,0,0,0,0,70,29,20,43,28,46,47,104,90,35,19,27,43,12,0,18,566,8,67,83,21,10,4,8,8,0,0,0,0,3,0,17,224,0,5,16,33,58,59,25,43,4,10,15,11,9,3,6,289,0,12,61,29,40,41,41,48,7,9,11,11,7,0,12,326,0,7,5,18,40,33,36,13,11,3,6,9,4,0,0,192,0,0,4,8,39,22,27,10
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18250,0,0,0,0,10,5,7,3,3,0,0,0,0,0,0,19,0,0,0,4,7,13,24,11,3,5,6,11,4,0,0,85,0,4,11,36,30,35,59,36,5,17,16,4,7,9,3,263,18,41,53,119,840,1275,2516,1440,391,382,387,480,198,45,122,8311,0,45,140,46,11,11,11,7,0,0,0,0,0,0,3,279,4,14,68,17,9,5,9,11,5,6,9,3,0,0,4,165,4,3,11,19,29,25,21,7,0,0,0,5,0,0,4,125,25,23,23,21,31,21,57,20,4,7,10,9,3,0,0,248,4,40,84,9,0,0,0,5,0,0,0,0,0,0,7,152,0,26,65,220,850,701,286,197,57,82,52,70,108,45,39,2788,6,12,35,37,99,156,373,478,189,214,253,317,122,31,30,2350,3,5,6,29,95,192,164,119,22,35,45,33,21,0,11,772,0,0,18,46,129,81,97,102
LGA18350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,3,0,0,4,0,0,0,0,27,0,4,24,31,20,14,28,17,7,0,3,3,7,0,3,148,0,3,5,0,23,11,42,31,8,4,10,19,4,0,6,176,0,3,24,6,4,5,4,0,0,0,0,0,0,0,0,54,4,11,12,7,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,8,15,7,10,4,0,0,0,4,0,0,5,62,43,69,36,35,42,15,20,10,0,0,0,0,3,0,12,293,0,8,28,10,5,4,3,0,0,0,0,0,0,0,0,64,0,0,12,13,10,10,14,9,0,9,3,0,4,0,0,95,6,4,16,17,13,18,105,75,20,29,43,24,11,0,12,409,0,9,0,0,9,9,13,3,0,3,0,0,0,0,0,45,0,0,0,4,4,0,7,14
LGA18400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,17,0,0,4,4,0,9,15,7,0,4,0,0,0,0,3,47,0,3,3,3,10,24,36,29,3,3,9,11,3,0,8,137,0,12,48,20,3,9,5,0,0,0,0,0,0,0,0,98,9,4,7,0,3,8,5,0,0,0,0,0,0,0,4,39,0,3,0,4,17,11,10,10,0,4,0,0,0,0,0,55,34,53,30,18,13,12,12,3,0,0,0,0,0,0,4,181,0,12,33,5,0,0,0,0,0,0,0,0,0,0,4,61,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,12,0,4,4,9,8,10,30,17,3,0,0,12,0,0,0,99,0,4,9,3,3,0,3,4,0,0,0,0,0,0,0,28,0,0,0,5,4,4,3,5
LGA18450,0,0,0,0,0,3,11,14,0,0,10,0,0,0,5,51,0,0,0,0,0,11,37,52,13,24,26,27,13,0,0,217,4,3,28,49,41,65,133,66,18,19,25,28,25,7,5,507,0,14,7,20,87,170,516,429,101,134,139,164,47,11,38,1878,0,90,272,59,23,170,101,4,0,0,0,0,0,0,19,750,9,29,26,7,9,15,17,9,0,11,9,8,4,3,4,172,0,4,7,35,49,53,40,17,8,10,3,6,3,3,6,233,134,402,128,57,63,57,73,36,7,9,12,10,5,0,30,1023,8,188,303,58,17,7,9,22,0,0,0,0,0,0,45,659,0,4,5,19,28,40,39,21,7,14,0,7,6,0,10,209,4,14,41,65,48,98,314,484,147,159,276,373,235,11,46,2315,0,9,4,6,15,51,69,39,9,21,12,29,3,0,5,294,0,0,0,8,32,37,72,101
LGA18500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,0,3,0,0,3,0,0,0,17,3,4,19,27,18,19,42,39,7,14,12,11,5,0,4,229,24,38,11,10,128,167,294,190,44,32,32,40,39,0,31,1099,0,4,20,0,9,4,4,4,0,0,0,0,0,0,3,57,14,37,38,10,11,6,0,4,0,0,0,0,0,0,6,125,0,6,3,18,28,6,6,0,3,0,0,3,0,0,0,73,75,35,33,19,25,39,71,24,7,6,5,16,6,0,11,363,11,55,47,12,4,4,5,3,0,0,0,0,0,0,7,145,4,4,21,57,108,75,78,70,17,14,20,14,30,20,3,553,13,8,38,35,33,41,37,34,5,3,9,9,0,0,16,284,3,0,5,18,21,30,15,10,5,12,12,6,8,3,4,141,0,3,4,9,51,19,24,18
LGA18710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,3,9,3,3,7,0,0,0,0,0,0,0,0,35,0,0,0,0,4,5,10,0,3,0,0,0,0,0,0,28,0,0,22,7,4,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,7,4,16,12,3,8,9,11,6,0,0,0,0,6,0,0,65,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,4,8,5,7,10,14,5,4,4,3,0,0,0,53,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,3,0,0,0,0,5,6,4,6,0,26,0,0,0,0,4,5,11,17,3,8,11,17,8,0,0,86,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,4,0,4,4,0,0,0,23,3,0,0,0,6,0,4,0,0,0,0,8,0,0,0,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,5,0,7,6,0,5,0,3,5,0,32,0,0,0,3,0,5,12,9,9,3,4,12,0,16,5,78,0,0,0,0,3,0,4,3,0,0,6,11,5,0,0,32,0,0,0,0,0,3,4,13
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
