LGA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA13910,0,0,0,12,0,0,0,0,0,14,0,0,0,0,3,4,3,0,0,16,3,15,16,41,19,9,10,0,0,116,0,0,0,0,0,0,5,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,13,8,4,0,35,0,0,0,0,5,0,0,0,0,8,0,5,0,8,3,6,5,0,0,27,0,0,0,4,0,0,0,0,0,10,0,0,0,13,0,0,0,0,0,12,0,0,4,6,0,4,0,0,0,19,0,0,0,0,6,0,0,0,0,4,0,10,0,9,3,9,5,3,3,47,0,0,0,8,3,4,0,0,0,14,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,7,0,6,9,41,22,18,40,22,8,153,53,171,134,328,189,281,232,149,55,1592,1128,2512,1999,3943,2293,2747,2587,1504,541,19254
LGA14000,3,78,50,317,91,67,33,9,5,651,0,4,6,23,54,34,18,3,0,144,15,123,152,993,408,301,227,62,18,2304,0,8,8,86,71,82,126,31,13,418,0,0,0,7,6,3,0,0,0,23,0,27,27,65,103,120,95,99,35,575,11,117,132,155,121,105,96,35,6,782,11,167,239,545,482,323,198,106,35,2110,3,66,98,447,371,389,265,120,45,1801,8,27,32,277,105,85,102,25,4,656,4,27,41,267,91,60,24,9,3,524,3,9,7,34,26,32,12,6,3,129,12,130,138,217,127,100,61,33,9,834,3,21,46,253,189,127,84,13,7,744,0,9,6,27,40,32,27,12,6,162,0,9,9,66,71,51,25,5,5,245,30,300,302,1229,864,736,506,420,177,4572,166,347,363,900,402,350,345,307,221,3394,7607,21251,18119,36641,22004,18731,14233,8902,4327,151811
LGA14100,0,0,3,3,4,5,4,0,0,11,0,0,0,0,4,3,4,0,0,6,0,0,0,24,5,15,8,10,0,64,0,3,0,13,7,9,5,3,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,12,14,9,7,66,0,19,0,10,4,6,9,6,3,59,0,0,5,22,32,10,20,12,31,139,0,0,0,5,5,8,3,3,0,29,0,4,4,4,10,3,3,0,0,30,0,0,3,11,0,3,0,0,0,28,0,0,0,9,9,8,0,0,0,18,8,13,25,26,21,11,11,10,0,130,0,0,0,16,21,16,6,5,4,60,0,0,0,0,3,3,3,3,4,21,0,0,5,9,0,3,0,0,0,17,6,9,18,126,63,67,68,60,100,515,22,52,44,113,68,54,45,42,41,473,582,1738,1725,2530,2017,1714,1498,1009,734,13559
LGA14170,0,5,20,104,18,18,3,0,0,169,0,0,0,39,72,25,21,0,0,155,7,64,112,1020,322,249,232,65,9,2082,0,0,3,165,65,54,74,35,20,424,0,0,0,10,7,9,11,4,0,40,0,6,34,252,215,185,128,71,18,914,15,61,48,224,94,72,37,19,0,564,0,11,62,512,197,97,86,37,8,1005,0,0,10,230,56,43,36,17,12,420,3,8,14,240,35,24,24,3,0,360,3,40,64,817,198,107,65,13,0,1313,0,13,11,193,93,82,65,42,3,497,60,165,141,800,267,183,110,45,7,1782,6,80,254,982,554,621,429,132,74,3137,0,0,3,92,54,47,32,8,0,242,0,0,9,37,29,20,6,3,0,106,33,163,283,2892,1114,991,1009,793,299,7567,251,515,786,2821,970,828,592,427,267,7455,9148,17556,18706,65770,26101,19845,14219,7906,3569,182818
LGA14220,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,8,0,19,19,39,32,10,5,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,13,0,0,0,0,5,3,5,3,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,5,8,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,7,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,8,11,61,23,8,6,0,0,132,0,0,0,8,10,4,0,0,0,25,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,4,0,4,0,12,8,36,16,10,11,12,0,105,80,239,161,398,255,221,240,177,65,1837,1026,2399,2028,3807,2171,2366,2170,1424,471,17853
LGA14300,0,0,0,3,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,9,0,0,0,11,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,3,0,0,4,12,0,0,0,0,3,0,0,0,0,6,0,0,0,7,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,7,8,9,3,4,0,39,11,37,52,83,52,68,53,54,13,417,331,721,693,1724,844,868,719,391,125,6415
LGA14350,0,4,0,4,3,0,0,0,0,12,0,0,0,0,6,5,6,0,0,18,6,10,14,68,27,28,21,10,0,182,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,5,20,29,7,4,62,0,0,0,5,0,0,0,0,0,7,0,0,4,7,6,4,9,4,0,45,0,3,3,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,15,3,12,11,17,12,7,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,6,7,13,12,10,23,9,0,74,0,0,5,22,7,0,0,0,0,34,0,0,0,0,0,5,5,3,0,17,0,0,0,0,5,0,0,0,0,11,0,0,9,40,28,42,53,33,15,216,133,327,272,553,316,394,397,228,75,2693,1548,3528,3148,6078,3570,4773,4743,2444,863,30688
LGA14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,0,0,20,0,0,0,12,10,7,16,0,0,45,0,0,0,7,0,3,4,4,5,22,0,0,0,0,0,0,0,0,0,0,0,5,5,8,4,33,51,30,11,149,0,8,0,0,0,4,10,0,0,19,0,9,9,28,15,23,21,11,6,112,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,16,18,3,0,0,0,45,0,0,0,0,0,0,0,0,0,5,9,11,11,28,19,18,28,8,3,136,0,0,3,10,5,0,0,0,0,21,0,0,0,3,10,5,8,4,9,34,0,0,0,3,4,6,0,0,0,21,0,11,22,53,57,63,66,71,26,362,35,71,75,170,106,134,181,122,49,944,1149,2647,2236,4475,2763,3436,3597,1988,777,23074
LGA14500,0,12,5,91,24,22,20,7,6,185,0,0,4,17,86,67,47,37,6,267,8,33,49,296,133,100,74,23,6,706,0,9,5,56,40,55,62,17,18,259,0,0,0,5,6,4,0,0,0,11,0,21,33,49,92,135,85,66,42,526,24,196,155,168,133,88,82,39,13,903,21,269,366,769,892,667,468,221,64,3740,4,4,26,183,168,159,102,55,23,725,12,51,48,414,184,83,129,31,0,952,0,28,36,170,68,29,16,3,6,357,0,15,6,34,28,28,3,0,4,122,48,235,220,193,174,153,82,33,12,1147,0,11,12,187,203,71,50,15,4,563,0,0,9,19,42,39,22,22,3,157,0,0,12,44,74,69,44,10,0,256,24,263,216,928,743,607,411,346,164,3715,119,275,282,562,331,277,245,242,305,2644,5602,18548,16091,25772,18833,15230,11713,8150,4138,124076
LGA14550,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,21,0,5,4,15,11,4,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,25,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,7,12,6,0,30,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,6,12,9,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,3,0,0,10,0,5,8,38,16,24,17,8,0,127,32,123,58,186,108,193,157,75,23,966,402,1084,793,1616,1167,1811,1588,675,228,9359
LGA14600,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,8,17,13,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,8,4,5,4,0,0,23,0,4,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,21,49,120,72,185,96,102,76,59,26,785,398,898,579,1392,706,818,687,412,199,6094
LGA14650,6,23,8,85,14,0,7,4,0,146,0,5,9,31,49,40,28,4,0,170,8,54,76,361,143,149,95,23,8,911,0,0,0,39,25,35,58,38,22,225,0,3,4,34,18,29,22,7,4,125,0,20,23,77,111,170,224,173,58,858,9,5,14,28,21,15,15,9,0,106,10,60,90,286,198,153,119,48,8,976,3,6,7,61,36,23,19,9,3,169,0,4,3,28,4,6,0,0,0,49,9,27,30,205,75,30,14,0,0,384,0,0,0,9,8,8,8,3,0,36,14,60,67,191,88,94,79,34,9,621,0,7,9,110,57,19,9,0,0,216,0,3,11,31,51,53,51,36,17,253,0,3,15,75,23,30,18,5,0,169,10,92,136,584,358,337,371,311,153,2357,310,841,732,1832,831,960,1074,893,438,7906,11966,26797,23988,49962,26769,27279,25149,15618,6305,213845
LGA14700,3,6,5,51,10,3,5,0,0,86,0,0,3,7,12,6,8,6,0,48,3,29,32,320,70,48,36,8,3,537,5,9,0,98,17,17,37,13,6,195,0,0,0,0,0,0,0,0,0,0,0,7,4,45,38,31,28,13,3,163,5,30,28,71,26,21,23,4,3,223,6,21,27,230,115,67,60,27,4,554,0,11,5,88,26,24,23,6,0,185,0,9,7,102,19,14,15,0,0,164,0,6,18,134,33,16,9,5,0,221,0,5,0,45,15,10,11,7,3,94,19,74,45,138,57,40,36,11,3,429,0,3,6,86,35,27,15,7,0,178,0,0,0,8,15,3,8,8,0,47,0,0,0,23,7,9,9,0,0,47,13,92,65,775,275,174,147,94,48,1671,66,97,78,501,129,102,96,88,125,1282,2403,4777,3980,13393,5239,3990,3110,1824,725,39438
LGA14750,4,0,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,19,20,70,17,10,0,4,0,142,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,3,0,0,0,17,0,0,0,0,0,0,5,9,3,15,0,0,0,0,0,0,0,0,0,0,0,7,9,12,11,8,8,5,0,50,0,0,0,4,4,0,0,0,0,10,0,0,0,19,0,0,0,0,0,17,0,3,3,21,5,6,0,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,10,0,6,3,29,13,10,0,6,0,67,55,148,120,265,126,122,82,54,26,998,703,1715,1535,2621,1385,1447,1065,710,284,11452
LGA14850,0,0,3,12,3,0,5,0,0,29,0,0,0,11,16,13,8,0,0,41,0,17,19,77,28,30,27,4,0,195,0,0,0,4,0,5,6,3,0,20,0,0,0,3,0,0,0,0,0,3,0,4,7,13,13,23,25,15,7,99,0,0,6,3,9,4,0,0,0,25,0,9,9,40,32,26,20,9,5,158,0,4,0,20,6,0,3,0,0,30,0,6,0,6,0,0,0,0,0,18,3,12,3,34,22,6,10,0,0,85,0,0,0,5,0,0,0,0,0,5,0,14,6,45,19,32,39,11,0,165,0,5,4,34,9,3,3,0,0,59,0,0,0,9,0,7,5,4,3,24,0,0,0,7,4,9,7,0,0,34,4,29,26,153,67,82,78,38,16,496,144,423,379,819,457,507,424,219,130,3494,2106,5479,4940,9949,5986,6638,5537,2620,1081,44334
LGA14870,0,0,0,12,0,4,0,0,0,12,0,0,0,8,4,0,3,0,0,19,0,0,11,42,22,23,10,0,0,116,0,0,0,0,4,6,11,5,3,29,0,0,0,3,0,0,0,0,0,7,0,0,5,4,7,18,32,26,6,104,0,0,0,0,0,0,3,0,0,5,0,0,3,3,8,6,8,3,0,32,0,0,0,4,0,0,5,0,0,24,0,0,0,0,0,0,0,0,0,3,0,5,8,24,10,3,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,7,15,6,0,50,0,0,0,12,11,6,0,0,0,22,0,0,0,0,0,15,9,0,0,29,0,0,0,0,0,0,0,0,0,0,4,0,11,36,27,44,49,34,8,204,59,184,140,348,211,226,254,150,56,1626,958,2461,2116,4421,2613,3171,2910,1666,534,20842
LGA14900,24,203,279,1104,378,188,66,9,5,2250,0,0,3,14,16,9,3,0,0,46,9,111,252,1629,761,1007,590,130,40,4530,0,4,5,119,97,174,184,55,32,673,0,81,117,356,280,332,143,39,7,1348,0,0,0,29,37,84,76,52,23,307,5,26,23,67,29,31,36,3,4,221,3,18,38,153,112,85,84,32,18,537,0,13,24,163,93,121,86,42,13,556,0,6,3,71,31,12,18,4,0,150,4,32,46,472,132,105,38,12,0,836,4,36,39,241,228,141,80,47,3,830,11,74,52,175,33,23,17,8,5,390,17,156,411,2866,2108,1747,872,203,89,8478,0,0,7,7,11,12,13,9,0,61,0,10,95,149,85,39,3,4,0,398,103,790,1079,4508,2866,2826,2073,997,340,15583,893,1909,1727,4168,1472,1295,807,540,240,13046,16664,34907,32697,67436,29602,25169,15987,8048,2943,233446
LGA14920,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,5,3,0,0,35,29,101,94,180,123,134,140,84,32,912,385,949,771,1497,961,1136,1073,600,189,7551
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,15,16,31,31,41,38,41,45,16,11,280,204,482,338,576,389,527,433,248,125,3319
LGA15050,0,13,13,58,18,14,10,0,0,118,0,0,0,7,11,5,3,0,0,30,5,37,57,225,100,97,40,11,4,577,0,0,0,12,3,4,21,8,11,63,0,0,3,16,11,7,3,0,0,43,0,6,8,38,36,62,56,42,12,267,0,5,0,3,6,3,6,0,0,30,4,33,47,122,94,37,27,6,3,379,0,8,3,42,10,4,4,0,0,77,0,0,3,52,5,0,0,0,0,67,0,19,18,73,18,11,0,0,0,137,0,0,0,8,0,5,0,0,0,15,4,16,18,73,18,25,20,5,0,181,0,3,4,61,16,8,0,0,0,105,0,0,0,17,16,20,8,7,10,82,0,11,14,61,39,7,3,0,0,143,3,37,53,240,117,116,105,70,20,768,184,482,372,1001,360,332,308,266,188,3489,6220,13049,11041,24985,10990,9936,8181,4334,1494,90226
LGA15240,0,0,3,21,0,0,0,0,0,36,0,0,0,8,16,19,17,5,0,59,0,25,19,173,64,69,60,18,0,425,0,0,0,5,6,17,28,9,5,71,0,0,0,0,0,0,3,0,0,5,0,0,6,14,16,72,126,93,27,349,0,0,0,12,4,9,13,6,0,33,7,8,12,37,54,54,69,34,3,276,0,0,0,15,5,12,8,3,0,37,0,0,0,9,0,3,0,0,0,14,0,9,13,58,40,18,6,0,0,145,0,3,0,0,0,3,4,0,0,11,0,15,17,51,25,47,70,19,10,244,0,8,3,27,12,6,7,0,0,68,0,0,0,10,13,18,24,25,7,97,0,0,0,11,8,11,13,3,0,51,4,31,20,122,104,159,220,196,50,906,246,767,569,1237,842,1135,1294,962,403,7454,3907,10165,8120,15983,10914,15414,17646,10533,3884,96579
LGA15270,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,8,18,36,19,15,5,0,0,110,0,0,0,0,0,0,5,0,3,9,0,0,0,0,0,0,0,0,0,5,0,0,0,5,12,13,18,8,0,56,0,0,3,0,0,0,0,0,0,8,0,6,6,22,9,9,9,0,0,65,0,0,0,3,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,3,3,21,5,6,0,0,0,37,0,0,0,0,0,0,0,0,0,3,0,3,0,11,14,15,13,8,0,59,0,0,3,15,7,3,0,0,0,27,0,0,0,6,3,0,0,6,0,12,3,9,0,12,0,5,0,0,0,25,3,7,3,43,20,36,47,35,15,206,99,271,163,467,246,317,258,172,66,2057,1528,3588,2523,5926,3329,3497,2935,1782,598,25713
LGA15300,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,4,9,22,12,5,5,0,0,52,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,3,19,8,4,3,0,0,54,0,4,0,4,4,0,0,0,0,15,0,0,0,8,0,0,0,0,0,5,0,0,0,13,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,5,3,0,0,12,0,0,0,4,0,5,3,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,6,0,0,0,7,0,0,5,27,8,4,14,21,0,79,141,391,330,706,334,381,240,126,45,2709,815,1806,1474,3205,1607,1723,1238,690,199,12751
LGA15350,0,0,0,5,3,3,3,0,0,18,0,0,0,4,23,11,4,4,5,43,0,6,10,81,28,15,28,6,0,174,0,5,0,61,8,12,20,7,11,131,0,0,0,0,0,0,0,0,0,0,0,7,11,38,49,42,36,27,14,232,5,52,32,28,7,15,7,5,6,155,0,20,18,155,115,67,91,32,14,509,0,0,0,19,10,8,14,5,0,57,0,5,3,15,16,7,3,0,0,50,4,3,8,38,25,10,3,0,0,93,0,0,0,25,8,7,0,3,0,41,17,104,53,106,77,68,48,20,4,496,4,3,3,26,17,18,6,5,0,82,0,9,0,12,12,25,4,10,0,64,0,0,0,10,4,15,7,0,0,39,13,81,42,523,206,158,121,83,34,1255,28,94,97,200,131,112,86,99,43,889,1220,3391,2963,6583,4238,3727,3073,2216,916,28329
LGA15520,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,12,11,42,15,4,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,23,11,6,40,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,10,0,29,0,0,0,12,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,0,8,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,4,0,7,0,12,0,0,0,0,0,0,0,0,0,4,0,3,4,27,13,10,13,15,0,84,35,94,80,214,123,200,179,138,64,1127,664,1504,1095,2464,1533,1926,2034,1223,401,12850
LGA15560,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,3,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,3,0,0,10,4,0,0,0,0,19,12,40,29,79,44,63,46,22,15,359,186,383,342,756,418,545,436,214,76,3353
LGA15650,0,0,0,6,0,0,0,0,0,12,0,0,0,5,6,3,0,0,0,10,4,10,8,59,26,12,5,0,0,134,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,12,5,0,36,0,0,0,0,0,0,0,0,0,3,0,7,7,25,13,3,4,0,0,55,0,0,0,9,4,0,0,0,0,11,0,0,0,5,0,0,0,0,0,5,3,0,5,23,14,5,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,5,4,0,0,21,0,0,0,8,8,0,0,0,0,21,0,0,0,0,0,5,0,0,0,0,0,7,3,11,7,0,0,0,0,24,0,15,3,47,26,18,11,5,3,137,46,157,121,292,146,135,111,64,30,1098,1028,2430,1928,4426,2116,1977,1451,746,256,16357
LGA15700,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,5,4,0,0,20,0,3,3,20,9,12,17,0,0,61,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,21,20,18,4,77,0,0,0,0,0,4,0,0,0,11,0,5,0,10,11,10,14,7,0,56,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,5,0,16,3,6,0,0,0,34,0,0,0,0,0,0,0,0,0,4,0,6,4,9,5,12,14,4,0,49,0,0,0,6,3,0,0,0,0,4,0,0,0,0,0,4,4,0,0,15,0,0,0,0,0,0,0,0,0,5,3,6,0,31,20,41,46,35,7,190,80,191,155,349,198,323,303,172,77,1854,978,2234,1775,3505,2313,3461,3471,1953,713,20407
LGA15750,0,0,0,5,0,0,0,0,0,5,0,0,4,4,9,0,0,0,0,10,3,5,7,33,8,11,4,4,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,15,0,0,0,8,0,3,0,6,0,17,0,0,0,10,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,10,6,3,26,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,9,10,9,8,5,0,46,61,206,145,322,211,248,167,87,31,1471,764,1783,1403,2948,1552,1822,1345,787,303,12703
