LGA_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
LGA16400,158,509,704,615,672,806,961,554,143,5112,82,538,800,757,862,924,686,321,68,5030,53,389,1032,921,1058,1104,694,246,36,5524,11,209,726,733,749,780,345,101,21,3672,10,81,543,679,764,658,270,98,33,3143,0,24,336,537,637,494,135,50,10,2223,0,16,498,886,1086,775,200,62,15,3536,0,0,57,163,178,151,44,11,0,607,3,4,49,173,316,239,121,57,15,977,265,230,426,429,517,566,744,660,350,4187,4347,3589,7049,7877,9271,10759,11058,6564,1860,62387
LGA16490,133,382,527,360,343,400,388,209,64,2816,104,513,886,576,549,538,398,161,27,3751,57,520,1214,826,772,813,457,145,23,4826,16,384,1125,826,767,683,318,73,14,4209,11,201,1203,952,890,717,268,47,6,4292,7,72,823,873,835,593,166,30,3,3391,3,47,1198,2042,2017,1108,219,52,7,6690,0,10,155,393,451,260,63,6,3,1346,6,4,158,551,882,521,114,22,4,2254,186,190,601,480,448,474,362,197,119,3058,3427,3400,9347,9004,9200,8022,5281,2475,777,50943
LGA16550,166,854,1289,734,735,783,750,481,146,5929,84,839,1833,1093,926,930,774,410,146,7029,38,904,2833,1524,1268,1252,857,341,110,9129,17,618,2884,1430,1160,1055,507,184,63,7916,6,303,2789,1641,1321,995,441,177,46,7720,9,147,2179,1482,1167,848,342,105,36,6314,6,126,3721,3920,2739,1639,504,154,39,12845,4,28,715,1318,1038,532,171,55,21,3878,4,41,904,3150,3170,1358,352,82,36,9094,374,702,1832,1387,1112,846,769,758,886,8664,6677,9497,24573,20345,17468,14085,10665,6904,3371,113579
LGA16610,72,205,264,226,242,293,229,99,33,1669,43,229,369,309,344,365,191,61,27,1931,22,127,318,308,372,348,160,44,8,1704,0,48,178,208,224,199,70,18,3,957,3,23,124,145,169,118,43,28,14,672,0,6,79,94,97,82,25,6,0,395,0,7,53,138,164,128,20,5,0,515,0,0,12,16,22,9,0,0,0,64,0,5,11,23,48,33,22,9,3,161,170,141,244,295,292,283,290,261,176,2152,1363,1209,2296,2336,2811,3330,3296,1857,765,19254
LGA16700,128,837,1435,974,785,810,720,402,165,6255,65,808,1903,1241,1028,1008,672,310,111,7145,32,850,3005,1811,1288,1250,712,259,95,9303,13,584,2793,1770,1155,994,455,127,54,7961,6,262,2596,1843,1170,911,352,92,35,7270,5,113,1888,1590,992,737,255,71,25,5669,8,104,3061,4090,2453,1514,392,64,24,11708,0,15,528,1106,819,417,97,20,5,3012,0,11,544,1871,1696,818,186,60,19,5204,197,422,1235,985,656,628,479,462,520,5584,5895,8607,23722,21266,15232,13994,10500,5836,3111,108154
LGA16900,219,671,856,686,717,672,625,303,66,4811,93,728,1150,837,950,830,462,145,30,5235,34,563,1317,1129,1119,975,432,97,17,5688,9,262,1085,895,866,663,230,36,4,4058,0,143,881,833,802,572,141,58,6,3436,5,51,603,685,642,461,88,16,4,2550,3,32,791,1306,1181,745,112,20,0,4200,0,6,96,248,220,126,40,0,5,743,8,8,87,246,268,163,51,25,8,854,244,248,494,470,439,416,427,443,415,3602,4813,4593,9585,9343,9674,9667,7827,4452,1695,61655
LGA16950,196,709,1064,878,987,1262,1446,822,240,7597,118,696,1344,1123,1275,1421,1030,477,142,7624,45,452,1419,1271,1385,1510,972,340,86,7480,13,286,1035,948,1021,989,564,171,34,5063,3,125,835,845,821,818,357,148,47,4005,0,48,615,690,723,603,230,54,16,2965,0,23,618,1070,1136,922,268,73,16,4130,0,4,63,170,181,166,79,26,3,692,8,6,82,275,387,385,178,67,9,1414,528,437,1093,1026,988,1014,1054,880,525,7544,5461,4756,11029,11131,12301,16093,17085,9829,3504,91186
LGA17000,125,191,245,204,204,199,174,86,20,1453,102,278,294,214,253,232,136,46,9,1558,50,182,325,247,317,215,122,45,7,1510,20,102,256,194,226,161,82,19,0,1070,9,66,264,197,209,169,54,18,0,990,0,30,228,192,205,157,44,8,0,864,0,56,451,540,541,347,43,13,0,1991,0,9,115,155,154,95,15,3,0,535,0,0,82,168,183,145,32,6,4,619,180,161,231,190,241,200,163,103,37,1505,1746,1545,3219,3030,3337,3079,2153,1033,353,19501
LGA17040,64,206,284,178,192,248,202,105,35,1516,41,212,403,232,274,250,172,75,17,1675,15,127,391,277,308,353,161,58,21,1704,4,76,272,229,284,264,108,20,8,1249,3,33,218,225,256,231,66,31,15,1083,0,22,141,175,237,179,58,22,8,852,0,11,171,296,344,268,76,13,7,1199,0,0,30,71,86,48,14,9,0,253,0,0,30,80,156,125,26,12,4,430,100,112,339,261,277,260,215,165,73,1808,1200,1152,2807,2473,3013,3182,2449,1349,483,18112
LGA17080,31,93,139,132,129,164,142,72,14,915,28,125,177,139,182,197,133,47,12,1041,7,74,170,181,193,250,89,21,4,991,0,54,145,140,155,142,74,11,3,729,0,24,97,140,142,139,37,13,7,603,0,5,69,115,116,103,31,4,0,449,0,9,114,152,181,170,28,12,0,670,0,0,13,29,35,29,10,10,0,118,0,0,20,20,49,46,21,18,6,173,81,56,168,191,171,183,170,158,45,1229,824,659,1465,1693,1837,2210,1915,1141,398,12150
LGA17100,28,582,863,391,278,295,172,101,40,2764,34,593,1266,531,366,335,175,76,28,3402,16,432,1465,640,469,375,154,65,23,3631,6,273,1103,552,360,241,95,34,12,2676,5,144,967,526,322,252,130,34,14,2395,0,60,638,475,229,197,78,21,6,1709,3,38,1039,1043,526,381,127,36,19,3203,0,13,178,256,129,150,57,14,3,809,0,4,181,380,438,315,143,20,7,1493,129,369,813,451,238,217,131,120,73,2537,2062,4601,11081,6639,4535,4388,2971,1717,826,38823
LGA17150,545,1573,1427,1460,1630,1778,2043,1184,401,12048,231,1863,2129,1979,2091,2241,1783,892,293,13513,78,1800,3308,2687,2915,2935,1936,753,169,16581,23,1138,3447,2598,2674,2341,1328,425,119,14086,19,510,3330,2843,2930,2295,1011,273,77,13287,4,243,2498,2593,2721,1900,650,165,51,10831,6,216,3876,6074,5688,3612,964,205,72,20717,3,20,660,1694,1683,916,279,76,25,5351,3,20,767,3054,3294,1863,520,164,49,9733,463,458,1169,1157,1173,937,967,1133,1445,8902,14027,12947,26420,30575,31902,28567,22941,13859,6435,187676
LGA17200,199,1952,4229,1567,890,797,695,315,89,10737,132,1957,5306,2090,1096,996,764,331,69,12738,57,2121,7227,2828,1449,1190,867,304,56,16100,23,1440,6961,2625,1383,1017,572,184,29,14225,16,862,6440,2909,1523,1060,514,172,32,13534,3,464,5231,2818,1412,940,468,142,34,11520,10,504,10627,7823,3695,2124,721,232,45,25776,9,115,2319,2623,1357,710,242,81,14,7476,10,129,3236,5844,4082,2365,840,231,50,16805,408,1817,5231,2861,1764,1405,1077,794,503,15859,5287,21572,68112,39461,22838,17940,12378,5972,2037,195604
LGA17310,163,424,715,564,542,565,542,349,111,3968,139,591,1193,809,800,783,461,163,49,4980,52,420,1371,1097,974,910,443,143,24,5443,11,223,803,734,660,573,230,62,11,3300,0,94,569,575,551,445,163,73,22,2480,0,38,393,448,441,323,86,25,3,1757,0,46,445,773,819,466,141,29,6,2716,0,7,67,139,144,93,27,10,4,485,4,6,76,147,209,174,47,22,11,696,376,285,633,596,566,537,534,481,305,4309,4102,3316,7984,7352,7452,7638,6768,4178,1579,50366
LGA17350,19,34,52,48,59,71,99,28,10,416,11,59,69,66,88,83,59,25,9,460,4,29,78,70,98,111,52,10,0,458,0,26,45,45,45,50,37,4,0,247,0,4,50,46,55,52,20,8,0,244,0,4,31,37,43,37,17,8,4,174,0,0,36,51,57,32,14,0,0,200,0,0,6,10,8,5,6,4,0,45,5,0,0,10,15,20,13,9,0,73,27,14,29,37,36,56,52,49,36,331,361,286,520,562,710,862,866,530,236,4939
LGA17400,6,39,37,48,66,82,73,59,10,420,6,28,49,62,87,113,61,15,4,429,0,18,54,53,77,85,52,21,6,360,0,11,27,25,49,53,32,6,3,202,0,3,29,27,34,41,34,10,0,184,0,0,26,26,25,25,13,3,0,119,0,3,21,31,42,32,16,6,0,151,0,0,5,6,6,6,3,0,0,27,0,0,0,13,6,21,16,6,0,64,37,25,53,78,101,122,132,85,26,656,312,243,479,569,825,1194,1392,633,211,5856
LGA17420,344,1214,1023,1349,1318,1143,1243,672,166,8479,197,1240,1493,1690,1599,1391,1164,516,85,9383,101,1375,2312,2398,2238,1773,1242,457,61,11952,26,947,2238,2397,2081,1579,830,262,36,10396,12,457,2329,2596,2216,1620,701,176,18,10128,3,178,1696,2454,2068,1418,515,117,21,8465,3,140,2845,6504,5202,2817,813,166,24,18507,0,26,460,2131,1669,799,247,29,8,5374,3,15,544,3253,3336,1808,426,101,15,9498,360,408,776,955,824,612,580,567,660,5733,13071,11436,19325,30834,27125,21006,16849,8724,2845,151213
LGA17550,160,616,906,876,955,1249,1177,680,226,6848,99,609,1119,1113,1229,1405,839,375,134,6918,21,352,1233,1332,1438,1484,806,289,84,7045,0,163,835,1056,1053,905,416,126,25,4584,8,60,618,887,922,734,296,115,39,3670,5,26,385,732,717,513,173,52,28,2627,0,28,458,1055,1160,745,209,62,19,3740,0,0,64,216,210,137,47,15,4,692,7,6,76,306,409,281,118,53,28,1286,422,337,768,929,921,978,931,962,961,7205,5118,4096,8868,11161,12115,14018,13616,8467,3844,81307
LGA17620,34,89,146,118,132,121,107,56,17,830,18,124,208,195,148,181,103,48,10,1031,15,95,251,213,208,195,101,29,7,1107,8,54,140,113,127,112,56,12,0,625,0,28,119,131,116,106,46,13,6,571,0,5,93,95,98,79,22,5,5,405,0,25,147,254,239,154,32,8,4,866,0,3,36,48,67,45,6,0,0,201,0,0,23,48,62,38,15,4,11,210,69,49,132,109,134,152,135,137,114,1035,822,671,1659,1707,1789,1934,1651,942,406,11587
LGA17640,22,52,59,60,68,108,99,32,16,519,16,45,76,79,93,144,63,35,10,563,5,46,96,100,130,178,92,39,9,704,0,23,81,68,78,98,51,12,0,416,0,14,64,87,89,79,52,7,4,401,0,7,41,50,88,72,36,4,0,292,0,0,49,84,123,89,45,4,0,401,0,0,7,18,32,31,6,4,0,98,0,0,10,37,50,42,27,14,5,176,39,16,60,57,91,134,146,90,54,689,452,330,723,837,1123,1510,1229,667,229,7106
LGA17650,14,29,44,47,73,77,68,29,6,387,7,37,86,70,91,96,50,17,3,460,10,27,79,84,97,89,61,12,4,465,0,15,48,57,62,61,18,11,4,281,0,6,30,42,60,48,35,10,0,231,0,5,27,44,45,37,9,3,0,169,0,0,32,60,86,52,9,0,0,244,0,0,3,6,8,10,3,0,0,35,0,0,5,10,13,23,15,0,0,72,32,18,47,43,62,77,49,33,19,376,360,242,547,602,821,952,845,422,118,4915
LGA17750,260,666,843,598,430,535,512,291,88,4221,182,841,1251,876,687,720,486,189,67,5300,112,633,1406,1091,942,876,452,142,29,5676,60,290,1105,790,724,654,271,76,17,3992,8,149,921,785,672,564,204,70,38,3417,5,71,609,668,578,416,106,48,13,2504,3,36,665,976,1010,619,189,33,20,3555,0,0,76,159,199,93,33,4,7,576,0,6,96,242,308,229,91,31,7,1000,365,412,579,505,493,425,429,392,282,3876,4627,5171,9689,8230,7554,7394,6105,3524,1567,53857
LGA17850,3,17,30,28,30,31,42,21,10,213,3,18,43,23,44,47,29,11,4,217,4,11,30,44,45,42,31,8,0,222,0,6,25,22,34,25,23,5,0,135,0,3,18,23,21,25,15,5,0,112,0,0,11,16,23,12,7,10,0,80,0,0,13,18,18,26,12,7,0,91,0,0,6,4,0,4,4,0,0,22,0,4,4,3,8,15,12,10,0,59,14,17,26,25,36,52,59,46,17,297,147,117,271,265,361,461,486,324,81,2508
LGA17900,10,20,33,36,46,43,44,9,3,235,9,22,61,32,33,47,45,13,0,262,5,20,50,40,41,53,35,13,0,244,3,13,49,28,30,38,15,0,4,178,0,6,43,35,29,20,12,0,5,152,0,11,22,17,27,23,5,0,0,99,3,0,35,32,30,26,9,0,0,134,0,0,5,4,9,15,3,0,0,28,0,6,3,8,12,20,6,0,0,60,92,63,175,159,178,223,177,107,21,1180,278,228,633,520,644,834,711,353,83,4282
LGA17950,8,13,25,18,24,30,26,11,5,160,9,21,30,22,28,43,17,10,7,183,4,15,37,30,37,45,9,8,0,181,0,15,25,17,30,29,11,4,4,131,0,0,23,27,22,27,9,3,0,114,0,3,20,12,12,17,3,0,0,68,0,0,25,25,23,24,0,0,0,96,0,0,5,0,3,11,0,0,0,24,0,0,0,0,10,5,3,0,0,28,21,13,24,22,43,32,59,49,37,297,132,121,271,244,303,387,303,212,87,2056
LGA18020,20,37,97,61,81,79,78,50,13,513,10,43,90,89,99,127,71,45,15,585,0,39,111,86,118,127,60,34,6,583,0,11,54,57,69,79,36,13,5,325,0,7,55,52,53,64,24,9,5,266,0,0,23,30,41,37,18,3,3,152,0,3,35,53,70,57,32,0,3,249,0,0,10,11,12,14,9,0,3,49,0,0,12,13,25,25,13,4,0,91,89,53,110,114,163,201,227,195,99,1251,523,325,858,824,1099,1408,1425,873,345,7669
LGA18050,64,362,789,373,311,315,323,210,66,2814,20,325,1165,508,389,354,336,182,66,3341,18,412,1679,702,551,479,365,163,44,4421,5,290,1648,661,487,401,282,122,32,3930,10,152,1712,783,599,414,249,78,19,4009,0,60,1392,800,537,380,210,79,19,3485,4,86,3039,2070,1222,742,284,124,26,7594,4,12,732,875,560,311,104,36,13,2642,0,29,1270,2804,2422,1060,341,101,27,8057,174,236,1281,781,491,381,313,374,386,4422,2899,3322,16114,11614,8858,6127,4621,2849,1381,57794
LGA18100,9,13,34,36,34,46,41,25,5,248,4,15,29,38,41,51,36,15,9,235,5,17,35,40,51,55,31,9,3,240,0,10,31,21,30,36,21,3,3,157,0,3,26,22,26,16,11,10,0,114,0,0,12,19,20,12,7,0,0,70,0,3,13,24,28,36,11,0,0,113,0,0,0,10,14,8,0,0,0,34,0,0,0,11,11,3,9,0,0,39,26,12,19,27,27,55,51,50,17,284,197,119,290,340,439,587,588,354,143,3050
LGA18200,11,47,54,58,70,79,78,28,6,426,7,54,102,88,88,104,56,18,5,514,4,35,99,82,113,110,71,21,0,534,0,18,61,81,60,68,32,3,0,315,3,4,54,61,77,78,9,5,4,296,0,3,43,49,47,50,7,0,0,210,0,8,36,71,100,64,15,4,0,301,0,0,7,7,20,19,5,3,0,56,0,0,9,14,39,29,18,0,4,116,92,45,131,135,136,120,124,61,25,863,422,353,804,828,963,1098,942,464,136,6027
LGA18250,71,346,490,462,381,424,428,224,120,2944,18,385,703,615,509,529,454,240,99,3549,19,414,1066,829,672,584,475,235,78,4367,8,271,991,775,593,477,335,158,56,3660,0,140,953,798,624,486,345,129,46,3521,0,70,740,803,561,408,264,114,40,2998,0,62,1439,2488,1629,930,431,153,56,7191,9,11,329,867,675,342,138,31,22,2414,4,14,473,2473,2778,1391,383,119,47,7681,121,161,482,515,366,260,273,241,332,2761,4193,3951,9375,12731,10832,8161,6527,3611,1954,61331
LGA18350,135,304,419,422,417,510,673,466,92,3434,63,353,610,458,564,634,561,337,86,3663,31,272,681,602,719,779,608,269,68,4040,7,127,520,460,564,533,387,165,40,2804,6,56,420,437,576,486,318,123,29,2455,0,23,275,358,423,362,185,91,10,1732,0,22,358,691,911,636,276,117,24,3041,0,0,55,191,211,182,85,43,10,772,0,0,69,339,552,460,255,110,23,1810,172,155,237,291,376,384,438,503,508,3057,2976,2155,4747,5332,6753,7235,7778,5167,1764,43908
LGA18400,231,467,501,438,450,414,349,190,29,3072,128,532,651,592,612,526,322,105,19,3484,53,464,939,714,781,685,336,69,16,4047,10,272,813,651,709,522,201,34,7,3226,11,116,689,693,702,438,138,32,5,2829,0,51,474,590,593,326,96,11,0,2147,0,52,629,1099,1092,681,145,24,0,3725,0,8,100,201,228,141,22,8,0,707,0,3,75,240,336,227,92,10,5,989,239,159,351,390,368,290,324,278,211,2612,3712,3188,6537,6900,7346,6311,5005,2462,766,42243
LGA18450,412,2025,2210,1769,1679,1713,1643,1035,300,12784,208,1944,2934,2155,2205,2062,1434,602,184,13720,102,1574,3672,2768,2623,2464,1378,422,76,15078,43,855,3016,2349,2223,1908,785,213,41,11434,7,379,2764,2269,2217,1749,596,196,53,10229,6,162,1934,2099,1941,1380,334,77,23,7954,4,147,2653,4065,3882,2349,550,113,14,13776,4,13,401,852,924,556,99,26,7,2881,7,17,385,1258,1457,924,267,111,28,4465,733,878,1527,1288,1226,1086,1113,1152,1053,10054,13032,15784,28419,26758,26838,26064,20904,13310,5754,176857
LGA18500,60,258,254,185,204,229,308,204,70,1768,28,279,405,256,280,316,325,244,85,2225,16,353,708,383,345,365,406,260,75,2909,9,266,860,348,336,342,303,210,48,2711,3,160,896,424,375,386,366,202,58,2868,6,88,829,439,348,333,339,206,61,2640,7,89,1790,1233,955,709,621,314,104,5820,0,38,490,543,436,345,246,143,50,2287,3,33,915,2183,2332,1746,1082,521,167,8985,164,181,468,389,377,287,293,383,498,3043,2670,2918,8405,7215,6990,6173,5573,3876,1724,45542
LGA18710,44,68,90,98,116,151,149,92,29,847,25,120,152,154,142,154,150,70,20,992,23,107,212,209,214,243,157,48,15,1226,7,72,183,177,210,192,88,25,0,958,0,34,213,235,257,191,100,37,6,1074,0,16,129,234,263,163,64,20,5,889,0,7,181,442,574,315,83,14,4,1617,0,6,31,96,150,83,21,8,0,392,0,5,30,129,259,125,48,11,4,625,44,52,84,101,120,121,129,94,50,797,1133,780,1591,2181,2709,2300,1897,935,338,13862
LGA19399,6,4,16,8,4,10,9,0,0,60,0,3,16,15,18,17,8,4,0,81,0,6,16,18,14,21,7,3,0,91,0,0,15,15,16,15,7,4,0,82,0,0,8,20,13,14,4,0,0,55,0,0,6,8,14,7,3,0,0,40,0,0,0,7,15,6,4,0,0,41,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,10,7,0,0,28,3,0,7,11,10,17,21,11,3,87,34,24,119,150,136,164,135,55,20,840
LGA19499,26,78,140,69,64,102,57,22,0,559,10,72,171,79,71,80,29,9,0,528,0,45,169,73,76,67,43,6,3,482,0,15,101,68,50,33,24,0,0,291,0,8,80,63,43,36,14,0,0,235,0,4,54,41,22,24,19,0,0,165,0,9,84,70,53,39,5,3,0,262,0,0,12,21,12,6,0,0,0,57,0,0,16,39,36,22,5,8,0,131,179,269,720,748,604,451,188,56,16,3230,532,829,2187,1859,1678,1648,1055,277,49,10112
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
