SED_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
SED10053,9,13,5,0,4,3,3,137,8,93,214,104,12,7,4,7,0,0,3,3,0,0,20,478,0,0,0,6,7,6,10,3,5,3,3,0,0,0,8,46,0,0,0,0,8,15,17,18,0,0,3,3,4,3,3,71,0,3,9,8,5,9,3,0,0,0,0,4,0,0,0,49,0,3,14,23,22,19,20,17,4,0,0,0,0,0,13,135,0,39,28,9,7,0,0,0,0,0,0,0,0,0,5,87,0,66,52,21,16,6,7,7,0,4,0,5,5,0,7,197,0,12,32,133,224,185,198,95,25,27,24,18,18,6,46,1051,0,0,3,6,0,3,12,30,11,8,7,7,14,0,4,108,0,0,0,3,47,63,72,106,34,37,36,48,23,16,15,496,0,14,25,5,26,30,3,6,0,0,0,5,0,0,5,118,0,3,3,13,10,12,9,4,0,0,0,0,0,0,0,61
SED10054,0,6,0,0,0,3,0,99,0,30,68,65,23,7,12,4,0,0,0,0,3,0,15,221,0,0,0,0,0,3,5,0,3,0,0,3,0,4,3,24,0,0,0,0,15,32,61,27,5,0,3,3,3,3,0,153,0,3,9,113,91,118,70,37,8,3,3,3,5,0,16,489,0,0,4,15,27,69,26,26,4,6,3,10,4,0,5,196,0,121,199,116,55,15,7,0,0,0,0,0,0,0,18,532,0,27,31,15,3,0,4,0,3,0,0,0,0,0,3,86,0,0,7,38,215,435,736,399,70,91,140,98,94,32,136,2487,0,0,0,7,38,264,583,515,130,151,111,164,117,96,61,2243,0,0,3,55,549,3691,2250,1417,232,242,227,196,175,115,175,9334,0,22,9,11,59,40,12,5,4,0,0,0,0,0,3,165,0,0,0,9,7,22,16,3,4,4,0,0,0,0,3,68
SED10055,3,3,3,0,3,0,6,185,8,206,416,260,49,21,14,8,3,0,6,5,8,0,35,1023,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,13,0,0,0,4,12,17,35,26,4,4,0,0,0,4,0,108,0,4,12,95,93,115,67,28,0,5,4,0,3,0,18,451,0,0,13,24,26,49,29,12,0,0,6,3,4,0,3,169,0,178,255,151,69,25,16,8,0,0,3,0,0,0,24,725,0,38,44,19,19,3,12,0,0,0,0,0,0,0,3,137,0,0,6,40,147,243,382,172,35,50,34,46,25,21,37,1235,0,0,3,3,28,52,88,47,13,3,15,7,3,8,3,268,0,0,0,43,314,783,310,193,20,26,22,31,31,19,34,1839,0,8,17,5,44,38,18,3,0,0,0,0,0,0,0,125,0,0,0,5,12,16,14,7,0,3,0,0,0,0,0,63
SED10056,11,6,3,0,4,3,0,76,49,533,449,173,9,7,8,0,0,0,9,9,8,9,123,1407,0,3,0,0,0,0,3,4,0,0,0,0,10,0,4,19,0,0,0,0,0,6,15,6,0,0,3,7,16,3,17,66,0,0,0,9,0,0,3,0,0,0,0,0,0,0,3,22,0,0,0,5,3,5,7,11,4,3,10,11,58,31,17,162,0,7,9,0,4,3,0,8,0,0,0,0,0,0,0,31,0,56,51,8,5,4,14,3,0,0,0,0,0,0,8,157,4,0,17,75,108,147,250,113,33,41,37,33,27,13,53,957,0,0,0,0,0,0,11,42,13,19,17,12,11,7,3,140,0,0,0,0,28,66,48,101,24,32,37,59,56,21,11,480,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,19
SED10057,0,0,0,0,3,0,6,106,3,44,32,21,0,0,0,3,0,0,3,0,0,0,4,114,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,19,0,0,0,0,0,9,8,7,0,4,0,0,4,6,0,39,0,4,5,6,7,0,0,0,0,0,0,0,0,0,0,20,0,0,9,10,11,0,7,0,4,3,0,0,0,3,3,45,0,39,19,17,3,0,0,0,0,0,0,0,0,0,4,79,0,127,76,34,23,4,13,6,0,0,0,0,3,0,3,284,8,21,36,146,188,127,92,35,4,7,9,4,10,0,35,713,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,10,0,0,0,7,35,61,36,34,11,19,15,9,7,3,18,243,0,16,7,0,18,4,0,0,0,0,0,0,0,0,0,46,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,13
SED10058,4,7,4,3,3,0,4,168,0,85,161,43,11,4,8,7,0,4,0,3,0,0,21,354,0,3,0,4,0,12,8,4,3,7,3,0,8,3,3,54,0,0,0,0,8,15,9,28,0,0,3,0,9,8,3,93,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,20,0,3,5,26,21,24,11,17,3,3,0,0,3,0,3,120,0,3,11,3,0,0,0,3,0,0,0,0,0,0,3,25,0,39,24,13,6,5,5,3,0,0,0,4,9,0,4,122,6,10,45,93,209,140,159,78,30,38,10,13,16,11,46,901,0,0,0,6,5,0,8,12,8,8,16,12,9,0,3,76,0,0,0,10,50,80,52,46,18,26,20,29,19,3,6,356,0,16,14,13,17,20,4,4,0,0,0,0,0,0,3,87,0,0,0,3,9,4,4,0,0,3,5,3,7,0,0,46
SED10059,53,54,31,40,33,25,17,678,0,46,99,82,20,11,34,63,28,47,60,63,62,28,23,664,0,0,4,9,18,62,100,73,17,26,29,22,33,37,23,454,0,0,0,9,37,82,98,100,18,20,33,48,34,49,24,550,0,11,38,78,21,34,15,7,4,0,5,3,3,4,15,232,0,0,14,34,79,121,123,79,21,34,45,57,74,65,21,768,0,25,23,14,5,0,3,0,0,0,0,0,0,0,0,68,0,15,14,8,13,14,22,18,11,10,11,13,21,14,10,191,3,3,28,122,336,397,501,220,59,112,97,101,96,65,53,2195,0,0,0,0,0,8,9,8,3,3,4,14,11,6,0,75,0,0,0,27,92,184,77,77,22,20,25,21,37,38,16,644,0,7,8,9,55,36,27,15,6,8,11,10,10,4,5,201,0,0,8,16,30,56,76,50,7,18,24,47,54,48,12,438
SED10060,48,40,22,24,12,21,4,536,3,51,65,44,18,7,36,44,23,26,29,23,41,13,17,426,0,3,3,21,48,121,222,129,43,54,73,67,91,30,30,945,0,0,0,9,47,100,110,94,7,14,15,8,18,19,3,444,0,0,10,19,11,6,4,0,3,0,0,0,3,0,3,63,4,0,17,46,148,123,101,74,22,8,8,22,9,6,12,606,0,12,8,5,5,0,0,0,0,0,0,0,0,0,0,32,0,42,21,16,18,18,27,23,11,13,12,24,16,12,7,263,13,22,77,224,340,307,464,290,87,96,73,74,75,47,59,2259,0,0,0,0,3,3,13,22,3,10,4,4,16,4,3,85,0,0,0,23,68,146,104,101,40,30,39,33,35,42,19,674,3,13,10,12,45,27,25,33,8,11,11,25,25,6,3,253,0,12,7,23,55,47,74,48,15,4,11,7,20,6,9,343
SED10061,0,7,4,0,0,0,3,73,0,21,16,7,3,3,0,3,0,0,0,3,0,3,4,59,0,0,0,0,0,5,14,5,0,0,0,3,0,0,9,45,0,0,0,0,0,0,5,4,3,3,3,6,9,0,4,43,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,7,8,11,3,5,8,0,4,3,0,3,10,3,61,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,48,44,12,11,6,4,3,0,3,0,0,0,0,6,140,5,9,28,83,140,100,125,56,29,12,17,9,11,7,33,656,0,0,0,0,0,0,8,9,0,3,0,3,9,3,3,40,0,0,0,0,19,40,33,82,16,47,39,49,54,22,20,417,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,3,3,0,0,4,4,4,0,0,0,0,0,3,27
SED10062,3,4,5,0,3,0,3,164,7,112,217,124,23,8,5,9,0,0,7,7,9,0,16,547,0,0,0,3,9,41,39,18,5,8,0,5,3,3,8,147,0,0,3,4,25,55,73,32,3,4,7,3,17,8,11,249,0,13,46,199,153,171,85,34,13,5,4,11,6,8,29,767,0,0,21,48,111,182,116,56,18,20,11,15,9,10,16,644,0,41,37,16,0,6,0,0,0,0,0,0,0,0,3,102,0,18,22,9,3,3,9,0,0,0,0,0,0,0,3,74,7,7,29,91,173,195,377,132,31,20,23,25,25,26,38,1196,0,0,0,3,7,15,18,27,0,5,9,12,7,11,0,116,0,0,0,30,99,240,189,165,29,47,39,41,51,41,25,992,0,10,4,3,23,15,20,5,3,3,3,0,3,0,5,105,0,0,8,19,19,30,26,25,0,4,9,4,3,3,0,146
SED10063,5,3,0,3,3,3,0,84,0,26,45,42,4,6,3,0,0,0,3,3,3,0,5,145,0,0,0,0,0,4,12,3,0,0,0,0,0,0,0,26,0,0,0,0,0,14,22,14,0,4,7,3,6,0,0,75,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,14,0,0,3,14,7,3,6,6,3,0,0,0,0,0,0,49,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,68,45,8,8,0,5,0,0,0,0,0,0,0,7,142,3,8,30,76,112,114,98,66,17,19,11,9,3,10,36,621,0,0,0,0,0,3,6,10,7,5,0,0,8,7,0,46,0,0,0,5,27,44,45,70,18,43,24,20,22,4,14,331,0,23,3,0,4,3,0,3,0,0,0,0,0,0,3,46,0,0,0,3,0,3,0,4,0,0,5,0,0,0,0,19
SED10064,0,5,0,0,0,5,3,92,0,16,19,11,0,0,0,0,3,0,0,3,3,0,5,63,0,0,0,3,0,3,11,3,0,0,0,0,0,0,0,25,0,0,0,0,4,3,0,4,0,0,0,0,0,0,0,14,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,18,0,3,13,16,0,4,7,0,0,0,0,0,0,0,3,49,3,20,10,0,0,0,0,0,0,0,0,0,0,0,3,36,4,73,56,32,15,3,12,8,0,0,0,0,0,0,10,216,7,13,38,130,234,159,87,33,12,12,3,3,3,3,50,794,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,13,0,0,0,3,24,65,28,34,5,4,14,11,13,13,16,225,0,4,5,0,3,0,0,0,0,0,0,0,0,0,3,27,0,0,0,8,3,0,3,4,0,0,0,0,0,0,0,26
SED10065,7,9,12,3,3,0,7,184,4,54,110,101,14,8,11,19,3,6,8,15,8,4,15,385,0,0,0,0,3,36,76,36,19,5,5,9,11,6,26,229,0,0,0,17,198,695,1216,747,86,100,100,108,98,62,112,3545,5,71,158,438,285,353,168,91,6,10,11,17,6,11,66,1703,0,3,4,66,106,201,169,181,37,27,42,35,39,20,33,961,0,28,18,24,4,0,0,0,0,0,0,0,0,0,9,87,0,37,21,7,4,9,12,13,0,0,0,0,0,0,6,111,3,3,15,58,200,237,351,187,68,72,40,35,40,23,69,1407,0,0,0,5,8,49,133,101,32,53,53,98,107,75,22,743,0,0,3,45,140,438,299,317,68,91,109,100,91,70,37,1804,0,11,9,9,95,57,24,23,3,6,0,3,7,3,16,260,0,0,3,13,23,54,53,48,15,5,9,6,8,6,4,252
SED10066,19,16,7,12,0,0,12,311,0,51,71,55,13,9,4,5,3,0,5,0,3,0,19,246,0,4,0,0,4,5,15,3,6,0,0,0,0,0,0,38,0,0,0,0,6,14,26,26,0,3,3,6,0,3,0,93,0,0,0,31,16,27,23,12,0,0,0,4,0,0,8,138,0,0,7,34,34,22,9,15,0,17,0,0,4,0,8,161,0,67,90,46,24,8,4,0,0,0,0,0,0,0,14,259,0,80,106,36,21,7,12,0,0,0,0,0,0,0,13,277,3,5,22,97,217,252,323,148,30,32,25,26,28,3,44,1249,0,0,0,5,4,20,41,37,7,12,9,17,18,3,4,187,0,0,0,19,91,256,153,117,30,22,38,22,29,23,23,824,0,16,22,7,45,27,15,16,0,0,0,0,0,0,3,156,0,0,0,16,11,7,11,12,0,3,4,4,0,3,0,71
SED10067,3,6,4,6,3,0,12,260,3,89,92,69,14,15,17,8,0,3,13,6,7,0,22,355,0,0,5,10,9,29,43,7,0,3,3,3,0,0,5,127,0,0,0,0,7,25,24,17,0,3,3,0,5,4,0,94,0,3,5,18,4,5,8,0,0,0,0,0,0,0,3,45,0,0,10,28,21,20,17,5,0,0,0,4,0,0,3,107,0,8,9,9,3,0,0,0,0,0,0,0,0,0,3,32,0,127,77,31,36,23,57,23,4,3,5,12,5,5,22,417,17,30,80,206,328,259,308,105,31,13,13,17,16,12,56,1490,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,16,0,3,3,15,20,48,50,26,5,9,5,11,15,8,7,231,0,10,12,4,42,21,17,15,4,6,0,0,0,0,9,120,0,3,9,15,7,22,29,13,3,0,3,6,8,0,7,129
SED10068,4,15,3,3,6,3,3,180,0,30,31,23,3,0,0,4,0,3,0,0,0,0,7,108,0,0,3,8,0,3,10,8,0,3,0,0,3,0,3,43,0,0,0,0,0,3,11,15,3,0,0,3,0,5,0,44,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,14,3,0,9,3,15,3,9,9,3,3,0,0,0,0,0,60,0,39,24,11,6,0,0,0,0,0,0,0,0,0,5,82,0,121,82,26,22,10,15,3,0,0,0,0,0,0,12,291,8,18,74,155,271,141,170,70,10,11,17,4,11,6,48,1020,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,11,0,0,3,6,32,48,43,37,12,3,6,21,9,3,15,242,0,10,4,3,4,4,6,3,0,0,0,0,0,0,3,42,0,4,3,3,3,0,0,8,0,0,0,0,0,0,0,24
SED10069,6,3,0,7,0,0,3,121,3,38,39,20,8,3,6,0,0,0,0,0,0,0,3,123,0,0,0,0,3,3,11,6,0,0,0,0,0,0,0,30,0,0,0,0,3,0,10,19,0,3,3,0,0,3,3,46,0,3,0,5,4,3,0,0,0,0,0,0,0,0,0,16,0,3,19,41,45,7,3,3,0,0,0,0,0,0,10,138,0,31,32,11,0,0,0,0,0,0,0,0,0,0,6,89,0,112,69,29,16,0,15,11,0,0,0,0,0,0,3,245,7,10,41,143,189,161,154,70,25,22,6,11,13,10,55,920,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,16,0,0,0,3,37,53,43,47,16,3,13,9,20,3,8,247,0,12,6,3,17,4,3,3,0,0,0,0,0,0,0,56,0,3,0,7,3,4,0,0,0,0,0,0,0,0,4,26
SED10070,3,13,0,4,0,0,3,159,9,288,627,396,60,25,12,13,0,6,0,0,0,0,67,1510,0,0,0,0,0,4,8,3,0,0,0,0,0,0,0,26,0,0,0,4,32,65,77,43,3,5,4,0,7,0,6,244,0,11,53,283,243,309,167,73,8,12,16,4,19,14,42,1244,0,0,0,5,66,67,51,39,0,6,4,3,5,3,5,257,6,405,492,227,85,15,9,0,0,0,0,0,0,0,56,1294,0,21,28,17,0,0,0,0,0,0,0,0,0,0,5,76,3,3,10,40,125,169,382,169,43,32,51,40,33,16,42,1158,0,0,0,6,19,37,56,46,11,14,16,18,19,20,4,266,0,0,6,52,270,623,375,229,63,39,52,31,30,16,57,1838,0,15,21,11,56,58,11,4,3,0,3,3,0,0,3,189,0,0,0,6,13,12,26,24,0,0,3,4,11,3,8,120
SED10071,10,23,8,7,0,0,6,228,0,43,110,96,14,3,23,8,3,0,3,9,0,0,10,324,0,0,0,0,0,8,22,15,0,3,0,0,4,0,3,57,0,0,0,0,40,117,148,97,7,18,18,3,12,3,20,479,0,0,6,65,43,46,30,5,6,0,0,3,3,0,31,253,0,0,5,27,69,185,126,109,16,15,11,9,9,3,10,574,0,106,173,124,56,24,3,5,3,0,0,0,0,0,12,503,0,24,43,13,13,3,12,14,0,0,0,0,4,3,0,119,0,3,14,55,196,266,502,266,32,43,38,26,29,15,65,1553,0,0,0,12,39,131,223,115,34,53,36,43,39,15,13,758,0,0,0,46,444,1573,958,501,76,75,108,77,97,65,79,4102,0,11,4,3,79,59,35,3,10,3,0,5,3,0,3,218,0,0,3,12,19,45,101,39,6,3,12,7,10,6,3,272
SED10072,22,26,22,7,9,3,8,276,4,136,337,162,28,14,23,25,6,9,18,18,15,11,86,905,0,0,5,6,8,53,90,41,9,11,8,17,17,14,12,292,0,0,0,3,24,51,54,53,13,8,14,10,17,16,13,275,0,14,40,340,453,467,209,91,14,25,14,19,21,14,100,1826,0,0,11,17,70,108,87,54,13,13,6,8,24,14,14,446,0,111,84,37,17,3,0,0,0,0,0,0,0,0,6,265,0,19,10,4,6,4,15,12,0,3,0,0,0,0,0,74,7,3,23,84,180,218,338,165,31,40,34,33,37,27,55,1265,0,0,0,0,9,28,45,31,5,18,16,10,20,18,8,191,0,0,3,41,128,340,255,265,74,80,80,79,77,66,45,1536,0,5,8,0,52,42,30,37,13,10,6,22,16,10,3,255,0,0,0,11,13,29,49,31,4,13,3,3,10,7,7,181
SED10073,3,8,6,3,3,11,12,235,5,270,386,236,31,16,17,19,8,9,17,15,20,15,70,1130,0,3,4,4,30,90,153,80,25,15,10,24,17,17,12,499,0,0,0,19,240,777,1224,948,149,190,199,209,210,126,143,4432,0,23,63,205,158,101,35,29,3,5,9,0,3,0,19,648,0,3,12,83,230,297,232,152,32,45,46,55,74,39,26,1323,0,34,32,8,3,0,0,0,0,0,0,0,0,0,3,89,0,21,24,15,6,9,17,5,0,0,3,3,0,0,5,112,3,5,27,94,172,195,265,125,17,28,35,38,26,7,32,1067,0,0,0,3,7,26,44,58,20,36,31,46,54,29,16,379,0,0,0,48,130,353,247,367,106,126,100,139,126,39,55,1831,0,3,5,7,65,54,26,21,3,6,6,11,11,0,6,212,0,3,4,31,60,66,112,54,14,16,17,24,18,29,14,466
SED10074,10,13,3,0,7,0,5,222,7,88,157,122,21,11,4,12,0,0,10,9,0,0,23,451,0,0,0,4,6,11,21,10,3,0,5,3,4,0,3,81,0,0,0,11,86,264,266,161,30,23,16,16,21,3,16,916,0,9,40,206,169,195,103,28,5,9,6,3,9,3,41,833,0,3,5,42,92,152,79,99,9,18,8,10,3,14,13,543,0,129,138,75,28,8,0,3,0,0,0,3,0,0,15,410,0,48,46,6,14,10,3,5,0,0,0,0,0,3,6,147,8,12,21,82,194,257,445,206,55,63,42,43,18,32,55,1533,0,0,0,9,17,49,68,74,15,41,37,53,77,26,9,473,0,0,9,49,168,454,302,241,75,61,50,49,52,43,40,1596,0,27,18,13,74,56,17,8,0,3,5,0,0,0,7,232,0,0,3,17,17,31,30,38,4,3,3,6,7,3,4,177
SED10075,12,9,4,0,0,0,4,175,3,80,259,137,21,9,5,8,0,4,3,0,0,0,26,544,0,0,0,0,3,6,8,0,6,3,0,0,0,0,0,21,0,0,0,3,0,14,22,13,0,0,3,0,4,4,7,71,0,0,6,22,18,11,0,5,0,0,0,0,0,0,0,72,0,0,7,3,14,8,17,15,0,3,3,3,5,0,3,72,0,90,125,57,7,0,0,0,0,0,0,0,0,0,16,300,0,150,93,22,5,7,3,5,0,0,0,0,0,0,7,300,3,6,28,88,139,135,162,83,16,17,13,6,5,3,32,731,0,0,0,5,0,0,9,8,8,0,3,3,0,0,0,38,0,0,0,15,79,113,65,57,9,12,20,12,5,5,17,417,0,7,13,10,43,25,9,8,0,0,0,0,0,0,0,112,0,0,0,0,0,4,9,6,0,0,0,3,7,3,3,34
SED10076,3,0,0,0,0,0,7,121,0,56,102,50,9,3,5,0,0,0,3,0,0,3,16,251,0,0,0,0,4,4,10,0,0,3,0,0,0,0,0,31,0,0,0,0,4,5,3,5,0,5,0,0,0,0,3,27,0,3,3,9,7,0,0,0,0,0,0,0,0,0,3,26,0,3,3,7,8,4,5,3,0,0,0,0,0,0,0,40,0,84,53,27,7,3,0,0,0,0,0,0,0,0,4,176,3,124,92,25,12,4,4,13,0,0,0,0,0,0,10,278,16,7,30,154,221,145,91,37,18,8,3,8,8,0,50,789,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,7,0,0,0,4,35,55,34,24,4,16,7,11,15,7,16,243,0,11,16,6,23,8,0,4,0,0,0,0,0,0,3,80,0,0,3,12,7,3,3,0,0,0,0,0,0,0,0,28
SED10077,33,38,13,22,9,4,12,455,10,312,747,542,58,30,35,30,4,15,32,34,28,10,86,1978,0,0,0,7,10,35,69,41,5,20,12,16,20,12,13,265,0,0,0,34,390,689,1290,973,212,253,293,298,334,208,262,5234,0,48,150,370,219,235,115,34,14,6,13,14,19,6,54,1299,0,0,21,52,136,184,127,96,13,28,37,35,61,24,49,858,0,29,38,9,10,0,0,0,0,0,0,0,0,0,6,83,0,13,10,9,3,4,10,6,0,0,0,0,0,3,0,53,5,11,17,71,138,147,254,113,34,40,16,24,26,10,39,945,0,0,0,7,20,23,78,53,9,11,27,30,56,29,4,358,0,0,3,31,144,274,197,162,56,50,83,98,83,53,50,1289,0,18,19,17,56,46,21,9,0,5,0,6,8,0,8,222,0,3,3,20,33,63,61,43,7,11,5,14,12,13,8,285
SED10078,35,19,9,5,8,0,14,411,11,292,754,453,44,31,25,33,7,24,35,33,33,23,89,1880,0,0,0,11,16,52,82,40,5,10,12,12,3,12,7,272,0,0,0,8,88,75,95,69,8,9,5,23,12,11,59,466,3,31,106,333,163,71,47,17,0,3,5,0,3,3,75,875,0,0,6,45,86,104,74,46,7,27,16,18,18,18,25,511,0,28,35,18,4,4,3,0,0,0,0,0,0,0,5,101,0,19,11,10,4,5,16,10,3,4,3,0,3,3,5,107,4,4,27,89,265,259,382,152,38,44,47,35,22,25,57,1448,0,0,0,8,11,8,12,27,0,3,9,3,10,4,0,94,0,0,0,29,115,352,213,196,52,71,80,69,77,54,52,1354,0,11,20,10,81,48,45,26,7,4,3,3,10,5,21,300,0,3,10,21,36,27,30,21,3,7,4,7,5,9,5,189
SED10079,0,7,3,0,0,0,4,138,5,36,36,36,5,4,0,0,0,0,0,0,0,0,6,136,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,20,0,0,0,0,4,10,0,8,0,0,0,0,0,0,0,33,0,4,0,3,3,4,0,0,0,0,0,0,0,0,0,23,0,0,3,21,22,6,3,12,3,0,0,5,5,0,8,86,0,57,37,21,3,0,3,0,0,0,0,0,0,0,4,130,0,87,71,18,7,0,7,3,0,0,0,0,0,0,14,201,6,9,41,107,229,168,135,39,24,8,3,4,10,0,41,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,7,32,61,43,29,9,11,6,6,4,5,18,223,0,8,4,0,14,0,0,0,0,0,0,0,0,0,0,31,0,0,0,5,10,0,0,0,0,0,0,0,0,0,3,26
SED10080,62,61,48,40,75,32,14,737,3,38,67,52,21,22,52,94,47,73,111,129,145,76,73,1004,0,0,0,15,32,99,183,116,29,54,75,81,109,125,118,1027,0,0,0,5,51,93,291,353,110,140,171,188,257,303,258,2211,0,4,3,28,28,20,16,9,0,3,3,7,7,0,3,132,0,0,19,58,176,184,178,127,30,29,51,35,58,33,46,1031,0,21,8,10,8,3,5,3,0,0,0,0,3,0,4,57,0,33,15,16,16,14,18,34,13,9,18,22,40,35,14,300,11,17,59,193,407,419,547,322,101,97,112,97,102,82,81,2635,0,0,0,3,8,14,10,13,7,3,10,15,18,15,3,116,0,0,3,32,87,202,123,96,42,42,43,49,62,60,37,872,3,10,10,6,51,36,31,27,17,3,19,14,23,20,6,284,0,0,8,23,55,69,106,58,15,12,11,26,23,14,31,455
SED10081,5,11,3,0,0,0,3,64,0,15,18,11,0,0,0,0,0,0,0,0,0,0,5,44,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,22,0,0,0,0,0,4,9,13,5,3,0,6,54,52,38,185,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,10,3,5,4,6,3,5,8,8,0,0,4,3,3,0,0,56,0,9,9,5,3,0,0,0,0,0,0,0,0,0,0,26,0,54,22,5,3,3,10,3,0,0,0,0,0,0,3,110,3,9,19,62,126,85,75,56,24,35,9,14,3,3,22,550,0,0,0,0,0,0,10,12,4,0,5,0,0,0,0,35,0,0,0,0,13,50,25,93,12,55,63,63,50,15,26,472,0,4,3,0,9,3,0,0,0,0,3,0,0,0,0,24,0,0,4,9,8,0,8,14,0,3,3,4,10,3,0,58
