SED_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
SED10080,0,0,11,24,26,38,61,63,10,24,32,40,62,32,15,446,3,21,37,44,92,607,933,1018,217,305,418,532,651,372,368,5623,0,3,18,21,0,27,12,3,0,0,4,0,3,5,3,105,0,11,23,29,4,15,3,19,0,6,7,0,4,6,7,129,0,3,5,7,24,45,22,17,7,7,6,3,0,0,7,162,3,65,47,35,33,35,79,89,17,22,25,35,61,54,31,651,0,13,51,26,4,6,9,3,0,3,4,3,4,0,12,144,3,4,13,46,160,253,184,87,31,33,43,53,52,23,40,1028,0,10,5,57,32,101,157,256,51,76,122,182,294,241,54,1634,0,6,0,24,36,98,498,604,240,320,297,542,471,207,110,3449,0,0,0,3,31,43,30,39,21,18,25,3,19,12,4,257,0,0,0,3,9,13,9,3,0,3,4,6,0,0,0,46,0,3,8,32,27,62,104,173
SED10081,0,0,3,3,5,9,11,9,0,0,3,3,9,0,0,61,0,0,10,3,9,19,23,42,9,16,4,15,11,7,3,169,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,13,0,0,0,0,6,6,5,4,0,7,5,4,16,0,0,53,0,38,30,16,14,10,9,10,0,0,0,3,3,0,14,141,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3,6,5,3,3,3,0,0,0,8,0,0,37,0,3,0,4,3,8,13,117,17,22,28,15,11,15,5,257,0,3,3,4,0,4,3,0,0,3,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,3,11,9,10,4,8
SED10082,0,3,5,29,25,25,52,25,3,8,6,4,0,4,3,193,6,13,18,0,12,32,77,47,4,6,20,9,11,0,11,255,0,5,25,29,0,3,0,0,0,0,3,0,0,0,0,69,0,20,21,26,3,4,6,0,3,0,4,0,0,0,5,86,0,3,3,6,11,19,7,0,4,0,0,0,0,0,0,53,3,98,70,22,34,19,37,29,0,0,4,0,0,3,5,322,0,14,17,9,3,0,4,0,0,0,0,0,0,0,5,60,4,0,5,10,7,12,16,7,0,0,3,3,0,0,5,67,3,10,8,32,23,18,36,48,8,3,4,8,0,3,4,214,3,6,3,3,6,4,9,19,7,0,3,0,3,3,3,77,0,0,0,3,3,4,0,5,0,0,0,0,0,0,0,23,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,10,14,44,21,58,40,44
SED10083,0,0,5,24,15,14,29,14,3,0,0,0,0,0,0,104,0,10,20,0,3,32,73,59,8,11,14,7,8,11,18,280,0,3,12,23,0,3,0,0,0,0,0,0,0,0,3,58,0,12,11,16,5,4,0,7,0,0,0,0,0,0,3,68,0,0,3,6,7,25,10,10,0,3,0,0,0,0,8,79,0,71,52,38,21,14,12,14,0,0,0,5,0,0,9,240,0,13,31,27,0,0,0,0,0,3,0,0,0,0,3,93,3,0,3,5,3,11,8,4,0,0,3,3,0,0,3,48,0,7,4,35,8,21,40,64,20,23,10,8,6,7,8,255,0,3,3,4,10,11,12,3,6,0,7,7,0,5,0,80,0,0,0,3,0,3,0,6,0,6,0,0,0,0,0,17,0,0,0,3,0,8,0,3,0,0,0,0,0,0,4,18,0,4,26,62,31,39,29,19
SED10084,3,3,11,22,13,22,39,36,9,7,3,4,6,0,4,169,0,5,6,3,11,11,33,46,8,8,18,20,30,4,11,214,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,27,0,7,5,4,0,3,0,0,0,0,0,0,0,0,3,24,0,0,3,12,5,9,15,12,0,0,0,0,0,0,3,71,0,114,81,38,24,23,29,20,0,3,0,0,3,0,10,360,0,5,5,7,0,0,0,0,0,0,0,0,0,0,0,27,3,0,5,5,8,8,3,3,0,0,0,0,3,0,0,33,0,10,7,16,8,8,20,90,14,9,17,28,8,6,7,246,0,5,13,3,7,8,13,6,0,0,3,0,0,3,3,61,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,43,12,12,22,18
SED10085,0,0,3,13,3,0,11,3,10,3,3,0,0,0,4,57,0,0,3,3,7,25,14,33,7,7,4,3,12,0,23,139,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,3,3,3,3,0,3,0,0,0,7,35,0,46,23,19,8,6,18,5,3,4,4,4,0,0,8,149,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,9,4,3,9,0,0,0,0,0,3,0,7,41,0,3,3,8,3,8,16,47,13,17,15,15,17,3,11,169,0,0,3,3,0,0,8,4,0,0,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,30,13,21,22,26
SED10086,0,3,16,31,24,27,70,58,15,11,22,33,26,21,17,384,12,57,31,21,36,197,224,128,29,39,51,54,62,44,58,1053,0,6,14,13,8,4,8,0,0,0,0,0,0,0,3,62,0,39,84,39,8,11,3,3,3,0,0,3,0,0,3,200,0,0,5,12,25,19,13,7,0,3,0,3,0,0,3,90,47,85,39,46,30,48,116,81,8,24,24,31,19,26,17,654,3,66,83,43,8,6,7,4,0,0,3,0,4,3,15,245,3,0,6,41,86,91,67,59,10,17,14,22,22,11,11,468,0,16,55,82,35,45,43,29,8,10,8,12,23,9,14,377,0,3,8,24,39,39,20,16,6,7,8,9,11,3,8,195,0,0,0,12,38,49,17,21,4,5,3,3,0,0,3,161,0,5,3,23,6,3,3,5,3,0,0,0,0,0,5,59,0,4,8,19,25,51,135,187
SED10087,0,0,0,6,3,9,17,12,3,0,0,3,0,0,3,69,0,0,0,3,9,11,40,81,9,17,15,8,33,24,29,287,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,13,29,19,3,27,3,0,5,0,0,97,0,0,4,3,0,12,22,0,0,3,10,0,0,0,0,58,0,64,41,20,10,5,9,7,0,0,0,0,0,0,10,171,0,7,12,7,3,0,0,0,0,0,0,0,0,0,0,28,0,0,0,3,11,18,9,5,0,0,0,4,8,0,4,60,0,0,3,5,5,0,51,208,51,108,101,54,33,16,25,681,0,3,0,0,6,0,6,3,0,0,0,0,3,0,0,30,0,0,0,0,4,0,13,6,4,12,12,13,7,7,3,88,0,0,0,0,0,3,26,5,0,3,0,0,3,0,0,36,0,3,12,7,4,5,13,15
SED10088,0,0,15,34,33,41,71,56,19,0,9,13,3,6,5,306,0,26,23,22,40,477,487,339,53,55,81,158,117,96,85,2061,0,4,68,84,19,38,63,0,0,0,0,0,0,0,5,281,0,17,30,30,8,14,3,6,3,0,4,0,6,0,3,117,0,4,9,9,23,32,23,12,0,0,0,4,3,0,0,111,0,50,80,47,45,33,91,86,12,3,9,21,12,5,16,524,0,17,30,28,7,0,0,4,0,0,3,0,3,0,7,103,3,3,16,45,94,141,54,19,0,11,11,4,3,0,8,416,0,4,12,32,13,86,161,276,27,42,82,128,73,52,25,1014,0,3,10,10,25,51,68,36,5,3,12,6,13,6,14,270,0,0,0,30,81,66,40,55,10,12,14,5,9,4,10,340,0,0,0,8,5,6,6,0,0,0,0,0,0,0,0,21,3,3,12,48,20,80,92,47
SED10089,0,0,7,12,14,14,33,19,5,12,3,4,9,0,0,127,0,6,11,3,24,54,104,239,39,81,96,180,294,130,96,1347,0,0,13,73,7,3,28,0,0,0,0,0,0,0,8,125,0,3,0,4,0,3,5,17,0,0,5,3,0,0,4,51,0,0,0,8,16,18,11,10,0,8,0,0,4,3,0,70,0,171,33,22,12,4,17,17,0,0,0,0,3,0,30,311,0,17,29,31,10,0,3,0,0,0,0,0,0,0,12,106,0,0,3,4,25,25,15,16,13,3,9,24,26,12,22,196,0,7,0,18,16,20,103,216,56,123,76,82,71,39,16,845,0,0,7,0,6,5,18,19,0,8,4,3,8,3,3,83,0,0,0,0,0,0,11,23,24,29,27,12,18,17,3,165,0,0,0,0,0,0,10,0,0,8,27,24,8,9,8,101,0,3,8,23,11,15,10,7
SED10090,0,3,13,40,35,39,65,30,12,8,4,12,25,15,9,317,13,26,64,69,176,1059,1767,1431,292,356,375,558,570,343,293,7397,0,5,102,115,5,20,10,9,4,0,0,0,0,0,9,264,0,12,59,57,8,13,0,4,0,0,0,0,10,13,5,184,0,4,11,17,26,41,24,10,3,3,3,0,0,0,3,142,8,42,30,29,29,26,47,45,9,8,13,5,15,3,11,315,0,33,76,38,7,8,0,0,0,0,0,0,0,0,3,170,3,8,31,119,392,864,431,132,47,69,50,68,71,34,53,2368,3,13,17,65,50,121,209,307,101,121,120,163,219,181,57,1736,4,7,3,21,56,95,200,93,25,21,20,33,32,14,13,635,0,0,5,31,89,120,79,73,24,33,31,17,18,7,9,535,0,0,0,14,6,10,8,7,0,0,3,0,0,0,0,50,8,8,19,37,41,76,94,61
SED10091,0,0,14,13,13,19,22,5,3,0,3,3,6,0,3,118,0,6,8,3,5,36,44,31,4,5,11,10,11,3,8,186,0,0,22,64,3,13,5,0,0,0,0,0,0,0,9,112,0,17,10,16,0,5,5,0,0,0,0,0,0,0,0,52,0,3,3,8,11,16,12,4,0,6,0,0,0,0,4,79,0,111,78,42,38,20,14,17,0,3,0,0,3,4,8,339,0,15,38,35,9,5,0,0,0,0,0,3,0,0,4,114,0,3,3,10,8,14,8,4,3,3,4,0,3,0,3,60,0,11,11,14,8,18,34,68,3,8,7,5,16,13,6,213,0,9,3,3,10,9,4,3,0,3,0,0,0,0,3,48,0,0,0,3,4,6,3,0,0,0,3,0,9,0,0,29,0,0,0,12,3,5,0,0,0,0,3,0,0,0,0,21,0,5,21,52,37,46,28,13
SED10092,0,0,4,21,12,15,23,32,7,6,7,6,8,0,5,142,0,4,7,3,11,56,168,266,82,130,198,352,393,158,104,1932,0,0,147,159,22,27,180,9,0,0,0,0,0,0,14,560,0,9,12,10,6,4,11,12,3,0,3,7,0,0,0,81,0,0,3,3,15,16,17,11,0,0,4,3,0,0,0,79,0,139,170,36,13,20,19,7,9,9,6,7,5,6,8,448,0,53,234,86,11,14,0,3,0,8,0,3,0,0,20,436,0,3,4,5,12,18,20,19,0,8,0,13,10,3,3,117,0,3,3,32,11,40,56,143,35,105,82,73,123,120,20,840,0,0,4,8,4,16,48,23,5,5,6,7,12,7,4,152,0,0,0,0,8,13,23,43,24,28,51,23,25,13,0,247,0,0,0,0,3,0,13,34,10,21,63,63,23,53,19,302,0,3,13,37,3,6,19,13
SED10093,0,0,6,12,11,4,20,15,3,6,0,0,0,0,0,77,0,4,10,3,22,58,73,56,8,13,16,4,9,5,11,291,0,3,12,26,0,4,3,0,0,0,0,0,0,0,3,50,0,15,23,8,0,7,0,0,0,0,0,0,0,0,0,67,0,0,6,10,13,21,8,11,6,3,0,0,0,0,0,85,0,58,48,28,14,23,14,7,0,0,0,0,0,0,10,210,0,11,22,19,4,3,0,0,0,0,0,0,0,0,0,55,0,3,4,9,8,7,4,3,0,0,0,0,0,0,3,44,0,9,3,19,8,19,41,115,30,36,16,21,24,14,18,367,0,8,3,3,7,18,8,12,3,6,5,4,4,0,4,86,0,0,0,7,3,3,9,3,0,0,3,0,0,0,0,33,0,0,0,3,0,4,0,3,0,0,0,0,0,6,0,17,3,8,16,65,27,32,18,15
SED19494,0,0,0,3,3,7,0,3,0,0,5,0,11,4,5,34,0,0,0,0,0,12,15,29,13,18,20,35,24,43,18,225,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,5,3,3,0,0,0,0,0,3,4,23,0,0,3,0,0,8,9,3,0,0,0,0,0,0,7,22,0,5,9,3,4,4,3,0,0,0,0,5,19,13,11,78,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,8,3,5,0,3,0,9,10,7,4,39,0,0,0,0,3,5,10,17,3,4,3,9,11,61,18,140,0,0,0,0,0,4,3,0,0,0,0,4,0,7,6,35,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,20,0,0,0,0,0,5,4,6,0,0,0,10,0,8,4,36,0,0,4,0,0,3,7,3
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,6,0,0,0,0,0,0,3,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
