SED_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
SED10080,0,3,18,308,59,23,28,3,0,444,0,0,76,430,35,35,42,23,16,663,4,3,70,192,69,30,11,3,0,384,3,0,237,747,34,8,3,0,0,1050,0,0,14,40,13,9,12,0,0,90,0,5,37,303,74,64,33,6,3,525,0,0,0,6,3,8,9,3,3,32,0,0,3,15,5,6,0,0,0,31,0,0,22,16,0,5,0,0,0,49,4,0,25,77,10,0,0,0,0,106,3,0,5,97,18,15,23,13,3,174,3,5,76,676,314,244,135,31,15,1498,0,0,7,34,22,9,5,4,0,75,0,0,20,52,7,0,0,0,0,82,0,0,0,17,21,12,5,4,0,58,0,5,34,265,55,29,15,0,0,405,0,0,7,86,6,14,11,8,3,137,0,0,12,151,58,36,28,19,3,319,8,5,26,143,30,22,14,3,0,251,0,3,17,216,66,55,38,10,4,415
SED10081,0,3,0,9,3,7,7,4,0,33,0,3,0,0,4,3,3,5,3,27,0,0,0,5,0,0,0,0,0,7,0,3,56,63,0,0,0,0,0,133,0,0,0,0,0,3,0,0,0,9,0,0,0,11,7,0,0,4,0,26,0,0,0,0,0,8,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,24,0,0,3,15,3,3,0,0,0,27,0,0,3,3,0,8,22,11,4,54,0,19,13,80,59,56,33,7,4,270,0,0,0,0,0,3,0,0,0,5,0,0,0,14,0,3,0,0,0,24,0,0,3,14,8,8,3,0,0,29,5,34,37,91,24,0,0,0,0,189,0,0,0,3,0,3,3,0,0,14,0,3,0,3,10,14,24,11,5,69,0,3,3,4,8,0,0,0,0,24,4,9,8,33,20,9,3,5,0,91
SED10082,0,18,9,33,24,30,20,20,0,149,0,0,0,4,8,22,28,31,15,115,0,11,3,6,3,0,0,0,0,24,0,0,9,22,4,3,3,0,0,45,0,0,0,4,5,5,0,0,0,22,0,0,3,10,9,8,0,6,0,38,0,0,0,0,0,9,33,5,3,47,0,0,0,4,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,11,3,0,0,0,0,8,0,3,5,8,12,21,41,23,6,114,5,18,13,151,126,109,81,34,8,538,0,3,4,9,11,4,12,4,3,39,0,0,0,4,0,5,0,0,0,8,0,0,5,11,10,10,0,0,0,35,3,6,6,19,3,9,6,3,0,57,0,0,0,4,3,7,6,11,0,33,0,16,9,29,41,39,57,29,11,231,0,12,4,0,6,4,3,0,0,27,0,26,50,76,76,53,40,14,3,330
SED10083,4,3,3,26,22,28,26,16,3,138,0,0,0,6,6,22,38,36,8,107,0,0,3,7,0,4,0,0,0,15,0,3,0,24,11,4,7,0,0,48,0,0,0,3,11,6,3,0,0,23,0,0,9,11,6,5,9,4,0,45,0,0,0,4,6,11,31,14,0,70,0,0,0,8,3,8,0,0,4,18,0,0,0,0,5,0,0,5,0,8,0,0,0,9,0,0,0,0,0,11,0,4,0,7,4,18,29,20,11,88,8,20,21,172,145,92,66,21,14,545,0,0,0,0,3,7,12,3,0,27,0,0,0,5,0,3,0,0,0,17,0,0,0,6,11,3,0,0,0,23,3,14,13,49,17,21,6,3,3,130,0,0,0,5,0,11,13,0,3,32,0,4,0,24,33,51,52,34,5,206,0,0,0,3,3,0,0,0,0,12,0,4,5,46,31,8,15,11,3,125
SED10084,3,9,0,20,19,8,15,16,5,89,0,3,3,7,7,18,38,20,11,108,0,9,4,28,8,0,7,3,0,56,0,3,5,7,0,3,0,0,0,22,0,0,0,0,0,0,4,0,0,10,0,0,0,6,8,7,3,0,0,28,0,0,0,0,0,7,17,13,3,34,0,0,0,5,3,3,4,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,13,0,0,0,3,13,27,42,32,6,130,3,49,53,293,172,187,171,101,29,1059,0,0,0,5,10,7,10,17,6,52,0,0,0,7,0,0,0,0,0,14,0,0,3,16,20,8,3,4,0,51,3,22,15,35,16,3,3,0,0,102,0,0,0,5,0,3,8,4,3,28,4,3,0,11,26,28,61,63,26,224,0,4,0,3,8,10,3,0,0,20,0,10,8,39,20,22,18,8,0,121
SED10085,0,10,12,45,17,12,14,8,0,112,0,0,0,0,0,4,13,16,0,38,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,16,0,0,0,3,3,0,3,0,0,6,0,3,3,11,3,6,0,0,0,27,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,5,0,0,0,0,0,10,0,0,3,3,3,13,29,20,3,82,0,26,34,125,125,82,62,28,5,483,0,0,0,4,0,0,8,0,0,12,0,0,0,9,0,0,0,0,0,10,0,0,0,7,5,4,0,0,0,22,3,33,14,66,16,0,3,0,0,136,0,0,0,0,0,4,0,0,0,11,0,0,0,3,15,24,15,8,9,71,0,0,0,0,0,3,0,0,0,7,0,21,21,35,24,12,3,0,0,113
SED10086,0,7,10,303,32,16,8,10,0,388,7,3,28,239,35,21,45,28,10,413,3,4,15,26,10,3,7,0,0,67,0,5,5,22,14,8,3,0,0,55,0,0,0,12,16,12,8,4,3,53,0,0,4,34,18,21,17,3,0,99,0,0,0,0,0,0,5,0,0,15,0,0,0,14,3,0,3,0,0,19,0,0,0,4,0,0,0,3,0,6,0,4,4,13,0,3,0,0,0,22,0,4,0,48,7,4,15,6,3,91,4,26,56,447,193,138,67,26,8,967,0,0,0,26,10,0,0,4,0,41,0,0,0,6,5,3,0,0,0,13,0,5,6,19,7,5,0,0,0,34,0,16,6,97,20,7,3,0,0,155,0,0,0,41,0,31,39,22,37,173,0,0,5,84,38,21,20,15,4,196,8,23,13,26,13,17,19,4,3,124,13,44,134,674,391,401,253,115,52,2071
SED10087,0,10,0,10,11,3,8,3,0,41,0,0,0,0,0,6,14,6,4,28,0,0,3,4,0,0,0,0,0,7,0,4,0,13,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,6,3,9,0,28,10,3,4,0,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,3,7,12,50,6,0,0,0,0,79,0,7,3,26,3,3,0,0,0,40,0,0,3,8,5,18,24,16,7,76,0,19,41,82,71,60,31,11,3,311,0,0,0,0,0,4,3,5,0,11,4,8,3,29,5,3,0,0,0,54,3,0,0,3,7,3,0,0,0,20,5,38,20,140,10,3,3,0,0,223,0,0,0,3,3,0,3,0,3,19,0,0,13,10,19,10,21,6,3,82,3,0,0,0,3,0,0,0,0,9,0,18,29,51,31,14,9,3,0,169
SED10088,3,11,10,68,45,26,18,8,0,187,0,8,4,42,65,115,167,135,48,584,4,15,19,23,19,14,6,0,0,97,3,9,17,74,14,28,12,4,0,155,0,0,0,8,11,12,6,3,5,37,0,0,12,31,24,18,12,7,0,102,0,0,0,3,0,3,0,4,0,14,0,0,0,4,0,0,3,0,0,9,0,0,0,4,3,0,3,0,0,7,0,0,31,166,4,3,3,0,0,205,0,7,6,15,17,15,42,34,19,150,7,30,72,363,217,151,68,32,13,948,0,0,3,13,14,3,13,8,0,50,0,0,3,9,9,0,3,0,0,26,0,0,0,9,17,6,4,3,0,42,0,24,44,152,68,36,16,7,0,342,0,0,5,19,5,21,6,0,4,63,3,17,12,49,54,49,41,26,11,255,3,16,5,21,8,4,4,3,0,68,3,26,36,172,86,61,37,7,3,431
SED10089,0,11,0,18,7,8,4,8,0,64,0,0,0,4,11,21,35,44,26,139,0,0,3,3,0,4,3,0,0,18,3,10,43,63,21,3,0,0,0,146,0,0,0,0,3,0,4,0,0,6,0,3,46,63,9,13,9,7,0,146,0,0,0,0,0,7,4,0,0,12,0,0,9,4,0,0,3,0,0,23,0,0,8,8,0,0,0,0,0,17,0,0,8,23,0,0,0,0,0,28,0,4,0,6,4,4,23,11,6,58,0,24,40,122,54,52,23,11,0,334,0,0,3,5,9,9,9,6,3,32,3,16,31,64,6,0,0,0,0,120,0,0,3,5,10,3,3,0,0,21,0,11,22,65,14,11,3,0,0,120,0,0,0,17,9,14,17,14,15,84,0,3,5,22,21,19,32,25,7,133,0,0,34,8,5,3,3,3,0,53,0,3,23,28,22,4,3,5,0,82
SED10090,0,6,0,97,53,33,17,10,10,224,0,0,11,49,22,30,47,69,38,259,26,90,41,209,133,52,26,3,0,583,13,52,172,462,135,55,28,8,0,933,0,0,3,21,26,22,30,14,4,117,4,17,25,195,65,66,44,20,9,438,0,0,0,0,0,4,5,0,0,8,0,0,0,6,5,11,3,0,0,28,0,0,7,0,3,0,3,0,3,13,0,3,27,132,8,0,0,3,0,173,0,3,9,29,19,12,9,11,8,102,12,47,50,298,200,148,94,24,6,867,0,0,0,20,18,7,3,0,0,46,7,3,3,29,10,0,3,0,0,61,0,3,3,21,32,29,12,12,7,110,6,20,27,187,41,21,20,3,0,329,0,0,0,38,8,10,7,8,6,82,0,9,4,47,49,29,31,10,3,185,18,49,14,75,31,16,11,5,0,227,7,14,29,206,70,73,46,12,6,471
SED10091,0,0,0,30,20,29,36,12,0,122,0,0,4,9,15,33,60,34,12,170,0,0,3,4,0,0,3,0,0,12,0,0,9,9,3,3,0,0,0,21,3,0,0,10,25,20,8,6,0,83,0,0,0,3,3,7,5,0,0,20,0,0,0,3,4,34,51,11,0,110,0,0,0,9,0,0,7,0,0,14,0,0,0,0,0,0,0,3,0,4,0,3,0,40,0,0,0,0,0,41,0,0,0,6,7,29,45,28,4,133,0,14,11,119,94,72,60,26,3,407,0,0,0,11,14,5,15,8,3,50,0,0,0,3,0,0,0,0,0,12,0,0,0,4,7,4,0,0,0,11,0,7,10,23,5,3,0,0,0,50,0,0,0,3,8,6,18,4,5,42,0,0,0,22,28,51,60,44,7,213,0,8,0,0,4,7,3,4,0,22,0,8,4,43,23,16,19,8,0,126
SED10092,0,17,3,14,17,5,14,9,3,78,0,3,10,29,38,115,143,229,108,678,0,0,3,8,0,0,0,0,0,16,0,8,12,34,13,9,3,0,0,84,5,0,7,83,43,36,37,8,3,224,0,5,65,22,9,4,5,0,0,113,0,3,0,0,10,18,40,48,9,120,0,0,0,0,0,3,0,0,0,4,0,3,17,36,8,3,3,0,0,71,3,0,9,25,3,0,3,0,0,44,0,0,3,0,6,14,55,20,13,111,10,25,58,142,72,61,34,24,3,422,0,3,0,8,3,0,12,4,0,27,0,6,39,50,4,0,5,0,0,107,0,0,3,5,6,0,3,0,0,23,0,20,13,76,24,21,7,0,3,160,0,0,0,13,3,17,15,11,10,72,0,0,4,11,40,52,46,30,15,206,4,3,0,6,4,3,3,0,0,22,0,3,18,30,14,11,6,3,0,92
SED10093,0,15,0,24,8,14,33,12,3,107,0,0,0,9,17,33,45,37,7,145,0,0,0,3,3,0,0,0,0,12,0,4,10,8,9,3,3,0,0,38,0,0,0,3,12,7,3,0,0,29,0,0,4,5,6,5,4,0,0,29,0,0,0,3,8,21,43,21,3,100,0,4,0,0,3,0,0,3,0,12,0,0,0,0,0,0,3,0,0,7,0,0,0,5,0,0,0,0,0,6,0,3,0,3,9,22,46,30,7,117,4,27,54,190,124,126,85,30,7,643,0,0,0,5,11,6,7,11,0,42,3,3,6,13,3,3,0,0,0,29,0,0,0,4,9,5,0,0,0,22,3,11,24,55,25,14,4,0,0,142,0,0,0,7,6,0,10,4,4,26,0,5,0,24,31,52,36,50,8,210,0,0,0,0,4,4,0,0,0,11,0,6,19,37,32,18,10,9,0,127
SED19494,0,0,6,11,3,0,3,0,0,31,0,0,5,17,3,5,3,0,0,35,0,0,0,0,0,0,0,0,0,6,0,0,4,7,0,0,0,0,0,18,0,0,0,13,8,0,3,0,0,32,0,0,0,7,3,3,0,0,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,5,10,0,0,0,0,0,13,0,0,3,6,3,7,14,0,0,27,3,3,24,54,38,33,21,4,0,181,0,0,4,3,0,0,0,0,0,11,4,0,4,16,0,0,0,0,0,23,0,0,0,3,3,0,0,0,0,4,0,0,6,13,5,5,0,0,0,33,0,0,0,3,0,0,4,0,0,6,0,0,4,3,0,4,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,5,16,3,5,5,0,0,40
SED19797,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
