UCL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
UCL113017,1880,1057,499,69,692,667,182,346,1290,149,1027,6352,437,11602,37,14,6,0,9,14,5,0,22,4,17,126,3,219,177,63,53,17,76,89,17,53,71,23,77,295,23,738,41,14,16,6,18,23,9,12,14,10,25,97,10,211,54,7,12,7,34,28,8,7,17,7,21,100,6,221,3,0,0,0,4,6,0,0,0,0,3,10,3,22,13,10,0,0,8,0,3,3,4,0,10,115,3,160,0,0,3,0,0,5,0,0,0,0,0,58,0,68,7,3,0,0,0,0,0,0,0,0,0,38,0,47,23,15,3,0,0,6,4,0,7,0,17,76,8,131,9,6,4,0,4,5,3,4,4,0,6,31,0,70,368,130,109,29,166,161,40,87,147,42,187,959,63,1900,70,28,8,5,19,21,3,19,25,12,19,104,657,895,2317,1218,619,107,876,846,223,454,1465,202,1238,7414,1161,14396,462,452,112,8
UCL113018,295,185,105,15,116,131,28,70,172,27,128,1147,90,2011,3,0,0,0,0,0,0,0,0,0,0,7,0,19,23,4,8,3,12,11,0,8,3,3,6,33,0,80,7,0,0,0,3,0,0,0,0,0,0,4,0,8,4,0,0,0,0,0,0,0,0,0,4,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,28,13,10,3,15,10,0,13,12,4,8,70,3,152,11,4,5,0,7,3,3,3,10,0,3,21,182,234,342,199,123,15,142,149,33,82,191,37,140,1241,279,2389,72,78,21,0
UCL114001,568,434,207,92,219,299,79,107,516,91,471,2277,182,4371,9,15,3,0,5,4,0,0,9,0,10,50,0,100,52,28,24,7,12,27,8,17,24,16,31,97,3,241,10,4,3,3,5,8,4,5,3,0,6,39,0,71,4,0,3,3,0,4,0,3,3,0,6,14,0,31,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,0,0,0,0,6,0,0,0,0,3,15,0,34,0,3,4,0,4,3,0,0,0,0,0,14,0,13,3,0,0,0,0,0,0,0,0,0,0,16,0,23,8,3,5,0,0,0,0,0,4,0,7,34,0,53,11,0,3,0,0,0,0,0,0,0,0,10,4,27,95,47,42,18,27,64,12,20,50,26,62,289,12,591,5,11,3,0,6,6,0,3,4,0,5,31,154,221,672,491,253,106,250,369,96,135,571,110,541,2601,354,5182,124,193,45,0
UCL114002,1507,703,460,137,607,659,182,347,817,190,788,2898,219,6599,18,17,4,0,13,16,3,15,10,5,10,50,6,109,151,42,42,7,57,70,8,38,48,14,68,178,8,475,39,4,14,8,17,13,6,4,13,3,22,62,0,130,13,4,9,0,6,11,0,12,5,0,13,26,0,62,3,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,0,4,0,0,0,3,6,3,34,3,49,0,0,0,0,0,0,0,0,0,0,4,15,0,12,3,0,4,0,0,5,0,0,0,0,5,13,0,27,8,6,0,0,0,0,0,0,3,3,6,36,4,58,5,3,0,3,4,6,0,3,3,0,9,12,0,38,242,81,68,17,101,117,27,70,84,31,136,425,23,966,73,24,31,3,29,31,8,19,15,8,19,63,265,475,1822,815,552,166,736,810,212,442,919,227,943,3388,505,8037,218,209,52,0
UCL114003,1205,1068,358,91,661,594,160,321,1135,163,828,4327,355,8400,9,8,5,0,8,10,0,4,7,3,8,43,4,83,47,24,18,0,25,34,11,13,30,3,28,50,11,182,15,9,3,0,6,11,0,3,6,4,6,22,0,52,8,3,0,0,10,6,0,0,6,3,0,6,4,25,0,0,0,0,0,0,0,0,0,0,0,4,0,8,6,8,6,5,9,9,3,3,11,4,5,76,9,118,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,33,0,31,0,0,0,0,8,3,0,0,3,0,3,11,0,23,0,0,5,0,0,0,0,0,4,0,0,10,0,20,90,61,36,13,63,68,24,37,68,20,58,264,23,553,37,26,17,4,27,28,8,17,26,5,16,77,834,1012,1342,1152,411,104,747,689,197,372,1229,189,900,4671,1208,9968,268,411,65,0
UCL114004,665,481,175,54,287,230,54,147,638,54,470,2706,331,5019,11,16,3,5,9,7,3,9,19,3,9,60,5,114,45,18,16,0,26,27,3,15,17,7,21,75,5,177,35,17,12,5,13,24,5,0,16,3,18,77,10,174,41,12,3,3,18,8,0,8,12,4,17,58,4,136,5,0,0,0,4,3,0,3,0,0,0,20,4,36,5,0,0,0,6,3,0,0,0,0,6,91,3,115,0,0,0,0,4,0,0,0,0,0,3,38,9,47,8,6,0,0,8,8,0,0,4,0,10,132,0,161,9,0,3,0,0,0,0,0,10,0,7,48,5,72,5,3,4,0,0,0,0,0,4,0,9,27,5,48,165,66,47,20,89,86,14,33,79,22,101,624,56,1080,19,7,5,6,15,8,6,4,13,6,5,30,276,355,846,553,226,77,384,323,74,183,726,77,572,3359,670,6447,261,241,69,0
UCL114005,879,627,271,75,400,373,119,236,676,110,437,2386,209,4924,7,3,0,0,4,3,0,0,3,0,5,46,6,79,37,18,14,8,22,28,4,16,20,7,29,44,0,143,12,0,3,0,8,3,0,0,3,0,4,17,0,37,0,0,0,0,0,4,0,0,0,0,5,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,5,0,0,9,0,0,47,7,65,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,0,0,3,4,0,0,6,0,0,26,0,29,0,4,4,0,3,0,0,0,0,0,4,5,0,16,0,0,0,0,0,0,0,0,0,0,0,14,0,14,69,25,22,7,49,42,10,20,42,8,44,210,15,414,38,15,12,0,19,19,10,11,21,0,17,45,264,396,987,675,307,86,469,432,136,264,742,118,495,2644,493,5732,168,212,52,0
UCL114006,683,525,220,51,319,334,72,156,557,66,385,2423,212,4670,5,9,0,0,5,7,0,0,7,0,3,29,0,58,40,18,10,4,20,16,4,11,16,0,18,67,3,164,9,3,6,0,4,6,0,3,7,0,10,19,4,55,9,3,3,3,6,9,0,4,0,0,5,10,5,35,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,3,0,0,9,0,0,0,3,0,0,50,4,69,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,3,0,0,0,0,0,4,0,12,5,0,0,0,0,0,0,0,0,0,0,4,0,11,69,44,25,8,42,48,8,24,39,11,36,216,19,436,39,10,14,7,20,14,3,17,17,3,9,38,225,340,793,581,257,66,384,394,83,196,607,85,431,2677,451,5444,179,250,50,0
UCL114007,985,792,296,124,498,401,102,252,932,100,682,3715,305,7093,14,11,0,0,8,3,0,6,12,0,13,35,0,73,39,18,6,4,19,16,0,11,14,4,13,44,6,136,15,3,5,0,10,9,0,11,3,0,8,24,0,61,9,0,0,0,4,3,0,3,6,0,7,17,0,35,0,0,0,0,0,0,0,0,0,0,0,9,0,17,3,0,0,0,3,5,0,0,0,0,0,54,3,76,0,0,0,0,0,0,0,0,5,0,0,22,3,28,0,0,0,0,3,5,0,0,0,0,0,51,3,61,3,7,0,0,0,0,0,0,5,0,5,10,0,25,4,4,0,0,0,0,0,0,0,0,8,61,0,77,98,49,21,11,57,40,5,35,41,12,58,327,19,589,26,11,5,3,15,15,4,6,14,0,14,52,449,570,1105,853,315,135,569,452,108,287,982,110,753,4104,778,8254,230,327,66,0
UCL114008,749,630,204,77,364,329,64,182,649,75,477,2804,176,5333,7,10,0,0,4,3,0,4,8,0,5,40,3,63,22,13,6,4,10,8,3,9,15,0,11,31,4,92,7,0,0,0,5,3,0,0,3,0,0,20,0,38,7,0,0,0,0,7,0,0,0,0,5,14,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,38,0,43,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,3,59,0,68,0,0,0,0,0,0,0,0,0,0,4,12,0,12,3,0,0,0,0,0,0,0,0,0,0,21,0,26,55,33,6,3,26,28,7,15,28,12,35,247,10,395,39,13,13,4,9,12,0,6,16,0,9,52,570,701,843,681,222,90,402,370,76,198,697,83,522,3099,756,6431,241,299,61,0
UCL114009,298,642,99,30,131,99,53,63,491,34,414,3491,246,5384,4,6,0,0,0,0,0,0,3,0,0,83,6,107,12,7,8,0,6,10,0,0,13,0,6,50,5,91,4,0,3,0,3,5,0,0,0,0,4,20,0,29,0,0,0,0,6,0,0,0,5,0,4,10,0,17,3,0,0,0,5,0,0,0,0,0,10,85,5,107,3,0,0,0,8,5,0,0,4,0,7,104,0,125,0,0,0,0,4,0,0,0,0,0,6,83,0,93,3,3,4,0,16,3,0,0,4,0,11,375,3,412,6,9,0,0,0,0,0,0,6,0,5,25,0,33,0,3,0,0,3,0,0,0,3,0,5,52,4,73,35,33,13,3,43,17,4,0,30,3,53,879,18,1093,0,3,0,0,0,0,0,0,0,0,5,19,274,306,333,685,118,27,178,118,59,69,525,40,467,4394,543,6782,118,422,40,0
UCL114010,772,595,236,32,412,331,87,172,612,65,437,3341,238,5850,5,9,4,0,0,5,0,4,4,0,4,23,4,44,18,13,3,0,7,10,0,0,8,5,9,28,8,81,4,4,0,0,6,4,0,3,0,0,0,12,0,24,4,0,0,0,5,0,0,0,0,0,4,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,3,32,0,42,0,0,0,0,0,0,0,0,0,0,0,20,0,22,0,3,0,0,3,5,0,0,0,0,0,45,0,55,3,5,0,0,0,0,0,0,5,0,4,10,0,20,0,0,0,0,0,5,0,0,0,0,4,4,3,21,39,28,8,0,26,28,7,12,25,5,32,184,17,313,32,21,6,6,17,12,4,11,19,6,5,52,543,670,846,645,261,39,458,371,93,193,653,73,470,3577,797,6837,239,263,66,0
UCL114011,661,501,198,55,306,305,66,156,601,91,445,2105,177,4211,8,4,0,0,3,6,0,0,7,0,7,37,0,63,45,10,12,5,13,16,3,19,20,5,19,34,5,125,9,3,3,0,3,9,3,3,0,3,6,12,0,34,6,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,3,0,3,20,0,31,0,0,0,0,0,0,0,0,0,0,5,16,0,19,0,0,0,0,0,0,0,0,0,0,0,73,0,74,8,0,0,0,4,0,0,0,0,0,4,9,0,15,0,3,0,0,4,0,0,0,0,0,4,10,0,19,72,27,24,7,28,33,8,29,37,9,49,213,13,396,34,12,3,5,8,15,0,8,22,0,10,35,471,580,765,543,225,71,347,354,74,190,655,101,500,2345,669,5184,150,184,50,5
UCL114012,228,490,61,0,101,56,20,31,469,13,403,3310,120,4808,4,6,0,0,9,0,0,3,7,0,13,89,0,121,17,6,0,0,8,9,0,5,19,0,26,97,0,173,0,0,0,0,3,0,0,0,4,0,4,18,0,36,3,0,0,0,9,0,0,0,5,0,6,78,0,106,0,0,0,0,0,0,0,0,0,0,0,36,3,45,0,10,0,0,9,4,0,0,7,0,12,132,0,162,0,0,0,0,0,0,0,0,0,0,5,35,0,45,4,5,6,0,22,8,3,0,6,0,13,300,12,358,5,3,0,0,0,0,0,0,11,0,9,45,0,65,3,5,6,0,4,4,0,0,4,0,3,79,0,94,49,37,20,0,64,29,3,13,64,5,90,909,24,1204,3,3,0,0,0,3,0,0,3,0,0,8,193,213,277,533,83,9,163,85,23,38,537,18,498,4228,332,6224,198,362,55,0
UCL114013,810,795,239,68,432,366,109,212,708,84,535,3935,410,7030,8,5,4,0,9,5,0,0,9,0,5,58,0,89,21,12,4,5,13,5,5,6,13,0,9,40,8,93,3,0,0,4,4,0,0,6,3,0,7,19,5,32,6,0,0,0,3,0,0,0,0,0,3,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,6,8,0,5,3,0,9,87,3,121,0,0,0,0,0,0,0,0,0,0,0,37,3,41,0,0,0,0,0,0,0,0,0,0,0,41,0,42,0,0,3,0,0,0,0,0,0,0,3,21,0,27,0,0,0,0,0,0,0,0,0,0,0,30,0,39,41,36,16,4,39,19,9,15,27,7,37,336,19,504,16,12,3,0,16,4,4,3,13,4,7,50,707,804,869,842,258,77,488,391,124,235,744,98,586,4316,1134,8338,241,374,72,3
UCL114014,401,543,135,20,166,145,43,61,453,35,401,3586,197,5441,10,12,0,0,3,3,3,0,4,0,9,44,0,83,41,28,18,0,8,22,10,8,26,5,36,198,16,338,0,4,5,0,3,6,0,0,4,0,8,46,6,72,7,0,0,0,3,4,0,0,3,0,7,31,0,49,5,0,0,0,0,0,0,0,0,0,3,11,0,15,0,0,0,0,0,0,0,0,0,0,0,32,0,39,0,0,0,0,0,0,0,0,0,0,0,23,0,22,0,4,0,0,3,0,0,0,0,0,0,8,0,10,4,0,0,0,0,0,0,0,6,0,6,58,3,73,0,3,0,0,0,0,0,0,0,0,6,25,3,37,66,58,32,4,23,41,13,8,47,5,69,482,23,738,7,0,0,0,0,5,0,0,4,0,0,12,97,120,472,597,160,25,196,188,59,73,503,41,470,4072,315,6304,188,320,61,0
UCL114015,1006,915,297,81,556,450,97,236,879,107,684,4330,366,7937,8,6,0,0,9,0,0,0,4,0,7,152,0,178,33,13,10,6,12,17,4,15,11,6,18,45,9,119,7,0,0,0,8,6,0,0,3,0,4,18,0,40,9,0,4,0,0,3,0,0,0,0,0,7,0,17,0,3,0,0,0,0,0,0,0,0,0,10,0,11,7,6,0,0,6,0,0,0,6,0,8,143,8,176,0,0,0,0,0,0,0,0,0,0,0,58,0,61,0,4,0,0,0,0,0,0,0,0,4,48,3,54,0,6,0,0,0,0,0,0,0,4,0,52,0,60,0,0,0,0,3,0,0,0,4,0,0,28,0,28,69,39,20,8,35,30,4,15,22,9,50,546,25,752,53,23,11,6,26,18,5,4,19,3,19,64,800,969,1132,977,326,91,615,497,108,249,918,121,747,4943,1195,9654,231,384,77,0
UCL114016,642,819,183,72,297,248,76,164,700,56,446,3301,258,5904,10,10,3,0,7,0,0,0,8,0,3,93,11,145,16,3,6,0,9,3,0,0,5,6,6,31,5,77,3,0,0,5,0,0,0,0,4,0,4,10,0,17,34,8,9,8,17,29,6,7,22,6,11,22,4,107,4,0,0,3,0,0,0,0,0,0,0,6,0,7,0,3,0,0,3,0,0,0,0,5,6,210,9,233,0,0,0,0,0,0,0,0,0,0,0,83,3,86,5,0,0,0,11,6,0,0,3,0,3,142,3,172,3,3,0,0,0,3,0,4,5,0,6,11,0,25,7,0,0,0,3,0,0,0,5,0,5,61,0,76,83,38,17,16,48,43,9,18,52,11,54,674,30,953,19,14,0,0,12,8,0,3,10,4,4,47,497,586,737,864,198,86,359,299,84,185,754,71,506,4018,792,7437,226,373,64,0
UCL114017,406,462,153,11,114,184,23,73,434,43,408,4035,283,6007,12,9,0,0,4,5,3,0,20,0,10,107,9,177,32,21,16,0,3,14,0,6,32,0,29,246,14,373,16,0,0,0,4,3,0,0,11,0,4,96,3,132,3,0,0,0,3,7,0,0,0,0,6,41,0,53,0,3,0,0,0,5,0,0,4,0,3,19,0,30,0,3,0,0,0,0,0,0,0,0,0,57,0,69,0,0,0,0,4,0,0,0,3,0,4,40,0,41,0,0,0,0,0,0,0,0,3,0,0,12,0,14,10,10,0,0,0,8,0,0,9,0,7,125,4,164,7,4,0,0,0,3,0,0,3,0,10,45,0,65,81,57,25,7,25,45,5,11,76,4,77,785,39,1119,6,9,0,0,3,3,0,0,0,0,0,21,324,361,499,528,183,12,138,233,28,83,508,54,484,4843,639,7483,172,324,72,0
UCL114018,963,590,319,51,332,473,108,164,714,77,575,3471,208,6415,25,10,9,0,8,6,3,5,7,0,16,49,3,118,151,59,53,10,41,75,15,26,44,12,64,216,12,544,41,13,17,0,13,28,8,7,16,0,26,79,7,187,16,0,9,4,11,14,3,5,3,0,12,35,5,83,4,3,0,0,0,3,0,0,0,0,4,9,0,16,0,5,0,0,8,3,3,3,0,0,13,81,5,114,5,5,0,0,4,0,0,3,0,0,4,30,0,47,0,4,0,0,0,0,0,0,0,0,6,44,0,63,11,0,0,0,0,9,0,0,8,0,12,50,4,81,9,7,10,4,3,6,0,0,5,0,5,43,0,67,261,100,96,26,92,136,32,57,94,24,150,647,36,1327,30,13,12,0,8,14,3,14,14,7,4,54,358,476,1255,700,426,74,428,629,149,235,818,104,733,4170,608,8220,294,290,90,0
UCL114019,484,562,170,52,365,256,75,140,472,49,355,3067,256,5167,5,5,0,0,3,8,0,4,3,0,11,69,3,88,8,0,5,0,4,0,0,0,3,0,0,26,3,51,5,0,0,0,6,0,0,0,0,0,0,17,0,22,5,0,0,0,6,0,0,0,5,0,8,26,4,53,0,0,0,0,4,0,0,0,0,0,0,8,0,14,0,5,0,0,10,0,0,0,0,0,0,65,6,86,0,0,0,0,6,0,0,0,0,0,0,29,0,37,0,0,0,0,0,0,0,0,0,0,0,82,0,81,0,0,0,0,3,0,0,0,4,0,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,33,3,38,30,18,3,0,33,13,4,8,16,6,14,368,21,485,20,17,0,4,8,12,0,5,6,7,6,72,1296,1417,530,594,181,55,410,281,84,145,496,62,380,3511,1576,7070,183,292,64,0
UCL114020,836,695,242,28,382,292,63,173,803,57,650,3933,275,6858,20,17,15,0,25,8,0,13,14,0,12,65,10,157,116,54,35,6,53,46,9,22,44,9,50,210,18,482,19,5,6,0,10,6,0,5,10,4,6,60,5,116,18,4,3,0,8,7,0,0,3,0,14,49,5,91,0,3,4,0,4,0,0,0,6,0,3,18,0,33,8,5,0,0,9,5,0,0,3,0,3,168,3,201,3,4,0,0,3,5,0,0,0,0,6,94,0,111,0,3,4,0,3,0,0,0,0,0,4,159,8,180,10,11,9,0,3,0,3,0,7,0,7,55,0,89,11,0,4,0,3,0,0,0,4,0,3,47,0,73,198,108,76,6,115,89,15,41,93,18,112,927,53,1534,21,14,4,0,15,7,5,0,5,4,0,42,298,380,1060,808,318,33,507,384,77,214,909,76,774,4907,633,8774,287,379,85,0
UCL114021,895,827,283,82,359,387,97,222,995,117,718,4419,443,7950,40,23,13,0,8,15,3,8,33,4,30,109,11,234,86,27,21,4,21,36,10,29,52,12,37,162,13,371,19,11,7,0,10,9,3,6,8,4,16,75,7,137,18,9,3,0,3,8,3,6,3,0,6,33,6,82,0,0,0,0,0,0,0,0,0,0,0,16,0,20,6,7,4,0,7,4,0,0,8,0,7,67,4,100,0,5,0,0,5,0,0,0,0,0,5,14,0,19,4,5,0,0,15,5,3,0,3,0,6,79,5,116,11,12,4,0,6,3,4,0,12,0,14,33,7,75,4,7,3,0,5,4,0,0,9,0,11,36,4,65,188,94,61,8,76,86,27,52,134,26,125,632,58,1218,24,13,5,3,17,11,3,14,17,8,15,50,529,640,1105,940,352,94,451,486,128,277,1147,146,859,5102,1029,9812,283,409,77,0
UCL114022,1019,585,312,128,408,454,129,353,772,112,581,2383,233,5220,22,11,12,3,10,14,3,12,21,3,14,42,4,109,87,29,37,19,47,45,11,32,35,6,36,103,4,302,21,3,5,0,8,14,0,0,3,0,11,39,7,95,12,3,10,0,9,8,0,3,9,3,5,19,5,52,0,0,0,0,0,0,0,0,0,0,0,3,0,8,9,9,0,0,3,5,0,0,5,0,3,30,6,62,5,0,0,0,3,0,0,0,0,0,0,11,0,19,9,3,0,0,0,0,0,0,3,0,0,38,0,44,3,0,0,0,3,3,0,3,4,0,9,22,0,41,12,0,0,0,5,4,0,0,0,3,7,16,0,32,175,59,68,24,87,95,21,58,88,16,81,320,27,751,53,18,16,3,26,27,12,18,27,4,30,93,480,693,1243,668,394,156,518,571,152,430,890,133,682,2796,733,6668,165,198,54,0
