UCL_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
UCL115107,10,24,21,13,20,0,0,91,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,12,31,29,23,37,5,0,143,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,3,0,4,0,0,13,12,31,30,24,42,8,0,154,12,19,16,11,9,0,0,74,0,0,0,0,0,0,0,0,28,50,47,44,49,10,0,227
UCL115108,3,6,4,6,0,0,0,17,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,7,10,5,10,11,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,5,10,11,4,0,50,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,20,10,14,10,4,0,63
UCL115109,9,14,12,10,3,0,0,47,4,0,0,4,0,0,0,13,0,4,0,0,0,0,0,4,13,21,21,20,15,0,0,89,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,13,26,21,19,15,0,0,97,18,16,5,4,6,0,0,52,0,4,0,0,0,0,0,4,32,48,25,23,21,0,0,147
UCL115110,14,28,15,14,16,4,0,86,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,4,25,36,30,25,32,0,0,156,0,11,8,5,0,0,0,18,0,6,5,0,0,0,0,11,8,13,7,5,0,0,0,31,29,57,34,29,34,0,0,184,42,35,14,12,4,0,0,112,3,0,0,0,0,0,0,5,72,91,51,41,42,4,0,299
UCL115111,12,24,12,7,7,0,0,65,0,3,5,0,0,0,0,5,0,4,0,0,0,0,0,4,22,44,28,18,24,3,0,130,0,0,5,0,3,0,0,9,0,7,3,0,0,0,0,14,0,3,4,0,0,0,0,23,22,47,35,16,32,3,0,154,32,21,21,15,6,0,0,97,0,0,0,0,0,0,0,0,54,71,53,33,38,0,0,251
UCL115112,19,13,8,11,0,0,0,46,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,33,27,21,17,4,0,5,112,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,33,30,21,19,4,0,6,117,14,13,5,0,3,0,0,46,0,0,0,0,0,0,0,4,49,49,25,20,13,0,6,166
UCL115113,11,12,5,0,5,0,0,29,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,11,17,10,5,10,0,0,44,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,9,14,20,7,0,8,0,0,55,19,13,5,3,0,0,0,36,0,4,0,0,0,0,0,7,31,34,18,10,8,0,0,99
UCL115114,11,14,6,0,3,0,0,35,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,3,9,27,22,18,13,4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,33,22,15,13,4,0,105,19,14,11,6,9,0,0,45,0,0,0,0,0,0,0,0,30,38,31,25,24,4,0,151
UCL115115,14,32,26,14,24,0,0,115,0,0,6,0,5,0,0,11,0,0,0,0,0,0,0,0,13,39,40,26,44,0,0,170,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,0,0,0,0,0,5,18,47,40,26,47,0,0,174,24,21,4,3,12,0,0,75,6,0,0,0,0,0,0,5,46,67,50,29,55,8,4,247
UCL115116,15,29,17,14,10,0,0,85,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,26,51,33,24,25,4,0,161,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,24,51,35,22,25,3,0,169,20,11,8,3,0,0,0,48,0,0,0,0,0,0,0,7,49,63,43,31,29,3,0,217
UCL115117,8,13,7,3,6,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,12,4,13,5,0,56,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,12,4,16,5,0,60,9,3,3,4,0,0,0,24,0,0,0,0,0,0,0,0,22,24,19,6,18,3,0,87
UCL115118,5,3,6,0,0,0,0,19,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,12,10,7,11,5,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,10,7,12,5,0,45,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,5,11,11,6,15,5,0,58
UCL115119,5,5,6,3,8,0,4,29,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14,20,22,14,13,5,8,99,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,6,14,19,24,14,12,5,8,104,22,15,10,0,8,0,0,58,0,0,0,0,0,0,0,5,35,39,34,21,18,5,12,171
UCL115120,0,5,5,3,3,0,3,23,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,6,11,14,11,10,3,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,14,11,10,3,3,67,5,5,5,4,8,0,0,29,0,0,0,0,0,0,0,0,17,24,15,20,16,3,7,96
UCL115121,9,7,10,3,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,11,6,8,5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,10,15,12,10,6,14,5,0,54,11,14,6,4,3,0,0,40,0,4,0,0,0,0,0,7,25,25,19,9,13,0,4,98
UCL115122,10,7,14,8,0,0,0,38,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,29,22,17,17,0,0,89,0,5,0,0,0,0,0,5,4,0,3,0,0,0,0,10,4,4,3,4,0,0,0,14,12,30,23,17,13,0,0,107,20,13,6,0,0,4,0,50,0,0,0,0,0,0,0,0,31,45,34,22,15,8,0,153
UCL115123,3,3,0,0,3,0,4,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,0,9,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,8,7,0,9,36,0,0,0,5,0,0,0,5,0,4,0,0,0,0,0,4,6,10,5,5,7,0,9,45
UCL115124,24,18,19,6,19,5,0,92,0,5,5,0,0,0,0,11,0,0,0,0,0,0,0,3,31,40,42,24,40,4,0,180,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,40,47,29,40,4,0,190,17,18,5,13,6,4,0,62,3,0,0,0,0,0,0,4,52,60,56,34,43,6,0,255
UCL115125,8,15,8,7,5,0,0,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,26,11,10,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,26,11,10,0,0,89,11,10,9,4,5,0,0,37,0,0,0,0,0,0,0,0,23,41,34,16,18,0,0,131
UCL115126,4,6,4,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,8,7,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,8,7,4,0,39,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,11,10,7,4,4,0,44
UCL115127,0,10,6,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,6,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,6,3,0,0,32,10,6,3,0,0,0,0,20,0,0,0,0,0,0,0,3,10,18,14,8,3,0,0,56
UCL115128,0,8,6,6,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,8,11,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,4,9,10,8,11,4,0,52,5,12,8,3,4,0,0,29,0,0,0,0,0,0,0,0,9,24,20,14,18,4,0,84
UCL115129,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,7,4,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,7,4,3,22,6,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,12,4,3,7,5,3,34
UCL115130,3,3,8,3,4,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,12,11,8,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,11,8,0,0,45,17,10,8,11,7,0,3,56,0,0,0,0,0,0,0,0,17,20,19,14,20,0,3,98
UCL115131,9,16,16,6,0,5,3,64,7,4,0,0,0,0,0,7,0,0,3,0,0,0,0,6,28,33,25,12,10,5,0,114,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,5,0,3,3,0,0,10,27,32,25,14,16,8,0,123,27,28,15,9,11,0,3,90,0,5,0,0,0,0,0,13,55,63,44,25,21,7,6,224
UCL115132,0,3,7,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,5,0,0,29,6,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,14,4,5,0,0,39
UCL115133,0,3,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,6,4,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,9,4,3,0,37,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,11,12,8,8,3,0,45
UCL115134,10,27,30,14,10,4,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,34,41,20,19,5,0,141,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,23,37,41,20,19,5,0,145,21,10,6,8,6,0,0,51,0,0,0,0,0,0,0,5,44,46,46,24,23,6,0,197
UCL115135,0,11,10,5,3,0,0,27,0,0,0,0,0,0,0,4,4,7,4,0,0,0,0,6,7,17,16,14,8,0,0,71,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,5,4,0,5,0,0,0,17,10,27,18,14,10,0,0,83,35,24,5,6,3,0,0,81,0,0,0,0,0,0,0,4,42,53,29,24,20,3,0,172
UCL115136,0,0,0,9,7,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,4,7,12,5,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,10,12,5,4,44,6,4,3,5,0,6,0,22,0,0,0,0,0,0,0,0,10,10,11,12,17,3,4,68
UCL115137,11,27,12,11,11,3,0,74,5,4,0,0,0,0,0,15,0,4,0,0,0,0,0,3,23,43,28,17,28,4,3,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,5,24,48,28,20,28,4,3,160,25,17,13,11,4,0,0,70,0,0,0,0,0,0,0,0,48,64,40,32,29,8,3,226
UCL115138,10,10,6,3,7,0,0,39,5,0,5,0,5,0,0,12,0,0,0,0,0,0,0,0,20,16,17,9,13,3,0,82,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,22,19,17,9,13,3,0,87,15,4,4,3,5,0,0,41,0,0,0,0,0,0,0,0,38,27,21,16,21,0,0,126
UCL115139,3,13,4,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,7,8,13,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,7,8,13,0,0,53,10,3,3,0,9,0,0,20,0,0,0,0,0,0,0,3,18,13,16,12,14,0,0,81
UCL115140,0,6,3,4,0,0,0,12,4,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,13,3,9,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3,9,0,0,0,24,0,6,3,0,0,0,0,13,0,0,0,0,0,0,0,0,3,14,6,6,4,0,0,36
UCL115141,3,6,11,0,6,0,0,30,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,20,13,6,14,5,0,58,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,15,9,14,5,0,58,6,12,0,3,0,0,0,22,3,0,0,0,0,0,0,3,10,32,15,8,14,5,0,83
UCL115142,7,9,3,3,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,19,14,5,13,4,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,19,14,8,14,4,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,14,8,14,4,0,61
UCL115143,12,9,10,3,8,0,0,33,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,13,16,12,12,15,4,0,68,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,8,0,0,0,6,0,0,0,11,13,20,14,17,20,4,0,80,25,22,8,10,14,0,0,76,0,4,0,0,0,0,0,3,32,42,27,26,31,6,0,154
UCL115144,8,13,10,4,0,0,0,47,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15,23,21,18,12,0,0,86,0,3,0,0,0,0,0,6,0,4,5,0,0,0,0,4,0,7,5,0,0,0,0,14,15,31,20,18,12,0,0,103,17,16,11,9,10,0,0,56,0,0,0,0,0,0,0,0,36,45,30,25,19,0,0,159
UCL115145,0,3,4,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,6,10,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,6,10,0,0,36,10,7,5,0,5,0,0,30,0,0,0,0,0,0,0,0,13,19,9,5,12,0,0,67
UCL115146,0,12,3,3,9,4,0,37,3,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,16,8,10,10,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,6,16,12,10,10,3,0,64,3,3,5,4,0,0,0,17,0,0,0,0,0,0,0,0,8,24,13,16,16,3,0,78
UCL115147,0,3,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,6,7,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,6,7,0,0,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,13,9,6,7,0,0,33
UCL115148,0,4,3,5,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,6,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,7,6,7,0,0,28,7,10,3,0,0,0,0,22,0,3,0,0,0,0,0,3,11,20,9,6,9,0,0,57
UCL115149,6,5,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,9,3,0,0,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,5,0,3,0,0,0,10,9,12,9,7,0,0,0,32,23,26,12,0,3,0,0,59,0,0,0,0,0,0,0,0,27,37,15,11,5,0,0,96
UCL115150,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,4,6,4,6,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,4,5,0,0,28,9,4,6,8,0,0,0,28,0,0,0,0,0,0,0,0,13,16,13,11,8,0,0,62
UCL115151,9,7,3,12,15,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,16,13,15,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,19,18,13,15,3,0,79,9,22,12,0,4,0,0,53,0,0,0,0,0,0,0,0,18,37,23,16,25,3,0,132
UCL115152,0,4,6,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,3,10,0,0,37,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,8,3,10,0,0,41,10,10,5,0,0,0,0,26,0,0,0,0,0,0,0,0,18,19,14,11,10,0,0,67
UCL115153,9,6,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,6,6,6,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,13,11,6,12,6,0,0,47,22,7,3,0,4,0,0,32,3,6,0,0,0,0,0,3,36,16,7,10,7,0,0,80
UCL115154,6,9,5,9,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,10,6,10,0,0,53,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6,7,4,0,0,0,0,0,10,14,17,10,6,10,0,0,61,12,14,6,5,7,0,0,39,0,0,0,0,0,0,0,0,19,34,19,11,13,0,0,102
UCL115155,22,27,12,9,4,3,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,54,32,20,23,5,0,154,0,5,0,0,0,0,0,8,0,8,5,0,0,0,0,11,6,11,4,0,0,0,0,22,33,72,36,20,19,4,5,182,65,63,25,20,21,0,0,192,4,3,0,3,0,0,0,9,97,134,62,38,42,4,5,385
UCL115156,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,6,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,10,4,11,9,3,6,0,0,29,12,9,9,4,3,0,0,27,0,0,3,0,0,0,0,5,18,16,12,7,12,0,0,61
UCL115157,3,7,5,10,0,0,0,28,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,10,14,14,10,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,14,14,10,4,0,0,54,26,17,7,4,4,0,0,54,0,0,0,0,0,0,0,0,36,34,19,15,9,0,0,108
UCL115158,5,7,9,3,8,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,23,13,16,3,0,84,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6,0,5,0,0,0,0,0,5,13,26,21,14,16,3,0,88,8,8,0,0,3,0,0,22,0,0,0,0,0,0,0,0,19,33,26,18,21,3,0,109
UCL115159,0,3,5,4,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,10,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,10,6,0,31,6,3,0,0,7,0,0,15,0,0,0,0,0,0,0,0,3,5,7,7,12,3,0,43
UCL115160,3,6,5,6,0,0,0,25,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,18,19,7,4,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,19,7,4,0,0,61,11,6,0,0,0,0,0,14,0,4,0,0,0,0,0,6,21,24,19,7,7,0,0,76
UCL115161,24,38,19,13,12,3,0,107,4,4,4,0,0,0,0,13,0,4,0,0,0,0,0,7,35,62,30,23,24,8,0,176,0,3,0,0,0,0,0,12,8,9,7,3,4,0,0,19,7,8,0,5,5,0,0,30,40,68,33,25,28,8,0,206,41,26,19,19,10,5,0,127,0,0,0,0,0,0,0,4,89,99,58,48,36,7,0,337
UCL115162,5,18,16,8,3,4,0,53,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,7,29,33,23,20,4,0,110,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,7,10,34,33,23,20,5,0,119,3,7,5,0,3,0,0,35,0,0,0,0,0,0,0,0,20,46,42,20,24,4,0,154
UCL115163,6,3,7,5,0,0,0,20,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,7,5,7,9,11,12,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,12,9,11,12,3,0,50,6,12,11,10,6,0,0,45,0,0,0,0,0,0,0,0,15,27,22,17,10,6,3,96
UCL115164,4,6,5,0,4,0,0,16,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,5,5,0,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,7,5,5,0,3,3,0,29,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,5,6,6,0,7,0,0,36
UCL115165,3,5,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,5,4,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,7,9,5,4,3,0,28,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,9,7,5,4,3,0,38
UCL121001,0,0,4,4,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,14,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,6,3,0,0,23
UCL121002,0,0,0,0,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,19,3,8,5,0,4,0,0,17,0,0,0,0,0,0,0,0,9,10,8,3,8,0,0,35
UCL121003,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,3,0,0,0,7,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,5,0,3,0,0,0,14
UCL121004,5,6,0,3,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,5,3,9,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,5,3,11,0,0,43,3,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,15,16,6,9,11,0,0,53
UCL121005,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,11,5,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,22
UCL121006,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
UCL121007,0,7,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,7,4,4,7,0,0,25,0,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,12,4,14,0,0,42
UCL121008,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,5,8,5,5,0,0,22,5,10,0,9,0,0,0,25,4,0,0,0,0,0,0,0,6,17,9,11,5,0,0,47
