UCL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL115071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,240,558,15,14,29,8,0,8,0,0,0,0,0,0,0,0,0,24,28,57,365,292,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,13,26,37,54,76,124,4,3,7,436,403,835
UCL115072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,225,478,16,19,35,10,0,10,3,0,3,6,0,4,0,0,0,3,5,9,288,250,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,40,71,44,69,113,4,0,5,365,361,730
UCL115073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,219,531,36,46,87,12,4,15,0,0,0,0,0,0,4,5,10,17,25,39,388,293,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,56,25,46,66,6,0,6,439,374,813
UCL115074,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,268,211,475,40,24,64,9,0,8,0,0,0,0,0,0,0,0,0,15,8,22,346,249,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,15,0,0,0,12,0,12,5,0,6,18,0,22,0,0,0,0,0,6,0,0,0,0,0,6,20,39,58,39,50,87,7,4,10,429,342,775
UCL115075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,110,219,4,12,12,5,0,5,0,0,0,0,0,0,0,0,6,6,6,9,127,133,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,39,14,25,42,0,0,3,161,175,336
UCL115076,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,230,222,452,20,11,25,17,3,17,0,0,0,0,0,0,3,0,3,26,25,53,293,269,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,28,33,16,39,55,3,4,7,323,334,656
UCL115077,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,261,268,532,15,25,39,6,0,6,0,0,0,0,0,0,0,0,0,12,13,24,295,316,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,51,47,96,46,54,102,6,6,8,404,422,829
UCL115078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,94,206,3,15,19,3,0,3,0,0,0,7,0,8,0,5,3,13,16,29,144,133,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,48,53,101,39,31,70,4,0,5,240,218,455
UCL115079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,269,607,35,23,61,10,0,10,6,0,6,4,7,11,4,4,5,41,51,91,450,356,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,33,52,19,46,59,7,9,12,494,438,931
UCL115080,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,433,349,786,15,18,30,15,0,15,0,0,0,0,0,0,8,0,8,0,0,9,487,376,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,56,104,157,53,82,133,4,3,5,599,563,1162
UCL115081,0,0,0,8,4,12,0,0,0,0,0,0,0,0,0,204,149,348,25,31,58,10,0,10,0,0,0,0,0,4,4,0,0,15,32,48,271,219,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,8,20,15,19,36,0,0,0,301,255,556
UCL115082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,140,279,8,10,17,14,0,10,4,0,4,7,3,13,0,0,0,14,11,25,185,169,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,11,19,31,21,31,50,7,0,6,213,222,438
UCL115083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,351,791,24,24,52,20,0,20,0,0,0,0,0,0,0,0,0,7,12,22,505,391,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,3,8,13,0,0,0,0,0,0,0,0,0,0,0,0,25,47,75,45,87,128,0,4,5,581,532,1111
UCL115084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,118,257,9,10,18,8,0,8,0,0,0,5,5,10,0,0,0,15,22,32,183,145,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,39,65,28,23,48,0,4,5,240,211,451
UCL115085,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,177,104,288,3,9,12,3,0,3,0,0,0,6,0,6,0,0,0,4,10,18,201,126,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,106,160,25,70,95,0,0,5,288,295,585
UCL115086,4,3,3,3,0,4,0,0,0,0,0,0,0,0,0,470,384,853,53,62,116,9,0,9,0,0,0,3,0,3,5,3,10,52,60,115,592,519,1110,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,16,10,11,24,0,3,6,0,0,0,0,0,0,4,0,3,60,90,146,97,96,198,10,0,8,771,716,1490
UCL115087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,222,448,10,12,19,9,0,9,0,0,0,0,0,0,0,0,0,6,9,13,261,241,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,24,46,27,46,74,6,3,3,317,310,627
UCL115088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,219,436,12,16,23,9,0,9,0,0,0,0,0,0,0,0,0,4,0,4,244,238,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,26,47,16,38,56,0,0,0,282,305,587
UCL115089,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,667,522,1194,90,56,148,21,0,21,3,0,3,0,0,0,0,0,4,27,37,66,827,623,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,3,3,6,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,31,50,82,65,99,165,3,3,4,927,781,1714
UCL115090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,93,195,7,6,8,0,0,0,0,0,0,0,0,0,0,0,0,11,12,21,124,111,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,15,22,14,28,49,0,0,0,147,150,298
UCL115091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,114,287,9,4,14,12,0,12,0,0,0,5,0,5,0,0,0,7,6,14,206,124,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,42,39,47,79,0,9,5,253,210,462
UCL115092,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,255,273,531,10,19,28,14,0,13,0,0,0,0,0,0,0,0,0,6,7,7,288,302,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,22,48,63,59,81,131,0,0,3,364,425,792
UCL115093,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,152,99,252,8,3,8,17,0,17,0,0,0,0,0,0,0,0,0,4,3,11,177,112,288,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,91,109,199,36,32,64,0,0,0,301,260,559
UCL115094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,289,579,20,25,46,12,0,12,0,0,0,5,0,5,5,0,5,33,36,72,363,353,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,53,76,36,53,87,5,6,11,434,468,905
UCL115095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,131,284,11,17,27,12,0,12,4,0,4,4,0,3,4,0,4,14,23,40,196,170,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,19,11,21,31,3,0,8,222,207,435
UCL115096,6,0,6,3,11,11,0,0,0,0,0,0,0,0,0,532,514,1041,27,37,61,15,0,15,8,0,8,0,0,0,4,4,10,10,11,23,605,579,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,80,113,201,69,100,166,3,0,3,760,803,1560
UCL115097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,240,577,17,7,28,9,0,9,3,0,3,0,0,0,0,0,0,9,11,18,385,259,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,63,89,151,52,74,120,0,0,6,505,420,928
UCL115098,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,105,130,236,12,25,31,0,0,0,0,0,4,9,0,9,5,3,7,23,23,43,148,185,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,9,21,29,15,20,39,0,5,4,180,226,408
UCL115099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,326,644,25,28,57,12,0,18,0,0,0,3,4,4,0,3,3,20,23,44,389,386,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,10,3,11,0,0,0,0,0,0,0,0,0,0,0,0,20,41,59,53,76,125,13,5,17,473,507,978
UCL115100,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,281,255,532,14,16,30,6,0,8,0,0,0,3,0,0,3,0,10,37,43,75,343,315,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,31,48,77,38,62,94,6,6,13,423,433,856
UCL115101,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,309,295,594,23,22,41,9,0,6,5,0,5,0,0,0,0,0,6,4,3,11,351,324,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,44,61,104,41,60,105,7,4,10,445,450,899
UCL115102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,208,437,26,7,40,8,0,8,0,0,0,4,0,4,0,0,0,10,19,28,270,240,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,13,23,37,43,61,105,4,0,9,334,326,663
UCL115103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,101,221,12,4,15,4,0,4,0,0,0,0,0,0,0,0,0,11,20,36,156,132,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,10,25,25,29,48,4,5,3,184,177,362
UCL115104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,156,308,13,11,24,8,0,8,0,0,0,6,0,6,0,0,6,19,26,43,195,191,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,47,49,98,18,59,73,6,3,4,263,302,568
UCL115105,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,263,217,479,21,12,31,3,0,3,0,0,4,0,0,0,0,0,4,13,26,42,311,250,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,28,44,19,30,53,0,3,3,357,323,675
UCL115106,0,0,0,6,5,6,0,0,0,0,0,0,0,0,0,351,320,668,27,25,50,15,0,15,6,0,6,9,5,11,0,0,0,22,24,48,435,380,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,23,42,63,32,64,97,4,5,11,505,487,992
UCL115107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,383,396,778,17,19,36,7,0,7,7,0,7,32,17,49,3,4,10,27,35,62,476,480,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,10,3,11,0,0,0,0,0,0,0,0,0,0,0,0,149,219,364,95,125,222,6,6,12,733,833,1559
UCL115108,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,422,386,805,25,33,59,14,0,14,5,0,6,0,0,0,5,4,7,9,10,12,482,438,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,7,5,11,0,0,0,0,0,0,0,0,0,0,0,0,74,91,166,39,76,113,0,0,0,600,602,1205
UCL115109,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,368,322,691,27,35,55,14,0,16,0,0,0,0,0,3,7,3,9,30,33,59,445,391,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,87,141,54,67,126,9,4,13,575,549,1119
UCL115110,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,536,450,989,46,48,92,19,0,23,3,0,3,0,0,0,0,0,0,31,61,86,637,561,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,31,47,79,39,77,111,3,6,6,713,693,1406
UCL115111,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,470,442,913,36,33,72,17,0,17,5,0,5,7,0,7,7,8,11,39,36,75,587,515,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,44,77,34,69,100,4,13,16,661,639,1298
UCL115112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,343,757,17,18,36,8,0,8,0,0,0,0,0,0,5,0,5,5,0,3,446,368,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,65,107,164,76,110,188,0,5,7,597,593,1182
UCL115113,0,0,0,32,8,45,0,0,0,0,0,0,0,0,0,267,224,493,38,22,68,11,0,11,0,0,0,4,4,3,0,0,5,13,39,55,379,302,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,8,4,0,7,5,3,14,0,0,0,0,0,0,0,0,0,0,0,0,12,23,38,33,51,89,11,13,20,442,393,831
UCL115114,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,432,292,722,27,26,54,6,0,6,4,0,4,3,0,3,7,0,6,21,31,54,505,351,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,8,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,18,30,50,45,54,99,6,5,11,580,438,1022
UCL115115,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,587,595,1183,42,40,83,11,0,11,5,0,5,7,4,7,5,14,19,15,21,38,672,669,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,3,7,13,0,0,0,0,0,0,0,0,0,0,0,0,170,275,449,124,211,331,9,8,12,984,1166,2150
UCL115116,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,558,605,1164,28,31,53,13,0,13,0,0,0,0,3,4,0,0,0,17,39,54,619,674,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,12,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,64,91,160,70,107,170,9,11,11,769,876,1645
UCL115117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,155,319,12,16,23,10,0,10,0,0,0,0,0,0,0,0,0,0,3,3,174,176,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,28,40,15,29,40,0,0,5,206,236,439
UCL115118,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,221,190,406,11,16,25,14,0,14,0,0,0,5,0,5,0,4,5,21,27,50,273,233,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,36,48,86,27,43,66,4,0,4,346,328,673
UCL115119,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,600,397,997,36,25,63,23,0,23,0,0,0,0,0,0,0,4,4,23,14,41,696,441,1137,5,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,8,9,8,15,0,0,0,0,0,0,0,0,0,0,0,0,189,296,487,124,178,297,7,4,13,1025,929,1948
UCL115120,0,6,8,5,0,5,0,0,0,0,0,0,0,0,0,564,297,861,32,18,47,38,0,39,0,0,0,0,0,0,6,0,6,3,10,6,643,324,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,182,334,521,83,162,252,0,3,3,923,826,1748
UCL115121,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,258,193,455,12,14,21,11,0,11,0,0,0,0,0,0,0,0,0,5,6,12,291,212,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,9,25,41,41,42,73,6,0,6,348,286,633
UCL115122,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,336,285,623,16,22,45,15,0,15,0,0,0,0,4,5,0,0,0,16,32,48,389,342,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,30,38,67,60,81,139,3,0,4,485,465,944
UCL115123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,165,381,13,16,27,11,0,11,4,0,4,0,0,0,5,4,5,13,4,18,260,191,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,83,152,43,63,105,3,9,11,372,341,710
UCL115124,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,711,738,1445,30,48,74,10,0,13,9,0,12,6,0,6,3,5,6,25,13,34,788,811,1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,8,0,0,8,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,103,141,249,93,141,239,5,8,6,994,1105,2101
UCL115125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,348,759,21,17,34,6,0,6,0,0,0,6,0,6,5,0,8,15,16,35,474,387,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,70,98,167,61,80,143,5,5,10,606,577,1182
