UCL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
UCL122025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,4,0,0,0,0,12,10,16,14,18,25,4,4,0,86,0,4,0,0,0,0,0,0,7,13,20,14,21,30,4,4,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,5,0,0,0,11,17,15,9,23,18,7,3,0,82,0,0,0,4,0,0,0,0,9,14,17,9,24,22,6,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,13,0,0,0,5,6,0,0,0,20,21,29,19,39,44,13,4,4,167,3,0,0,7,0,0,5,0,20,29,35,19,49,47,11,15,4,200
UCL122026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,0,0,0,3,0,3,0,0,11,12,4,17,20,12,12,5,0,88,0,0,0,3,0,0,0,0,9,11,11,17,25,16,18,7,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,18,15,15,7,4,0,74,0,0,0,3,0,0,0,0,4,11,13,18,21,17,10,4,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,13,0,0,0,4,6,3,0,0,13,19,15,35,35,29,21,5,0,162,0,4,0,6,0,0,0,0,14,19,20,33,42,32,25,6,0,182
UCL122027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,12,0,0,0,6,0,0,5,5,15,7,12,4,12,21,24,7,4,99,0,0,0,0,0,0,0,3,7,7,12,6,15,23,27,14,10,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,18,18,16,13,7,90,0,0,0,0,0,0,0,7,3,5,4,10,18,18,16,9,7,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,5,9,0,0,0,6,0,0,8,5,10,12,17,9,33,41,45,19,11,191,0,0,0,0,0,0,0,5,11,12,18,9,34,47,46,28,16,215
UCL122028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,3,0,0,8,15,11,4,23,27,27,19,0,129,5,0,6,3,10,4,3,0,21,14,11,9,31,37,34,19,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,10,20,34,22,21,7,145,0,0,4,6,4,0,0,0,13,14,17,13,27,37,23,21,8,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,3,0,0,8,32,35,16,45,65,47,39,11,277,5,0,8,5,11,4,3,0,33,35,35,22,51,76,57,39,10,318
UCL122029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,4,9,20,19,24,11,0,103,0,8,0,0,0,0,0,0,12,4,11,9,20,23,30,14,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,18,24,29,11,4,108,0,5,0,5,0,7,3,0,7,9,7,13,18,24,33,11,4,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,13,17,22,33,40,55,27,4,209,0,7,0,5,0,10,3,0,22,14,19,25,41,43,64,29,4,233
UCL122030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,5,19,17,18,13,40,27,6,0,130,0,0,0,3,3,0,0,0,16,21,18,20,19,46,28,4,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,5,19,19,23,24,37,27,3,0,150,0,0,3,3,4,0,0,0,17,17,16,24,30,42,31,3,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,4,0,0,0,0,7,36,32,43,40,74,49,10,0,283,3,4,5,6,8,5,0,0,35,42,37,44,50,85,58,9,0,326
UCL122031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,8,27,19,33,30,16,9,3,0,137,0,0,0,0,0,0,0,0,3,30,21,29,35,16,15,3,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,7,33,21,40,34,19,8,8,0,161,0,0,0,0,0,0,0,0,4,32,18,48,38,23,7,8,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,6,0,0,8,0,4,0,0,0,6,58,44,70,67,36,16,8,0,297,0,0,0,0,0,3,0,0,10,64,41,73,67,39,23,7,0,315
UCL122032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,13,0,0,0,6,5,0,0,0,13,18,33,25,22,39,18,6,0,158,0,0,0,6,3,0,0,0,15,19,37,30,27,42,23,5,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,4,17,40,30,23,29,28,9,3,168,3,0,6,0,0,0,0,0,10,21,40,28,30,29,26,9,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,0,0,0,18,0,7,0,3,5,0,0,0,18,36,69,55,47,67,49,9,0,327,0,4,7,4,3,0,0,0,23,41,74,63,55,71,47,7,7,372
UCL122033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,12,15,16,11,7,5,4,75,0,0,3,0,0,0,0,0,7,11,12,17,15,16,10,4,4,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,10,18,14,5,7,5,84,0,0,0,0,0,0,0,0,8,7,18,15,16,18,9,7,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,14,31,25,30,31,12,12,3,160,0,0,5,0,4,0,0,0,12,14,36,31,29,33,15,11,3,176
UCL122034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,7,15,9,11,15,15,21,3,0,91,0,0,0,0,0,0,0,0,0,15,9,13,15,16,21,4,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,11,25,18,10,0,0,99,0,0,0,0,0,0,0,0,0,14,12,11,25,18,10,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,7,29,23,20,38,36,29,9,0,187,0,0,0,0,0,0,0,0,0,29,23,22,38,34,29,10,3,190
UCL122035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,9,0,0,10,23,12,23,13,39,23,15,0,142,0,0,0,0,3,5,0,0,9,23,12,22,18,43,34,11,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,23,11,26,23,41,31,16,8,176,0,0,0,3,4,0,6,0,14,23,16,26,22,45,36,22,10,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,16,0,0,0,0,3,9,0,0,16,39,21,46,40,76,57,26,7,313,0,0,0,3,10,7,0,0,23,41,27,46,43,87,69,31,7,351
UCL122036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,24,12,12,17,18,30,9,4,117,8,9,0,7,6,3,5,0,38,30,22,9,25,25,32,15,5,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,22,13,20,24,20,16,10,0,121,11,7,6,11,6,3,0,0,51,36,23,27,32,27,19,9,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,46,24,27,41,33,46,16,3,240,20,14,11,22,12,13,5,0,90,67,45,37,60,54,57,23,4,333
UCL122037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,10,0,4,0,0,3,0,0,0,13,14,8,25,20,8,8,0,0,78,0,0,0,3,0,0,0,0,4,14,10,21,26,11,3,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,24,18,11,7,3,5,89,0,0,0,0,0,0,0,0,8,8,15,27,18,15,7,3,5,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,12,0,4,0,0,4,0,0,0,10,19,22,49,38,22,6,0,3,164,0,0,0,3,0,0,0,0,9,19,27,52,45,26,11,5,3,193
UCL122038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,10,18,6,20,22,29,6,7,118,0,3,0,0,0,0,0,0,4,10,12,14,25,24,22,10,7,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,23,17,18,23,5,10,109,0,0,0,0,0,0,0,5,8,3,11,27,20,24,23,9,5,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,16,28,34,40,41,52,12,12,227,0,3,0,3,4,0,3,5,11,16,26,35,45,44,47,16,9,245
UCL122039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,13,0,0,0,3,0,3,0,0,13,21,14,15,18,33,24,12,0,139,4,0,0,0,0,0,4,0,19,30,14,22,23,32,31,14,3,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,21,13,21,28,30,34,14,6,160,4,0,6,0,0,0,0,0,15,21,19,27,21,30,32,14,6,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,15,0,3,0,3,0,3,0,0,15,38,25,41,43,63,56,24,10,303,8,0,6,0,0,0,4,0,28,47,29,50,47,68,65,30,10,347
UCL122040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,8,0,0,4,0,0,7,0,0,8,5,10,7,18,11,13,8,0,67,0,0,0,0,7,0,0,0,7,5,11,5,13,21,22,11,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,6,13,21,16,5,0,84,0,0,4,0,0,0,0,0,7,8,16,10,17,23,20,5,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,16,0,0,4,0,0,4,0,0,16,19,26,9,24,35,27,8,0,156,0,0,0,3,9,0,0,0,13,21,29,17,30,42,36,13,3,188
UCL122041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,10,16,28,19,12,33,26,4,0,145,6,0,3,0,0,0,0,0,16,22,26,16,17,39,28,9,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,18,20,26,24,6,0,134,0,0,0,4,5,7,0,0,12,12,24,18,25,30,23,6,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,10,33,48,40,35,59,51,12,0,275,3,5,3,7,7,6,0,4,29,38,53,42,42,73,55,15,4,314
UCL122042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,22,18,16,24,14,18,5,0,110,5,4,0,0,0,0,0,0,8,27,16,18,22,15,14,5,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,19,23,16,18,4,0,100,0,0,0,0,0,0,0,0,8,22,14,19,23,16,16,4,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,44,25,39,44,26,30,13,0,208,5,5,0,0,0,0,0,0,12,47,31,40,44,29,33,13,0,231
UCL122043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,4,0,3,0,0,6,18,6,18,16,22,26,11,0,116,4,5,0,3,0,0,0,0,5,23,10,18,19,29,27,10,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,13,17,12,17,21,22,10,3,119,0,0,0,0,0,0,0,0,3,13,17,12,17,21,26,10,8,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,11,0,0,0,5,0,3,0,0,11,24,27,35,27,49,46,18,3,236,4,5,0,4,0,3,0,0,15,33,25,35,36,47,55,22,7,259
UCL122044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,5,10,8,0,45,0,0,0,0,0,3,0,0,0,4,10,5,4,5,14,8,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,14,11,9,5,0,42,0,0,0,0,7,0,0,0,3,5,4,0,14,15,14,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,10,21,13,20,10,0,93,0,0,0,0,7,0,0,0,7,11,8,10,21,20,25,7,0,102
UCL122045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,0,0,4,3,0,0,9,7,11,13,13,22,13,9,3,98,3,0,0,0,0,0,3,0,9,10,11,10,12,25,21,15,9,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,9,12,18,10,10,0,94,0,0,0,5,0,3,0,0,6,9,12,9,13,18,14,7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,0,0,4,3,0,0,9,13,23,18,23,46,29,20,5,190,6,0,0,5,0,0,0,0,14,19,23,17,27,47,38,27,7,216
UCL122046,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,7,16,0,0,0,0,3,8,4,7,25,12,13,16,16,52,43,24,5,190,0,0,6,4,3,0,3,0,11,12,13,20,15,62,51,31,13,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,9,17,59,58,20,8,204,0,0,0,0,6,0,5,0,7,11,13,16,17,65,58,26,9,216,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,7,18,0,0,0,0,5,8,4,7,24,28,27,29,33,114,105,48,17,394,0,3,5,4,6,0,4,3,21,28,32,36,34,124,113,56,22,437
UCL122047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,4,13,0,12,26,30,29,20,0,123,0,0,0,0,0,0,0,0,3,10,0,7,26,30,29,19,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,19,19,41,28,10,0,138,0,0,0,0,0,0,0,0,4,10,7,19,24,46,29,10,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,6,0,0,8,19,9,26,46,77,56,29,0,259,0,0,0,0,3,4,0,0,4,18,9,27,46,75,65,33,0,269
UCL122048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,0,10,0,0,0,3,6,4,3,0,10,13,12,12,18,29,28,25,6,143,4,11,8,11,11,5,0,0,50,21,24,23,32,42,35,28,6,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,16,26,20,26,13,4,141,7,8,7,4,5,3,0,0,46,20,22,23,26,32,31,20,7,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,11,0,0,0,3,4,4,3,0,11,23,33,29,44,54,54,43,10,284,17,21,16,13,17,9,6,0,92,40,50,45,59,74,61,50,10,384
UCL122049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,25,0,0,0,6,4,8,0,0,25,10,8,8,19,19,26,14,5,107,0,0,0,0,3,12,0,0,15,19,8,11,25,22,45,14,5,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,5,17,5,5,24,29,26,17,7,129,6,0,0,4,3,4,0,0,13,19,5,5,22,31,36,18,7,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,17,0,0,24,0,0,0,6,3,17,0,0,24,27,13,14,39,48,57,30,7,240,5,0,0,5,3,14,4,0,29,36,13,18,51,56,83,36,7,296
UCL122050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,3,5,7,5,7,5,10,21,20,5,0,76,0,0,0,0,0,0,0,0,4,5,10,7,10,27,20,13,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,10,13,16,16,7,12,85,0,0,0,0,0,3,0,0,5,12,9,10,13,16,19,7,9,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,3,5,7,15,13,18,18,38,32,11,7,161,0,5,0,0,0,3,0,0,5,15,16,17,18,44,33,17,14,176
UCL122051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,3,0,0,10,17,4,16,9,19,8,11,0,86,0,4,6,4,3,0,0,0,22,20,3,24,11,27,14,13,4,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,10,17,18,9,13,0,96,0,4,3,0,0,4,0,0,13,18,13,14,17,24,15,13,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,28,14,29,20,37,27,19,4,181,3,9,9,9,3,3,0,3,35,36,17,33,35,47,30,23,0,224
UCL122052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,6,9,0,15,18,16,17,4,0,89,0,0,0,3,7,5,0,0,9,9,3,16,19,17,24,12,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,15,18,23,27,9,0,102,0,0,3,0,0,3,5,0,9,13,8,13,18,26,28,9,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,6,21,7,28,34,40,48,14,0,193,0,4,6,3,4,7,5,0,26,22,10,28,35,46,56,18,0,221
UCL122053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,17,0,0,0,0,0,9,0,4,17,4,7,3,18,28,22,11,9,107,0,3,0,0,0,0,3,0,15,5,11,11,21,33,23,21,10,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,10,17,29,19,26,12,127,0,0,5,0,3,0,0,0,6,10,9,10,17,31,23,25,12,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,17,0,0,0,0,0,9,0,4,17,12,19,12,37,62,43,39,14,232,4,4,3,0,3,5,8,0,24,16,17,20,35,63,47,43,24,268
