UCL_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
UCL114038,0,31,289,1288,763,134,31,55,2596,3,39,210,87,4,5,0,13,359,0,0,7,0,0,0,0,0,13,3,39,220,87,4,4,0,13,374,0,22,71,7,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,71,7,0,0,0,0,115,3,6,3,0,5,0,0,0,15,0,3,0,7,0,0,0,0,15,10,96,591,1388,774,140,31,74,3103
UCL115001,0,23,68,335,211,34,0,5,679,0,0,23,15,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,23,15,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,21,129,351,213,34,0,5,759
UCL115002,4,15,110,484,527,104,29,10,1281,0,7,17,46,5,0,0,0,76,0,0,25,117,23,3,0,0,161,0,9,40,166,25,5,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,8,0,5,0,3,0,0,0,0,6,4,27,157,651,556,106,32,13,1539
UCL115003,0,12,24,170,500,102,22,5,841,0,0,3,0,4,0,0,0,8,0,0,5,3,0,0,0,0,3,0,0,6,3,4,0,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,4,5,0,0,0,0,9,0,0,4,0,0,0,0,0,4,0,13,40,175,506,102,22,5,871
UCL115004,0,11,189,241,152,22,3,8,633,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,12,0,0,7,8,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,3,13,3,17,6,14,6,0,0,10,65,3,0,0,0,0,0,0,4,7,8,31,203,265,161,29,6,24,729
UCL115005,0,12,44,182,109,15,0,7,369,0,9,12,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,25,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,22,63,189,109,15,0,8,411
UCL115006,4,24,69,319,251,27,7,13,708,0,0,9,0,0,0,0,0,7,0,0,0,7,0,0,0,0,7,0,0,6,9,0,0,0,0,20,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,15,0,5,3,3,5,0,0,0,18,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,36,85,337,251,27,7,9,758
UCL115007,0,3,71,353,437,124,25,11,1023,0,0,44,43,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,44,43,0,0,0,0,92,0,0,14,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,13,3,0,0,0,0,19,10,26,3,0,0,0,0,8,44,0,0,0,0,0,0,0,0,0,10,29,136,397,440,123,27,17,1185
UCL115008,0,0,45,261,77,18,0,10,415,0,12,36,14,0,0,0,7,66,0,0,0,0,0,0,0,0,0,0,12,36,14,0,0,0,7,73,0,3,14,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,3,16,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,4,0,21,97,281,80,20,0,24,515
UCL115009,4,9,50,333,188,20,8,9,621,0,5,35,17,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,5,35,17,0,0,0,0,62,3,0,3,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,22,89,355,186,20,8,11,704
UCL115010,0,14,95,283,70,10,3,10,482,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,5,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,20,112,283,72,10,3,11,506
UCL115011,0,5,87,254,178,31,9,0,573,0,0,14,6,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,102,260,178,35,9,10,602
UCL115012,0,7,86,222,71,8,0,7,397,0,7,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,15,93,222,73,8,0,7,418
UCL115013,3,15,207,821,392,45,7,31,1516,0,22,99,23,3,0,0,6,153,0,5,12,7,0,0,0,0,23,0,30,110,25,3,0,0,6,180,3,18,24,4,0,0,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,15,22,4,0,0,0,3,47,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,3,8,64,341,854,394,45,12,43,1762
UCL115014,0,34,155,561,309,55,8,11,1131,0,12,42,9,0,0,0,0,62,0,0,4,6,0,0,0,0,15,0,12,53,10,0,0,0,0,75,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,48,210,575,309,54,8,16,1227
UCL115015,3,21,109,293,153,22,7,8,620,0,4,23,13,0,0,0,0,40,0,4,15,12,0,0,0,0,36,0,5,38,31,4,0,0,0,78,0,5,24,15,6,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,25,14,6,0,0,0,53,3,12,5,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,11,44,176,334,156,22,10,8,773
UCL115016,0,9,53,187,89,14,3,8,348,0,0,7,10,0,0,0,0,11,0,0,13,14,0,0,0,0,23,0,0,19,20,0,0,0,0,39,0,0,4,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,74,211,89,11,3,8,407
UCL115017,0,10,123,301,326,57,14,9,830,0,6,58,19,0,0,0,5,89,0,0,57,26,0,0,0,0,81,0,6,116,45,0,0,0,5,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,5,0,0,3,0,0,0,9,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,15,240,347,330,62,14,14,1021
UCL115018,0,10,113,224,66,9,4,14,442,0,3,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,24,126,228,66,9,4,20,471
UCL115019,3,53,394,958,447,75,19,21,1971,0,8,10,11,4,0,0,0,28,0,0,8,3,0,0,0,0,11,0,10,16,14,4,0,0,0,43,0,4,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,13,0,17,11,3,0,0,0,0,30,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,4,86,424,972,449,74,19,25,2055
UCL115020,0,27,95,532,332,63,15,20,1080,0,22,31,11,0,0,0,0,68,0,0,3,0,0,0,0,0,7,0,20,34,11,0,0,0,0,72,0,6,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,4,55,145,547,337,59,17,21,1185
UCL115021,0,4,82,248,87,8,0,9,443,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,6,4,10,97,253,87,8,0,8,468
UCL115022,0,15,89,421,445,68,8,6,1068,0,0,4,7,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,11,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,4,20,100,429,449,70,8,6,1090
UCL115023,8,8,85,230,130,17,6,3,494,0,19,12,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,19,12,0,0,0,0,0,25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,8,9,24,99,235,124,25,11,3,539
UCL115024,0,18,68,221,120,17,0,18,469,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,10,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,0,32,79,225,120,17,0,24,495
UCL115025,0,5,27,208,191,48,4,4,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,208,191,48,4,4,493
UCL115026,3,10,94,249,95,16,7,9,494,0,0,24,31,0,0,0,0,56,0,0,0,0,0,0,0,0,3,0,0,26,33,0,0,0,0,58,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,20,130,283,98,16,7,9,576
UCL115027,0,6,56,447,324,43,8,7,888,0,4,40,84,0,0,0,4,129,0,6,9,6,0,0,0,0,19,0,7,52,89,0,0,0,4,147,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,10,110,541,328,43,8,6,1046
UCL115028,0,6,111,311,300,52,5,11,804,0,6,79,51,3,0,0,3,135,0,0,5,17,0,0,0,0,23,0,6,82,70,3,0,0,5,162,0,0,5,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,13,202,391,302,52,9,18,993
UCL115029,0,17,59,194,120,23,6,4,429,0,0,11,17,0,0,0,0,38,0,0,7,5,0,0,0,0,11,0,0,21,20,0,0,0,0,47,8,56,44,18,5,0,0,3,133,0,4,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,6,0,0,0,15,10,60,52,20,10,0,0,7,152,9,20,44,7,0,0,0,4,82,0,3,0,0,0,0,0,0,5,12,100,179,249,136,20,3,22,719
UCL115030,0,8,72,248,90,9,0,15,446,0,0,3,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,4,8,79,255,92,9,0,17,473
UCL115031,0,20,116,464,389,69,17,11,1095,0,8,3,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,0,0,17,0,5,6,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,5,0,0,0,0,21,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,32,132,474,395,69,17,11,1138
UCL115032,6,27,111,310,230,62,17,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,0,5,3,0,0,0,0,13,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,32,120,321,230,67,14,0,795
UCL115033,0,11,83,292,658,151,19,3,1216,0,0,18,14,0,0,0,0,34,0,0,0,16,3,0,0,0,21,0,0,22,26,4,0,0,0,56,0,0,0,13,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,24,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,15,110,336,661,154,18,5,1303
UCL115034,0,3,29,249,225,46,9,4,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,249,225,46,10,4,572
UCL115035,0,0,24,541,634,101,16,16,1341,0,0,36,21,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,36,20,0,0,0,0,53,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58,569,634,101,16,16,1402
UCL115036,0,18,98,499,480,78,3,6,1188,0,0,6,6,0,0,0,0,12,0,0,6,15,0,0,0,0,22,0,0,12,28,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,7,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,23,120,524,483,78,7,6,1250
UCL115037,0,6,7,112,213,59,6,0,405,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,112,219,59,6,0,411
UCL115038,3,15,113,266,130,30,8,13,564,0,0,19,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,24,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,137,271,130,31,8,12,603
UCL115039,0,12,82,535,349,38,12,28,1052,0,12,23,4,0,0,0,0,39,0,0,3,0,0,0,0,0,3,0,12,28,4,0,0,0,0,44,3,21,32,15,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,32,15,0,0,0,0,68,0,4,5,3,0,0,0,0,15,0,0,0,3,0,0,0,4,7,4,50,143,561,354,39,12,32,1188
UCL115040,0,7,18,211,219,43,13,8,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,17,211,225,52,13,8,533
UCL115041,4,13,129,454,206,58,15,21,900,0,10,23,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,10,22,6,0,0,0,0,37,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,160,457,211,57,17,19,950
UCL115042,0,3,76,279,214,52,3,11,642,0,4,6,0,4,0,0,3,16,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,3,19,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,87,284,214,53,3,13,670
UCL115043,0,12,107,444,183,37,8,14,805,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,17,35,6,0,0,0,7,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,6,0,0,0,7,58,0,0,0,0,0,0,0,4,7,0,0,0,4,0,0,0,0,7,4,30,141,452,185,37,8,22,878
UCL115044,0,14,134,375,186,20,10,29,772,0,4,13,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,13,6,0,0,0,0,22,0,19,23,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,0,0,0,44,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,42,175,377,192,20,10,34,843
UCL115045,0,3,51,200,85,21,9,8,371,0,0,5,0,0,0,0,0,6,0,0,6,0,0,0,0,0,6,0,0,12,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,67,205,85,21,9,15,398
UCL115046,4,9,54,196,265,30,7,15,570,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,14,58,199,265,30,7,15,581
UCL115047,4,11,108,424,234,32,8,13,831,0,3,29,7,0,0,0,4,44,0,0,0,0,0,0,0,0,5,0,3,25,7,0,0,0,4,48,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,4,17,138,433,236,31,7,19,891
