UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL115153,..,8,4,0,9,3,0,0,0,11,..,3,11,4,8,31,19,30,14,114,5,4,0,0,0,0,0,0,0,18,99,62,69,46,60,97,79,57,22,584,..,0,33,46,49,63,91,48,11,346,..,20,27,7,18,21,12,7,0,113,..,9,22,8,12,6,8,4,3,76,192,..,..,..,..,..,..,..,..,192,..,17,..,..,..,..,..,..,..,17,..,24,8,7,5,13,0,0,0,59,..,12,4,0,4,4,3,4,0,34,..,0,3,3,0,0,0,0,0,6,..,11,7,0,7,7,0,0,0,32,..,13,16,11,21,51,43,42,16,224,9,12,5,0,4,7,0,0,0,34,200,118,119,90,123,173,163,109,37,1137
UCL115154,..,0,6,0,4,3,0,0,0,20,..,6,5,4,11,21,14,26,7,93,0,5,0,0,0,4,0,4,5,17,139,73,84,81,60,104,71,51,12,676,..,6,56,74,50,102,77,38,5,407,..,21,49,23,15,19,5,6,0,144,..,9,16,20,20,11,7,7,0,92,300,..,..,..,..,..,..,..,..,300,..,48,..,..,..,..,..,..,..,48,..,43,18,10,6,6,0,0,0,74,..,12,0,0,3,4,3,0,0,25,..,10,4,6,0,4,0,0,0,13,..,9,8,5,4,10,7,0,0,38,..,8,14,12,26,47,26,33,16,183,0,12,0,3,0,5,0,3,4,31,304,163,165,152,128,200,130,92,23,1356
UCL115155,..,13,18,0,5,18,12,0,0,60,..,7,15,13,35,63,73,66,41,305,11,9,3,6,0,5,7,6,3,41,380,211,247,179,232,280,248,159,65,1995,..,5,114,117,159,251,215,143,27,1035,..,56,99,60,65,66,28,10,0,381,..,20,69,71,44,42,27,13,10,305,764,..,..,..,..,..,..,..,..,764,..,119,..,..,..,..,..,..,..,119,..,111,59,29,21,11,0,0,0,235,..,44,7,6,20,21,26,13,3,142,..,17,21,6,11,0,4,0,0,59,..,30,51,4,12,27,22,7,0,144,..,15,47,29,68,135,149,105,56,604,14,19,10,14,9,14,14,4,3,100,778,426,476,339,415,572,494,303,101,3900
UCL115156,..,0,0,0,5,0,0,3,0,6,..,0,4,4,8,18,31,14,12,95,0,6,0,0,0,4,0,0,0,10,67,40,44,30,56,115,102,58,21,526,..,0,10,24,37,102,124,66,6,374,..,16,18,15,17,38,10,0,0,114,..,0,14,8,17,9,9,7,3,60,126,..,..,..,..,..,..,..,..,126,..,31,..,..,..,..,..,..,..,31,..,23,20,4,10,3,0,0,0,62,..,4,3,0,0,7,8,6,4,28,..,5,0,0,0,0,0,0,0,7,..,0,0,0,4,3,0,3,0,17,..,0,9,3,27,38,69,33,14,196,4,9,4,0,8,7,0,0,0,27,129,90,78,60,119,198,221,113,31,1041
UCL115157,..,0,0,3,3,0,3,0,0,11,..,4,7,10,15,21,21,25,13,108,0,0,3,0,0,6,0,0,0,12,81,65,61,58,76,85,99,70,18,608,..,0,19,35,48,81,110,73,12,378,..,14,28,20,21,14,11,3,0,109,..,10,16,20,16,12,3,6,4,93,190,..,..,..,..,..,..,..,..,190,..,27,..,..,..,..,..,..,..,27,..,38,21,9,8,8,0,0,0,86,..,9,0,0,3,11,12,6,3,54,..,5,5,0,0,0,0,0,0,20,..,0,6,4,5,0,5,6,0,29,..,3,5,21,29,45,49,40,16,208,5,0,3,4,3,5,0,4,0,26,196,117,115,110,134,178,199,133,35,1225
UCL115158,..,3,0,0,0,0,0,0,0,12,..,12,10,13,16,30,38,62,48,224,3,8,6,0,3,4,0,4,0,29,229,146,139,145,111,151,140,122,66,1256,..,7,132,155,105,175,184,117,34,914,..,46,69,39,21,18,13,6,0,214,..,9,18,22,29,12,7,7,3,105,468,..,..,..,..,..,..,..,..,468,..,76,..,..,..,..,..,..,..,76,..,66,13,10,13,8,4,0,0,104,..,17,8,0,0,9,0,0,3,51,..,4,0,7,0,0,0,0,0,12,..,8,6,4,4,3,0,0,0,27,..,25,25,31,36,70,60,92,54,391,9,6,11,0,11,5,0,3,0,48,472,269,291,269,215,296,278,220,100,2413
UCL115159,..,0,0,0,5,0,0,0,0,5,..,0,0,0,10,7,16,5,5,43,0,0,3,0,0,0,0,0,0,11,164,95,119,104,148,115,80,31,20,864,..,0,93,155,181,169,102,41,11,754,..,21,66,22,22,23,4,0,0,162,..,0,4,13,18,6,3,4,3,59,349,..,..,..,..,..,..,..,..,349,..,82,..,..,..,..,..,..,..,82,..,94,37,12,3,8,0,0,0,158,..,0,7,7,3,4,11,8,3,45,..,9,4,5,0,0,0,0,0,18,..,0,0,3,6,3,0,0,0,14,..,0,0,11,21,17,18,10,8,86,0,6,4,0,0,0,0,0,0,20,350,214,230,220,264,233,142,68,25,1748
UCL115160,..,0,4,0,0,0,0,0,0,0,..,0,5,3,0,8,7,5,3,36,3,4,0,0,0,4,5,0,0,13,401,120,200,280,175,124,86,17,11,1412,..,0,213,448,286,186,111,23,0,1267,..,12,87,68,37,14,5,0,0,228,..,0,18,20,16,10,7,0,0,64,888,..,..,..,..,..,..,..,..,888,..,116,..,..,..,..,..,..,..,116,..,78,40,10,0,0,0,0,0,129,..,8,0,0,0,8,17,4,4,47,..,6,4,3,0,0,0,0,0,17,..,0,6,0,0,0,0,5,0,7,..,0,9,10,6,16,15,8,3,70,6,4,3,3,3,4,3,0,0,29,897,232,378,559,353,234,155,48,10,2856
UCL115161,..,3,6,8,9,12,10,0,3,49,..,0,9,9,38,79,81,78,42,342,3,5,11,0,10,6,5,7,0,38,372,186,246,230,244,334,303,192,77,2178,..,13,146,186,179,286,325,192,29,1347,..,45,109,69,67,50,31,12,0,387,..,16,58,74,63,45,26,12,16,313,788,..,..,..,..,..,..,..,..,788,..,114,..,..,..,..,..,..,..,114,..,134,69,31,33,22,5,0,0,298,..,21,16,0,10,28,18,18,7,113,..,21,13,3,8,9,0,3,0,56,..,12,16,14,17,28,20,3,3,110,..,13,31,26,74,142,142,119,59,611,16,10,24,12,16,6,3,7,0,93,805,386,472,416,461,620,578,366,117,4224
UCL115162,..,0,4,0,0,7,7,0,0,26,..,6,7,4,16,40,36,34,10,156,4,4,3,0,0,0,8,3,0,21,264,164,167,191,190,183,177,107,30,1472,..,10,104,216,218,181,212,120,23,1082,..,28,101,61,43,37,11,6,0,291,..,6,15,43,51,21,11,10,8,162,581,..,..,..,..,..,..,..,..,581,..,139,..,..,..,..,..,..,..,139,..,115,44,23,16,7,0,0,0,207,..,14,5,4,5,6,12,3,6,62,..,9,3,7,6,0,0,0,0,27,..,9,15,4,3,11,10,5,0,60,..,4,16,11,23,55,59,55,13,236,9,3,6,3,10,0,7,7,0,40,593,340,308,363,377,331,317,205,51,2890
UCL115163,..,0,4,0,5,4,0,0,0,14,..,0,0,0,0,14,16,18,12,59,6,3,0,0,0,3,6,0,0,22,170,128,99,106,117,130,84,49,22,905,..,5,74,116,149,168,107,46,7,685,..,19,48,36,27,13,8,0,0,151,..,5,8,18,37,12,3,0,3,93,323,..,..,..,..,..,..,..,..,323,..,78,..,..,..,..,..,..,..,78,..,113,33,20,6,4,3,0,0,179,..,3,14,0,6,11,14,9,5,63,..,18,3,0,6,4,3,0,0,31,..,9,7,0,5,4,0,3,0,29,..,0,10,6,13,23,21,27,23,117,6,3,8,4,0,5,10,0,0,37,328,245,202,208,242,255,174,96,38,1785
UCL115164,..,0,0,0,0,9,4,0,0,18,..,0,0,0,5,12,23,34,5,82,4,0,0,0,0,4,0,3,0,12,78,58,49,51,81,81,118,106,15,636,..,0,20,62,91,86,147,110,26,551,..,11,30,16,15,9,3,5,0,94,..,0,4,6,22,12,4,9,0,63,151,..,..,..,..,..,..,..,..,151,..,45,..,..,..,..,..,..,..,45,..,69,27,13,12,6,0,0,0,119,..,0,5,0,0,5,5,9,0,28,..,6,0,3,0,0,0,0,0,12,..,0,6,4,3,14,7,0,0,36,..,0,8,9,6,19,45,45,6,137,7,0,0,0,0,5,4,3,0,25,162,137,98,109,150,148,220,189,44,1260
UCL115165,..,0,0,0,0,0,0,0,0,5,..,0,5,0,9,11,4,20,7,62,3,5,0,0,0,0,0,0,0,7,90,60,76,45,68,61,41,39,9,487,..,0,46,60,84,60,52,33,3,354,..,19,57,23,16,10,7,0,0,130,..,0,10,8,5,3,3,5,0,34,180,..,..,..,..,..,..,..,..,180,..,43,..,..,..,..,..,..,..,43,..,59,15,0,3,0,0,0,0,83,..,5,3,0,0,10,4,3,0,33,..,0,0,0,0,0,0,0,0,3,..,4,0,0,0,5,0,0,0,11,..,0,16,9,14,22,15,24,11,107,7,5,0,0,0,0,0,0,0,12,189,139,148,101,136,110,94,63,16,1000
UCL121001,..,0,0,0,0,0,0,0,0,6,..,0,7,4,4,14,16,15,6,57,3,4,0,0,0,0,0,0,0,6,55,43,36,42,51,75,55,37,11,397,..,0,21,37,53,80,66,39,9,299,..,10,27,23,18,18,8,4,0,105,..,0,5,6,4,9,6,0,4,33,111,..,..,..,..,..,..,..,..,111,..,33,..,..,..,..,..,..,..,33,..,29,13,8,4,0,0,0,0,52,..,0,0,0,0,0,0,3,0,13,..,4,0,0,0,0,0,0,0,6,..,4,0,0,0,5,3,0,0,14,..,0,10,6,11,21,33,23,9,119,0,6,0,0,0,4,0,0,0,14,116,83,74,78,96,138,120,71,22,794
UCL121002,..,0,0,0,0,3,0,0,0,3,..,4,4,0,0,9,10,4,9,53,0,0,0,0,0,0,3,0,0,10,41,20,28,21,22,36,38,24,16,250,..,0,8,20,20,34,32,28,4,146,..,0,23,7,7,0,5,0,0,48,..,0,5,5,3,8,3,3,0,26,94,..,..,..,..,..,..,..,..,94,..,17,..,..,..,..,..,..,..,17,..,3,5,4,10,0,0,0,0,22,..,4,0,0,0,3,3,4,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,3,0,0,11,..,4,9,5,6,22,23,11,12,96,0,0,0,0,0,0,0,4,0,18,90,30,52,39,48,70,78,51,26,487
UCL121003,..,0,0,0,0,3,0,0,0,3,..,0,0,3,0,9,12,12,0,35,3,0,0,0,0,0,0,0,0,8,54,17,26,31,31,70,54,22,9,327,..,0,25,36,32,88,78,38,3,302,..,4,7,15,18,21,11,0,0,73,..,0,5,5,4,3,0,0,0,18,91,..,..,..,..,..,..,..,..,91,..,19,..,..,..,..,..,..,..,19,..,11,8,4,0,0,0,0,0,21,..,4,0,0,0,0,4,0,0,9,..,0,0,5,3,0,0,0,0,10,..,0,0,0,0,8,0,0,0,9,..,0,4,3,8,19,20,16,0,73,3,0,0,4,3,4,3,0,0,20,98,40,47,66,63,143,126,51,5,645
UCL121004,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,6,7,8,3,27,0,3,0,0,0,0,0,0,0,9,89,53,61,60,45,58,46,24,9,440,..,0,51,68,47,60,66,33,4,328,..,14,35,28,17,9,4,0,0,104,..,0,15,7,9,4,4,0,7,48,194,..,..,..,..,..,..,..,..,194,..,33,..,..,..,..,..,..,..,33,..,30,7,9,7,3,0,0,0,53,..,5,0,0,6,4,7,0,0,23,..,0,4,0,0,0,4,0,0,6,..,0,0,0,0,5,0,0,0,11,..,0,0,0,8,11,14,6,8,44,3,4,0,6,0,3,0,0,0,24,198,94,118,113,89,105,93,43,17,874
UCL121005,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,4,52,39,29,33,32,45,30,11,0,264,..,0,29,44,60,60,48,8,0,245,..,5,4,6,8,4,0,0,0,17,..,0,0,5,4,4,0,0,0,24,114,..,..,..,..,..,..,..,..,114,..,34,..,..,..,..,..,..,..,34,..,31,12,6,4,0,0,0,0,59,..,0,0,0,4,0,9,3,0,18,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,10,6,6,0,16,0,0,0,0,0,4,6,0,0,13,118,75,59,62,73,83,64,25,0,552
UCL121006,..,0,0,0,0,0,0,0,0,11,..,0,0,0,0,10,13,14,7,48,5,0,0,0,0,4,0,0,0,11,26,12,24,18,37,57,48,32,7,260,..,0,16,23,42,61,65,32,0,238,..,0,9,7,9,15,6,0,0,43,..,0,0,0,4,3,0,0,0,13,56,..,..,..,..,..,..,..,..,56,..,16,..,..,..,..,..,..,..,16,..,10,6,0,3,0,0,0,0,22,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,5,..,0,5,0,0,9,0,0,0,21,..,0,6,0,8,21,23,17,8,89,5,0,4,0,0,7,4,0,0,22,61,37,43,37,65,109,97,53,12,522
UCL121007,..,0,0,0,3,0,3,0,0,12,..,0,4,0,4,12,22,21,6,79,0,3,0,0,0,0,0,0,0,10,55,39,36,39,48,64,68,64,14,441,..,0,13,27,47,63,87,71,16,320,..,13,17,17,12,13,5,5,0,84,..,3,12,11,4,3,5,5,0,44,105,..,..,..,..,..,..,..,..,105,..,27,..,..,..,..,..,..,..,27,..,25,9,11,3,6,0,0,0,47,..,5,4,0,4,7,4,3,0,20,..,3,6,0,0,0,0,0,0,9,..,0,0,0,3,8,10,0,0,14,..,0,11,0,18,36,38,28,13,148,0,7,0,4,3,0,4,0,0,18,101,84,58,72,95,133,143,106,36,837
UCL121008,..,0,0,0,0,0,0,0,0,5,..,0,0,6,0,9,4,6,0,12,0,0,0,0,0,0,0,0,0,0,31,29,15,25,23,22,19,5,4,174,..,0,4,9,9,17,20,0,3,61,..,0,6,5,10,6,8,4,0,38,..,6,9,10,7,10,6,0,0,41,72,..,..,..,..,..,..,..,..,72,..,12,..,..,..,..,..,..,..,12,..,20,13,8,5,0,0,0,0,42,..,11,0,0,0,0,4,0,0,22,..,5,0,0,6,0,0,0,0,5,..,3,0,0,4,3,0,0,0,10,..,3,3,3,0,15,16,10,0,47,0,0,4,0,0,0,0,0,0,5,72,60,38,41,37,46,46,17,3,361
UCL121009,..,0,4,0,0,0,0,0,0,14,..,0,8,3,8,5,12,24,10,60,0,0,0,0,0,0,0,0,0,8,79,51,38,46,44,30,45,37,12,379,..,0,12,43,41,28,53,34,9,213,..,17,38,10,13,10,7,0,0,96,..,3,4,11,16,4,0,0,0,39,145,..,..,..,..,..,..,..,..,145,..,26,..,..,..,..,..,..,..,26,..,29,0,0,0,3,0,0,0,37,..,9,5,0,0,0,3,0,0,20,..,0,3,0,0,0,0,0,0,6,..,3,3,0,0,8,6,0,0,27,..,3,9,13,17,18,14,32,10,115,0,0,0,0,0,0,0,0,0,10,145,103,74,74,91,80,84,69,21,742
UCL121010,..,0,5,0,0,0,4,0,0,4,..,0,0,0,3,11,14,11,0,45,0,0,0,0,0,0,4,0,0,4,42,18,24,33,41,58,50,28,5,303,..,0,6,31,44,63,72,22,9,247,..,8,12,15,11,15,13,0,0,58,..,0,3,10,11,4,0,0,0,27,102,..,..,..,..,..,..,..,..,102,..,15,..,..,..,..,..,..,..,15,..,13,9,0,5,3,0,0,0,30,..,7,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,4,0,0,5,4,0,0,15,..,0,3,8,7,23,20,17,8,83,0,0,5,0,0,0,7,0,0,9,102,42,36,61,75,110,108,41,9,590
UCL121011,..,0,4,0,0,4,3,0,0,19,..,0,3,6,11,13,17,5,8,69,0,0,0,0,0,4,0,0,0,8,96,48,50,44,66,59,55,24,14,451,..,0,9,30,30,34,35,18,11,170,..,12,14,11,12,3,13,6,0,69,..,3,14,20,28,16,12,3,3,102,171,..,..,..,..,..,..,..,..,171,..,36,..,..,..,..,..,..,..,36,..,31,24,10,3,5,0,0,0,74,..,10,13,5,4,3,12,0,0,36,..,4,0,0,0,0,3,0,0,12,..,4,10,0,0,10,4,6,0,38,..,0,7,6,19,29,35,16,6,124,0,4,3,0,0,5,6,0,0,13,171,105,96,75,102,112,114,56,18,855
UCL121012,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,6,5,0,10,0,0,0,0,0,0,0,0,0,7,63,62,32,41,63,93,44,13,3,416,..,0,17,62,97,143,79,17,4,422,..,4,14,3,11,10,6,0,0,49,..,0,0,5,3,4,0,0,0,16,124,..,..,..,..,..,..,..,..,124,..,61,..,..,..,..,..,..,..,61,..,53,22,9,0,0,0,0,0,79,..,6,0,0,0,5,5,6,0,24,..,6,3,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,12,12,3,0,27,0,0,3,0,0,0,3,0,0,11,124,128,56,84,114,174,105,33,6,829
UCL121013,..,0,0,5,0,6,0,0,0,13,..,4,4,5,9,12,7,10,0,52,4,0,0,0,0,4,0,0,0,7,64,31,65,28,39,45,12,11,4,305,..,3,18,12,8,20,10,3,0,77,..,6,20,11,20,27,0,0,0,87,..,3,23,8,4,5,0,0,3,55,133,..,..,..,..,..,..,..,..,133,..,14,..,..,..,..,..,..,..,14,..,8,6,0,0,3,0,0,0,27,..,13,6,0,4,3,4,0,0,35,..,4,0,0,0,0,0,0,0,10,..,6,7,10,3,6,0,0,0,32,..,8,12,12,18,29,15,11,0,102,5,4,7,0,0,3,5,0,0,21,138,60,107,55,63,96,32,22,5,590
UCL121014,..,3,0,0,0,0,4,0,0,8,..,0,0,0,0,9,11,8,0,26,3,0,0,0,0,0,0,0,0,4,34,23,18,35,29,38,25,17,0,218,..,0,6,25,34,38,32,15,0,148,..,6,7,11,9,15,3,4,0,54,..,0,5,7,7,3,0,0,0,22,73,..,..,..,..,..,..,..,..,73,..,15,..,..,..,..,..,..,..,15,..,12,5,3,0,0,0,0,0,25,..,0,0,0,4,0,4,4,0,8,..,0,0,5,0,0,0,0,0,4,..,0,7,0,4,4,4,0,0,22,..,0,3,8,10,25,23,14,3,87,4,6,0,0,0,0,0,0,0,10,75,36,41,58,64,88,71,38,8,468
UCL121015,..,5,0,0,0,0,0,0,0,6,..,0,0,6,0,6,13,3,5,32,0,9,0,6,0,0,0,0,0,13,44,41,37,36,63,63,36,22,3,347,..,0,23,42,72,79,35,20,3,274,..,5,17,12,11,22,3,3,0,79,..,0,0,4,8,8,5,3,3,27,91,..,..,..,..,..,..,..,..,91,..,33,..,..,..,..,..,..,..,33,..,27,24,3,0,5,0,0,0,62,..,0,0,0,0,4,4,3,0,8,..,0,0,0,0,0,0,0,0,5,..,5,0,5,0,5,0,5,0,20,..,0,5,7,12,23,23,15,4,77,0,6,0,6,0,0,5,4,0,19,93,81,71,69,106,145,76,46,11,703
UCL121016,..,0,4,0,4,0,0,3,0,13,..,0,0,0,4,9,9,0,0,22,0,0,0,0,0,0,0,0,0,8,49,25,32,25,36,49,28,12,9,262,..,0,8,24,28,56,39,10,3,175,..,3,22,13,8,9,4,3,0,69,..,0,3,0,8,9,0,0,0,26,90,..,..,..,..,..,..,..,..,90,..,12,..,..,..,..,..,..,..,12,..,15,14,4,4,0,0,0,0,38,..,0,4,0,0,5,3,0,0,14,..,4,6,0,3,0,0,0,0,9,..,0,3,3,3,8,6,4,0,31,..,0,0,0,9,14,9,0,3,35,4,0,6,0,0,0,0,0,0,13,96,40,68,55,65,97,59,21,6,508
UCL121017,..,0,0,0,0,0,0,0,0,0,..,0,0,0,8,3,0,0,0,10,0,4,0,0,0,0,3,0,0,4,101,39,47,64,55,53,21,13,0,396,..,4,44,102,81,72,37,9,0,358,..,8,22,10,15,18,5,0,0,76,..,0,7,6,0,3,0,0,0,18,214,..,..,..,..,..,..,..,..,214,..,40,..,..,..,..,..,..,..,40,..,19,5,0,0,4,0,0,0,35,..,0,0,0,0,0,0,3,0,8,..,8,0,0,0,0,0,0,0,12,..,0,6,0,0,0,0,0,0,6,..,0,0,5,7,6,4,0,0,20,0,4,0,0,0,0,6,0,0,11,214,78,78,133,107,106,51,20,0,790
UCL121018,..,0,0,0,0,0,4,0,0,3,..,0,0,0,3,7,7,8,0,33,3,0,0,0,0,0,3,0,0,9,89,44,46,56,46,60,53,26,0,416,..,3,40,54,39,74,64,37,0,301,..,14,30,25,25,13,8,0,0,112,..,0,7,11,8,4,0,4,0,34,179,..,..,..,..,..,..,..,..,179,..,27,..,..,..,..,..,..,..,27,..,30,10,5,4,0,0,0,0,59,..,0,0,0,0,4,6,5,0,16,..,3,0,4,0,0,3,0,0,10,..,0,0,0,3,3,4,0,0,11,..,0,9,5,13,18,15,5,0,69,3,0,4,4,0,3,3,0,0,20,179,85,104,101,95,114,97,54,0,840
UCL121019,..,0,0,3,0,3,0,0,0,9,..,0,0,0,4,0,5,0,0,11,0,0,0,4,0,0,0,0,0,5,82,29,21,52,46,54,45,14,4,335,..,0,15,58,76,71,81,25,7,330,..,0,10,4,14,6,5,3,0,36,..,0,7,0,3,0,0,5,0,16,159,..,..,..,..,..,..,..,..,159,..,27,..,..,..,..,..,..,..,27,..,28,9,4,4,0,0,0,0,54,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,5,0,0,0,8,..,5,3,3,3,5,0,0,0,15,..,0,0,0,4,0,7,3,0,19,5,0,0,4,0,0,0,0,0,17,162,66,39,81,95,89,100,33,8,677
UCL121020,..,0,3,0,3,0,0,0,0,5,..,0,0,3,3,9,7,5,0,26,0,3,0,0,0,0,0,0,0,9,50,28,24,47,43,41,28,11,0,264,..,0,9,51,48,45,35,15,0,205,..,0,14,22,13,19,11,0,0,78,..,0,0,6,7,0,4,0,0,18,112,..,..,..,..,..,..,..,..,112,..,22,..,..,..,..,..,..,..,22,..,22,10,0,0,0,0,0,0,36,..,0,0,0,0,0,6,0,0,4,..,0,0,0,0,0,0,0,0,9,..,5,4,0,3,3,4,0,0,15,..,0,3,5,4,13,7,0,0,37,0,3,0,0,0,0,0,0,0,11,113,54,43,85,82,77,54,20,8,535
UCL121021,..,0,0,0,0,0,0,0,0,0,..,0,4,0,4,5,8,4,12,48,0,0,0,0,0,0,0,0,0,0,27,26,24,21,40,31,39,14,12,233,..,0,8,25,32,41,50,18,0,183,..,9,9,6,12,7,0,0,0,45,..,0,8,6,5,3,0,5,0,29,67,..,..,..,..,..,..,..,..,67,..,18,..,..,..,..,..,..,..,18,..,17,3,3,3,0,0,0,0,22,..,4,3,0,0,0,0,4,0,14,..,0,0,0,0,0,0,0,0,5,..,0,0,3,0,0,0,0,0,7,..,5,20,3,11,16,17,15,19,97,0,0,0,0,0,0,0,0,0,7,67,59,51,49,65,67,79,38,19,486
UCL121022,..,0,0,0,0,0,0,0,0,7,..,0,3,0,0,10,17,15,3,56,0,0,3,0,4,0,0,0,0,12,35,37,29,20,42,51,41,38,14,310,..,0,18,20,31,51,42,40,12,212,..,11,19,14,7,12,5,4,0,73,..,0,0,3,6,5,0,3,0,22,75,..,..,..,..,..,..,..,..,75,..,29,..,..,..,..,..,..,..,29,..,13,7,0,4,0,0,0,0,27,..,0,0,3,0,0,5,5,0,15,..,0,0,0,0,0,0,0,0,4,..,0,5,5,0,5,6,3,0,22,..,3,8,3,5,26,32,28,7,107,8,0,5,0,9,0,0,0,0,26,82,69,55,48,66,105,83,82,23,612
UCL121023,..,0,0,0,5,0,6,0,0,9,..,0,0,0,0,14,19,6,0,37,0,0,0,0,0,0,0,0,0,0,21,13,13,24,31,68,71,13,7,261,..,0,3,15,23,67,92,21,5,229,..,0,0,11,10,17,11,8,0,62,..,0,7,3,7,5,6,5,0,27,42,..,..,..,..,..,..,..,..,42,..,11,..,..,..,..,..,..,..,11,..,10,5,11,10,0,0,0,0,34,..,0,5,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,3,11,4,0,22,..,0,0,3,7,38,40,14,4,97,0,0,0,0,0,3,0,0,0,4,42,25,20,43,55,142,153,46,11,532
