UCL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL122025,..,0,7,4,9,16,4,8,0,45,..,0,7,0,3,0,0,0,0,20,..,0,0,0,0,0,0,0,0,4,28,..,..,..,..,..,..,..,..,28,..,4,..,..,..,..,..,..,..,4,..,0,0,6,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,3,0,0,0,6,0,5,0,0,0,0,0,0,0,3,28,12,18,14,19,30,4,4,0,125,..,0,5,3,16,12,8,6,0,49,..,5,8,0,4,8,0,0,0,17,..,0,0,0,0,0,0,0,0,9,23,..,..,..,..,..,..,..,..,23,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122026,..,0,5,8,12,8,13,7,0,44,..,0,5,3,4,4,0,0,0,17,..,0,0,0,0,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,3,..,..,..,..,..,..,..,3,..,4,0,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,6,4,0,6,0,0,17,0,0,0,0,0,0,0,0,0,3,19,12,11,17,24,16,18,7,0,121,..,0,6,13,7,9,7,0,0,38,..,0,4,3,8,3,0,0,0,15,..,0,0,0,0,0,0,0,0,7,25,..,..,..,..,..,..,..,..,25,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
UCL122027,..,0,6,0,3,12,7,6,0,36,..,0,5,0,0,5,3,0,0,15,..,0,0,0,0,0,0,0,0,5,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,5,..,0,0,0,4,9,12,3,0,27,0,0,0,0,0,0,0,0,0,5,14,7,9,4,15,25,26,12,5,117,..,0,0,3,4,10,8,8,4,35,..,0,0,0,5,4,0,0,0,10,..,0,0,0,0,0,0,0,0,4,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,5
UCL122028,..,0,0,3,7,16,13,9,3,55,..,0,0,0,9,5,0,0,0,24,..,0,0,0,0,0,0,0,4,3,25,..,..,..,..,..,..,..,..,25,..,4,..,..,..,..,..,..,..,4,..,4,3,0,3,0,0,0,0,12,..,0,0,0,0,0,6,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,7,8,6,0,20,0,0,0,0,3,0,0,0,0,5,25,13,11,8,23,32,27,18,0,174,..,0,3,3,4,20,11,8,0,59,..,0,8,3,5,4,4,0,0,23,..,0,4,0,4,0,0,0,0,8,22,..,..,..,..,..,..,..,..,22,..,5,..,..,..,..,..,..,..,5,..,4,5,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3
UCL122029,..,0,0,6,13,11,18,9,0,60,..,0,0,0,0,3,4,6,0,18,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,5,..,..,..,..,..,..,..,5,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,7,..,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,14,6,4,10,20,20,22,12,0,114,..,0,3,9,14,15,21,4,0,59,..,0,3,0,0,0,0,0,0,11,..,0,0,0,0,0,0,3,0,5,16,..,..,..,..,..,..,..,..,16,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,3,0,6,..,0,0,0,0,0,0,0,0,0
UCL122030,..,0,6,11,7,21,10,6,0,53,..,0,5,5,4,13,0,0,0,27,..,0,0,0,0,0,0,0,0,6,32,..,..,..,..,..,..,..,..,32,..,11,..,..,..,..,..,..,..,11,..,8,5,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,11,0,0,20,0,0,0,0,0,0,0,0,0,0,32,17,19,18,18,43,28,4,0,171,..,0,3,17,11,15,10,0,0,57,..,6,7,6,8,4,0,0,0,24,..,0,0,4,4,3,0,0,0,12,24,..,..,..,..,..,..,..,..,24,..,8,..,..,..,..,..,..,..,8,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122031,..,0,12,27,26,16,11,0,0,92,..,0,0,3,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,57,..,..,..,..,..,..,..,..,57,..,8,..,..,..,..,..,..,..,8,..,17,3,0,0,0,0,0,0,21,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,30,19,29,29,16,11,3,0,207,..,0,10,33,27,12,5,0,0,97,..,0,3,0,0,0,0,0,0,9,..,0,0,3,10,0,0,0,0,18,54,..,..,..,..,..,..,..,..,54,..,11,..,..,..,..,..,..,..,11,..,14,6,0,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6
UCL122032,..,4,6,19,3,9,8,0,0,55,..,0,9,6,6,10,3,0,0,32,..,0,3,0,3,3,0,0,0,6,50,..,..,..,..,..,..,..,..,50,..,7,..,..,..,..,..,..,..,7,..,3,3,0,4,0,0,0,0,14,..,0,0,3,0,4,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,4,..,0,3,0,9,14,4,3,0,35,0,0,0,0,0,4,0,0,0,10,54,18,38,30,26,44,20,5,0,225,..,0,16,15,3,9,11,0,0,56,..,3,10,4,7,8,0,0,0,29,..,0,3,5,7,4,0,3,0,24,39,..,..,..,..,..,..,..,..,39,..,12,..,..,..,..,..,..,..,12,..,0,0,0,0,3,0,0,0,9,..,0,0,0,0,4,3,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL122033,..,0,6,14,6,4,4,0,0,38,..,0,6,7,6,0,0,0,0,18,..,0,0,0,0,0,0,0,0,3,27,..,..,..,..,..,..,..,..,27,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,27,11,12,17,12,11,10,5,4,109,..,0,14,9,5,9,4,0,0,43,..,4,5,3,0,3,0,0,0,15,..,0,0,0,0,0,0,0,0,6,37,..,..,..,..,..,..,..,..,37,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
UCL122034,..,0,3,7,11,13,17,0,3,56,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,6,..,..,..,..,..,..,..,6,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,6,0,0,0,0,0,8,..,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,15,9,13,15,18,21,4,3,113,..,0,0,11,18,20,10,3,0,55,..,0,7,0,0,0,0,0,0,3,..,0,0,0,5,0,0,0,0,7,20,..,..,..,..,..,..,..,..,20,..,10,..,..,..,..,..,..,..,10,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
UCL122035,..,0,3,8,11,10,13,10,0,53,..,0,5,9,3,9,9,0,0,32,..,0,0,0,0,0,0,0,0,5,28,..,..,..,..,..,..,..,..,28,..,0,..,..,..,..,..,..,..,0,..,18,4,0,0,0,0,0,0,17,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,4,0,0,0,5,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,4,9,3,0,21,0,0,0,0,0,0,0,0,0,0,28,23,10,16,18,37,34,14,0,176,..,0,3,8,10,14,9,3,0,56,..,4,4,10,0,7,8,0,0,33,..,0,3,8,6,0,0,0,0,21,37,..,..,..,..,..,..,..,..,37,..,10,..,..,..,..,..,..,..,10,..,4,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL122036,..,0,5,4,3,4,11,7,0,30,..,4,5,0,6,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,28,..,..,..,..,..,..,..,..,28,..,0,..,..,..,..,..,..,..,0,..,9,3,0,0,0,0,0,0,10,..,8,0,0,0,0,0,0,0,13,..,3,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,10,15,0,0,27,0,0,0,0,0,0,0,0,0,6,28,22,16,12,17,14,29,9,0,145,..,0,0,4,5,10,11,4,0,35,..,6,3,4,4,0,0,0,0,19,..,3,5,4,4,0,3,0,0,24,27,..,..,..,..,..,..,..,..,27,..,4,..,..,..,..,..,..,..,4,..,7,0,0,0,0,0,0,0,9,..,3,0,0,5,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0
UCL122037,..,0,6,19,17,6,5,0,0,58,..,0,0,0,4,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,29,..,..,..,..,..,..,..,..,29,..,4,..,..,..,..,..,..,..,4,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,32,14,10,21,22,9,3,0,0,121,..,0,5,19,15,7,4,0,0,56,..,0,0,6,0,0,0,0,0,4,..,0,0,4,4,0,0,0,0,8,29,..,..,..,..,..,..,..,..,29,..,5,..,..,..,..,..,..,..,5,..,4,3,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122038,..,0,0,3,8,15,12,5,0,48,..,0,4,0,6,8,0,0,0,15,..,0,0,0,0,0,0,0,0,0,31,..,..,..,..,..,..,..,..,31,..,0,..,..,..,..,..,..,..,0,..,10,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,6,0,6,4,5,19,0,0,0,0,0,0,0,0,0,3,32,11,11,8,18,23,26,7,7,144,..,0,6,16,7,13,17,0,0,53,..,0,8,3,4,5,0,0,0,17,..,0,0,4,0,0,0,0,0,7,16,..,..,..,..,..,..,..,..,16,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,4,6,..,0,0,0,0,0,0,0,0,0
UCL122039,..,0,6,10,12,14,13,7,0,66,..,4,4,0,6,4,3,0,0,17,..,0,0,0,0,5,0,0,0,0,35,..,..,..,..,..,..,..,..,35,..,7,..,..,..,..,..,..,..,7,..,11,0,3,0,3,0,0,0,21,..,0,0,0,0,0,4,0,0,8,..,0,0,0,0,4,0,0,0,0,..,0,0,0,0,0,0,3,0,9,..,0,0,0,3,0,10,3,0,20,0,0,0,0,0,0,0,0,0,0,35,22,14,17,16,32,30,17,3,184,..,0,8,10,13,17,16,6,0,70,..,5,5,7,5,5,0,0,0,22,..,0,3,11,6,3,3,0,0,24,42,..,..,..,..,..,..,..,..,42,..,5,..,..,..,..,..,..,..,5,..,6,4,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0
UCL122040,..,0,0,0,3,6,12,3,0,29,..,3,0,4,0,4,0,0,0,12,..,0,0,0,3,0,0,0,0,4,18,..,..,..,..,..,..,..,..,18,..,3,..,..,..,..,..,..,..,3,..,5,4,5,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,0,0,0,8,..,0,0,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,18,5,11,4,18,18,22,11,0,101,..,0,0,4,4,6,15,0,0,29,..,6,5,0,0,3,5,0,0,14,..,0,3,0,9,3,0,0,0,19,26,..,..,..,..,..,..,..,..,26,..,3,..,..,..,..,..,..,..,3,..,3,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3
UCL122041,..,0,9,6,8,17,12,4,0,61,..,4,5,5,0,3,7,0,0,31,..,0,0,0,0,4,0,0,0,6,30,..,..,..,..,..,..,..,..,30,..,4,..,..,..,..,..,..,..,4,..,9,5,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,6,0,0,0,4,..,0,4,0,0,7,4,0,0,17,0,0,0,0,4,3,0,0,0,7,31,18,28,19,12,34,27,6,0,178,..,0,10,10,8,21,9,0,0,60,..,3,4,4,0,9,8,0,0,29,..,0,4,6,3,0,0,0,0,21,45,..,..,..,..,..,..,..,..,45,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,5,0,9,..,0,0,0,0,0,0,0,0,0
UCL122042,..,0,7,4,16,10,10,3,0,50,..,0,6,4,6,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,23,..,..,..,..,..,..,..,..,23,..,8,..,..,..,..,..,..,..,8,..,8,9,5,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,5,0,11,4,0,0,0,0,0,0,0,0,8,25,18,16,17,20,16,14,5,0,134,..,0,3,10,19,6,8,3,0,53,..,0,5,5,4,0,0,0,0,14,..,0,0,3,0,0,0,0,0,8,22,..,..,..,..,..,..,..,..,22,..,6,..,..,..,..,..,..,..,6,..,3,3,0,0,0,0,0,0,10,..,0,0,0,0,0,3,0,0,9,..,4,0,0,0,0,0,0,0,4
UCL122043,..,5,5,7,9,16,15,5,0,61,..,0,0,3,5,3,0,0,0,14,..,0,0,0,0,0,0,0,0,3,41,..,..,..,..,..,..,..,..,41,..,8,..,..,..,..,..,..,..,8,..,0,0,0,0,0,0,0,0,11,..,0,0,0,0,4,3,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,4,0,4,5,5,4,3,0,22,0,0,0,0,0,0,0,0,0,0,41,19,7,18,16,29,25,10,0,163,..,3,4,11,16,9,18,5,0,65,..,0,6,7,0,3,0,0,0,13,..,0,3,0,0,0,0,0,0,8,16,..,..,..,..,..,..,..,..,16,..,7,..,..,..,..,..,..,..,7,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL122044,..,0,3,0,0,6,7,4,0,18,..,0,0,0,4,0,0,0,0,6,..,0,0,0,0,0,0,0,0,5,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,4,10,5,4,5,12,8,0,56,..,0,4,0,3,3,10,0,0,18,..,0,0,0,0,0,3,0,0,5,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL122045,..,0,5,3,7,7,12,9,0,45,..,0,0,3,3,0,0,0,0,8,..,0,0,0,0,3,0,0,0,0,25,..,..,..,..,..,..,..,..,25,..,0,..,..,..,..,..,..,..,0,..,8,3,6,0,0,0,0,0,14,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,9,8,0,5,3,25,0,0,0,0,0,0,0,0,0,4,25,7,11,10,12,25,20,13,9,130,..,0,8,6,6,16,6,10,0,46,..,6,0,3,3,3,0,0,0,13,..,0,3,0,7,0,0,0,0,7,21,..,..,..,..,..,..,..,..,21,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122046,..,0,4,6,8,29,31,20,3,106,..,0,6,0,0,0,0,0,0,13,..,0,0,7,0,0,0,0,0,7,16,..,..,..,..,..,..,..,..,16,..,5,..,..,..,..,..,..,..,5,..,8,3,5,0,3,0,0,0,17,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,4,0,0,0,0,0,3,..,0,0,0,7,14,7,0,0,38,0,0,0,0,0,3,0,0,0,3,16,12,12,20,15,56,52,26,13,222,..,0,5,7,12,39,25,17,0,106,..,5,3,3,0,9,5,0,0,20,..,0,0,0,3,7,5,0,0,10,20,..,..,..,..,..,..,..,..,20,..,4,..,..,..,..,..,..,..,4,..,0,5,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,3,3,..,4,0,0,0,0,0,0,0,3
UCL122047,..,0,0,8,9,17,15,12,0,54,..,0,0,7,7,6,4,0,0,28,..,0,0,0,0,0,0,0,0,0,26,..,..,..,..,..,..,..,..,26,..,4,..,..,..,..,..,..,..,4,..,8,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,6,3,0,0,6,..,0,0,0,0,5,7,5,0,18,0,0,0,0,0,0,0,0,0,3,26,10,0,7,23,28,31,20,0,150,..,0,0,3,13,23,16,7,0,57,..,0,3,3,8,7,0,0,0,21,..,0,0,3,6,0,0,0,0,7,15,..,..,..,..,..,..,..,..,15,..,8,..,..,..,..,..,..,..,8,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
UCL122048,..,0,6,3,3,14,10,16,4,50,..,0,0,0,0,5,5,0,0,19,..,0,0,0,0,0,0,6,0,7,22,..,..,..,..,..,..,..,..,22,..,5,..,..,..,..,..,..,..,5,..,8,8,3,0,0,0,0,0,21,..,0,3,0,0,0,0,0,0,11,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,5,8,12,8,0,36,0,0,0,0,0,0,4,0,0,8,25,15,17,12,21,32,28,25,7,181,..,0,0,4,8,5,13,13,0,53,..,7,4,3,3,5,3,0,0,17,..,0,3,7,5,0,0,3,0,16,24,..,..,..,..,..,..,..,..,24,..,6,..,..,..,..,..,..,..,6,..,0,4,5,4,0,0,0,0,11,..,0,0,0,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0
UCL122049,..,0,0,7,6,10,23,8,5,52,..,0,0,3,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,6,..,..,..,..,..,..,..,6,..,3,0,0,0,0,0,0,0,9,..,5,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,8,..,0,3,0,8,9,8,5,0,28,0,0,0,0,0,0,3,0,0,4,14,10,8,11,27,22,37,17,5,139,..,0,0,8,7,14,15,11,0,50,..,0,0,0,8,0,5,0,0,14,..,0,0,0,3,3,0,0,0,12,13,..,..,..,..,..,..,..,..,13,..,5,..,..,..,..,..,..,..,5,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,4,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL122050,..,0,0,5,3,9,3,3,0,31,..,0,3,0,4,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,3,12,9,3,5,28,0,0,0,0,0,0,0,0,0,0,11,5,7,5,10,24,12,13,5,87,..,0,0,3,8,6,5,3,0,27,..,0,0,0,0,6,0,0,0,3,..,0,0,3,0,0,0,0,0,9,13,..,..,..,..,..,..,..,..,13,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,9,..,0,0,0,0,0,0,0,0,0
UCL122051,..,0,0,6,5,5,6,5,0,38,..,0,0,0,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,3,25,..,..,..,..,..,..,..,..,25,..,6,..,..,..,..,..,..,..,6,..,5,0,0,0,0,0,0,0,6,..,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,4,0,19,0,0,0,0,0,0,0,0,0,5,25,17,3,16,7,20,14,12,4,113,..,0,5,6,3,9,6,3,0,36,..,4,0,0,5,0,0,0,0,13,..,0,0,3,4,3,0,0,0,15,25,..,..,..,..,..,..,..,..,25,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
UCL122052,..,0,0,11,13,9,21,6,0,55,..,0,0,7,5,5,8,0,0,17,..,0,0,3,0,0,0,0,0,6,28,..,..,..,..,..,..,..,..,28,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,9,0,15,14,16,27,12,0,119,..,0,0,9,13,11,16,5,0,54,..,0,0,3,0,5,0,0,0,18,..,0,0,0,0,0,0,0,0,5,20,..,..,..,..,..,..,..,..,20,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,3
