SA2_MAINCODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
121031412,15,63,0,4,26,0,0,0,3,118,4,9,0,0,5,0,0,0,0,15,251,837,19,91,254,56,4,13,24,1543,0,0,0,0,0,0,0,0,0,0,26,88,4,29,67,14,0,4,7,243,27,39,5,31,70,16,0,3,0,200,25,15,26,52,37,22,0,6,4,192,0,0,0,3,12,5,0,0,0,31,12,13,6,19,39,10,0,0,0,99,5,16,0,5,21,0,0,0,0,53,0,29,0,6,13,5,0,0,4,60,485,1477,78,257,637,147,6,35,51,3164,10,15,0,0,0,0,0,0,0,32,42,183,5,0,10,0,0,0,5,245,319,605,16,21,119,31,3,0,19,1134,11,29,0,0,3,3,0,0,0,56,46,128,3,12,36,3,0,0,3,225,10,20,0,0,4,0,0,0,0,30,684,1672,82,133,359,108,22,37,50,3145,0,0,0,0,0,0,0,0,0,0
121041413,36,106,0,11,26,7,0,0,4,191,18,27,0,0,10,0,0,0,0,56,515,1199,33,125,312,129,4,20,28,2357,0,0,0,0,3,0,0,0,0,3,78,103,6,33,98,29,0,4,3,354,80,75,10,43,103,30,3,3,3,364,33,35,43,33,70,29,0,8,0,244,6,4,3,3,22,0,0,3,0,41,16,7,3,17,48,13,0,4,0,107,3,14,0,8,23,3,0,7,3,59,14,14,3,8,20,9,0,0,4,69,1035,2111,120,294,811,261,9,51,59,4758,15,14,0,0,0,0,0,0,0,27,38,155,0,0,3,0,0,0,3,199,436,875,20,38,122,35,3,4,21,1571,12,22,0,0,7,0,0,0,0,53,76,174,4,14,32,11,0,0,4,316,22,44,5,0,14,0,0,0,0,81,1061,2275,125,188,445,259,19,46,53,4466,3,0,3,0,3,0,0,0,0,6
121041414,31,124,6,12,21,4,0,0,4,198,10,52,3,0,9,3,0,0,0,78,440,1300,50,126,306,118,3,17,28,2379,0,0,0,0,3,0,0,0,0,5,54,106,8,41,67,24,3,0,4,302,55,76,20,36,101,27,0,0,0,315,40,30,25,37,59,32,3,3,3,242,7,3,0,5,19,7,0,0,0,35,24,20,3,8,27,7,0,3,0,96,15,20,3,0,20,4,0,0,0,67,0,21,0,6,29,3,0,0,6,68,896,2439,125,303,774,262,9,24,61,4883,4,35,0,0,7,0,0,0,0,42,28,206,0,0,4,3,0,0,4,250,424,1062,36,43,165,57,9,4,21,1814,10,30,0,0,5,0,0,0,0,54,65,194,5,20,28,3,0,4,7,325,18,68,3,3,10,3,0,0,0,104,914,2606,121,193,469,211,16,42,59,4639,0,3,0,0,3,0,0,0,0,7
121041415,45,121,3,13,26,5,0,0,5,214,10,33,0,0,3,5,0,0,0,50,591,1291,53,134,371,172,3,14,39,2659,0,0,0,0,3,0,0,0,0,3,85,118,12,48,105,31,0,8,10,415,81,92,11,72,98,34,0,3,3,396,32,31,35,63,64,33,0,5,9,267,9,4,0,13,15,5,0,0,0,58,18,21,4,10,48,20,0,3,4,123,16,35,8,6,25,3,0,4,0,95,6,28,3,7,27,4,0,0,14,95,1198,2488,138,397,890,354,8,42,104,5628,14,25,0,0,4,3,0,0,0,46,48,265,0,0,9,3,0,0,4,330,681,1164,22,45,184,80,4,5,36,2220,21,55,0,5,11,3,0,0,3,94,77,214,5,17,38,11,0,0,3,366,14,42,0,0,3,5,0,0,0,68,1451,2666,130,194,535,315,13,40,123,5473,0,0,0,0,3,0,0,0,0,3
121041416,24,106,0,10,26,5,0,0,3,176,14,20,0,0,10,0,0,0,0,37,471,1267,44,127,291,118,0,17,29,2369,0,0,0,0,0,0,0,0,0,0,62,78,14,30,78,27,0,0,3,287,56,75,13,50,85,25,0,3,7,313,32,30,31,47,58,24,0,0,4,223,5,0,0,3,9,0,0,0,0,20,18,15,6,13,49,6,0,3,0,107,12,23,3,3,17,4,0,0,0,65,16,24,7,7,14,3,0,0,10,77,919,2221,128,302,735,242,5,30,58,4652,4,17,0,0,5,0,0,0,0,23,39,181,4,0,8,0,0,0,5,235,419,907,29,29,146,45,6,8,32,1626,12,33,0,0,3,0,0,0,0,49,57,190,5,12,35,8,0,3,3,310,15,28,0,0,12,0,0,0,0,57,950,2413,124,194,446,243,23,51,62,4503,3,0,0,0,0,0,0,0,0,3
121041417,17,47,0,3,13,4,0,0,0,94,7,12,0,0,0,0,0,0,0,19,289,686,19,61,188,70,0,14,24,1345,0,0,0,0,0,0,0,0,0,0,41,40,8,7,38,10,0,0,0,138,13,43,0,13,29,16,0,7,3,129,13,15,10,14,31,10,0,3,3,98,0,0,0,3,14,4,0,0,0,18,11,8,6,9,21,9,0,0,0,50,7,19,0,3,10,0,0,0,0,37,4,14,0,0,3,6,0,3,7,34,559,1276,56,130,429,131,0,23,45,2656,3,18,0,0,3,0,0,0,0,22,39,142,4,3,3,0,0,0,3,195,321,648,23,16,121,24,0,6,14,1176,12,20,0,0,0,0,0,0,0,39,40,97,0,7,17,5,0,0,0,174,5,25,0,0,0,0,0,0,0,34,633,1457,66,98,269,120,8,21,53,2717,0,5,0,0,0,0,0,0,0,3
122011418,36,98,3,9,15,4,0,0,0,162,5,27,0,3,3,3,0,0,0,41,364,896,29,127,228,90,4,18,16,1769,0,0,0,0,0,0,0,0,0,0,57,101,13,50,108,21,0,7,7,362,51,51,17,50,107,32,0,3,5,305,27,24,38,61,63,37,0,7,6,264,3,6,0,4,15,6,0,0,0,34,24,19,3,15,59,18,0,0,3,138,12,17,0,0,26,6,0,0,3,67,4,23,0,8,15,7,0,0,10,68,732,1614,105,337,687,236,11,42,56,3811,11,15,0,0,0,0,0,0,0,27,25,96,0,0,0,0,0,0,0,123,388,586,15,20,91,35,0,3,14,1145,17,32,0,0,7,5,0,0,0,58,69,157,6,7,16,4,0,0,7,271,5,34,0,3,3,4,0,0,3,52,986,1796,75,169,337,163,23,39,48,3639,0,0,0,0,0,0,0,0,0,0
122011419,28,92,3,6,11,0,0,0,3,150,12,29,0,3,4,3,0,0,0,48,510,1256,48,175,269,118,6,32,22,2431,3,0,0,0,3,0,0,0,0,4,70,106,4,43,65,23,0,4,4,319,62,77,28,68,80,37,0,4,5,372,32,33,52,64,70,32,4,4,9,296,13,5,0,5,10,7,0,0,0,38,12,21,0,16,44,18,0,3,4,113,11,16,4,6,32,7,0,6,3,85,8,14,3,7,21,13,0,3,13,81,973,2190,168,439,698,294,16,60,77,4904,0,11,0,0,6,0,0,0,0,16,29,150,0,3,3,0,0,0,3,190,467,922,35,41,124,62,4,13,29,1691,24,38,0,5,3,0,0,0,0,79,60,165,5,13,15,3,4,3,4,268,20,43,0,6,9,3,0,0,0,79,1156,2493,137,275,406,271,34,77,67,4915,3,0,3,0,3,0,0,0,0,5
122021420,18,53,0,9,14,3,0,0,0,98,0,10,0,0,0,0,0,0,0,13,124,438,25,65,101,43,0,3,13,816,0,0,0,0,0,0,0,0,0,3,37,80,15,33,78,16,0,4,0,272,26,41,14,38,60,22,0,0,0,208,26,24,37,53,58,26,0,7,3,233,6,3,0,3,17,3,0,3,0,37,10,10,0,12,49,14,0,7,4,113,0,3,0,3,17,5,0,4,0,41,6,13,3,8,20,5,0,3,5,61,304,822,94,231,433,146,3,32,35,2102,3,3,0,0,0,0,0,0,0,10,15,51,0,3,7,0,0,0,3,82,106,232,8,8,23,11,0,4,11,388,3,14,0,0,0,0,0,0,0,15,26,79,0,11,14,3,0,0,3,139,8,11,0,3,0,0,3,0,0,24,358,800,64,93,137,76,13,23,28,1595,0,0,0,3,0,0,0,0,0,4
122021421,14,28,0,9,10,0,0,0,0,66,0,10,0,0,0,0,0,0,0,9,116,342,10,37,87,48,0,8,5,653,0,0,0,0,0,0,0,0,0,0,32,70,3,18,45,13,0,0,7,179,31,41,16,31,72,12,0,5,3,211,21,17,35,43,59,17,0,6,0,194,0,3,3,8,13,6,0,0,0,31,12,9,0,10,30,11,0,3,4,85,10,8,0,3,9,0,3,0,0,37,7,12,0,12,19,5,0,0,5,62,284,680,70,176,361,110,7,18,22,1725,0,3,0,3,0,0,0,0,0,10,17,41,0,0,0,0,0,0,0,56,101,187,6,11,19,15,3,0,3,349,0,4,0,0,0,0,0,0,0,11,23,53,5,7,16,0,0,0,0,100,3,9,0,0,3,0,0,0,0,16,312,631,20,64,111,72,23,25,17,1261,0,3,0,0,0,0,0,0,0,3
122021422,12,67,0,5,12,0,0,0,0,94,5,20,0,0,3,0,0,0,0,27,148,523,23,72,131,36,4,10,15,960,0,3,0,0,0,0,0,0,0,5,45,100,12,40,60,21,0,7,3,288,37,64,16,52,80,30,0,12,3,285,27,25,44,76,84,42,0,9,3,305,3,0,0,4,34,8,0,0,0,58,9,10,6,18,56,24,0,3,3,127,8,9,0,4,14,3,0,3,3,38,7,14,4,17,16,7,0,0,9,67,349,970,106,306,497,170,10,38,39,2487,0,12,0,0,0,0,0,0,0,15,22,56,0,0,3,0,0,0,0,80,149,220,5,14,33,10,3,4,7,443,6,12,0,0,3,0,0,0,0,23,19,90,3,12,14,3,0,0,0,140,7,22,0,0,3,0,0,0,0,36,396,913,65,94,166,96,19,27,24,1798,0,3,0,0,0,0,0,0,0,5
122021423,19,79,0,12,15,4,0,0,0,133,3,22,0,0,8,0,0,0,0,33,229,830,43,109,183,53,9,18,17,1490,3,3,0,0,0,3,0,0,0,8,63,150,16,65,144,37,4,13,8,491,69,83,21,118,155,51,6,8,7,518,50,45,73,147,201,75,9,21,0,624,5,3,7,9,38,15,0,3,0,83,28,19,8,29,86,32,0,9,3,217,12,12,0,11,33,3,0,6,0,81,12,28,3,20,44,20,0,5,15,142,577,1531,174,543,950,306,31,82,63,4250,0,16,0,0,0,0,0,0,0,23,20,48,0,0,0,0,0,0,4,69,205,375,9,21,52,17,8,8,7,707,10,16,0,0,6,0,0,0,0,29,36,115,3,12,23,4,0,0,3,198,10,34,0,0,12,0,0,0,0,55,577,1369,95,184,257,139,42,37,34,2737,3,3,0,3,0,3,0,0,0,11
122031424,12,33,0,0,8,5,0,0,0,64,3,18,0,0,3,0,0,0,0,27,122,437,20,68,99,47,6,16,4,824,0,0,0,0,0,0,0,0,0,3,41,60,13,33,68,17,3,3,0,235,35,36,16,71,75,22,0,7,3,268,28,28,53,91,92,46,3,7,3,356,10,3,0,8,20,4,0,0,0,50,5,11,3,24,56,11,0,6,0,115,6,7,0,3,13,11,0,3,0,41,11,16,4,9,25,10,4,4,7,83,306,802,119,315,484,172,16,47,24,2290,0,7,0,0,0,0,0,0,0,6,8,29,0,0,3,0,0,0,0,43,100,201,11,8,34,16,0,0,6,374,0,23,0,0,4,0,0,0,0,28,18,49,0,3,10,5,0,0,3,87,8,24,0,0,3,0,0,0,0,34,302,734,61,102,144,78,19,30,19,1480,3,0,0,0,0,0,0,0,0,4
122031425,4,24,0,4,0,0,0,0,0,36,5,9,0,0,0,0,0,0,0,12,50,239,15,24,56,25,0,5,3,409,0,0,0,0,0,0,0,0,0,3,25,43,3,31,40,10,0,3,0,157,23,26,6,38,60,8,0,3,0,165,21,19,32,46,56,31,7,6,3,208,0,3,3,4,24,5,0,3,0,39,6,4,3,14,21,16,0,0,0,69,4,7,0,3,10,3,0,0,0,29,3,7,0,9,6,3,3,0,3,45,159,457,57,166,285,108,12,29,14,1291,0,5,0,0,0,0,0,0,0,6,5,12,0,0,0,0,0,0,0,21,45,104,4,3,14,4,4,0,3,182,0,5,0,0,0,0,0,0,0,7,11,30,0,4,3,0,0,0,0,50,6,11,0,0,0,0,0,0,0,16,152,398,26,39,84,36,11,8,3,765,0,0,0,0,0,0,0,0,0,3
122031426,24,88,0,18,20,3,0,0,3,149,6,22,0,0,4,0,0,0,0,42,286,889,67,244,292,149,16,58,14,2018,0,0,0,3,0,0,0,0,0,7,71,101,18,73,108,54,3,9,0,443,79,97,30,160,152,53,5,19,6,602,70,54,81,216,134,73,10,36,6,682,7,3,0,18,26,18,0,10,0,88,27,14,15,26,75,27,0,5,0,187,3,16,5,15,21,13,0,0,6,70,5,15,3,29,28,19,0,15,12,119,689,1595,238,845,921,419,42,156,70,4971,5,10,0,0,0,0,0,0,0,20,21,59,0,0,11,0,0,0,0,90,232,460,26,56,87,48,12,24,14,964,10,18,0,3,0,3,0,3,0,40,37,139,5,23,26,8,0,3,0,245,11,37,3,3,9,0,0,0,0,69,679,1573,207,345,387,255,81,154,36,3709,3,0,0,4,0,4,0,0,0,15
122031427,17,59,4,9,15,0,0,0,0,96,0,18,0,0,3,0,0,0,0,23,129,518,22,57,157,44,0,11,7,941,0,0,0,0,0,0,0,0,0,3,25,63,7,25,49,16,3,4,0,202,18,38,7,38,53,19,0,4,3,186,14,17,21,44,46,18,3,3,3,178,0,0,3,3,7,3,0,0,0,18,13,4,4,14,27,7,0,0,0,74,4,12,0,0,14,0,0,0,0,33,3,7,0,4,13,8,0,0,8,42,314,945,67,213,426,125,6,21,21,2138,7,11,0,0,0,0,0,0,0,15,16,58,3,3,3,0,0,0,0,87,212,301,4,19,53,17,3,5,9,618,9,15,0,0,0,0,0,0,3,27,32,85,3,9,14,0,0,0,0,149,6,19,0,3,7,0,0,0,0,35,397,951,56,74,212,79,17,27,16,1821,0,0,0,0,0,0,0,0,0,3
122031428,22,99,0,17,20,0,0,0,0,162,13,16,0,4,4,0,0,0,0,38,296,861,27,114,272,79,3,16,14,1688,0,3,0,0,0,0,0,0,0,3,72,152,9,65,136,27,3,4,8,476,71,95,14,97,150,50,3,8,7,487,34,47,84,113,149,51,7,5,8,490,13,7,4,9,29,8,0,0,0,63,34,19,7,28,102,26,0,6,7,227,16,18,4,4,19,4,0,0,0,63,11,29,9,12,27,8,0,8,10,109,688,1686,162,468,957,264,12,50,51,4340,9,6,0,0,0,0,0,0,0,17,22,97,3,0,0,0,0,0,7,128,282,499,10,19,68,28,3,5,16,928,9,24,0,0,4,0,0,0,0,42,62,135,3,17,20,0,0,3,3,245,26,22,3,3,5,0,0,0,0,63,805,1584,95,166,366,163,18,47,27,3273,0,3,0,0,0,0,0,0,0,8
122031429,27,75,0,10,21,3,0,3,0,131,3,34,0,0,3,0,0,0,0,44,386,992,44,164,237,109,0,30,30,1986,0,0,0,0,0,0,0,0,0,3,65,137,11,55,92,25,6,0,0,387,79,82,27,102,125,45,3,8,7,469,39,53,90,92,128,29,3,10,4,451,8,3,8,6,15,6,0,4,0,53,21,9,7,18,58,18,0,3,0,140,3,16,3,4,19,6,0,3,3,64,10,14,0,12,29,11,0,7,6,97,765,1773,195,505,773,266,15,74,62,4422,5,14,0,3,0,0,0,0,0,22,30,78,0,0,10,0,3,0,0,122,282,590,25,39,79,35,0,9,20,1075,8,22,0,0,4,3,0,0,0,44,51,129,5,12,30,4,0,4,0,237,8,46,0,3,3,0,0,0,0,66,845,1742,147,255,343,222,32,74,49,3692,0,3,6,3,0,0,0,0,0,15
122031430,19,84,0,14,16,4,0,0,0,139,11,17,0,0,7,0,0,0,0,39,233,662,22,118,181,71,4,31,12,1333,0,0,0,3,0,0,0,0,0,3,48,106,10,43,72,29,3,0,0,317,51,57,14,66,91,26,3,3,3,320,37,34,61,89,96,45,6,10,7,379,4,3,4,3,14,7,0,3,0,49,13,15,3,20,44,18,0,7,3,113,3,14,0,5,17,7,0,5,0,52,8,13,7,8,11,3,0,3,3,54,516,1232,119,373,596,222,22,66,42,3183,6,7,0,0,3,3,0,0,0,14,15,42,0,0,4,0,0,0,0,58,193,381,9,14,60,22,8,13,20,724,6,14,0,0,0,3,0,0,3,29,41,133,7,18,21,7,0,0,0,224,16,29,0,0,9,3,0,0,0,59,574,1182,78,174,249,142,14,70,32,2499,0,0,0,3,0,0,0,0,0,3
122031431,20,100,0,13,20,4,0,0,0,154,3,30,0,0,4,0,0,0,0,38,265,928,43,130,222,79,5,17,12,1705,0,0,0,3,3,0,0,0,0,6,72,140,13,79,103,35,3,10,3,457,88,88,21,107,156,51,0,17,6,522,69,65,77,145,212,55,8,19,5,656,9,8,0,11,35,13,0,4,3,93,28,18,12,47,92,26,0,7,3,228,11,19,0,9,28,12,0,0,0,82,13,22,3,14,35,10,0,3,12,116,666,1679,181,572,951,308,21,80,53,4502,8,15,0,0,0,0,0,0,0,21,21,61,3,0,3,0,0,0,0,85,197,398,13,31,61,18,0,9,7,735,12,26,0,0,3,0,0,0,0,47,47,141,4,13,25,9,0,0,0,242,15,39,0,0,4,3,0,0,0,65,621,1555,130,208,310,153,28,60,35,3090,0,6,4,3,3,0,0,0,0,17
122031432,5,6,0,4,4,0,0,0,0,18,3,4,0,0,0,0,0,0,0,5,39,111,6,10,22,9,0,0,3,206,0,0,0,0,0,0,0,0,0,0,7,22,3,12,18,6,0,6,0,80,10,14,3,3,29,4,0,0,0,65,7,3,23,20,27,8,0,4,0,93,0,0,0,3,3,3,0,0,0,7,3,0,0,3,20,6,0,0,0,37,3,0,0,0,3,0,0,0,0,13,0,7,0,0,4,3,0,0,0,13,92,216,43,52,141,34,4,9,5,599,0,0,0,0,0,0,0,0,0,0,6,13,4,0,0,0,0,0,0,20,31,53,3,4,8,4,0,0,0,108,0,0,0,0,0,0,0,0,0,3,13,11,0,4,4,0,0,0,0,40,3,3,0,0,0,0,0,0,0,9,111,210,15,15,44,11,0,4,6,424,0,0,0,0,0,0,0,0,0,0
123011433,9,41,0,6,7,3,0,0,0,67,0,19,0,0,0,0,0,0,0,21,79,379,11,41,60,15,0,3,5,596,0,0,0,0,0,0,0,0,0,0,31,66,8,34,44,5,0,0,3,203,33,42,15,78,89,17,3,3,3,278,23,33,48,100,149,43,4,16,3,421,0,7,0,9,21,7,0,3,0,43,9,7,4,20,36,5,4,3,0,87,6,5,0,3,17,4,0,0,0,28,0,5,3,8,18,7,3,3,5,54,209,733,87,297,451,116,17,37,27,1968,0,6,0,0,0,0,0,0,0,9,7,42,0,0,0,0,0,0,0,51,45,158,3,4,8,4,0,0,0,223,3,5,0,0,0,0,0,0,0,10,8,68,0,11,9,3,0,0,0,107,4,20,0,0,4,0,0,0,0,36,189,594,38,81,80,35,10,12,13,1041,0,0,0,0,0,0,0,0,0,0
123011434,14,64,0,16,10,6,0,0,0,107,3,26,0,4,4,0,0,0,0,37,105,641,22,67,91,36,3,5,6,989,3,0,0,0,0,0,0,0,0,6,34,85,8,41,76,18,3,5,3,272,66,81,17,128,127,42,3,5,6,485,50,37,89,194,219,81,10,22,5,703,11,6,0,5,46,24,3,3,5,112,8,10,4,26,66,27,3,8,0,149,4,11,4,9,19,7,0,5,0,55,5,14,3,27,22,20,4,10,5,115,325,1150,160,521,698,253,30,69,39,3248,0,4,0,0,0,0,0,0,0,9,3,43,4,0,0,0,0,0,0,56,73,222,3,10,27,5,0,0,3,347,4,9,0,0,0,0,0,0,0,16,25,94,3,19,13,6,0,0,0,151,18,31,0,5,7,0,0,0,0,53,246,947,56,103,129,69,16,23,18,1612,3,0,0,3,0,3,0,0,0,8
123011435,12,78,0,13,8,0,0,0,0,121,3,27,0,0,4,0,0,0,0,38,123,818,28,129,118,45,4,13,19,1297,0,3,0,0,0,0,0,0,0,10,39,94,15,66,99,27,3,5,8,359,84,95,31,209,210,68,0,16,12,717,88,87,122,317,391,123,20,48,11,1210,16,8,12,26,61,33,6,14,0,165,18,10,8,47,83,25,4,7,3,202,4,5,3,4,30,3,0,4,0,53,13,13,4,29,38,10,3,4,9,117,436,1454,229,852,1065,335,40,118,63,4598,4,11,0,0,3,0,0,0,0,15,13,38,0,4,5,0,0,0,0,50,79,293,14,28,40,3,0,4,6,458,0,13,0,0,3,0,0,0,0,17,27,106,3,20,11,3,0,0,3,173,9,34,0,3,4,0,0,0,0,54,286,1152,80,198,195,81,27,41,21,2079,3,5,0,0,3,0,0,0,3,19
