SA2_MAINCODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
112021249,67,275,786,2069,1460,312,47,102,5114,0,3,3,3,3,0,0,0,16,0,0,0,3,0,0,0,0,3,0,3,3,3,3,0,0,0,18,3,11,10,6,0,0,0,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,6,0,0,0,6,31,27,35,22,68,40,9,3,13,222,0,4,15,7,3,5,4,8,41,96,327,836,2155,1511,325,55,125,5423
112031250,6,71,380,1020,1070,235,33,56,2883,0,9,139,144,11,3,0,8,308,0,14,151,204,18,6,0,7,400,0,17,292,355,27,6,0,15,713,3,54,145,74,3,3,0,13,303,0,26,210,152,3,0,3,15,409,0,5,57,26,0,0,0,4,99,0,0,0,0,0,0,0,0,3,3,86,417,250,7,6,3,33,811,31,227,180,12,5,0,3,33,487,3,16,9,7,4,0,0,7,46,44,420,1277,1655,1120,251,40,139,4939
112031251,0,23,318,1447,691,119,22,58,2671,0,33,90,37,3,0,0,11,178,0,4,19,31,0,0,0,0,58,0,40,115,72,7,0,0,12,237,11,54,268,20,3,3,0,16,375,0,3,15,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,58,289,23,3,3,0,16,397,10,17,3,0,0,0,0,3,31,0,0,5,3,0,0,0,0,15,19,132,728,1553,700,121,22,92,3357
112031252,38,158,537,1410,823,177,54,79,3282,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,8,16,20,9,7,3,0,0,6,63,3,4,5,8,11,0,4,7,32,53,191,553,1423,835,180,60,88,3392
112031253,3,56,253,1544,1260,191,35,77,3420,3,3,124,264,13,0,0,20,418,0,14,24,252,10,3,0,3,308,3,16,147,510,22,3,0,25,731,3,24,71,45,6,0,0,0,147,0,3,61,8,0,0,0,25,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,131,52,6,0,0,20,239,13,48,131,32,3,0,0,10,230,3,21,69,21,4,0,3,4,120,23,170,728,2158,1286,200,40,137,4738
112031254,7,54,656,1911,1135,221,49,98,4138,3,75,465,343,16,3,3,43,952,0,49,277,264,25,3,0,23,634,3,122,743,613,34,3,5,67,1583,17,95,507,173,13,0,0,35,840,0,19,469,116,3,0,0,22,626,0,48,375,127,0,0,0,27,577,0,0,0,0,0,0,0,0,3,20,156,1355,420,17,0,0,86,2055,14,76,52,11,4,0,0,16,173,0,4,18,3,3,0,3,5,39,48,414,2822,2958,1192,227,53,271,7985
112031550,3,8,141,1765,1517,259,44,58,3806,3,89,514,955,14,0,0,63,1650,7,43,142,232,22,4,0,8,460,9,129,662,1190,37,4,3,76,2110,0,39,93,26,3,0,0,4,158,0,10,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,97,26,3,0,0,4,181,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,7,6,196,903,2980,1563,266,48,134,6098
112031551,3,11,29,313,466,144,36,9,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,28,312,467,144,36,9,1022
112031552,0,39,428,675,451,52,13,50,1712,0,50,254,382,8,0,0,30,729,0,15,48,277,30,0,0,12,383,0,64,296,659,42,4,4,47,1115,0,38,122,40,3,0,0,17,218,0,42,110,26,0,0,0,13,202,0,11,11,51,3,0,0,3,73,0,0,0,0,0,0,0,0,0,7,85,238,117,8,0,0,34,493,29,113,60,7,0,0,0,14,223,0,3,3,3,0,0,0,3,13,36,310,1030,1463,496,55,20,146,3554
113011256,9,46,388,2479,1836,193,31,146,5129,0,55,145,150,0,3,0,25,385,0,0,10,3,0,0,0,0,13,0,61,155,153,0,3,0,25,397,6,107,455,157,4,0,0,55,783,0,4,7,5,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,6,110,464,161,4,3,0,53,805,17,16,10,18,7,0,0,8,76,0,6,4,15,7,0,0,0,36,28,238,1026,2819,1856,196,32,233,6436
113011257,6,75,383,1868,1342,256,51,105,4088,0,0,4,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,15,0,24,58,9,0,0,0,7,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,58,9,0,0,0,7,99,15,19,7,13,4,0,3,8,64,0,5,5,19,6,3,3,4,49,24,116,454,1914,1356,260,53,126,4309
113011258,0,25,258,1429,1018,165,37,86,3026,0,19,99,44,4,0,0,14,175,0,0,19,0,0,0,0,0,21,0,19,112,44,4,0,0,14,197,3,38,101,44,6,0,0,9,207,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,109,43,6,0,0,7,214,4,8,5,4,0,4,0,0,36,0,0,8,7,11,0,0,5,29,12,96,494,1536,1040,172,41,115,3501
113011259,3,33,305,980,557,116,28,55,2089,0,3,19,7,3,0,0,3,38,0,0,0,0,0,0,0,0,0,0,3,19,7,3,0,0,3,38,0,6,41,8,0,0,0,5,61,0,3,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,46,8,0,0,0,5,69,4,3,0,3,0,0,0,0,16,0,0,0,8,0,0,0,0,12,12,54,371,1006,567,121,33,67,2224
113021260,7,32,159,604,315,56,13,36,1215,0,3,5,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,19,0,0,12,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,16,0,3,0,0,3,0,0,3,10,0,4,0,0,0,0,0,0,9,7,40,180,607,321,57,16,43,1264
113021261,3,26,285,1180,531,62,7,42,2142,4,19,38,7,0,0,0,3,79,0,6,12,3,0,0,0,0,24,4,26,54,10,0,0,0,8,106,0,23,70,5,0,0,0,3,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,70,5,0,0,0,3,113,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,15,9,84,410,1203,536,66,7,55,2373
113021262,4,36,247,787,488,80,11,40,1696,0,7,3,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,5,9,0,5,19,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,3,25,0,0,3,3,3,0,0,3,20,0,0,0,9,3,0,0,0,20,4,50,265,799,494,81,12,54,1768
113031263,0,39,405,1395,734,128,21,79,2807,0,12,80,17,0,0,0,3,102,4,0,4,6,0,0,0,0,15,4,12,85,20,0,0,0,3,119,3,12,42,8,0,0,0,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,42,8,0,0,0,5,67,0,7,3,0,7,0,0,0,19,0,0,3,6,0,0,0,0,11,12,64,542,1428,745,130,23,84,3024
113031264,6,20,131,560,388,67,25,40,1243,0,0,18,0,0,0,0,3,21,0,0,9,0,0,0,0,0,5,0,0,26,0,0,0,0,3,33,0,8,14,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,3,22,0,4,7,13,4,0,0,0,25,0,0,7,3,3,0,0,0,12,6,33,178,580,393,74,23,45,1342
113031265,0,23,226,853,534,83,15,74,1806,0,20,12,10,0,0,0,0,36,0,0,0,4,0,0,0,0,4,0,20,12,11,0,0,0,0,43,0,5,19,0,0,0,0,7,33,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0,7,40,0,0,0,3,0,0,0,0,4,0,4,3,4,3,0,0,0,9,3,56,262,868,535,83,16,79,1906
113031266,0,39,327,1142,666,101,34,54,2369,0,10,19,11,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,10,19,11,0,0,0,0,40,3,56,41,13,0,0,0,7,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,41,13,0,0,0,7,121,0,9,3,3,7,0,0,0,26,0,0,4,3,5,3,0,4,18,5,117,401,1168,677,112,36,68,2576
113031267,0,16,242,2107,2234,490,85,93,5265,0,0,18,6,0,0,0,0,28,0,0,0,4,0,0,0,0,6,0,3,18,11,3,0,0,0,32,3,60,500,95,5,0,0,32,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,60,499,102,7,0,0,32,700,0,5,0,0,0,0,0,3,18,0,0,5,5,0,0,0,0,14,9,86,766,2217,2247,488,86,128,6029
113031268,3,9,81,431,552,72,9,23,1183,0,3,82,17,0,0,0,11,108,0,0,0,0,0,0,0,0,3,0,3,83,18,0,0,0,11,114,0,3,3,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,16,0,4,0,0,3,0,0,0,15,0,0,0,5,4,0,0,0,6,5,21,173,456,562,69,9,39,1335
113031269,8,23,597,3333,2454,397,62,163,7036,0,42,117,26,0,0,0,13,201,0,3,4,0,0,0,0,0,10,0,45,125,26,0,0,0,13,210,14,65,277,31,3,0,0,12,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,70,277,34,6,0,0,12,415,0,0,12,29,42,0,0,6,86,0,0,3,3,0,0,0,0,6,21,134,1007,3424,2506,400,65,198,7754
113031270,6,20,370,1755,731,107,17,87,3086,3,12,301,67,4,0,0,14,400,0,0,94,61,0,0,0,0,159,3,12,392,131,6,0,0,11,562,3,130,667,45,4,0,0,39,884,0,24,39,7,0,0,0,4,77,3,11,13,6,0,0,0,0,35,0,0,0,0,0,0,0,0,3,4,159,724,57,3,0,0,44,994,0,8,15,16,0,0,0,3,47,0,0,0,7,5,0,0,3,20,13,204,1506,1962,748,113,27,150,4712
113031271,4,56,427,2070,1640,366,67,113,4748,0,3,3,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,4,7,0,26,56,18,0,0,0,6,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,56,18,0,0,0,6,115,4,16,7,9,5,7,0,11,54,0,0,4,10,12,3,3,3,44,13,99,503,2107,1659,374,74,131,4971
114011272,7,53,367,1146,871,177,56,55,2732,0,8,141,60,4,0,0,10,227,0,0,4,3,0,0,0,0,10,0,8,146,62,4,0,0,10,235,3,31,82,29,0,0,0,5,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,82,31,0,0,0,5,157,8,56,175,29,4,4,0,13,301,0,0,0,22,15,4,0,5,61,14,153,772,1300,904,185,61,90,3482
114011273,3,11,145,558,478,70,12,26,1306,0,0,3,5,0,0,0,0,14,0,0,10,16,3,0,0,0,33,0,0,17,25,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,6,17,171,585,482,70,12,31,1366
114011274,0,31,331,886,424,94,24,43,1838,0,3,30,19,3,0,0,3,56,0,0,11,6,0,0,0,3,21,0,4,42,20,3,0,0,3,78,0,10,21,11,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,21,11,0,0,0,0,45,0,8,21,7,3,0,0,4,46,0,6,3,3,0,0,0,0,13,6,61,417,936,429,91,24,54,2018
114011275,0,8,5,4,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,7,0,0,0,18
114011276,0,20,161,597,553,90,6,39,1472,0,11,22,50,3,0,0,4,96,0,3,43,30,0,0,0,0,77,3,16,68,73,0,0,0,4,165,5,18,47,34,3,0,0,3,117,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,53,38,5,0,0,3,128,0,0,6,3,0,0,0,0,12,0,0,3,3,0,0,0,0,7,12,57,286,712,567,89,13,54,1783
114011277,3,48,274,2260,1878,356,57,99,4974,0,28,396,105,3,0,0,26,562,0,15,29,4,0,0,0,3,55,0,43,426,115,4,0,0,26,620,0,43,65,52,9,0,0,4,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,65,49,9,0,0,4,180,3,17,67,3,0,0,0,9,101,0,3,6,15,0,4,0,3,29,12,157,845,2440,1896,358,64,136,5903
114011278,8,68,527,2494,2220,368,80,143,5901,3,103,240,143,16,3,0,20,530,3,55,43,23,0,0,0,11,136,5,161,282,171,16,3,0,29,671,0,29,98,18,3,0,0,11,160,0,3,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,36,104,18,3,0,0,11,171,6,26,24,3,3,0,0,3,68,5,30,41,14,3,0,0,6,93,29,315,972,2692,2244,374,80,198,6904
114011279,3,63,727,2584,1342,213,31,143,5116,0,6,101,51,6,3,0,7,178,0,0,17,7,0,0,0,0,26,0,6,116,61,6,3,0,7,203,0,0,18,19,3,0,0,36,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,19,3,0,0,36,79,7,28,15,10,4,0,0,4,56,0,0,0,3,0,0,0,0,3,10,95,878,2676,1356,218,31,188,5457
114011280,3,32,314,722,402,59,10,45,1593,0,8,15,16,0,0,0,3,43,0,0,7,0,0,0,0,0,5,0,8,23,16,0,0,0,3,51,0,4,38,4,0,0,0,3,53,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,4,0,0,0,3,56,9,49,88,29,0,0,0,8,188,0,0,0,3,0,0,0,0,11,10,96,466,779,409,60,10,59,1897
114011281,0,25,112,436,414,92,24,24,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,0,16,0,3,0,0,4,0,0,3,8,9,34,116,439,413,92,27,26,1151
114011282,8,64,571,2490,1678,300,56,132,5293,3,35,121,96,6,0,0,23,273,0,27,99,107,9,3,0,9,253,3,58,218,199,17,3,0,24,520,5,26,52,45,5,0,0,0,138,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,26,57,45,5,0,0,0,144,0,25,89,27,4,0,0,17,159,0,3,0,12,6,3,0,3,27,17,171,939,2783,1710,310,56,172,6154
114011283,3,60,319,907,467,104,23,47,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,24,6,0,0,0,0,42,0,4,4,3,5,0,0,0,17,11,69,344,917,477,105,23,53,1991
114021284,6,50,399,1518,1730,440,91,78,4308,0,14,189,105,10,0,0,13,338,0,0,65,138,18,0,0,3,228,0,17,253,246,33,4,0,17,561,3,29,41,16,3,0,0,7,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,41,17,3,0,0,7,105,0,0,5,5,3,0,0,0,11,0,0,16,10,13,0,0,3,38,5,97,710,1795,1776,441,93,104,5028
114021285,4,26,139,863,689,145,32,36,1937,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,8,0,0,0,6,4,0,0,0,15,4,32,139,868,694,149,32,40,1961
114021286,3,45,310,1358,973,201,40,65,3002,0,5,99,14,3,0,0,6,131,0,0,20,8,0,0,0,0,29,0,5,125,21,3,0,0,6,159,3,23,67,12,0,0,0,6,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,67,12,0,0,0,10,113,13,10,10,4,0,0,0,0,40,0,0,3,4,4,0,0,3,17,18,86,509,1402,984,205,47,83,3330
114021287,3,30,275,1438,1101,197,60,64,3172,0,41,150,63,7,0,0,5,273,0,0,12,17,6,0,0,0,31,0,41,158,82,12,0,0,6,306,0,18,47,11,3,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,51,11,3,0,0,0,85,0,10,30,3,6,0,0,6,54,0,4,4,10,3,3,3,9,31,0,107,528,1536,1120,201,64,89,3647
114021288,3,27,111,476,466,110,31,19,1239,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,3,14,3,27,116,482,471,110,31,18,1255
114021289,9,58,287,935,860,212,57,41,2462,0,0,10,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,17,0,5,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,0,0,0,17,0,3,4,6,0,0,0,6,25,0,0,0,3,3,0,3,0,13,15,70,309,960,864,215,59,54,2537
115011290,9,23,129,2328,2145,560,104,80,5384,0,3,104,111,6,0,0,3,235,0,14,270,795,66,0,0,13,1156,0,22,377,905,72,0,0,13,1391,0,17,185,56,4,0,0,12,273,0,0,215,127,0,0,0,0,345,3,24,155,69,0,0,0,3,250,0,0,0,0,0,0,0,4,3,3,43,549,251,3,0,0,19,870,0,0,0,0,3,0,0,0,4,0,0,3,3,0,0,0,3,12,11,87,1056,3489,2224,563,104,115,7657
115011291,0,11,42,890,2899,997,186,46,5083,0,7,83,51,6,0,0,3,148,0,0,18,268,254,20,0,5,571,0,5,100,318,256,20,6,12,715,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,0,14,0,72,37,24,11,0,0,3,143,0,0,0,0,0,0,0,0,0,0,70,41,32,10,0,0,3,162,0,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,4,14,3,103,188,1239,3172,1022,190,61,5971
115011294,0,3,46,192,888,350,92,27,1589,0,0,141,87,0,0,0,5,236,0,0,4,80,35,3,0,3,126,0,0,147,174,35,3,0,11,361,0,9,42,35,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,9,47,37,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,229,404,920,353,92,36,2049
115011296,0,17,22,410,1883,934,196,37,3502,0,9,11,7,3,0,0,3,42,0,22,14,125,68,3,0,4,236,0,35,27,126,68,3,0,7,274,0,0,4,22,0,0,0,0,29,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,0,0,0,0,41,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,3,46,65,561,1956,945,196,45,3825
115011553,0,8,43,494,800,213,34,20,1614,0,0,3,19,0,0,0,3,27,3,0,71,220,15,3,0,3,320,3,3,75,243,19,3,0,8,347,0,0,38,38,0,0,0,0,78,0,15,207,76,0,0,0,12,309,0,40,129,56,0,0,0,6,232,0,0,0,0,0,0,0,0,3,0,58,374,165,0,0,0,18,619,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,66,494,902,828,213,33,45,2586
115011554,0,3,27,74,730,230,26,8,1099,3,75,85,48,3,0,0,11,224,0,0,20,70,10,3,0,3,110,3,75,106,114,15,3,0,17,331,3,101,54,0,0,0,0,13,173,5,97,41,0,0,0,0,21,161,0,13,32,7,0,0,0,3,56,0,0,0,0,0,0,0,0,0,13,209,127,13,0,0,0,29,393,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,17,287,263,210,740,234,26,53,1833
115011555,0,10,34,426,1841,630,134,42,3119,0,16,65,34,7,0,0,4,124,0,7,79,162,54,0,0,10,316,0,26,141,201,58,0,0,13,441,0,6,10,83,3,0,0,0,101,0,3,6,16,0,0,0,0,24,0,0,18,29,3,0,0,0,49,0,0,0,0,0,0,0,0,0,0,5,33,124,8,0,0,3,174,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,8,0,44,217,753,1907,628,131,60,3751
115011556,0,12,75,653,1127,373,80,30,2350,0,0,13,27,0,0,0,0,37,0,0,28,172,9,0,0,4,222,0,0,39,198,11,0,0,4,260,0,0,0,3,0,0,0,0,4,0,7,114,38,0,0,0,0,161,0,18,178,62,0,0,0,3,259,0,0,0,0,0,0,0,0,0,0,30,292,99,0,0,0,8,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,41,408,949,1139,383,80,45,3040
115011557,0,3,10,80,788,375,42,10,1305,0,0,0,5,0,0,0,0,10,0,0,4,109,61,0,0,3,176,0,0,3,114,63,0,0,3,183,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,16,197,854,375,42,14,1504
