SA2_MAINCODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
105011096,29,160,404,736,451,94,25,94,1995,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,44,54,5,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,3,11,0,0,0,0,3,0,0,0,3,0,48,54,4,3,0,0,5,116,11,62,47,33,10,0,0,26,190,6,9,20,25,10,6,3,6,91,52,279,525,796,482,104,30,138,2399
105021097,7,137,1295,3806,1129,172,39,201,6792,3,27,73,33,7,0,0,7,152,0,0,5,5,0,0,0,0,16,7,28,74,34,5,0,0,6,164,3,85,72,5,3,0,0,12,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,68,5,3,0,0,12,184,0,9,0,3,0,0,0,4,18,0,3,9,7,3,0,0,8,23,19,257,1450,3859,1144,175,41,233,7184
105021098,3,42,135,250,193,58,33,32,740,0,5,3,6,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,3,19,0,0,6,3,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,4,16,3,3,3,4,0,0,0,8,20,0,0,0,10,3,0,0,0,17,4,50,153,266,202,54,33,47,806
105031099,16,79,440,1310,720,142,32,83,2824,4,11,20,4,0,0,0,6,45,0,0,0,6,0,0,0,0,6,4,11,17,6,0,0,0,6,50,0,14,29,3,4,0,0,3,51,0,0,4,0,0,0,0,0,4,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,19,37,3,4,0,0,3,65,3,9,4,10,3,3,0,4,38,0,8,4,15,11,3,0,4,50,25,128,506,1349,739,149,36,104,3031
105031100,3,16,138,1204,1236,226,50,73,2939,0,24,320,66,18,0,0,10,440,0,3,20,3,0,0,0,3,31,0,29,340,71,18,0,0,8,464,3,40,48,0,0,0,0,10,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,48,0,0,0,0,10,102,3,7,0,0,0,0,0,0,13,0,0,5,4,0,0,0,0,11,7,95,526,1276,1253,228,50,88,3527
105031101,3,24,362,2271,1995,255,28,99,5048,0,26,234,95,14,0,0,11,387,0,0,10,15,0,0,0,0,24,0,26,240,107,14,0,0,12,405,10,175,479,51,3,0,0,39,757,0,4,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,178,485,51,3,0,0,39,774,3,4,9,3,0,0,0,0,19,0,3,14,9,4,0,5,4,34,19,239,1112,2449,2025,255,32,156,6283
105031102,0,16,167,1088,1130,136,17,58,2608,0,10,52,25,3,0,0,0,87,0,0,0,0,0,0,0,0,3,0,10,53,23,3,0,0,0,92,0,17,226,31,8,0,0,8,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,226,31,8,0,0,8,301,3,4,5,5,28,4,0,6,51,0,0,3,0,0,0,0,0,6,3,48,452,1152,1171,142,20,77,3063
105031103,4,41,134,638,695,206,56,33,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,3,0,3,3,0,0,9,7,44,135,638,698,210,56,40,1824
105031104,9,41,232,670,463,87,16,44,1566,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,22,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,3,0,0,0,0,43,0,0,0,0,0,0,0,0,9,0,3,0,4,0,3,0,0,16,8,65,262,685,463,92,19,42,1633
105031105,3,24,267,980,680,139,25,66,2185,0,3,11,8,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,11,8,0,0,0,0,30,0,34,36,8,3,0,0,3,84,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,37,35,12,3,0,0,6,90,0,0,3,0,0,0,0,4,10,0,0,3,5,3,0,0,3,22,7,68,324,1009,685,136,26,81,2346
105031106,7,57,364,1227,697,124,30,72,2573,0,13,50,12,3,0,0,3,81,0,0,0,0,0,0,0,0,0,0,13,50,12,3,0,0,3,81,0,15,14,7,0,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,7,0,0,0,5,39,7,13,35,87,57,20,6,17,239,0,0,3,11,5,0,0,0,20,9,105,465,1334,766,140,36,93,2954
106011107,4,34,245,1372,1282,195,49,74,3255,0,0,35,51,0,0,0,8,95,0,0,3,7,0,0,0,0,10,0,3,40,58,0,0,0,8,105,0,13,13,5,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,5,0,0,0,3,36,0,0,3,3,0,0,0,0,12,0,0,3,10,4,3,0,0,26,5,59,311,1451,1286,197,52,76,3437
106011108,8,89,1002,3455,1671,228,36,157,6643,3,64,405,243,4,3,0,67,779,0,50,31,21,6,0,0,7,102,3,112,431,259,9,3,0,72,887,0,66,44,17,0,0,0,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,46,17,0,0,0,7,135,0,3,10,7,0,0,0,3,22,0,5,13,8,0,0,0,4,29,12,268,1500,3743,1679,229,36,243,7717
106011109,13,93,362,1020,754,165,51,47,2498,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,8,4,3,0,0,0,0,20,0,0,3,11,13,0,0,8,40,15,105,371,1038,767,166,51,56,2562
106011110,14,74,426,1441,887,182,41,59,3133,0,7,12,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,23,0,8,17,9,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,9,0,0,0,0,39,3,19,8,6,3,0,0,0,43,0,3,3,5,8,0,0,3,22,15,111,472,1467,900,186,42,64,3257
106011111,6,79,860,2949,1389,215,37,142,5685,0,42,205,113,6,0,0,17,381,0,20,57,25,0,0,0,0,104,0,63,263,135,9,0,0,17,489,0,48,51,12,0,0,0,9,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,51,12,0,0,0,9,116,0,0,4,4,5,0,0,0,14,0,7,5,8,4,0,0,3,20,9,190,1180,3109,1410,217,40,170,6329
106011112,8,21,288,1986,1945,312,60,77,4691,3,21,117,202,18,3,0,14,378,0,20,98,54,5,0,0,3,182,3,35,220,262,25,3,0,17,558,4,48,133,60,3,0,0,12,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,133,60,3,0,0,12,262,11,29,4,4,0,0,0,3,57,0,7,10,8,0,0,3,5,32,24,135,655,2319,1977,312,62,113,5596
106011113,12,22,133,607,545,127,20,26,1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,8,0,0,3,3,7,0,0,0,17,16,27,136,615,554,131,23,28,1527
106021114,0,25,190,629,873,105,21,43,1884,0,22,51,34,9,0,0,0,116,0,11,28,6,8,0,0,0,54,0,33,79,37,17,0,0,3,171,0,9,14,9,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,23,31,9,3,0,0,4,70,5,16,13,11,5,0,0,0,57,0,20,98,13,5,0,0,13,147,14,111,412,693,901,107,25,60,2329
106021115,9,48,559,3815,3192,459,67,133,8289,0,60,484,376,30,0,0,29,979,3,75,147,86,3,0,0,4,314,3,134,633,455,28,0,0,39,1292,7,163,187,13,3,0,0,16,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,168,187,13,3,0,0,16,395,0,0,0,17,6,0,0,3,27,0,25,72,4,6,0,0,4,116,18,379,1448,4313,3236,460,70,194,10125
106021116,0,17,94,830,1156,242,38,31,2414,0,3,56,45,5,0,0,5,118,0,0,6,3,0,0,0,0,9,0,3,60,44,5,0,0,5,122,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,6,0,0,0,0,0,3,17,0,0,0,3,0,0,0,0,8,5,30,164,876,1166,242,42,38,2560
106021117,3,50,443,2897,3025,361,68,155,6997,3,43,290,209,23,0,0,16,584,0,61,42,12,4,0,0,4,127,3,98,333,225,22,0,0,25,713,0,55,53,11,0,0,0,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,53,11,0,0,0,3,120,0,0,0,3,3,0,0,0,7,0,0,3,6,3,0,0,85,91,9,204,822,3138,3059,365,71,263,7926
106021118,0,8,78,1102,1689,242,40,33,3189,0,5,61,21,0,0,0,0,86,0,0,15,0,0,0,0,0,15,0,5,78,25,0,0,0,4,104,0,6,4,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,3,15,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,15,5,23,154,1125,1700,242,40,34,3321
106031119,10,21,222,641,565,132,33,41,1652,0,7,19,44,4,0,0,0,73,0,0,15,93,22,0,0,0,133,0,7,32,139,27,0,0,3,209,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,19,61,34,0,0,0,8,131,3,0,10,4,3,0,0,3,26,13,48,329,815,601,127,33,48,2020
106031120,0,23,248,1224,712,95,16,57,2377,0,24,34,48,0,0,0,0,112,0,0,3,41,4,0,0,3,50,0,24,39,85,4,0,0,8,155,0,4,22,9,0,0,0,0,34,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,10,24,13,0,0,0,0,43,0,0,3,11,0,0,0,0,17,0,0,0,3,0,0,0,0,5,3,55,318,1330,718,95,16,71,2596
106031121,4,33,343,2114,2066,352,56,103,5068,3,59,550,401,27,0,0,52,1090,0,20,117,807,234,9,4,18,1207,3,79,666,1208,267,9,4,64,2292,0,72,111,58,8,5,0,10,266,0,17,82,58,3,0,0,4,165,0,7,194,103,8,3,0,8,328,0,0,0,0,0,0,0,0,3,0,92,389,224,20,5,0,20,757,6,15,19,16,5,3,0,4,65,0,9,13,11,7,5,0,5,58,12,229,1427,3568,2370,374,61,201,8241
106031122,3,24,243,2180,1279,165,30,83,4013,3,30,390,117,17,0,0,17,582,0,27,72,33,24,0,0,3,161,3,63,468,146,39,4,0,29,745,0,15,7,0,0,0,0,26,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,11,0,0,0,0,26,54,17,66,27,5,3,0,0,114,232,0,0,5,9,0,0,0,6,23,23,172,751,2340,1330,173,32,250,5063
106031123,4,23,93,513,775,222,46,21,1699,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,22,95,512,783,219,51,21,1711
106031124,0,26,323,839,600,68,6,58,1907,0,3,23,51,6,0,0,3,89,0,0,17,31,6,0,0,4,57,0,6,36,83,15,0,0,5,144,3,6,42,11,0,0,0,3,70,0,0,23,7,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,62,24,3,0,0,3,101,3,7,3,13,0,0,0,0,23,0,0,0,4,0,0,0,3,11,7,40,423,957,616,68,8,69,2192
106031125,8,49,321,1438,1913,339,58,96,4222,0,3,23,17,3,0,0,0,50,0,0,0,3,0,0,0,0,3,0,3,27,15,4,0,0,0,53,0,3,18,8,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,18,10,4,0,0,0,36,4,57,54,17,4,0,0,13,148,0,0,0,4,0,0,0,3,12,15,113,420,1486,1918,345,62,108,4468
106041126,5,23,254,1678,1527,210,33,80,3811,0,77,131,122,18,3,0,16,367,0,28,75,41,4,0,0,3,148,0,106,205,160,26,3,0,19,517,0,0,17,8,0,0,0,0,23,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,28,3,4,0,7,0,0,0,0,14,0,0,3,7,6,0,0,5,21,15,134,473,1863,1554,213,38,108,4395
106041127,5,22,123,523,427,100,17,26,1244,0,0,42,8,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,42,11,3,0,0,3,55,0,0,7,0,0,0,0,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,16,26,0,3,3,0,0,0,0,3,9,0,0,3,9,13,0,0,5,28,3,29,171,541,440,100,17,51,1368
106041128,0,24,231,801,680,120,25,45,1925,0,0,46,20,0,0,0,3,74,0,0,0,0,0,0,0,0,0,0,0,46,20,0,0,0,3,74,0,30,65,38,3,0,0,6,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,65,38,3,0,0,6,157,0,8,0,0,0,0,0,0,16,0,0,0,7,3,3,3,0,15,4,70,354,873,692,121,26,57,2189
106041129,5,64,345,1298,798,149,48,72,2774,0,3,10,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,16,0,27,44,14,3,0,0,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,44,14,3,0,0,3,88,5,7,31,4,0,0,0,3,61,0,5,11,10,5,5,0,0,38,15,102,440,1325,811,156,47,78,2977
107011131,11,36,417,4172,2119,383,85,155,7375,4,45,304,260,9,0,0,24,654,0,23,85,81,10,0,0,9,204,4,65,392,338,20,0,0,34,854,13,97,112,12,3,0,0,29,262,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,100,115,12,3,0,0,29,274,0,0,3,3,6,0,0,3,20,0,4,3,12,5,3,0,4,26,25,201,933,4538,2153,389,84,225,8554
107011132,4,12,28,885,1353,228,48,33,2592,0,0,10,73,0,0,0,0,87,0,0,0,3,0,0,0,0,3,0,0,10,78,0,0,0,0,90,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,12,43,963,1354,228,48,37,2685
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,3,33,326,2149,1569,393,65,77,4616,0,26,168,43,0,0,0,3,246,0,9,46,53,7,0,3,3,122,0,37,217,100,3,0,3,9,369,4,48,63,23,3,0,0,8,153,0,0,0,6,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,63,23,6,3,0,14,166,0,3,7,3,7,0,0,0,28,0,0,0,3,3,0,3,3,11,8,123,616,2278,1592,403,67,100,5181
107011545,13,44,536,2444,912,184,49,125,4298,0,4,39,13,5,0,0,7,63,0,5,31,54,12,3,0,3,104,0,8,63,63,10,3,0,7,166,21,107,113,52,7,3,0,22,328,0,4,15,12,3,3,0,0,29,0,0,0,0,0,0,0,0,0,0,7,6,7,3,0,0,0,21,23,122,131,66,9,7,0,23,388,0,0,5,3,0,0,0,0,6,0,5,7,5,0,0,0,0,21,30,179,743,2585,934,192,51,157,4884
107011546,4,29,438,1410,504,105,15,70,2577,4,40,45,19,6,0,0,4,120,0,11,52,147,19,0,0,6,241,4,53,102,170,28,0,0,15,362,7,89,205,78,11,4,3,27,424,9,53,122,32,0,0,0,18,226,0,31,7,0,0,0,0,0,37,0,0,0,3,0,0,0,0,3,14,172,341,115,11,4,3,43,695,0,0,6,7,0,5,0,0,17,0,3,0,3,0,0,0,0,5,22,255,881,1695,545,112,19,126,3660
107011547,9,102,299,595,259,58,9,33,1360,0,79,142,42,0,0,0,7,277,0,0,20,19,0,0,0,3,52,0,82,165,59,0,0,0,11,325,0,28,34,15,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,15,0,0,0,0,87,3,12,11,3,0,0,0,15,44,0,0,0,3,3,0,0,0,15,7,228,517,672,262,60,6,65,1820
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
107031136,3,12,99,1607,1814,337,74,46,4000,0,3,154,171,11,0,0,11,349,0,0,19,129,24,0,0,6,180,0,4,173,302,37,0,0,12,528,0,0,10,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,10,3,0,0,0,0,14,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,14,5,21,287,1911,1855,336,79,66,4562
107031137,3,11,79,1175,476,114,17,45,1911,0,25,151,109,0,0,0,13,299,0,0,71,53,3,0,0,4,130,0,29,224,164,5,0,0,16,429,0,4,16,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,3,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,46,3,0,0,0,3,57,3,41,365,1342,479,117,17,63,2424
107031138,0,15,135,774,697,173,41,27,1855,0,0,69,72,0,0,0,0,148,0,13,159,305,32,3,0,3,519,0,12,221,382,37,4,0,8,663,4,14,121,42,7,0,3,5,198,0,3,40,25,0,0,0,7,73,6,65,90,25,0,0,0,10,191,0,0,0,0,0,0,0,0,0,9,79,246,84,7,0,3,21,457,4,5,10,14,3,0,0,0,32,0,8,3,5,0,0,0,4,15,19,115,622,1255,749,173,42,53,3027
107031139,0,7,90,799,756,162,15,23,1843,0,0,9,31,3,0,0,0,44,0,0,25,45,4,0,0,0,84,0,0,34,79,8,0,0,0,128,0,0,25,12,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,147,888,765,164,18,24,2018
107031140,4,35,176,969,860,209,47,39,2333,0,0,14,25,7,0,0,0,43,0,0,17,29,4,0,0,0,50,0,0,28,51,13,3,0,0,98,0,33,79,20,0,0,0,5,142,0,0,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,86,25,0,0,0,5,152,3,3,7,0,0,0,0,0,19,0,4,4,4,4,0,18,5,44,4,80,307,1044,880,212,63,53,2639
107031141,0,12,109,1144,2439,455,51,50,4260,0,0,113,179,9,0,0,9,311,0,50,145,334,78,10,0,13,634,0,54,260,509,90,11,0,28,943,0,18,74,46,11,0,0,3,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,72,46,11,0,0,3,155,4,35,25,6,4,0,0,3,75,0,0,3,7,8,0,0,0,15,7,115,469,1716,2545,463,55,81,5450
107031142,0,23,170,1353,962,209,35,61,2817,0,17,206,165,11,0,0,10,409,0,28,60,139,14,0,0,9,247,0,44,271,301,22,0,0,23,658,0,20,30,4,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,5,0,0,0,0,64,0,0,8,5,0,0,0,0,9,0,3,0,4,3,0,0,0,8,0,93,479,1666,987,212,35,83,3563
107031143,8,34,303,3765,1405,244,41,145,5955,6,30,179,59,0,0,0,12,290,0,46,232,125,15,3,0,18,453,12,77,411,184,15,3,0,34,737,3,113,425,97,12,0,0,26,677,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,113,432,97,12,0,0,26,680,7,63,147,10,3,0,0,26,258,0,4,4,5,3,0,0,3,17,26,295,1299,4070,1434,252,43,234,7649
107041144,5,34,653,2473,1566,420,86,122,5359,11,106,324,229,13,3,0,17,707,0,121,363,352,31,0,3,33,914,13,230,691,579,50,6,4,54,1621,3,62,235,36,7,0,0,11,358,0,5,52,5,0,0,0,0,62,3,74,199,61,0,0,0,3,344,0,0,0,0,0,0,0,0,4,8,145,487,105,3,0,0,18,765,0,9,21,17,8,0,0,0,57,0,0,6,6,0,0,3,0,18,21,422,1858,3177,1626,431,94,195,7822
107041145,0,25,395,1855,908,203,38,70,3492,3,69,432,219,26,6,0,18,768,4,90,385,499,39,0,0,34,1048,6,157,810,724,60,3,3,53,1814,0,76,308,56,10,0,0,21,476,0,12,189,21,0,0,0,4,226,0,0,45,3,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,94,542,80,10,0,0,25,754,4,7,14,15,3,0,0,0,45,0,0,8,3,3,0,0,0,13,18,285,1760,2669,982,210,38,148,6117
