SA2_MAINCODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
113011258,8,3,16,16,61,12,122,0,0,0,0,22,0,26,3,7,37,12,191,24,283,4,0,4,11,61,0,78,0,0,0,3,149,6,160,0,0,0,3,33,8,47,0,0,3,3,36,0,47,0,0,0,5,24,4,33,0,0,0,0,46,7,61,0,0,3,0,8,0,11,0,0,0,6,4,0,11,0,0,0,3,7,0,9,3,0,16,8,17,0,42,0,0,0,0,18,3,21,8,0,18,20,41,7,92,6,5,55,9,25,9,109,7,3,20,9,16,0,47,0,0,0,0,3,0,3,0,0,7,5,61,4,76,3,0,3,4,43,6,59,36,26,195,124,872,90,1335,0,0,9,7,18,3,40,0,0,0,0,3,3,9,3,0,24,17,53,9,108,0,0,6,3,13,0,21,0,0,0,6,8,0,15,0,0,4,3,15,4,24,0,0,10,16,47,15,86,0,0,4,0
113011259,3,0,13,11,119,18,167,0,0,0,0,3,0,3,0,3,4,6,68,5,91,0,0,0,0,13,0,15,0,0,3,3,80,9,94,0,0,0,3,16,3,24,0,0,0,3,16,5,23,0,0,4,0,15,0,23,0,0,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,5,0,15,0,0,0,0,11,0,8,3,7,17,15,33,3,71,0,3,12,3,3,0,27,0,0,10,8,12,0,23,0,0,0,0,3,0,9,0,0,0,3,26,0,31,0,0,0,4,17,12,29,13,14,70,68,460,60,687,3,0,18,10,27,13,72,0,0,0,0,0,0,0,0,0,8,9,16,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,8,0,12,0,0,3,7,32,3,41,0,0,3,3
113021260,0,0,24,19,81,15,140,0,0,0,0,0,0,0,0,0,3,6,61,3,81,0,0,4,4,22,0,35,0,0,0,0,28,3,33,0,0,0,0,0,0,3,0,0,5,0,4,0,11,0,0,0,0,3,0,11,0,0,0,0,19,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,8,0,12,0,0,9,3,26,9,44,0,0,7,0,3,0,12,0,0,0,4,0,0,12,0,0,0,0,4,0,6,0,0,0,0,11,0,11,0,0,0,0,13,0,17,8,6,63,51,288,34,451,0,0,24,15,21,12,73,0,0,0,0,0,0,0,0,0,0,4,15,0,14,0,0,0,0,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,15,6,22,0,0,3,3
113021261,0,0,16,3,48,5,67,0,0,0,0,4,0,7,9,3,29,18,144,10,217,0,0,5,5,31,0,47,0,0,0,6,92,7,105,0,0,0,0,3,3,5,0,0,3,5,33,3,43,0,0,0,0,14,0,21,0,0,0,0,26,3,30,0,0,0,0,5,0,5,0,0,0,0,3,0,4,0,0,0,3,4,0,4,0,0,9,4,5,0,16,0,0,3,0,8,0,14,0,0,18,14,20,0,51,5,3,24,0,0,0,31,3,0,9,4,12,0,28,0,0,3,0,0,0,8,0,0,0,0,32,4,37,0,0,0,0,30,10,46,22,14,115,72,519,54,788,0,0,9,0,5,0,23,0,0,0,0,0,0,0,0,0,3,8,18,0,37,0,0,4,0,0,0,9,0,0,0,0,13,0,22,0,0,0,0,4,0,5,0,0,8,3,42,14,67,0,0,3,10
113021262,3,3,36,20,84,12,161,0,0,0,0,0,0,4,0,0,9,9,91,6,111,0,0,4,13,26,0,41,0,0,0,6,63,4,74,0,0,0,0,3,0,4,0,0,0,0,11,0,20,0,0,3,3,7,0,19,0,0,0,0,29,3,42,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,20,0,0,0,3,11,0,20,3,0,3,10,15,3,29,5,0,11,5,3,0,27,0,0,3,9,0,0,16,0,0,0,0,5,0,12,0,0,0,0,25,4,32,0,0,6,4,22,12,36,17,11,94,76,416,41,660,4,3,25,20,25,4,91,0,0,0,0,0,0,0,0,0,3,6,7,0,14,0,0,0,0,3,0,3,0,0,3,0,4,0,10,0,0,0,0,3,3,5,0,0,7,4,22,4,41,0,0,3,8
113031263,0,6,25,28,75,9,147,0,0,0,0,10,0,10,0,0,3,8,94,6,113,0,0,0,3,25,0,29,0,0,0,0,92,3,94,0,0,3,3,13,3,23,3,0,3,8,40,8,60,0,0,3,0,12,0,20,0,0,0,5,69,5,83,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,3,4,3,6,3,0,14,7,13,5,37,0,0,0,0,7,3,14,0,0,11,25,19,3,62,3,9,24,7,9,0,50,4,0,6,11,12,0,32,0,0,0,0,5,0,5,0,0,0,5,32,0,39,0,0,0,4,14,9,30,16,15,104,116,548,62,867,0,0,12,12,19,6,49,0,0,0,0,0,0,0,0,0,7,3,21,0,32,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,4,3,4,4,17,0,0,4,13,38,11,68,0,0,0,5
113031264,0,0,20,17,67,9,115,0,0,0,0,3,0,3,0,0,0,5,60,10,70,0,0,0,4,4,0,8,0,0,3,0,57,6,62,0,0,0,0,4,0,6,0,0,3,3,10,0,15,0,0,3,0,13,0,17,0,0,0,0,15,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,0,0,0,3,0,9,0,0,3,10,19,0,31,0,0,13,3,0,0,19,0,0,8,0,0,0,9,0,0,0,0,3,0,6,0,0,0,0,17,0,19,0,0,0,3,15,10,32,8,3,60,50,299,42,464,3,0,11,12,12,3,46,0,0,0,0,0,0,0,0,0,3,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,0,8,0,0,3,4,14,3,24,0,0,8,5
113031265,0,4,29,22,88,9,146,0,0,0,0,5,0,3,0,0,10,3,62,10,88,0,0,0,0,7,0,9,0,0,4,3,82,0,89,0,0,3,0,15,0,18,0,0,0,3,9,3,20,0,0,0,3,13,3,19,0,0,4,10,56,10,78,0,0,0,0,4,0,4,0,0,0,3,0,0,5,0,0,0,0,5,0,6,0,3,17,0,11,0,24,0,0,0,0,9,0,7,0,0,18,15,58,5,99,4,3,8,0,4,3,23,0,0,4,3,7,0,19,0,0,0,0,4,0,4,0,0,0,3,31,0,41,0,0,3,3,11,3,18,7,11,100,70,478,49,718,3,0,20,12,23,5,68,0,0,0,0,0,0,0,0,0,3,3,15,6,28,0,0,0,0,0,0,0,0,0,0,3,11,0,14,0,0,0,0,4,0,7,0,0,9,3,30,4,48,0,0,3,3
113031266,0,3,20,9,160,14,204,0,0,0,0,14,0,15,0,0,10,0,33,3,41,0,0,5,5,27,0,40,0,0,0,3,82,3,93,0,0,7,4,23,0,34,0,0,8,0,35,0,41,0,0,0,6,19,3,27,0,0,0,4,31,3,40,0,0,3,0,0,0,3,0,0,0,6,0,0,4,0,0,0,0,3,0,3,0,3,15,11,5,4,35,0,0,0,0,4,0,8,0,3,11,11,27,0,56,3,4,30,4,9,0,47,0,0,14,6,6,0,32,0,0,0,0,6,0,10,0,0,5,4,39,0,50,0,0,0,3,27,4,44,11,15,124,77,557,41,817,0,3,21,18,31,3,82,0,0,0,0,0,0,0,0,0,3,0,0,4,11,0,0,0,0,3,0,3,0,0,0,3,0,0,4,0,0,3,3,7,0,15,3,0,6,5,38,3,62,0,0,0,5
113031267,3,0,15,15,33,7,65,0,0,0,0,13,0,10,8,3,53,21,177,17,271,3,0,3,8,44,0,65,0,3,16,16,424,7,464,0,0,8,14,70,7,108,3,0,29,18,120,13,182,0,0,8,16,64,5,88,0,0,14,28,124,7,179,0,0,12,3,17,0,36,0,0,15,24,3,0,47,0,0,7,3,16,3,32,15,12,77,20,31,3,160,0,0,7,5,40,3,56,25,9,72,69,119,6,301,67,24,97,22,37,0,244,37,13,81,31,40,9,206,0,0,3,4,13,0,16,5,0,10,3,108,3,132,0,0,10,5,66,14,93,165,76,530,325,1556,99,2755,0,0,9,9,3,0,29,0,0,0,0,0,0,0,0,4,22,17,29,9,77,0,0,0,3,9,0,11,0,3,9,14,34,6,63,0,0,7,10,11,0,24,0,6,28,38,123,19,204,4,0,10,26
113031268,3,0,8,4,13,0,35,0,0,0,0,3,0,3,0,0,8,4,39,8,65,0,0,0,0,9,0,9,0,0,7,3,99,7,113,0,0,5,3,16,4,32,0,0,10,10,27,3,48,0,0,3,0,15,0,22,0,0,4,0,26,3,35,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,4,0,10,8,3,18,4,5,0,36,0,0,0,3,6,0,11,7,4,23,30,21,0,86,36,6,37,7,12,0,99,4,3,24,3,5,0,44,0,0,0,0,3,0,6,0,0,5,3,27,0,33,0,0,0,3,21,3,25,69,17,165,76,367,31,722,0,0,3,3,5,0,16,0,0,0,0,0,0,0,0,0,7,0,3,0,15,0,0,0,0,0,0,3,0,0,6,4,3,0,8,0,0,0,6,6,0,10,0,0,8,7,28,0,47,0,0,5,7
113031269,0,0,23,13,36,3,75,0,0,0,0,7,0,15,0,0,42,31,208,18,304,0,0,0,11,65,0,89,0,0,15,14,461,7,496,0,0,10,10,87,3,109,0,0,36,24,158,5,222,0,0,22,18,69,5,117,3,3,8,17,108,9,153,0,0,6,6,31,0,50,4,3,13,24,18,0,63,0,0,10,4,10,0,26,9,4,52,25,25,3,117,0,0,12,7,48,0,70,29,17,73,100,200,14,420,64,17,115,30,47,4,283,30,15,76,34,73,3,231,0,0,9,3,13,0,21,3,0,14,11,177,3,200,0,0,15,10,82,16,119,155,69,548,381,1920,108,3173,3,0,4,3,9,3,22,0,0,0,0,0,0,0,0,0,17,11,38,4,68,0,0,0,0,10,0,12,0,0,3,8,28,4,48,0,0,8,3,15,3,30,3,4,44,35,140,20,251,3,0,20,24
113031270,4,0,5,4,18,3,35,0,0,3,0,3,0,8,6,0,28,22,109,13,172,0,0,0,4,12,0,23,3,0,10,6,221,3,248,0,0,10,0,35,3,51,3,0,17,9,76,8,114,6,0,14,11,63,3,100,6,0,3,3,55,8,73,3,3,6,0,10,0,28,0,0,16,7,9,0,29,0,0,5,5,8,3,23,9,5,63,9,20,0,109,0,0,7,4,15,3,27,26,17,62,45,145,4,300,37,13,57,17,27,4,153,40,11,92,29,30,3,208,3,0,3,6,13,0,17,8,0,4,3,69,0,82,3,0,9,8,48,5,76,156,51,414,193,990,71,1876,0,0,3,5,8,0,15,0,0,0,0,0,0,0,0,0,10,6,17,3,38,0,0,0,0,0,0,0,0,0,3,0,15,0,21,0,0,14,3,11,0,26,0,0,29,12,70,9,120,9,3,27,16
113031271,9,9,80,94,335,35,552,0,0,0,0,10,0,11,0,0,11,16,135,10,174,0,0,3,7,33,3,46,3,0,4,6,249,11,278,4,0,11,4,68,3,92,0,0,3,3,91,4,107,0,0,8,3,28,3,42,0,0,10,18,97,8,133,0,0,0,0,8,0,13,0,0,5,3,4,0,19,0,0,3,3,8,3,12,3,3,25,13,11,0,63,0,0,3,0,28,0,34,13,11,53,58,183,5,318,22,10,42,14,33,0,117,5,3,29,21,31,3,83,3,0,3,3,14,0,22,4,0,4,8,107,5,124,4,0,4,3,62,9,89,69,32,298,280,1535,107,2333,4,11,57,58,85,23,240,0,0,0,0,0,0,0,0,0,3,9,14,0,28,0,0,0,3,0,0,4,0,0,3,9,16,4,36,0,0,3,3,17,0,27,0,0,29,21,85,14,149,0,0,16,20
114011272,4,0,15,6,33,7,63,0,0,0,3,10,0,17,4,0,11,19,62,0,89,0,0,3,4,20,0,25,9,0,24,17,237,9,291,4,0,7,3,10,0,21,3,0,11,6,36,5,57,3,3,8,16,37,3,75,0,0,5,8,12,0,29,0,0,6,3,3,0,18,6,0,12,3,3,0,35,0,0,3,3,12,3,22,11,4,50,17,14,3,100,0,3,4,6,29,7,46,11,9,26,26,45,3,120,11,9,49,7,18,0,89,16,3,46,16,14,3,90,0,0,6,3,14,0,19,4,0,6,0,36,3,47,3,0,10,4,20,4,39,91,31,300,172,659,48,1298,3,5,5,10,11,0,34,0,0,0,0,0,0,0,0,0,9,6,9,0,27,0,0,0,4,3,0,8,3,0,3,11,13,3,29,0,0,0,3,4,0,12,6,0,18,15,21,12,78,5,0,21,22
114011273,0,0,0,0,5,0,7,0,0,0,0,3,0,3,0,0,3,3,20,3,23,0,0,0,3,9,0,10,0,0,12,12,107,0,127,0,0,0,0,3,0,9,0,0,4,0,21,3,26,0,0,0,0,9,0,11,0,0,0,3,3,0,3,0,0,0,4,3,0,3,0,0,3,0,0,0,4,0,0,0,0,7,0,13,0,5,12,6,3,4,25,0,0,0,0,19,0,17,4,0,11,28,43,0,83,0,3,8,0,5,0,20,0,0,7,7,5,0,25,0,0,0,3,0,0,6,0,0,0,0,16,0,19,0,0,0,3,9,11,21,11,10,60,70,285,20,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,4,0,0,3,0,5,0,7,0,0,0,0,3,0,5,0,0,3,6,21,0,36,3,0,3,3
114011274,0,0,4,6,22,0,37,0,0,0,0,5,0,6,0,0,3,7,49,7,66,0,0,0,0,15,0,16,0,0,3,9,135,4,154,0,0,0,0,7,0,9,0,0,3,3,23,0,34,0,0,0,3,20,0,25,0,0,5,3,14,3,25,0,0,0,3,4,0,5,0,0,3,4,0,0,10,0,0,0,0,0,0,5,9,0,4,7,4,0,26,0,0,0,3,17,3,23,3,4,9,20,29,3,67,8,8,13,9,5,0,40,0,0,11,6,15,3,31,0,0,3,0,3,0,9,0,0,0,0,16,5,23,3,0,0,3,25,3,39,22,12,71,83,408,35,634,0,0,3,8,9,3,20,0,0,0,0,0,0,0,0,0,0,6,9,0,17,0,0,0,0,0,0,0,0,0,0,4,5,0,6,0,0,0,0,0,0,0,0,0,3,4,25,3,35,0,0,3,7
114011275,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011276,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,28,3,37,0,0,0,3,0,0,5,0,0,15,3,115,7,136,0,0,0,0,4,0,8,0,0,0,4,15,0,22,0,0,3,8,17,4,33,0,0,3,3,18,0,24,0,0,6,0,3,0,10,0,0,3,0,0,0,7,0,0,3,3,4,0,11,7,3,21,8,7,0,54,0,0,3,0,13,0,18,21,11,39,40,49,0,158,10,7,25,8,8,0,54,8,0,11,4,17,0,37,0,0,3,0,5,0,6,0,0,4,3,11,0,18,0,0,0,0,10,3,15,54,20,145,96,305,29,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,4,0,5,0,14,0,0,0,0,0,0,0,0,0,10,8,19,3,43,3,0,6,7
114011277,0,0,9,5,27,3,41,0,0,0,5,14,0,23,6,0,25,33,154,3,222,0,0,6,11,31,4,49,6,3,14,23,297,13,355,0,0,4,8,26,5,42,0,0,12,19,81,5,119,6,0,14,18,57,8,100,0,3,3,16,67,10,95,4,0,3,11,9,0,21,3,0,3,12,3,3,22,0,0,3,6,16,0,27,11,3,42,26,26,3,116,0,0,4,0,60,0,64,19,13,83,127,156,9,409,16,15,63,9,29,4,133,32,12,62,29,58,7,207,0,0,4,4,19,0,27,3,0,5,7,75,0,89,4,0,4,3,59,17,85,107,55,368,364,1261,88,2253,0,0,3,3,8,4,19,0,0,0,0,0,0,0,3,0,11,12,15,3,47,0,0,0,3,3,0,6,0,0,6,11,23,5,41,0,0,0,3,4,0,7,3,7,34,39,95,17,200,4,3,16,28
114011278,3,0,3,7,24,0,39,0,0,0,5,15,0,25,0,0,10,16,174,10,215,0,0,0,10,27,3,40,0,0,12,17,300,9,345,0,0,3,3,20,0,29,0,0,15,10,127,6,168,0,0,19,18,78,13,124,0,0,9,16,77,14,114,0,0,4,0,4,0,9,0,0,8,4,10,0,25,0,0,7,4,17,0,23,9,3,37,23,20,0,90,0,0,3,4,47,5,64,24,7,58,158,345,15,604,10,9,23,6,21,0,68,21,4,53,32,69,5,189,0,0,0,3,11,0,20,0,0,8,14,131,0,151,3,0,5,9,64,21,99,77,28,279,359,1585,109,2430,0,0,0,5,14,0,19,0,0,0,0,0,0,0,0,0,5,6,20,0,41,0,0,0,0,9,0,11,0,0,0,5,22,0,29,0,0,0,3,0,0,6,3,3,30,43,124,25,219,3,0,19,29
114011279,0,0,0,0,4,0,5,0,0,0,0,7,0,10,0,0,3,7,78,0,92,0,0,0,3,21,0,29,0,0,3,19,309,4,339,0,0,0,3,16,0,22,0,0,7,10,85,8,107,0,0,3,8,50,3,59,3,0,7,4,55,7,75,0,0,0,3,5,0,12,0,0,3,3,3,0,10,0,0,0,0,14,0,19,3,4,12,10,17,6,52,0,0,3,3,53,0,61,11,3,16,67,124,3,225,10,3,22,8,10,0,49,8,0,15,25,47,3,100,0,0,0,4,15,0,17,0,0,3,7,52,6,70,4,0,4,3,52,14,83,39,19,112,192,1015,62,1439,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,7,17,0,21,0,0,0,0,3,0,3,0,0,0,12,15,3,33,0,0,0,0,5,0,10,0,3,6,30,68,3,116,0,3,6,15
114011280,0,0,0,0,3,0,3,0,0,0,0,4,0,6,0,0,0,0,24,0,23,0,0,0,0,14,0,18,0,0,3,4,121,5,135,0,0,0,0,8,0,11,0,0,7,4,17,0,28,0,0,0,3,31,0,43,0,0,0,3,7,0,13,0,0,3,0,4,0,8,0,0,0,0,0,0,3,0,0,0,0,10,0,10,0,0,3,3,7,0,19,3,0,0,3,19,0,25,0,0,3,13,29,0,43,0,0,5,0,0,0,10,4,0,6,3,18,0,24,0,0,0,0,4,0,11,0,0,0,0,11,0,15,0,0,0,0,9,5,17,12,7,38,39,346,17,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,7,0,0,9,20,0,39,0,0,5,6
114011281,3,0,3,0,7,0,14,0,0,0,0,4,0,4,0,0,7,3,39,0,50,0,0,0,3,11,0,15,0,0,4,5,111,3,124,0,0,0,3,9,0,16,0,0,3,4,36,0,48,0,0,3,6,10,5,20,0,0,7,0,9,0,17,0,0,0,3,7,0,9,0,0,0,3,4,0,6,0,0,0,4,3,0,10,0,0,6,5,13,0,36,0,0,0,3,9,3,20,5,5,9,28,34,3,78,7,3,11,3,9,0,35,3,0,10,4,16,0,38,3,0,4,0,3,0,7,0,0,0,0,36,0,40,0,0,3,0,18,5,25,21,10,74,83,399,25,613,0,3,0,3,4,0,11,0,0,0,0,0,0,0,0,0,0,3,10,4,17,0,0,0,0,0,0,0,0,0,4,0,4,0,8,0,0,0,0,5,0,3,0,0,0,3,22,3,28,0,0,6,5
114011282,0,0,4,5,27,3,42,0,0,0,0,13,0,14,0,0,4,7,77,0,87,0,0,0,0,28,3,27,0,0,15,15,366,5,406,0,0,0,0,20,5,24,3,0,10,15,108,13,150,7,0,15,19,107,11,158,0,0,0,6,59,3,70,0,0,0,3,15,0,15,0,4,3,3,3,0,14,0,0,3,7,16,3,32,6,7,41,16,20,3,95,0,0,6,9,55,3,74,10,4,27,35,63,8,138,21,16,56,5,17,6,122,7,4,49,17,18,3,101,0,0,3,0,21,4,28,0,0,3,3,84,4,96,0,0,3,7,51,11,73,65,43,257,181,1160,81,1787,0,0,3,3,3,0,13,0,0,0,0,0,0,0,0,0,4,3,12,0,26,0,0,0,0,0,0,0,0,0,11,8,12,0,28,0,0,3,3,7,0,12,3,3,23,34,90,16,162,3,0,30,45
114011283,0,0,3,7,26,3,39,0,0,0,0,3,0,3,3,0,3,3,23,0,37,0,0,0,0,18,0,17,0,3,9,8,164,3,185,0,0,0,0,8,0,8,0,0,4,7,36,3,51,0,0,4,11,30,4,46,0,0,0,6,14,5,31,0,0,3,3,0,0,10,0,0,3,0,0,0,8,0,0,0,0,5,0,9,12,6,14,7,6,3,46,0,0,0,0,17,0,19,3,0,16,14,24,3,58,7,0,13,0,9,0,29,3,0,8,9,8,0,29,0,0,0,0,7,3,11,0,0,0,0,26,0,28,0,0,3,3,26,5,36,37,17,84,77,457,32,700,0,0,0,3,9,0,17,0,0,0,0,0,0,0,0,0,3,3,4,3,15,0,0,0,0,0,0,0,0,0,4,3,5,7,16,0,0,0,3,3,0,5,0,3,3,11,36,3,59,0,0,5,22
114021284,3,0,8,11,10,3,36,3,0,7,7,14,0,28,16,0,40,20,75,3,157,0,0,3,0,11,0,11,9,4,14,22,186,3,235,6,0,17,16,22,0,59,10,7,25,10,40,3,100,0,0,30,22,34,3,87,6,3,17,25,43,6,98,3,0,9,8,4,5,29,19,6,35,17,10,0,83,4,3,13,16,15,3,54,34,5,117,35,25,11,230,0,0,8,12,27,0,44,13,0,29,23,26,4,93,46,16,55,10,15,4,155,37,10,53,21,14,3,145,3,3,10,5,9,0,33,7,0,12,9,48,0,74,8,3,16,16,45,9,91,233,68,510,290,676,60,1831,0,0,0,0,3,0,11,0,0,0,0,0,0,4,0,0,16,14,11,4,48,0,0,0,4,0,0,4,0,0,9,12,16,3,42,3,0,7,8,15,0,32,3,4,29,31,55,10,127,3,4,26,34
114021285,0,0,3,0,11,0,13,3,0,0,3,16,0,24,0,0,9,11,101,5,134,0,0,0,0,16,0,16,0,0,3,9,183,12,204,0,0,3,4,19,0,31,0,0,3,5,57,4,74,0,0,5,3,18,4,26,0,0,3,3,63,0,77,0,0,3,0,0,0,8,0,0,0,6,5,0,12,0,0,0,3,7,0,10,3,3,7,7,16,4,41,0,0,0,7,20,3,34,7,0,9,22,31,0,72,7,8,8,4,11,3,41,0,0,7,6,12,3,31,0,0,3,0,6,0,5,0,0,0,0,47,0,53,3,0,4,3,43,3,67,31,13,82,110,693,44,975,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,3,7,20,0,40,0,0,0,0,0,0,0,0,0,0,4,10,3,21,3,0,3,3,12,0,19,0,5,3,12,45,3,69,0,3,3,12
