SA2_MAINCODE_2016,M_AgriForestFish_0,M_AgriForestFish_1_15,M_AgriForestFish_16_24,M_AgriForestFish_25_34,M_AgriForestFish_35_39,M_AgriForestFish_40,M_AgriForestFish_41_48,M_AgriForestFish_49over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_15,M_Min_16_24,M_Min_25_34,M_Min_35_39,M_Min_40,M_Min_41_48,M_Min_49over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_15,M_Mnfg_16_24,M_Mnfg_25_34,M_Mnfg_35_39,M_Mnfg_40,M_Mnfg_41_48,M_Mnfg_49over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_15,M_EGW_WS_16_24,M_EGW_WS_25_34,M_EGW_WS_35_39,M_EGW_WS_40,M_EGW_WS_41_48,M_EGW_WS_49over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_15,M_Cnstn_16_24,M_Cnstn_25_34,M_Cnstn_35_39,M_Cnstn_40,M_Cnstn_41_48,M_Cnstn_49over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_15,M_WTrade_16_24,M_WTrade_25_34,M_WTrade_35_39,M_WTrade_40,M_WTrade_41_48,M_WTrade_49over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_15,M_RTrade_16_24,M_RTrade_25_34,M_RTrade_35_39,M_RTrade_40,M_RTrade_41_48,M_RTrade_49over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_15,M_AccomFoodS_16_24,M_AccomFoodS_25_34,M_AccomFoodS_35_39,M_AccomFoodS_40,M_AccomFoodS_41_48,M_AccomFoodS_49over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_15,M_TransPostWhse_16_24,M_TransPostWhse_25_34,M_TransPostWhse_35_39,M_TransPostWhse_40,M_TransPostWhse_41_48,M_TransPostWhse_49over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_15,M_InfoMedTelecom_16_24,M_InfoMedTelecom_25_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40,M_InfoMedTelecom_41_48,M_InfoMedTelecom_49over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_15,M_FinInsurS_16_24,M_FinInsurS_25_34,M_FinInsurS_35_39,M_FinInsurS_40,M_FinInsurS_41_48,M_FinInsurS_49over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_15,M_RentHirREserv_16_24,M_RentHirREserv_25_34,M_RentHirREserv_35_39,M_RentHirREserv_40,M_RentHirREserv_41_48,M_RentHirREserv_49over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_15,M_ProScieTechServ_16_24,M_ProScieTechServ_25_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40,M_ProScieTechServ_41_48,M_ProScieTechServ_49over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_15,M_AdminSupServ_16_24,M_AdminSupServ_25_34,M_AdminSupServ_35_39,M_AdminSupServ_40,M_AdminSupServ_41_48,M_AdminSupServ_49over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_15,M_PubAdmiSafety_16_24,M_PubAdmiSafety_25_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40,M_PubAdmiSafety_41_48,M_PubAdmiSafety_49over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_15,M_EducTrain_16_24,M_EducTrain_25_34,M_EducTrain_35_39,M_EducTrain_40,M_EducTrain_41_48,M_EducTrain_49over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_15,M_HealthCareSocA_16_24,M_HealthCareSocA_25_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40,M_HealthCareSocA_41_48,M_HealthCareSocA_49over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_15,M_ArtRecServ_16_24,M_ArtRecServ_25_34,M_ArtRecServ_35_39,M_ArtRecServ_40,M_ArtRecServ_41_48,M_ArtRecServ_49over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_15,M_OthServ_16_24,M_OthServ_25_34,M_OthServ_35_39,M_OthServ_40,M_OthServ_41_48,M_OthServ_49over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot
118021565,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,3,6,5,7,22,40,14,27,0,122,0,0,0,0,4,12,3,7,0,27,8,16,31,19,33,94,39,92,4,339,0,7,6,4,13,18,11,24,0,85,11,37,46,32,42,39,12,31,5,256,10,76,73,21,37,41,20,31,3,310,6,13,11,15,41,51,22,31,0,189,3,9,7,3,17,28,20,32,0,123,3,8,5,11,34,77,31,39,0,200,0,4,6,3,15,23,7,25,3,83,7,26,25,21,60,116,51,110,3,411,3,20,25,26,20,30,11,7,3,138,3,9,5,4,38,42,20,18,0,149,12,90,23,25,90,66,13,46,4,355,3,26,23,25,53,47,14,28,5,231,0,14,7,11,9,19,4,5,0,80,0,10,13,9,17,21,13,27,0,96,0,17,22,4,22,36,9,16,33,167
118021566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,5,3,0,10,20,7,30,0,76,0,0,0,0,3,4,6,4,0,14,10,10,16,16,32,106,34,104,4,330,0,3,3,0,22,28,13,36,0,100,3,26,24,19,18,30,14,37,0,178,0,15,23,11,17,14,14,31,0,129,3,4,9,9,23,50,18,34,3,151,3,3,3,3,14,23,6,19,0,82,4,5,6,5,33,52,30,63,0,205,0,3,5,6,3,11,6,20,0,59,3,12,14,18,44,92,37,106,3,334,0,11,9,4,15,19,7,15,0,81,7,6,8,9,27,46,23,26,0,147,4,32,8,9,31,33,20,24,3,164,3,14,16,20,42,33,22,31,0,188,3,6,5,9,5,14,9,10,0,64,0,7,3,9,10,23,18,13,0,76,3,3,7,8,15,20,8,20,18,102
118021567,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,8,3,0,5,3,15,37,15,24,0,104,0,0,0,0,6,4,6,4,0,23,13,10,23,28,39,113,43,100,3,367,3,0,4,3,13,19,8,25,0,73,3,28,17,14,23,26,13,14,3,146,4,20,22,18,25,15,14,33,0,149,10,9,6,13,30,52,20,39,0,189,3,0,3,6,13,21,9,30,0,94,3,0,0,9,25,50,20,50,0,149,0,6,0,5,7,19,0,12,0,48,3,9,12,16,27,101,45,70,7,287,4,12,9,9,12,20,9,7,3,82,3,3,3,14,53,47,22,33,0,184,3,33,3,12,27,32,14,32,3,169,3,8,18,5,32,33,15,21,0,135,0,11,3,9,10,12,0,15,3,61,3,9,13,5,15,10,10,15,0,82,0,10,12,13,5,34,9,23,23,126
118021568,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,4,0,0,24,28,11,15,0,87,0,0,0,0,3,5,4,8,0,23,3,18,21,14,32,84,32,85,3,290,0,3,5,4,13,21,14,18,0,73,7,33,23,12,34,26,21,21,0,170,0,32,47,12,33,23,11,25,3,188,10,7,14,16,31,37,20,32,0,172,0,6,3,0,16,23,3,21,0,76,5,7,0,7,31,73,26,39,0,188,0,0,3,5,4,18,10,16,0,52,3,14,7,17,35,114,28,65,0,282,3,9,20,3,3,21,17,13,0,83,3,4,6,5,47,41,23,33,0,164,6,24,8,4,36,31,13,23,0,150,3,11,6,14,27,36,15,21,0,140,0,7,4,17,8,13,15,3,0,69,3,3,3,6,17,12,10,16,0,76,4,8,4,6,23,26,10,19,14,115
118021569,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,5,0,7,0,5,10,3,20,40,29,41,0,146,0,0,0,0,8,6,6,6,0,38,11,12,35,30,50,198,81,207,9,632,3,5,5,3,25,37,18,22,0,115,10,42,27,17,27,37,18,65,3,242,7,39,42,30,33,44,19,65,3,287,10,10,17,29,41,58,31,34,3,227,3,8,10,16,27,74,21,57,0,214,7,0,3,18,52,135,66,153,0,433,0,3,3,6,23,25,11,46,3,122,10,31,34,33,58,179,103,229,4,681,0,10,11,10,24,30,19,23,5,142,8,13,6,8,70,73,49,38,3,273,7,58,25,15,86,77,35,62,3,368,7,12,21,19,70,73,30,68,0,299,0,17,11,14,18,32,19,14,0,132,3,7,6,7,17,28,3,26,0,101,3,5,12,9,19,48,14,34,22,172
118021570,0,0,0,0,0,0,5,3,0,7,0,0,0,0,0,0,0,3,0,3,4,4,6,5,14,26,26,20,0,103,0,0,0,0,3,14,0,4,3,24,7,4,22,20,37,136,46,155,3,429,3,6,0,0,15,14,10,22,3,79,3,28,34,6,34,28,17,33,3,178,4,24,37,13,31,23,18,37,4,188,3,6,4,19,33,44,19,34,0,158,4,4,5,8,28,43,18,43,3,160,3,3,3,11,46,75,46,88,3,282,0,3,5,4,6,20,5,24,0,74,6,24,17,24,64,122,62,138,0,445,3,9,13,5,20,22,11,27,0,99,8,3,5,4,50,62,57,53,0,239,3,50,27,18,53,62,26,59,0,290,5,10,22,22,66,73,15,73,4,287,3,13,6,10,13,23,12,20,0,95,0,12,10,8,8,21,8,12,0,79,4,9,13,5,19,34,14,18,16,140
119011354,0,3,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,7,19,22,24,132,104,48,52,4,412,0,0,0,0,6,12,0,10,3,39,19,41,61,80,113,247,85,139,11,795,0,7,12,7,47,52,17,26,0,173,9,53,44,38,87,76,26,63,10,394,5,41,27,29,24,29,12,24,7,201,11,24,23,43,91,132,53,89,8,483,0,8,4,6,23,24,12,11,0,94,4,4,9,6,42,44,16,32,0,155,0,5,3,5,8,14,9,13,0,52,0,13,9,8,44,60,17,42,3,209,3,10,16,7,31,32,4,8,0,110,3,11,11,12,67,47,21,22,5,193,0,28,10,14,29,29,10,11,0,144,7,14,15,15,33,48,15,25,5,166,3,11,9,10,11,17,3,5,0,56,3,12,11,18,34,52,22,36,4,200,8,27,31,29,65,67,29,30,94,375
119011355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,11,3,7,0,34,0,0,0,0,3,0,0,0,0,8,0,0,3,0,4,5,0,0,0,21,0,0,3,0,0,0,0,0,0,9,0,3,0,0,5,9,3,4,0,21,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,3,0,4,0,3,0,0,7,5,3,3,0,25,0,3,4,0,3,0,0,0,0,15,0,0,0,0,8,4,0,0,0,17,0,0,0,3,3,0,0,3,0,6,0,0,0,0,5,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,3,0,0,3,3,0,0,4,20
119011356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,10,81,56,27,37,9,236,0,3,0,0,7,5,3,3,0,18,3,29,29,44,56,144,43,73,12,436,4,4,3,4,22,24,13,9,0,95,0,33,29,20,33,27,16,40,6,206,3,27,17,7,18,28,9,20,0,130,7,19,19,20,36,64,16,58,5,237,0,5,3,7,8,20,6,3,0,49,0,0,0,0,21,30,3,11,0,68,0,3,0,3,9,12,3,3,0,38,0,7,7,9,35,45,13,31,3,155,0,11,7,3,20,18,3,3,3,68,0,3,0,5,46,17,14,9,3,101,3,18,11,6,22,10,3,12,0,88,0,9,12,14,27,27,6,14,3,102,0,0,4,0,5,6,3,0,0,25,4,14,8,11,24,31,12,24,4,125,3,15,12,17,32,53,12,21,51,212
119011357,0,4,0,0,6,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,5,25,20,27,105,101,40,33,7,367,0,6,3,0,9,14,4,3,0,43,11,82,54,114,140,253,113,131,29,931,3,5,14,4,50,51,25,27,0,190,10,70,66,52,82,92,31,70,13,491,9,55,29,26,44,45,8,33,9,263,10,42,56,69,116,105,57,120,16,587,0,0,3,15,27,26,10,7,0,98,4,8,9,5,54,62,21,26,0,182,3,9,4,6,12,17,12,12,3,77,4,5,19,26,50,97,16,57,0,277,3,26,31,21,27,27,8,10,3,158,5,18,22,6,63,48,25,27,3,216,9,38,20,23,37,59,14,13,4,206,3,19,17,27,40,59,13,34,3,215,0,11,3,3,7,10,3,3,0,41,0,24,21,24,55,60,31,37,3,252,16,29,37,32,62,88,22,22,123,444
119011358,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,4,0,0,0,4,4,8,16,13,103,87,47,63,5,347,0,0,0,0,15,13,11,16,0,58,14,28,31,48,83,203,74,100,6,587,3,4,3,3,51,45,14,35,0,168,10,52,25,20,70,62,29,56,5,319,3,55,33,26,39,25,16,34,3,234,8,17,23,28,111,86,55,84,3,421,0,3,7,0,24,37,10,16,0,97,5,3,7,9,55,76,31,27,0,216,0,3,4,4,5,19,11,16,0,59,0,16,9,13,54,92,35,68,0,297,6,14,13,11,30,20,15,15,0,123,12,5,7,12,91,70,32,29,3,261,7,22,17,6,41,24,18,21,0,158,3,21,13,17,42,50,3,17,3,171,0,7,10,6,10,16,8,10,0,75,0,14,10,9,36,43,26,24,0,165,0,11,15,14,49,53,17,29,44,236
119011359,0,3,0,3,0,9,3,5,0,21,0,0,0,0,0,3,0,3,0,13,6,21,21,23,141,151,65,102,6,529,0,3,3,3,34,43,17,14,0,119,15,27,45,56,149,361,128,248,18,1059,4,9,15,13,65,88,41,62,3,295,6,70,35,38,88,87,38,74,7,454,11,70,62,36,36,38,31,46,8,330,17,33,24,48,130,159,76,191,7,677,4,8,3,8,28,38,14,23,0,119,4,0,5,19,90,123,38,59,4,355,0,8,3,8,13,28,13,25,0,98,3,15,26,21,79,121,50,104,3,421,8,23,20,17,35,42,11,23,4,179,16,12,11,13,162,111,75,53,6,465,14,41,29,22,59,51,36,44,0,296,4,18,15,19,54,66,25,39,0,245,4,17,9,8,18,18,14,14,0,110,7,9,11,25,53,69,28,48,3,252,9,21,13,21,63,77,23,39,65,329
119011360,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,9,4,10,7,5,96,100,47,59,0,337,3,0,4,4,13,13,3,10,0,48,11,25,36,48,80,167,82,145,16,600,4,0,3,4,52,67,34,19,3,181,5,43,24,34,52,60,23,57,4,306,4,49,47,27,44,32,14,35,3,252,9,22,26,27,64,87,44,105,4,380,5,7,10,0,23,27,10,9,0,86,6,3,5,4,66,76,23,25,3,203,0,0,0,3,9,14,7,14,0,48,0,9,9,13,73,104,21,50,0,279,4,14,14,8,20,31,8,13,0,110,12,7,7,9,81,51,34,20,3,228,9,24,15,15,33,37,18,16,0,161,6,13,24,20,40,36,15,17,0,163,0,14,7,9,13,14,3,8,0,61,3,12,8,7,46,47,17,32,0,174,0,20,15,14,43,51,16,17,43,215
119011361,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,18,18,23,161,95,48,63,3,441,0,3,0,4,8,16,5,4,0,40,12,39,56,72,106,209,83,88,26,684,3,14,10,9,55,40,11,21,0,155,10,66,54,35,87,61,21,43,13,393,6,42,28,27,32,31,16,24,3,208,12,32,25,47,110,121,39,94,6,476,3,3,3,6,32,21,11,9,3,90,0,3,7,8,44,59,14,19,3,152,0,8,11,5,5,19,7,12,0,59,6,14,10,12,45,87,30,28,4,239,4,19,21,22,32,28,8,21,4,157,8,12,8,16,77,46,21,12,5,206,6,30,8,18,44,26,6,9,4,145,3,22,15,16,50,50,13,17,3,188,0,11,11,3,20,15,0,3,3,62,5,17,21,21,42,35,37,22,3,197,9,34,32,26,83,59,18,23,93,385
119011571,0,0,4,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,12,16,9,120,74,25,34,3,304,0,0,0,0,11,7,0,0,0,23,4,33,50,36,66,124,49,48,0,416,0,3,9,6,44,45,18,8,0,137,5,46,61,44,92,53,13,27,5,357,5,39,57,25,44,35,9,15,7,244,7,37,39,52,61,101,47,87,13,435,0,0,0,3,32,32,8,4,3,78,5,0,3,5,43,43,12,22,0,136,0,4,3,3,15,16,9,3,0,53,3,10,11,9,56,98,15,18,0,224,5,14,27,24,20,23,12,3,0,131,3,4,12,11,49,37,29,9,3,154,0,22,13,6,21,20,7,7,7,108,0,17,16,17,53,39,16,30,0,179,0,4,5,4,8,16,3,0,0,47,0,7,13,12,26,23,13,23,3,121,12,26,35,20,64,50,12,23,58,287
119011572,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,3,12,13,16,22,137,83,30,40,14,367,0,0,3,0,6,14,3,3,0,28,4,38,50,30,77,128,31,41,7,407,0,4,12,5,47,37,13,9,3,125,0,53,50,34,58,54,14,33,13,306,6,48,40,31,27,26,12,28,0,220,6,17,20,40,77,74,52,66,13,367,0,8,4,0,19,16,5,7,3,62,7,5,5,3,32,41,18,7,0,119,0,0,0,4,10,15,4,6,0,44,0,22,6,4,51,66,17,19,0,189,3,12,18,8,31,21,8,13,3,115,6,13,11,6,37,32,20,14,6,143,0,17,8,12,22,18,8,10,3,101,6,16,17,17,49,39,17,16,3,180,0,8,5,4,14,7,0,0,4,37,5,22,9,9,34,29,11,21,0,146,4,22,23,21,73,47,16,15,68,293
119021362,0,0,0,3,0,0,0,4,0,8,0,0,0,0,0,0,0,3,0,6,5,9,8,10,86,74,27,36,9,271,0,0,0,3,6,10,4,10,0,29,15,40,41,76,114,238,90,125,15,761,3,4,10,6,44,45,20,21,0,144,15,48,43,38,80,74,27,41,0,365,3,55,55,48,89,50,29,51,5,387,12,16,39,48,96,94,40,80,13,440,3,8,4,3,21,27,15,23,0,102,0,6,6,0,51,70,17,28,0,179,0,4,5,4,16,14,11,12,0,72,3,23,8,14,62,89,24,37,9,264,0,17,29,29,40,35,8,19,0,181,9,7,5,12,74,39,33,24,8,220,0,32,10,15,47,24,17,17,0,168,5,19,29,25,45,55,14,24,4,210,4,10,5,11,15,6,0,3,0,65,4,15,10,11,38,64,24,29,0,204,10,22,28,20,50,63,13,36,66,305
119021363,0,0,0,3,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,7,6,27,40,29,190,122,58,54,5,526,0,0,0,0,11,4,3,6,0,22,16,60,122,97,155,342,136,147,21,1098,3,4,11,12,80,78,26,21,0,237,17,100,107,80,181,117,57,73,8,737,19,123,224,104,197,138,75,82,11,979,16,42,76,77,136,161,55,132,9,711,6,11,8,3,37,41,12,25,0,146,8,3,14,18,93,112,23,37,3,306,0,0,5,6,29,33,11,14,0,106,8,20,38,11,122,155,45,71,4,466,8,39,99,53,87,70,21,18,4,403,3,14,7,15,81,60,39,30,5,253,8,35,20,33,67,42,25,13,0,244,7,21,43,47,113,79,31,32,8,375,6,14,10,14,30,31,9,3,0,115,9,24,38,21,61,71,18,33,10,279,16,53,70,49,122,108,27,38,147,625
119021364,0,0,0,0,0,3,0,3,0,14,0,0,0,0,0,0,4,0,0,4,7,12,12,25,73,86,44,69,0,323,0,3,0,3,8,13,3,7,0,38,27,35,49,59,122,277,126,203,11,906,0,7,7,11,51,75,27,42,0,225,15,89,47,36,81,70,37,76,4,459,7,59,49,36,33,47,17,62,4,320,17,14,26,40,89,114,65,113,7,484,6,8,3,8,41,53,30,49,0,198,3,7,10,19,64,100,44,71,3,308,5,3,0,0,10,32,21,34,0,113,5,24,18,20,75,146,74,147,3,511,8,18,14,22,27,30,16,26,3,163,14,14,8,13,112,86,40,45,3,332,7,38,26,25,65,69,26,38,3,285,0,18,24,25,61,55,25,46,3,253,0,17,11,9,8,14,12,7,3,91,5,18,17,29,52,68,29,56,13,284,13,25,18,15,63,69,23,36,71,321
119021366,0,4,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,20,18,31,118,103,37,36,7,377,0,0,5,0,3,14,5,4,0,34,24,54,62,96,125,191,78,108,24,759,0,8,17,5,55,38,21,18,0,166,7,65,87,38,85,67,30,43,14,431,7,66,86,31,49,33,15,20,6,322,14,46,59,77,91,116,51,103,18,577,3,4,3,0,31,21,4,12,3,76,5,7,3,8,63,48,14,24,3,169,0,3,4,4,13,16,5,7,0,56,7,12,10,13,46,59,20,25,6,196,5,20,26,14,39,30,11,12,6,162,7,8,20,15,45,39,26,31,0,192,3,18,10,17,29,27,4,6,0,120,4,15,18,16,39,36,9,16,0,148,0,10,0,7,9,7,3,0,0,34,3,18,21,20,44,40,21,18,8,190,13,34,38,30,61,70,13,22,117,399
119021367,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,11,11,54,61,27,39,0,221,0,0,0,0,7,6,3,8,0,23,11,26,28,49,56,167,60,76,12,491,0,8,5,8,33,44,10,17,0,125,0,34,31,28,73,55,26,41,9,289,3,42,27,22,32,26,9,28,0,189,11,14,25,27,80,89,42,72,5,372,0,3,3,0,23,23,11,11,0,67,4,3,3,12,24,55,19,21,0,138,0,0,3,0,9,16,6,4,0,44,3,10,6,15,40,66,21,42,3,207,0,12,9,13,27,27,6,10,0,101,14,13,6,12,55,38,21,19,0,175,3,20,10,7,29,16,3,6,3,99,0,6,8,5,33,33,3,15,0,110,3,3,0,10,11,4,4,8,0,38,0,9,12,10,37,48,27,26,4,169,8,17,22,9,43,40,17,26,47,220
119021573,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,27,21,23,114,45,28,28,0,287,0,0,0,0,7,6,0,9,0,27,3,20,39,31,48,94,27,26,5,300,3,3,7,9,33,37,14,13,0,114,8,53,129,33,98,54,27,22,7,437,9,51,102,44,80,47,23,25,7,389,10,51,83,106,112,131,51,99,21,657,0,4,0,0,39,30,3,7,5,88,0,0,3,6,26,33,6,9,0,86,0,0,0,0,7,9,0,4,0,23,3,9,19,10,67,87,11,20,8,226,0,19,32,26,56,28,9,8,4,178,7,13,30,22,70,36,37,21,4,249,0,25,13,12,32,20,6,14,0,122,3,9,22,17,36,47,13,15,3,169,0,8,3,8,12,3,0,0,0,30,6,3,20,26,37,36,3,9,3,145,3,38,38,28,55,52,9,19,106,352
119021574,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,25,8,49,26,22,16,4,160,0,0,0,0,8,0,4,0,0,10,0,10,34,21,35,48,22,32,16,214,0,5,6,4,24,18,3,4,0,60,3,35,85,35,86,25,18,24,6,310,3,25,71,22,45,23,15,17,12,235,7,30,48,61,63,67,35,51,6,376,0,0,3,0,24,11,6,4,0,43,0,3,3,5,26,34,7,8,0,90,0,0,3,0,12,13,6,3,0,36,3,6,7,6,30,32,9,10,0,108,0,12,29,16,19,14,4,3,0,98,3,10,17,15,38,31,18,13,3,151,0,8,8,9,22,13,4,4,3,75,0,6,9,9,29,21,9,16,0,101,0,0,3,0,8,4,0,0,0,20,0,9,15,0,13,17,3,7,0,69,3,11,22,10,24,28,15,5,56,171
119031368,0,0,3,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,3,11,28,20,108,92,27,35,0,331,3,0,0,3,13,6,3,6,0,45,15,32,57,45,79,161,69,69,9,544,0,12,9,16,69,69,13,15,0,212,5,67,114,64,138,85,43,70,11,585,17,112,223,68,139,106,44,72,13,784,9,26,35,46,114,115,56,76,11,480,0,8,3,10,53,49,14,12,0,156,8,9,7,7,107,145,27,43,4,352,3,7,9,8,26,36,15,21,0,111,3,19,27,20,110,220,37,54,7,492,5,32,57,21,42,52,14,20,8,257,12,3,13,6,68,44,22,21,0,185,7,58,21,9,48,31,15,11,0,200,7,13,42,28,80,71,25,22,3,288,6,11,9,6,27,21,0,7,0,86,0,10,15,15,49,39,15,32,4,173,8,25,49,29,70,75,31,31,99,409
119031369,0,0,3,4,3,3,0,4,0,17,0,0,0,0,0,4,5,0,0,13,10,14,27,21,135,99,51,80,3,441,0,0,0,0,13,15,12,14,0,64,10,23,48,30,94,203,95,146,19,669,0,14,7,11,64,69,33,32,0,233,8,82,86,47,115,100,38,71,6,551,17,81,106,65,96,61,40,56,9,524,23,23,24,45,106,117,76,95,5,520,11,10,4,3,57,60,27,26,0,189,10,12,9,15,104,126,58,99,4,435,0,5,3,4,15,35,19,19,0,115,6,33,28,21,124,189,71,115,4,594,11,33,41,26,46,49,11,34,6,239,13,10,18,14,120,94,60,52,0,382,12,55,21,18,65,55,22,38,3,288,7,24,34,33,81,96,23,56,5,355,3,19,8,16,23,26,8,6,0,109,0,12,10,16,58,52,25,46,0,219,4,20,31,10,63,75,22,30,64,326
119031370,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,5,3,3,9,10,55,74,29,30,3,213,0,0,0,5,4,8,4,4,0,30,4,22,35,36,65,103,46,72,6,400,7,6,3,0,39,36,13,17,0,122,4,42,33,23,57,63,18,36,3,280,0,42,65,33,59,43,23,34,9,298,12,12,13,35,61,77,42,70,3,324,4,5,0,3,17,28,6,11,0,76,6,3,3,5,43,76,35,25,0,193,0,0,5,3,12,21,3,11,0,54,3,11,10,9,61,104,27,34,4,267,0,12,12,14,16,25,0,3,0,88,7,4,4,13,60,33,19,22,4,166,3,28,14,10,27,24,4,17,0,126,0,8,16,15,37,29,6,14,0,135,0,10,9,10,7,14,0,3,0,50,0,6,12,12,26,28,13,19,4,129,3,12,12,15,27,49,10,20,58,202
119031371,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,4,0,0,0,6,0,8,10,12,56,54,24,54,0,214,0,0,0,0,5,21,12,7,0,42,8,14,20,22,48,105,56,91,4,376,0,7,4,8,27,35,17,42,0,133,3,61,28,20,34,35,26,47,0,257,4,46,25,18,8,17,15,25,4,166,6,19,6,26,48,64,35,46,0,250,0,0,6,6,14,21,10,23,0,91,3,9,11,7,50,74,38,67,0,255,0,8,5,3,7,10,5,29,0,76,3,23,25,31,45,102,69,110,3,414,0,17,14,3,14,16,6,9,0,81,3,3,5,4,59,45,26,26,0,176,7,36,10,9,40,28,14,33,3,185,4,13,16,12,45,39,25,33,0,194,6,3,4,8,7,8,7,6,0,45,0,8,19,6,10,28,9,26,0,112,3,14,14,11,20,37,8,23,30,163
119031372,0,4,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,5,0,3,3,4,14,12,71,75,51,62,4,292,0,0,3,3,6,18,10,7,0,56,19,23,33,50,69,186,78,198,14,671,3,4,4,13,37,61,22,43,0,187,9,70,42,23,45,58,26,53,6,323,6,64,31,23,31,22,16,40,0,227,12,25,23,20,66,95,64,96,3,394,0,6,3,3,22,28,16,17,0,101,5,5,5,13,45,74,32,58,0,244,3,5,4,4,5,22,14,29,0,88,3,30,37,7,51,127,42,109,0,405,3,14,21,20,18,43,16,10,0,149,16,3,7,12,77,54,55,34,3,257,0,38,14,13,29,37,15,32,0,179,3,16,25,33,36,48,14,30,0,202,3,25,3,0,9,13,3,13,0,72,0,17,13,16,43,46,20,52,3,209,5,18,15,17,53,52,12,34,36,255
