SA2_MAINCODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
115011553,96,127,221,431,537,974,0,0,0,64,91,150,0,0,0,993,1054,2051,0,0,4,67,73,142,0,4,6,3,7,6,11,11,24,14,17,31,35,33,67,66,83,149,118,132,251,10,6,15,12,28,38,75,111,194,77,85,162,0,0,0,1974,2283,4261,127,130,256,110,100,215,10,8,21,0,0,0,20,22,44,36,37,72,56,54,113,1053,918,1967,8,9,23,6,4,11,1071,931,2006,263,263,521,3713,3904,7611
115011554,94,118,210,440,650,1087,0,0,0,64,65,127,0,0,0,510,615,1129,0,0,0,26,33,53,0,0,0,5,4,11,6,7,18,15,17,33,15,17,31,37,41,75,64,89,154,0,0,0,6,5,15,71,101,164,41,51,92,0,0,7,1302,1695,3002,175,150,318,51,60,113,0,0,0,0,0,0,21,19,42,3,7,9,24,25,43,589,552,1142,7,5,12,0,0,3,598,562,1158,269,484,749,2512,3087,5593
115011555,159,199,353,904,951,1852,0,0,0,102,119,220,12,13,18,1660,1805,3465,10,12,29,94,125,216,7,12,20,22,30,48,19,23,41,28,24,52,34,32,66,122,114,240,165,174,340,0,0,5,12,29,39,187,196,382,149,153,298,14,12,21,3543,3814,7360,120,115,241,123,110,233,9,14,15,0,0,0,29,21,43,26,51,80,57,66,122,1528,1301,2830,19,5,27,3,4,7,1553,1318,2865,338,360,696,5892,5995,11885
115011556,135,200,333,613,693,1307,0,0,0,104,105,202,0,3,4,1171,1331,2502,4,3,4,84,104,190,14,15,24,11,18,31,10,11,24,20,24,45,30,31,60,70,93,161,147,164,307,4,4,11,25,33,65,120,150,266,123,132,258,3,5,8,2563,2904,5468,157,149,305,110,114,223,12,3,14,0,0,0,30,37,69,27,33,52,57,64,122,1279,1156,2433,18,6,26,12,6,18,1303,1170,2475,282,296,584,4612,4902,9517
115011557,129,148,274,295,336,637,4,0,6,51,51,107,12,10,20,756,783,1541,3,0,6,70,57,124,3,4,8,12,10,19,3,9,17,29,36,67,15,26,41,57,52,116,61,69,129,0,0,0,14,21,34,33,51,82,41,50,93,0,3,3,1463,1576,3040,148,165,317,110,116,223,3,5,10,0,0,0,37,42,77,26,22,49,64,63,126,496,473,968,0,3,3,4,3,9,500,476,977,141,127,265,2565,2678,5241
115011558,435,533,969,1139,1285,2424,0,0,0,293,365,660,6,10,14,1797,2002,3793,7,9,11,125,116,236,6,4,15,14,23,35,19,22,38,60,65,124,72,84,158,159,178,342,342,340,685,11,15,20,51,61,107,312,397,713,227,251,472,0,3,10,4638,5238,9870,736,722,1452,211,196,405,23,17,36,0,0,0,76,72,153,69,85,151,142,161,304,2446,2121,4568,20,21,41,4,10,13,2472,2154,4626,550,550,1100,9210,9552,18765
115011559,313,394,704,1455,1663,3116,8,4,8,179,220,400,100,93,192,3351,3587,6939,11,16,25,232,235,474,41,47,85,52,42,94,16,24,38,97,103,199,53,61,119,375,404,776,275,275,554,10,13,22,76,83,156,253,309,569,266,292,555,14,15,25,6854,7488,14346,626,635,1258,379,342,722,23,24,42,0,0,0,163,179,338,102,96,196,263,268,539,2256,1966,4220,24,18,43,11,8,22,2293,1987,4286,684,653,1333,11436,11790,23228
115021297,136,176,312,1916,2110,4029,0,3,3,171,163,335,9,12,20,3407,3392,6793,16,8,19,181,185,366,18,14,35,30,29,60,37,53,88,20,24,44,48,38,84,210,225,435,234,236,471,10,11,18,72,87,154,407,467,865,205,215,425,21,15,39,6998,7296,14291,91,84,181,88,84,168,9,16,27,0,0,0,28,34,61,41,35,77,67,69,133,2250,2007,4253,41,18,61,17,23,31,2306,2044,4355,780,770,1551,10476,10543,21016
115021298,14,22,36,533,607,1137,0,0,0,47,53,100,0,0,0,664,640,1306,0,3,3,26,30,52,8,7,20,7,5,12,14,15,26,8,3,8,10,6,17,49,53,100,73,65,131,0,4,6,22,21,42,137,162,294,45,49,93,6,8,12,1642,1729,3366,0,4,5,4,3,10,3,3,5,0,0,0,0,0,0,4,9,9,4,9,9,730,660,1393,4,10,13,0,3,8,736,678,1418,183,174,357,2591,2623,5210
115031299,13,19,27,287,285,570,0,0,0,18,18,34,0,0,0,258,238,494,0,0,0,10,3,13,15,21,37,0,0,0,11,11,17,0,0,0,7,5,6,12,20,33,25,31,53,0,3,3,0,3,3,27,30,60,31,34,65,0,0,6,708,704,1413,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,7,14,8,6,13,415,360,773,3,3,8,5,0,6,427,363,792,228,218,441,1376,1316,2692
115031300,36,72,109,2681,2859,5541,0,0,0,199,195,390,0,0,0,2998,2925,5923,17,15,27,59,67,127,57,64,127,27,26,57,28,22,54,0,0,0,23,30,52,95,111,204,254,264,514,19,9,26,18,24,37,330,430,766,192,210,404,13,11,20,7013,7255,14263,16,15,27,19,19,35,9,12,18,3,3,8,8,6,10,27,34,60,44,41,85,2866,2494,5364,30,29,57,11,25,35,2903,2546,5451,1000,899,1905,11038,10860,21900
115041301,18,34,52,1401,1460,2855,0,0,0,66,59,123,12,15,30,1768,1704,3470,7,6,9,34,44,75,7,12,20,0,4,3,7,10,21,3,3,9,13,15,31,73,90,167,131,145,277,4,8,17,25,17,39,187,206,393,68,75,141,5,9,11,3808,3880,7689,3,0,3,26,21,49,10,9,16,0,0,0,10,9,16,3,6,13,9,12,25,1059,882,1941,4,3,12,4,3,9,1070,891,1961,379,359,742,5320,5213,10528
115041302,191,246,436,1667,1831,3492,0,0,4,155,198,351,32,33,61,3700,3755,7458,11,14,27,182,158,342,32,28,63,53,58,109,19,16,36,105,98,199,50,53,101,312,348,661,245,274,521,16,17,30,78,88,164,278,299,574,271,320,596,12,17,25,7215,7607,14818,464,473,930,415,431,848,10,6,20,0,0,0,131,104,237,50,62,115,182,169,349,2154,1801,3954,22,21,41,3,3,10,2179,1829,4010,617,623,1235,11274,11377,22652
116011303,166,197,363,672,700,1375,0,0,3,113,129,244,0,0,0,1749,1880,3625,11,11,22,175,170,349,21,27,52,22,40,62,11,9,22,75,76,148,59,56,109,122,160,285,114,121,240,3,14,15,58,52,109,134,146,280,213,217,434,3,0,6,3560,3818,7376,1228,1151,2377,645,619,1258,6,4,10,3,0,5,879,703,1579,29,30,62,905,730,1642,1335,1080,2415,19,22,38,4,5,15,1360,1108,2463,722,706,1423,8591,8330,16921
116011304,175,142,318,881,1048,1925,0,0,0,109,110,225,0,0,0,2726,3062,5788,32,23,52,150,179,330,15,31,40,43,39,79,8,7,13,96,100,197,81,59,139,151,145,296,172,193,369,13,12,29,48,49,98,178,195,375,210,244,459,8,7,13,4914,5510,10422,718,719,1440,438,409,845,3,3,7,0,0,0,500,382,881,42,40,76,540,422,960,1559,1219,2782,14,9,26,3,3,5,1579,1235,2814,637,579,1217,9012,9015,18023
116011306,208,236,446,804,934,1742,6,3,5,140,140,278,0,0,0,3483,3765,7248,53,57,109,214,235,447,31,46,78,64,51,116,12,8,14,194,204,401,131,132,262,219,270,482,143,182,329,9,13,25,89,102,192,168,194,357,362,436,799,20,21,44,6147,6783,12932,1422,1335,2751,724,711,1440,3,0,0,0,3,3,423,321,742,40,62,108,467,381,851,1381,1215,2593,19,9,31,8,10,17,1412,1232,2650,726,730,1462,11115,11410,22530
116011307,174,243,416,1822,1986,3806,0,0,0,201,219,425,0,3,9,3429,3681,7108,17,22,37,266,268,536,33,43,76,50,53,108,31,26,55,70,73,137,67,63,135,239,304,542,305,357,659,28,38,65,59,97,159,315,332,648,335,344,674,14,25,36,7290,7917,15209,597,575,1169,343,355,699,16,7,26,0,0,0,224,148,372,49,46,88,269,193,458,2731,2309,5039,28,16,42,13,11,28,2767,2337,5100,949,841,1793,12406,12471,24879
116011308,242,303,548,1058,1169,2233,0,3,3,196,227,423,0,8,10,3170,3388,6560,33,37,67,299,351,651,41,39,76,28,29,54,15,20,40,90,80,168,61,67,130,234,238,470,213,224,442,23,30,59,34,39,71,249,266,513,291,316,607,8,16,20,6050,6539,12587,1964,1740,3709,537,527,1066,8,6,9,0,0,0,352,267,620,56,63,114,408,329,730,1891,1531,3423,25,17,43,6,9,17,1929,1560,3483,924,868,1785,12061,11858,23921
116011560,78,91,178,502,544,1051,0,3,3,112,104,220,0,3,4,1663,1834,3495,6,7,16,216,192,402,20,18,37,26,34,66,0,5,6,60,58,120,29,37,67,102,105,206,92,97,184,10,8,16,23,28,47,112,146,261,158,176,336,8,0,8,3135,3416,6552,648,635,1284,427,389,813,0,0,3,0,0,0,285,253,539,33,35,68,314,293,604,1080,836,1916,12,6,15,4,7,16,1098,849,1948,473,478,949,6174,6145,12322
116011561,113,138,253,776,827,1604,0,0,0,124,149,274,0,0,0,2134,2406,4542,6,10,17,220,233,452,44,41,81,35,39,75,20,31,50,94,85,185,88,75,167,119,148,269,144,173,315,8,6,20,28,37,64,183,193,370,265,285,546,14,20,36,4303,4763,9065,871,808,1677,593,553,1140,0,3,5,0,0,0,341,272,613,38,37,75,381,310,694,1235,991,2227,12,0,21,4,6,12,1258,997,2255,545,515,1064,8070,8085,16156
116021309,252,299,552,658,741,1396,0,7,8,134,118,255,3,0,5,2002,2117,4122,12,12,27,133,118,247,27,26,53,38,37,74,5,10,15,111,100,205,54,47,98,331,403,732,126,171,294,16,13,29,32,39,68,135,143,285,181,205,388,8,3,12,4017,4309,8329,939,925,1871,394,398,792,7,6,17,0,0,0,778,746,1522,30,42,65,807,782,1590,1155,1047,2198,8,6,20,4,6,8,1166,1055,2223,397,362,763,7983,8148,16130
116021310,351,398,748,1437,1671,3109,9,7,11,175,187,363,11,12,15,4144,4623,8764,34,33,68,222,239,463,34,46,82,61,60,129,21,29,47,166,150,316,82,105,188,487,535,1026,226,239,461,13,14,25,73,79,156,252,284,534,403,427,836,24,14,39,7884,8757,16637,1898,1788,3683,1052,981,2030,18,23,33,0,0,0,697,645,1343,101,109,208,796,751,1550,2578,2205,4785,35,20,56,6,22,31,2621,2245,4869,2010,1083,3086,16626,16017,32645
116021312,107,140,251,1170,1292,2462,0,0,0,173,141,315,13,26,37,2513,2520,5032,29,27,58,101,110,213,40,41,81,33,33,71,13,19,34,33,31,61,73,67,137,159,158,316,138,146,281,12,12,26,32,24,57,124,154,278,194,204,399,3,5,10,4849,5008,9861,619,588,1202,288,287,574,4,3,3,3,4,8,312,267,578,24,40,61,334,312,644,1691,1430,3119,13,13,28,4,23,26,1712,1463,3176,854,745,1601,8762,8553,17312
116021562,28,38,66,191,202,393,0,3,3,32,25,55,0,0,0,512,545,1056,12,8,14,36,35,76,3,5,6,4,3,8,0,5,3,19,24,45,9,7,24,62,61,124,28,32,61,3,6,5,8,19,26,31,44,74,68,51,119,0,0,0,1019,1088,2104,226,212,439,95,107,201,0,0,0,0,0,0,127,98,224,7,11,19,132,112,249,275,248,528,3,0,3,0,0,0,280,250,531,107,96,204,1899,1899,3793
116021563,235,262,492,1290,1464,2746,3,0,3,159,184,343,3,6,7,3292,3550,6838,28,30,58,172,176,346,31,27,54,66,75,146,15,14,28,101,108,206,68,69,140,276,287,564,144,171,308,19,17,34,83,75,159,211,238,449,277,306,579,12,10,22,6238,6809,13052,1178,1122,2305,482,515,998,3,6,10,0,0,0,539,493,1034,58,53,110,592,546,1140,1909,1645,3554,16,24,37,4,5,15,1933,1675,3604,648,696,1344,11313,11631,22938
116031313,65,79,146,1232,1384,2621,13,12,22,76,82,154,0,0,0,2279,2427,4709,6,16,24,110,77,189,41,63,101,154,184,339,9,3,14,61,86,145,117,134,255,161,170,336,183,258,439,11,24,39,74,93,171,212,228,440,337,411,753,12,12,22,5091,5669,10758,202,188,387,688,636,1329,0,3,4,0,3,3,12,16,28,21,31,53,39,47,81,1881,1816,3694,13,14,26,5,4,10,1892,1832,3727,974,1033,2009,8954,9493,18445
116031314,30,41,71,390,435,822,11,4,13,39,41,75,0,0,0,1401,1516,2922,13,15,29,99,103,206,4,8,13,6,15,23,3,3,5,45,52,100,48,54,105,89,104,193,65,74,139,0,7,4,11,14,32,71,65,136,146,137,287,4,7,11,2458,2644,5107,293,317,612,236,262,495,0,0,0,0,3,3,255,246,508,12,18,34,269,272,543,545,455,1001,17,3,16,0,3,3,564,460,1025,264,243,502,4111,4240,8356
116031315,112,126,235,892,976,1868,10,8,14,101,107,210,4,3,9,3564,3805,7370,47,46,93,169,173,337,30,38,72,86,94,184,3,3,9,229,210,440,146,141,289,180,238,421,152,132,290,13,15,36,50,64,111,166,186,346,378,424,794,14,9,21,6232,6678,12910,682,659,1340,1095,1091,2190,3,0,3,0,0,0,128,125,252,12,16,24,140,133,271,1190,1075,2267,11,6,19,14,11,20,1214,1091,2307,671,739,1413,10153,10521,20671
116031316,85,108,197,1348,1595,2947,0,4,3,87,101,186,3,6,10,2323,2695,5017,4,5,12,91,104,196,42,56,98,185,241,429,20,21,39,47,45,95,149,136,283,187,221,407,246,308,554,15,20,42,60,66,127,188,205,398,425,478,902,16,20,41,5444,6333,11779,460,468,927,509,490,997,3,0,6,0,3,3,91,74,162,41,44,88,133,119,252,2302,2063,4370,24,13,34,6,9,16,2334,2083,4419,1069,1065,2133,10033,10672,20709
116031317,100,119,221,874,1016,1890,21,20,45,116,137,252,0,0,0,3208,3463,6677,26,35,57,145,135,281,48,46,89,111,107,221,13,12,26,251,242,489,132,156,287,197,227,419,141,180,319,6,11,18,50,60,107,111,125,238,470,469,940,15,3,16,5949,6435,12382,508,533,1041,2082,1989,4067,3,4,9,0,0,0,124,98,220,27,42,69,150,138,291,1475,1338,2815,10,12,23,12,5,12,1495,1355,2846,931,903,1839,11218,11483,22698
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,11,0,0,0,0,0,0,10,3,11,12,5,18,32,10,40
116031319,138,192,335,933,1120,2053,18,14,28,114,128,240,4,3,6,3821,4074,7896,87,92,185,142,178,328,42,56,100,93,82,183,15,15,29,110,107,213,164,168,331,236,283,518,161,175,334,8,9,23,37,42,82,150,169,319,430,483,915,12,11,24,6582,7214,13792,691,651,1339,948,874,1824,0,3,0,0,0,0,132,120,250,27,33,54,152,155,309,1221,1012,2229,15,12,24,6,4,9,1242,1024,2266,669,620,1283,10425,10728,21154
117011320,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,8,0,9,0,0,0,10,6,18
117011321,80,135,216,611,671,1287,3,5,4,30,34,66,0,0,0,1946,2044,3991,0,0,3,255,269,527,3,7,7,21,16,36,4,8,16,11,14,27,23,35,57,42,54,97,76,89,168,3,5,12,3,0,7,58,65,121,101,114,215,0,7,3,3197,3423,6621,53,54,111,88,73,163,100,126,219,0,0,0,5,3,10,12,7,24,24,15,38,1364,1101,2467,14,5,22,10,6,15,1386,1114,2500,480,467,944,5408,5414,10817
117011322,540,738,1277,689,693,1377,49,39,93,86,112,202,0,0,0,3030,3388,6419,3,6,5,974,1043,2016,13,27,44,31,35,60,9,8,20,79,83,164,34,42,80,166,184,355,162,198,360,3,9,9,15,11,29,156,184,332,287,349,630,12,8,19,5796,6423,12223,351,303,654,1122,960,2087,113,109,226,0,0,0,15,16,30,27,25,53,41,38,81,3107,2529,5638,33,30,61,8,10,14,3148,2572,5715,1119,1032,2155,12228,12177,24410
117011323,132,185,315,430,519,952,61,56,122,36,57,88,0,0,0,1617,1824,3436,0,0,3,378,401,778,10,19,26,20,23,43,9,12,21,25,25,49,24,23,54,52,63,115,89,90,179,6,0,9,5,5,11,54,62,115,112,152,265,0,0,3,2922,3339,6259,136,113,246,413,355,773,157,132,293,0,0,0,12,10,22,17,15,35,32,22,58,1148,1047,2193,10,11,24,10,14,25,1166,1075,2236,603,590,1192,5567,5807,11373
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,10
117011325,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,0,0,0,0,0,0,3,5,12,19,9,32,38,23,58
117021326,707,848,1562,554,665,1211,4,3,4,55,60,113,0,0,0,2462,2827,5288,3,3,10,1092,1232,2315,21,31,55,4,10,12,13,21,35,38,49,87,30,42,76,56,71,125,102,82,180,9,10,18,14,22,29,88,112,203,164,184,347,8,5,12,4719,5412,10126,254,178,435,414,383,803,56,43,99,4,5,11,4,10,14,61,65,129,71,78,149,5229,5175,10410,76,65,142,27,44,67,5335,5285,10617,1437,1301,2740,12998,13536,26533
117021327,229,272,505,647,747,1402,0,3,0,39,41,82,0,0,0,1949,2128,4071,0,0,3,362,435,798,6,24,27,14,6,18,14,24,33,9,7,9,20,23,44,21,36,57,95,105,199,8,7,12,3,9,12,108,113,225,107,134,242,3,8,11,3405,3851,7253,78,71,148,101,84,185,32,44,79,3,8,7,3,3,3,36,32,66,38,41,76,4745,4511,9255,68,70,145,24,34,59,4844,4620,9458,1321,1205,2526,10044,10187,20231
117021328,186,237,430,202,228,425,7,0,9,19,18,36,0,0,0,663,777,1441,8,8,21,269,239,511,3,9,11,3,4,12,4,12,16,5,0,4,12,21,35,16,17,32,42,47,91,0,0,0,3,4,4,48,55,102,54,56,116,3,0,3,1363,1501,2864,50,52,100,84,73,156,21,22,36,0,3,3,0,0,0,17,23,39,15,25,46,1761,1596,3351,13,14,34,18,17,33,1790,1627,3422,416,370,784,3933,3912,7846
117031329,210,216,423,431,343,775,0,0,0,25,26,50,0,0,0,959,867,1824,0,0,0,91,69,158,3,0,3,7,0,5,29,17,42,5,0,8,28,21,48,19,11,29,59,49,107,0,3,4,3,4,8,46,38,85,71,65,136,4,3,3,1768,1516,3287,89,49,139,67,27,89,105,77,182,0,0,0,3,3,8,33,16,41,31,19,49,2906,1935,4838,48,28,73,24,8,33,2971,1974,4945,1307,897,2206,6547,4773,11320
117031330,188,252,441,524,541,1069,0,0,3,37,39,70,0,0,0,1293,1330,2623,3,0,0,130,158,288,3,6,12,12,3,14,12,24,33,4,3,10,18,27,45,29,24,57,81,77,152,5,7,6,8,8,12,94,94,187,74,96,171,3,7,5,2327,2432,4758,52,54,105,58,42,98,80,63,142,8,9,16,3,5,9,14,21,34,26,29,54,4409,4063,8468,92,70,162,21,23,49,4519,4157,8672,1055,896,1953,8301,7932,16233
117031331,367,515,880,624,834,1458,3,0,0,43,48,95,0,0,0,1452,1716,3171,0,0,0,153,168,323,3,12,11,10,4,14,15,31,44,10,8,18,20,30,51,45,62,108,96,118,215,0,3,7,9,10,18,105,148,257,93,166,263,8,10,12,2697,3362,6063,98,88,187,136,114,249,45,55,101,6,7,16,8,13,26,62,51,113,74,75,149,4474,4584,9056,72,68,140,26,32,57,4564,4684,9248,1358,1379,2734,9344,10268,19609
117031332,332,440,777,795,848,1646,0,0,0,54,49,106,0,0,0,1411,1700,3105,0,0,0,232,236,464,12,8,18,3,8,13,16,19,37,5,8,10,32,52,82,30,43,72,101,142,244,9,3,15,11,10,15,92,123,211,132,162,290,15,13,24,2935,3417,6355,119,114,235,123,128,249,72,92,163,4,3,8,7,9,20,60,55,116,73,73,138,6717,6698,13420,120,110,235,40,45,85,6877,6855,13737,1648,1540,3192,12181,12656,24839
117031333,237,274,513,844,827,1670,0,0,0,44,29,75,0,0,0,1748,1734,3478,0,3,8,148,154,300,3,8,6,3,6,6,44,28,71,4,6,6,15,28,44,37,39,75,133,115,245,3,3,7,7,4,16,104,71,173,121,125,248,6,3,16,3270,3180,6450,102,74,174,108,60,176,171,143,315,3,6,6,8,0,9,32,27,61,49,27,77,4677,3512,8190,89,46,133,32,45,71,4794,3601,8396,3214,1889,5105,11950,9253,21205
117031334,766,1055,1824,501,542,1042,0,0,0,65,81,144,0,0,0,1645,1778,3421,3,0,3,119,156,279,11,7,15,4,8,19,16,15,37,17,11,30,42,32,76,48,77,120,108,121,227,3,3,3,10,8,14,106,126,234,138,210,348,5,9,8,2836,3190,6031,327,234,561,249,144,393,35,34,69,0,0,0,12,17,31,37,31,68,48,47,104,4833,4682,9520,38,27,68,4,7,16,4883,4717,9600,1587,1492,3079,10733,10918,21656
117031335,595,794,1392,560,477,1038,0,3,3,59,67,130,0,0,0,1612,1476,3088,0,0,0,223,229,455,3,10,14,12,12,21,22,17,39,5,5,13,34,39,73,65,89,149,114,100,212,8,4,12,8,11,20,103,103,203,164,188,354,7,4,10,2997,2835,5831,177,122,302,258,149,409,97,105,205,0,3,10,9,11,21,44,37,81,57,51,107,5526,5067,10596,88,57,142,23,34,54,5639,5155,10800,1804,1657,3461,11625,10877,22501
117031336,480,568,1043,498,421,920,3,3,8,56,34,93,0,0,0,1386,1165,2557,5,0,3,165,182,347,3,8,11,0,0,3,17,17,32,5,6,16,21,23,42,21,34,61,93,67,159,4,3,9,5,8,14,73,65,136,117,80,197,4,5,13,2483,2119,4606,102,71,174,148,63,210,81,67,148,3,3,6,3,6,14,24,17,45,33,26,65,4309,2928,7233,58,43,106,32,21,53,4401,2992,7390,1700,1076,2775,9431,6985,16412
117031337,2613,3462,6076,475,482,957,0,0,0,132,136,263,0,0,0,1726,1590,3314,0,0,0,117,98,208,3,3,8,16,10,28,20,14,34,12,12,23,48,54,99,67,93,159,177,196,370,0,0,4,3,9,10,155,146,305,313,382,693,4,0,7,3285,3220,6503,463,264,729,269,162,431,63,40,107,0,0,0,20,13,32,48,34,80,66,51,117,4562,4195,8754,33,11,43,12,8,21,4611,4215,8824,2448,2174,4623,13815,13597,27407
117031338,629,888,1515,833,753,1590,0,0,0,75,104,179,0,0,0,2900,2899,5797,0,3,4,622,730,1348,18,31,48,11,17,28,20,26,44,19,18,42,45,47,89,296,411,707,190,211,403,0,9,12,17,13,31,135,127,262,267,372,645,10,8,16,5466,5774,11243,155,152,309,367,283,646,229,260,497,3,8,7,5,19,27,45,38,88,54,65,120,7606,6490,14092,82,52,134,23,14,36,7709,6561,14266,2303,2157,4458,16916,16147,33060
118011339,79,131,210,765,872,1638,0,0,0,7,13,18,0,0,0,1922,2171,4095,0,0,0,178,223,404,4,0,6,0,7,7,18,18,33,3,6,16,22,31,52,19,39,54,106,90,200,0,0,4,3,0,3,90,99,186,78,103,173,4,7,15,3233,3672,6904,41,16,63,47,19,61,772,820,1589,0,3,3,0,0,0,18,21,37,13,23,36,3587,3280,6867,47,39,86,18,28,45,3647,3345,6996,1239,1301,2544,9077,9325,18398
118011340,90,150,243,704,763,1462,0,0,3,17,20,34,0,0,0,1872,2001,3874,5,3,8,181,215,397,10,19,31,4,5,8,25,29,55,6,7,16,23,24,47,29,24,49,86,117,204,0,0,3,3,8,8,60,65,126,71,92,162,0,11,11,3099,3390,6492,25,30,59,33,21,52,1324,1404,2729,0,0,0,10,11,15,19,12,38,30,25,49,3978,3790,7770,49,42,93,18,31,48,4038,3869,7911,1629,1565,3197,10275,10453,20728
118011341,113,198,305,675,924,1599,0,0,0,16,25,48,0,0,0,1769,2018,3793,3,3,3,157,214,370,10,6,9,0,3,9,19,17,33,9,4,13,14,23,39,16,31,47,100,112,210,3,3,8,6,6,11,61,85,154,81,122,200,0,0,0,2937,3605,6546,47,42,91,49,41,93,686,817,1500,0,0,0,8,8,22,15,19,31,20,29,49,2746,2717,5467,38,28,66,5,16,25,2788,2764,5554,1301,1410,2714,7947,8906,16857
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
