SA2_MAINCODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
125011583,236,304,537,66,67,134,0,0,0,28,32,58,0,0,4,425,407,834,3,3,7,34,26,61,4,9,18,8,11,15,0,0,3,5,5,14,17,15,31,12,18,34,36,34,63,9,9,11,4,4,11,47,36,80,96,93,193,0,0,0,791,760,1554,1079,783,1857,2877,1650,4526,0,0,0,0,0,0,65,41,111,5,3,7,70,49,121,906,725,1637,0,3,0,7,4,6,913,734,1648,626,448,1079,6609,4715,11323
125011584,259,299,559,118,161,279,0,3,4,24,22,45,0,0,3,519,555,1078,0,0,0,57,56,119,4,7,11,6,10,12,0,4,3,9,3,11,6,9,17,30,24,53,43,51,93,0,3,3,0,0,0,46,61,105,81,97,181,0,0,0,952,1072,2020,70,71,143,1884,1663,3548,0,3,4,0,0,0,18,13,34,13,17,33,36,27,64,783,688,1471,3,0,6,5,4,7,790,692,1480,336,331,670,4328,4160,8484
125011585,542,659,1196,152,155,308,0,0,0,60,67,127,0,3,3,782,821,1609,3,3,3,83,81,165,3,8,16,8,6,17,3,3,6,3,11,14,26,24,48,48,53,104,96,98,203,3,4,10,5,3,12,89,96,182,102,105,203,3,3,4,1480,1554,3035,210,152,370,890,643,1532,0,3,3,0,0,0,32,26,51,6,16,20,35,37,72,1113,942,2051,3,3,3,5,10,11,1119,952,2073,329,288,616,4611,4288,8899
125011586,803,1055,1851,313,297,611,0,3,5,160,200,358,10,6,20,1776,1901,3679,0,0,0,144,146,289,18,27,46,12,13,32,3,0,0,21,12,27,42,23,71,99,94,190,511,541,1051,8,14,19,15,14,29,215,213,426,283,340,627,8,3,13,3646,3842,7492,870,711,1580,1172,857,2027,0,3,3,0,0,0,72,55,128,25,24,53,100,81,179,2720,2205,4924,18,7,22,12,8,15,2745,2216,4963,982,902,1888,10315,9668,19983
125011587,223,283,503,124,122,242,0,0,0,57,51,111,0,0,0,478,543,1024,0,0,0,45,57,103,3,4,7,9,12,20,3,5,12,6,11,20,10,14,22,31,26,51,52,64,114,4,0,6,14,12,18,43,37,84,85,104,188,0,3,4,970,1066,2038,86,78,170,548,492,1045,0,3,3,0,0,0,27,20,46,4,6,9,30,26,52,473,364,840,9,0,8,3,0,4,486,361,845,209,207,411,2546,2518,5064
125021476,669,837,1510,1202,1484,2690,3,3,10,362,469,833,48,49,98,2382,2604,4988,29,40,71,184,191,374,14,12,24,48,49,95,19,15,33,27,42,68,152,143,300,177,174,352,635,664,1302,3,4,13,19,21,38,404,534,935,331,362,692,10,14,24,6041,6890,12930,555,575,1128,343,306,651,8,12,18,0,0,0,43,46,93,46,62,114,91,111,201,4724,4300,9027,44,24,66,11,8,17,4776,4341,9112,918,893,1808,13405,13953,27361
125021477,307,400,706,954,1094,2048,0,5,10,169,185,356,40,48,85,2943,3146,6089,15,21,35,220,229,447,8,12,21,29,29,60,21,19,37,116,138,258,40,38,77,100,104,207,442,479,923,7,17,30,7,8,20,282,300,584,261,279,541,6,7,18,5682,6169,11850,288,266,553,456,451,902,16,12,29,0,0,0,34,27,59,141,175,321,179,198,378,2860,2513,5376,30,16,40,8,15,22,2898,2540,5434,807,765,1570,10637,10793,21424
125021478,329,419,744,768,863,1634,0,0,0,254,297,550,39,46,86,2132,2343,4467,25,24,48,181,182,368,19,23,46,10,18,35,9,11,21,59,59,125,52,71,123,103,123,226,428,453,877,3,16,21,7,16,22,239,293,533,231,259,493,8,5,16,4567,5110,9681,240,232,468,282,285,575,15,9,23,0,0,0,24,18,47,43,46,86,69,66,134,2493,2261,4752,24,19,41,6,15,22,2525,2298,4826,668,676,1344,8684,9101,17786
125031479,1002,1101,2101,512,581,1092,0,0,0,139,137,278,0,0,0,1751,1907,3657,3,4,10,252,220,473,12,16,30,34,39,74,9,27,39,33,27,60,40,59,100,82,71,152,109,121,226,4,15,22,14,24,38,116,126,238,167,207,377,8,5,15,3293,3584,6878,50,44,97,2395,2365,4762,3,0,4,0,0,0,3,3,8,23,28,53,27,33,57,1367,1159,2534,11,7,16,3,3,5,1381,1173,2554,1158,849,2014,9312,9152,18467
125031480,1096,1216,2315,329,357,683,55,32,90,188,216,407,0,0,0,1605,1775,3377,0,8,7,161,145,308,32,26,60,32,40,69,11,18,31,42,30,75,48,47,94,67,88,157,39,42,87,3,8,8,23,34,60,70,79,148,202,212,413,3,6,9,2927,3163,6093,85,73,161,1814,1624,3437,0,0,0,0,0,0,6,8,15,36,44,83,48,48,94,1046,839,1889,4,10,16,8,5,12,1063,858,1921,772,721,1499,7803,7714,15515
125031481,430,523,954,309,317,628,0,0,0,127,104,233,8,5,14,2532,2628,5166,3,3,6,289,278,568,28,35,58,30,21,51,3,3,7,42,42,84,34,44,75,83,83,159,89,88,176,15,5,24,29,30,61,86,113,198,229,217,446,15,16,24,3942,4026,7969,995,800,1796,2736,2247,4981,7,0,4,0,0,0,161,106,264,35,29,63,193,136,330,1553,1268,2818,13,8,19,15,9,20,1579,1285,2864,1040,894,1934,10911,9920,20826
125031482,189,246,435,1127,1260,2385,16,34,52,133,133,269,0,0,0,5635,6082,11716,11,14,26,631,717,1346,20,31,55,24,21,42,24,20,43,98,114,211,28,24,59,117,136,252,166,201,362,13,24,38,25,32,58,225,267,489,232,231,465,22,28,47,8554,9362,17914,636,654,1293,802,782,1585,6,10,13,0,0,0,59,45,108,76,76,153,132,126,254,1737,1400,3135,13,18,28,8,18,26,1757,1442,3198,823,801,1621,12893,13418,26312
125031483,269,356,622,386,407,790,3,3,9,90,82,170,0,0,0,2240,2375,4615,0,0,0,271,249,523,22,20,40,24,18,41,0,7,7,35,38,66,28,30,64,88,111,192,64,68,131,9,10,20,9,17,31,93,101,192,188,210,399,18,19,43,3567,3759,7332,231,216,449,4374,4074,8443,0,6,6,0,0,3,46,29,71,36,47,86,81,74,160,996,821,1818,9,0,11,3,7,4,1009,825,1832,1021,1082,2108,10558,10389,20950
125031484,240,325,572,647,806,1453,26,21,49,110,122,232,3,5,9,3061,3349,6414,3,9,10,361,331,693,19,26,39,41,52,91,12,14,25,78,66,144,38,42,85,118,150,266,113,126,239,9,14,22,30,35,67,141,159,297,199,223,423,24,38,66,5037,5583,10627,243,246,488,2427,2240,4667,3,5,12,0,0,3,58,48,104,69,74,143,130,121,249,1352,1095,2447,18,13,28,8,7,17,1372,1115,2488,795,831,1630,10257,10465,20720
125031485,331,412,741,632,726,1358,15,16,30,131,134,266,3,0,3,4332,4590,8926,12,13,23,528,511,1038,27,41,68,39,49,92,7,9,17,78,90,167,55,54,110,139,178,312,172,169,341,9,5,19,39,46,83,140,197,342,337,369,702,14,13,29,6704,7224,13930,874,785,1661,3233,2638,5871,0,3,3,0,0,0,232,170,405,98,87,183,328,258,587,1821,1509,3335,19,18,43,8,14,23,1857,1547,3403,1153,1103,2257,14481,13965,28450
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,11
125041489,286,382,674,731,771,1504,4,8,11,146,154,296,0,0,0,2156,2405,4564,16,18,34,240,272,513,18,18,36,29,39,63,15,18,35,36,50,88,57,49,108,128,160,280,210,236,452,7,12,22,26,25,47,199,259,458,263,291,553,4,7,14,4282,4787,9069,1346,1198,2546,793,732,1527,12,12,19,0,0,0,227,204,427,113,125,238,335,330,663,2682,2286,4971,42,27,62,18,27,44,2732,2342,5073,1373,1299,2672,11165,11073,22234
125041490,135,162,297,534,592,1123,0,3,0,59,72,132,16,16,31,993,1096,2090,4,7,10,81,69,155,11,8,20,3,9,11,10,14,21,15,18,34,25,27,48,43,54,95,178,189,363,4,6,13,7,15,26,161,175,334,62,86,152,3,5,8,2199,2461,4666,106,123,230,57,52,110,7,8,15,0,0,0,3,3,5,23,21,44,21,24,47,1041,972,2012,10,3,13,4,6,13,1054,985,2035,241,236,475,3816,4056,7872
125041491,227,297,522,724,934,1660,11,6,18,133,164,300,0,0,3,1839,2126,3965,5,15,16,141,172,309,15,22,36,19,19,30,4,15,18,67,67,137,44,66,107,111,130,242,155,210,368,12,17,25,28,40,69,175,268,442,173,204,377,6,7,9,3656,4482,8136,2322,2200,4523,586,546,1137,7,5,17,0,0,0,234,185,418,123,110,233,357,294,655,1768,1512,3281,21,24,43,12,13,26,1798,1552,3348,1026,1024,2045,9978,10400,20382
125041492,429,607,1037,387,402,789,5,3,12,94,90,193,3,3,4,1788,1761,3549,8,6,9,178,160,345,28,37,66,32,22,51,5,8,13,43,41,83,60,55,115,83,107,186,114,145,261,4,8,13,15,25,41,95,112,211,193,228,416,6,3,6,3145,3216,6362,5588,4596,10189,1081,864,1943,3,3,7,0,0,0,615,399,1018,152,143,303,771,545,1315,2540,2414,4956,38,25,63,16,10,29,2594,2449,5047,1762,1583,3349,15377,13870,29249
125041493,226,283,510,1163,1404,2560,3,0,0,169,203,371,24,22,49,2746,3122,5875,18,31,49,186,205,395,17,30,51,40,34,76,13,27,33,65,62,130,89,80,168,151,168,318,230,274,506,29,27,59,20,24,44,253,334,588,262,295,554,20,13,31,5496,6367,11863,1710,1506,3214,433,403,843,10,7,18,0,0,0,206,159,359,39,47,87,241,201,443,1875,1642,3520,25,15,41,13,9,23,1913,1671,3582,742,715,1455,10777,11160,21935
125041494,78,103,175,770,919,1695,0,0,0,103,109,208,0,0,3,1741,1938,3678,3,3,3,147,151,298,4,7,12,17,24,39,20,12,32,22,13,40,23,14,34,63,77,143,142,140,280,11,11,24,9,5,14,176,187,366,114,120,234,9,9,17,3372,3739,7108,179,186,361,118,100,216,0,3,3,0,0,0,19,17,38,27,21,54,50,44,90,1150,1020,2169,15,9,19,8,6,8,1172,1027,2197,318,291,609,5281,5491,10773
125041588,84,119,205,337,368,703,5,7,13,64,78,141,0,0,0,1242,1357,2593,10,19,27,100,100,203,19,30,47,9,7,17,0,7,9,32,32,60,29,27,56,75,85,155,57,71,132,3,5,14,23,20,35,76,93,171,101,121,219,8,8,15,2188,2425,4610,2576,2277,4857,298,272,574,3,0,0,0,0,0,169,134,308,61,56,115,226,193,424,659,487,1145,8,8,22,3,3,10,676,503,1174,471,526,995,6524,6318,12847
125041589,180,226,408,357,369,723,0,0,0,44,52,99,3,0,3,1224,1431,2660,4,10,14,101,144,250,9,24,33,4,3,8,5,0,5,25,29,57,41,39,78,85,96,182,88,98,187,3,8,13,17,14,35,97,115,215,131,157,284,10,13,22,2262,2602,4869,3040,2701,5735,467,418,880,0,3,3,0,0,0,297,209,507,78,90,163,377,295,665,991,835,1824,13,7,25,7,5,12,1010,853,1865,605,569,1176,7940,7665,15604
126011495,631,761,1393,1252,1412,2663,0,0,0,388,454,839,42,53,90,2030,2248,4281,34,32,61,102,107,210,5,14,18,18,14,34,36,39,75,50,41,92,123,135,255,166,181,343,737,874,1611,22,19,37,18,17,37,343,428,769,304,351,660,4,10,15,5659,6434,12093,838,792,1627,216,182,405,13,13,25,0,0,0,51,41,91,58,61,118,109,101,210,4939,4545,9481,44,31,69,14,17,31,4990,4588,9579,913,844,1758,13380,13714,27095
126011496,279,348,624,1506,1827,3337,0,0,0,286,333,619,42,47,89,1985,2204,4185,8,8,17,110,98,206,7,6,14,17,15,33,39,43,82,11,15,26,60,72,127,137,149,288,349,395,743,10,5,16,33,44,76,378,523,899,189,232,427,5,14,14,5162,6031,11197,417,457,868,97,96,190,14,12,32,0,0,0,45,37,76,30,28,63,72,64,138,3117,2872,5988,48,33,80,17,22,37,3178,2924,6105,671,674,1340,9894,10605,20493
126021497,628,829,1458,901,1021,1917,0,0,0,284,371,658,41,46,81,2461,2648,5106,14,10,28,144,153,295,5,11,16,14,15,23,22,25,48,81,79,151,61,86,145,108,114,226,532,598,1135,3,3,4,20,22,36,319,383,706,290,312,598,9,11,18,5308,5902,11208,377,364,741,128,122,250,22,29,49,0,0,0,39,29,67,36,26,61,73,57,135,4749,4511,9256,31,18,48,16,23,39,4789,4548,9340,924,939,1863,12254,12791,25047
126021498,128,185,316,771,930,1702,3,3,5,51,52,101,0,0,0,2277,2563,4839,0,3,4,354,375,728,14,27,44,4,3,6,15,25,44,35,40,77,12,17,26,43,59,106,167,207,368,3,11,9,8,7,16,145,169,312,91,131,225,3,14,20,4006,4621,8631,84,83,172,74,71,140,15,17,33,0,0,0,16,18,30,25,22,44,38,37,72,1978,1785,3760,24,14,36,8,14,19,2007,1813,3823,601,620,1223,6967,7444,14414
126021499,59,81,142,658,812,1474,0,0,0,18,14,33,0,0,0,2012,1809,3824,0,3,3,186,190,375,6,10,17,0,0,0,18,11,32,14,31,42,13,28,36,30,37,66,81,103,191,0,0,0,7,6,17,100,115,219,45,53,98,0,6,8,3193,3225,6426,38,38,76,31,43,73,111,191,295,0,0,0,6,3,6,14,15,32,20,19,42,1275,1155,2427,11,16,24,8,3,18,1299,1177,2472,423,400,824,5168,5177,10345
126021500,408,600,1008,687,843,1523,0,0,0,214,273,488,0,0,0,1814,2126,3942,16,17,29,115,119,240,6,18,27,13,5,21,24,21,48,102,113,218,60,82,144,125,159,285,294,349,650,14,27,42,14,22,35,125,212,337,249,330,585,3,7,10,3878,4722,8591,630,489,1123,459,371,835,58,68,123,0,0,0,25,24,46,53,40,87,75,66,136,3842,3897,7736,36,25,63,7,13,23,3881,3938,7824,977,1104,2085,10369,11357,21724
126021501,155,214,370,704,742,1442,0,0,0,107,98,208,0,0,0,1654,1873,3525,12,12,18,163,159,318,7,13,13,9,6,13,12,18,33,184,191,372,25,33,55,72,90,158,164,178,347,0,3,5,7,9,10,141,172,310,121,134,255,3,9,12,3377,3727,7100,162,129,299,113,105,220,38,33,71,0,0,0,29,26,57,25,37,59,54,63,118,1679,1548,3220,12,13,22,10,7,16,1699,1567,3267,457,417,872,6058,6255,12310
126021503,396,543,938,684,733,1420,0,0,7,177,228,408,8,19,23,2136,2392,4530,4,3,11,188,195,383,13,26,37,7,13,27,17,14,28,84,78,158,52,50,102,81,116,201,375,435,802,3,8,11,17,24,42,190,198,382,261,271,532,7,7,15,4308,4816,9117,724,678,1402,246,217,457,7,13,15,0,0,0,87,81,168,43,45,86,130,126,250,2923,2751,5677,36,25,53,11,15,27,2969,2794,5761,740,689,1427,9517,9857,19375
126021590,55,56,111,238,288,522,0,0,0,11,16,30,0,0,0,784,887,1679,0,0,0,117,120,234,5,0,7,3,0,3,5,6,11,33,21,50,10,6,17,9,14,16,61,65,123,0,0,0,0,3,0,38,40,74,26,27,49,0,0,0,1332,1505,2839,35,25,54,27,23,49,0,0,3,0,0,0,3,0,3,0,3,3,6,3,3,423,403,830,6,3,4,3,0,6,429,411,839,122,113,240,2004,2138,4141
126021591,376,571,948,1054,1194,2247,3,3,11,169,192,360,0,10,13,3532,4075,7610,3,12,14,434,427,862,29,30,51,15,15,27,17,20,35,339,371,709,60,70,130,137,153,288,407,428,837,6,13,20,31,40,77,211,246,455,343,400,742,8,5,14,6798,7689,14492,458,394,849,442,410,853,38,36,79,0,0,3,68,73,136,47,64,112,118,131,250,3850,3555,7400,36,25,60,12,21,34,3896,3600,7498,1094,1110,2205,13226,13950,27175
127011504,680,766,1446,792,966,1757,16,26,41,99,85,182,0,0,0,1650,1879,3530,3,4,9,197,198,386,17,32,52,74,102,174,5,5,10,27,21,53,48,52,101,99,105,205,81,97,182,8,12,24,33,30,63,59,65,121,185,215,399,0,3,3,3388,3899,7282,158,166,321,1825,1756,3580,0,0,0,0,3,3,0,0,0,160,163,320,161,162,321,1199,996,2193,6,0,10,3,8,10,1210,1004,2214,1073,1094,2163,8493,8849,17341
127011505,87,99,180,418,452,862,46,40,87,40,33,69,0,3,5,2078,2019,4094,6,8,11,141,144,283,4,9,21,6,4,9,3,3,10,10,15,19,10,12,23,20,29,46,43,49,99,0,4,4,8,4,13,40,54,95,72,61,138,5,0,9,2953,2940,5897,17,26,43,342,338,679,0,0,0,0,0,0,17,6,29,9,7,11,25,9,42,615,497,1110,3,3,5,3,4,8,615,506,1118,509,446,956,4556,4362,8911
127011506,111,135,251,1250,1379,2636,69,68,140,75,66,139,0,0,0,3390,3494,6882,5,7,13,291,281,569,21,32,61,40,44,78,23,24,46,55,37,89,36,36,73,119,133,246,90,119,210,9,22,29,27,26,53,90,112,204,254,263,512,11,10,17,5852,6152,12001,252,267,518,337,283,615,7,0,8,0,0,0,46,42,85,21,25,44,61,67,129,1460,1260,2720,18,11,27,3,4,8,1480,1276,2750,833,786,1620,8933,8958,17891
127011592,0,0,0,4,7,9,0,0,0,0,0,0,0,0,0,6,5,14,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,17,21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,12,0,0,0,0,0,0,11,4,12,9,3,10,30,29,60
127011593,294,336,634,109,137,243,153,138,292,49,42,86,0,0,0,1538,1546,3082,0,0,0,201,199,395,10,10,14,8,6,17,0,3,8,24,30,60,12,9,25,46,51,92,12,17,25,0,0,0,11,12,24,10,13,17,151,152,303,0,3,4,2330,2363,4690,69,63,135,160,180,340,0,0,3,0,0,0,0,0,0,55,63,122,55,63,122,328,278,601,0,0,4,0,0,0,327,273,608,242,235,477,3491,3528,7017
127011594,934,1060,1995,193,228,423,136,190,324,51,61,112,3,0,3,1792,1899,3697,3,0,3,327,353,683,26,38,69,32,35,67,9,4,12,18,27,43,17,18,32,76,80,157,35,43,80,3,0,3,5,6,11,36,40,71,236,214,449,3,0,3,3000,3245,6239,161,181,344,721,701,1423,0,0,0,0,0,0,9,8,11,94,100,196,102,101,210,744,629,1374,12,3,9,3,8,6,759,637,1396,455,456,911,6126,6384,12516
127011595,542,614,1160,267,326,596,198,236,434,59,67,128,0,0,0,2074,2115,4192,3,6,6,336,350,690,17,19,42,45,37,82,0,4,8,44,35,85,21,24,46,70,90,164,28,32,67,0,0,4,32,32,57,54,49,102,219,250,473,3,3,6,3490,3682,7174,230,230,454,671,638,1306,0,0,0,0,0,0,11,16,25,131,140,269,140,149,290,655,519,1174,4,12,12,3,0,7,655,532,1188,355,368,723,6083,6212,12298
127011596,372,391,757,276,303,576,94,103,192,47,57,100,0,0,0,1908,2060,3965,7,3,8,325,305,627,28,21,47,20,28,49,0,12,13,42,49,94,21,23,44,105,121,224,40,45,86,3,0,5,20,24,43,37,43,81,255,265,517,8,10,19,3241,3463,6709,379,404,780,598,611,1204,3,3,4,0,0,0,19,21,37,96,106,197,114,122,232,589,532,1122,4,3,10,0,4,9,599,534,1139,379,383,762,5676,5911,11591
127011597,346,392,745,366,415,778,196,188,380,90,91,180,0,0,0,2996,3128,6117,3,3,7,485,464,943,31,28,59,23,25,50,5,9,14,119,125,243,32,28,60,142,160,307,64,57,123,4,4,12,21,23,41,45,40,84,303,314,617,12,8,20,4923,5112,10038,369,361,732,574,558,1134,0,0,0,0,0,0,3,5,8,74,80,149,76,84,161,740,563,1305,14,7,20,5,7,10,759,573,1334,554,500,1050,7610,7576,15186
127021509,1976,2271,4245,197,234,430,172,201,371,96,97,193,0,0,0,2144,2278,4425,5,3,12,495,475,972,45,52,94,42,49,88,3,0,0,35,41,74,29,30,52,54,57,108,39,46,88,3,3,3,21,22,42,31,15,47,269,279,550,0,3,8,3679,3876,7554,93,99,189,368,373,742,0,0,0,0,0,0,7,3,9,71,94,170,77,99,175,1040,889,1931,8,10,17,0,7,11,1051,902,1955,556,553,1108,7802,8178,15979
127021510,525,658,1187,380,463,839,574,585,1158,117,109,227,0,0,0,4765,4909,9671,3,8,11,418,464,881,27,27,57,17,22,42,7,11,17,98,105,200,23,36,59,52,68,117,53,62,110,5,4,14,33,43,74,52,63,113,371,382,761,8,4,12,7008,7349,14357,73,76,143,268,272,546,0,0,0,0,0,0,0,0,0,112,118,234,115,118,237,773,571,1340,12,8,25,3,4,5,788,585,1373,518,480,999,9294,9541,18834
127021511,4592,5456,10048,310,293,606,20,15,35,156,178,334,0,0,0,1823,1881,3706,0,0,3,357,378,733,34,45,80,54,46,106,8,9,19,12,9,24,56,56,111,71,93,158,60,61,126,8,18,24,41,34,82,76,79,160,300,344,646,4,3,10,3413,3548,6958,60,54,113,340,236,579,4,0,4,0,0,4,18,10,25,33,34,70,56,47,101,2660,2189,4847,13,4,19,0,3,7,2669,2201,4868,1021,1017,2037,12158,12551,24708
127021512,2041,2357,4397,465,472,933,44,35,79,95,101,196,5,0,3,1935,2080,4016,0,0,0,499,478,970,24,44,67,58,81,138,23,14,37,15,17,35,33,41,69,78,90,166,77,72,142,3,5,10,25,36,59,77,79,152,241,275,514,12,13,27,3692,3939,7631,33,33,65,495,438,928,3,0,6,0,0,3,7,5,13,68,79,150,79,91,168,1367,1156,2524,7,8,11,6,3,5,1374,1173,2546,748,707,1451,8458,8729,17193
127021513,3646,4213,7859,278,286,569,61,81,145,130,137,264,0,0,0,1876,2032,3909,3,6,8,299,303,599,17,23,38,55,54,110,11,3,18,29,29,49,29,54,86,64,63,130,58,63,119,12,11,24,43,46,85,60,60,116,278,294,569,3,3,11,3288,3547,6837,51,43,96,333,277,604,0,0,0,0,0,0,6,6,8,38,40,76,44,43,87,2033,1672,3705,0,11,14,7,5,5,2043,1682,3721,789,823,1613,10188,10628,20821
127021514,618,794,1415,147,174,317,276,290,566,52,65,110,0,0,0,2208,2262,4473,0,0,3,199,197,395,19,22,38,7,13,23,0,3,5,42,32,78,5,9,11,46,51,101,21,26,45,4,0,3,16,20,27,29,27,58,174,192,368,0,0,0,3237,3390,6626,38,45,85,94,109,201,0,0,0,0,0,0,4,3,7,49,37,87,53,41,93,481,396,879,4,0,4,3,0,3,489,396,879,241,234,471,4773,4999,9772
127021515,968,1083,2044,239,274,511,656,650,1299,108,132,242,0,0,0,2681,2927,5611,0,0,0,270,302,574,23,33,59,60,78,136,4,0,6,91,109,194,30,38,67,79,78,155,30,24,52,3,3,8,23,23,50,57,49,105,468,531,998,8,7,17,4841,5248,10095,109,118,229,935,798,1735,0,0,0,0,0,0,22,19,44,177,198,369,199,213,414,1016,829,1847,9,10,14,10,9,22,1041,848,1881,681,624,1301,8772,8927,17700
127021516,1241,1545,2788,347,426,773,567,622,1192,97,87,182,3,0,4,3179,3378,6562,0,0,3,357,342,695,20,35,62,39,43,83,7,9,17,71,80,150,40,66,105,65,65,128,52,54,106,4,9,12,27,25,55,71,80,157,498,431,922,12,8,23,5462,5762,11223,62,75,144,640,622,1260,0,0,0,0,0,0,0,3,4,77,77,156,81,79,165,1141,964,2101,11,5,14,3,4,15,1155,978,2125,694,696,1391,9331,9762,19091
127021517,527,555,1086,99,131,222,534,580,1120,22,35,59,0,0,0,1585,1631,3217,0,0,0,161,153,307,3,17,16,24,14,37,3,3,5,43,38,84,18,12,32,41,46,83,14,20,34,0,0,0,6,12,14,23,24,48,200,197,397,0,4,3,2774,2913,5681,10,14,20,147,131,278,3,0,5,0,0,0,3,0,3,20,21,41,19,27,43,421,333,759,0,3,3,0,0,0,427,335,763,229,222,455,4141,4195,8332
127021518,58,47,105,129,149,276,62,52,116,14,9,23,0,0,0,1298,1263,2561,0,0,3,87,69,155,5,8,21,3,5,6,3,7,10,6,9,15,3,8,13,15,15,35,17,13,32,0,0,0,0,0,0,12,16,35,27,34,57,0,0,3,1686,1667,3353,20,16,38,42,41,88,0,0,0,0,0,0,0,0,0,16,17,34,16,17,34,195,143,339,3,0,3,0,3,3,192,149,341,242,226,465,2263,2159,4422
127021519,583,691,1273,500,554,1053,391,449,840,90,91,182,0,0,3,3705,3856,7562,4,3,8,324,340,660,42,42,87,35,35,73,13,18,28,94,74,168,43,47,90,77,119,200,60,75,133,5,8,10,22,25,42,62,79,144,349,379,726,9,12,24,5817,6206,12024,76,72,142,655,640,1296,3,4,4,0,0,0,8,11,17,83,101,186,89,113,205,1032,725,1757,6,3,9,9,5,11,1043,736,1777,656,656,1317,8927,9117,18044
