SA2_MAINCODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
121031409,5585,..,..,..,..,5585,..,34,0,34,0,34,..,23,3,27,0,27,..,0,0,0,0,0,..,308,34,346,3,343,..,448,112,560,0,558,..,18,3,19,0,19,..,771,155,923,3,923,..,14,0,14,0,14,..,20,0,20,0,22,..,18,0,19,0,19,..,29,0,29,0,29,..,17,0,18,0,18,..,3,0,3,0,3,..,58,0,58,0,57,..,44,3,47,0,47,..,20,0,20,0,20,..,17,0,17,0,20,..,24,0,29,0,29,..,167,3,170,3,172,..,42,7,44,0,44,..,55,3,55,0,55,..,173,31,209,0,209,..,0,0,0,0,0,..,0,0,0,0,0,..,63,8,70,0,70,..,17,0,23,0,23,..,14,0,14,0,14,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,8,0,8,..,24,3,23,0,23,..,5,0,5,0,5,..,6
121031410,6951,..,..,..,..,6951,..,70,3,73,0,77,..,33,3,31,0,31,..,0,0,0,0,0,..,306,44,352,0,355,..,598,199,793,4,797,..,19,6,20,0,20,..,920,247,1165,7,1172,..,8,0,8,0,8,..,30,0,30,0,30,..,37,3,39,0,39,..,46,0,46,0,46,..,24,4,27,0,27,..,9,0,16,0,16,..,52,0,55,0,58,..,28,0,31,0,31,..,17,0,17,0,17,..,13,0,13,0,13,..,35,3,40,0,42,..,157,7,160,3,163,..,46,6,51,0,51,..,43,3,48,0,48,..,148,51,196,0,199,..,5,0,5,0,5,..,3,0,3,0,3,..,141,11,157,8,165,..,14,3,18,0,18,..,39,3,42,0,42,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,26,3,33,0,33,..,3,0,3,0,3,..,0
121031411,7005,..,..,..,..,7005,..,38,0,38,0,38,..,23,0,23,0,23,..,0,0,0,0,0,..,227,26,253,4,261,..,324,97,420,4,424,..,17,0,22,0,22,..,568,128,699,9,702,..,8,0,8,0,8,..,22,0,29,0,29,..,38,0,40,0,40,..,56,0,52,0,52,..,24,0,26,0,26,..,6,0,6,0,6,..,85,0,83,0,84,..,42,6,46,0,44,..,17,0,17,0,17,..,11,0,11,0,11,..,22,0,22,0,22,..,180,9,188,3,188,..,50,3,51,0,51,..,40,5,39,0,41,..,138,36,179,0,179,..,6,0,6,0,6,..,0,0,0,0,0,..,89,3,95,0,93,..,14,3,18,0,18,..,31,0,36,0,36,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,14,0,14,0,14,..,5,0,5,0,5,..,0
121031412,6475,..,..,..,..,6475,..,59,0,61,0,61,..,24,3,25,0,25,..,0,0,0,0,0,..,195,17,211,0,211,..,375,79,457,0,458,..,12,0,14,0,14,..,583,98,683,4,684,..,4,0,4,0,4,..,18,0,18,0,18,..,28,0,28,0,28,..,35,3,39,0,39,..,31,0,31,0,35,..,4,0,4,0,4,..,69,0,72,0,72,..,33,0,33,0,33,..,35,0,35,0,35,..,10,0,10,0,10,..,21,0,21,0,24,..,171,0,172,0,175,..,40,0,42,0,42,..,32,5,38,0,38,..,121,27,150,0,150,..,3,0,3,0,3,..,0,0,0,0,0,..,95,8,102,3,106,..,6,0,6,0,6,..,27,3,29,0,29,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,3,0,3,..,30,0,30,0,30,..,8,0,8,0,8,..,5
121041413,6747,..,..,..,..,6747,..,27,0,27,0,27,..,22,0,30,0,30,..,0,0,0,0,0,..,126,13,138,0,138,..,146,35,179,0,182,..,11,0,6,0,6,..,281,49,322,0,326,..,13,0,13,0,13,..,13,0,13,0,13,..,92,3,94,6,103,..,56,0,60,0,60,..,32,0,36,0,32,..,3,0,3,0,3,..,29,0,29,0,29,..,4,0,4,0,4,..,5,0,5,0,5,..,8,0,9,0,9,..,58,0,62,0,62,..,114,3,117,0,117,..,75,4,78,0,78,..,100,26,126,0,126,..,22,8,29,0,29,..,8,0,8,0,8,..,3,0,3,0,3,..,24,0,24,0,24,..,18,3,26,0,26,..,38,4,40,0,40,..,0,0,0,0,0,..,12,0,12,0,12,..,15,0,15,0,15,..,13,0,12,0,12,..,13,0,13,0,13,..,0
121041414,6008,..,..,..,..,6008,..,18,0,18,0,18,..,22,0,19,0,19,..,0,0,0,0,0,..,206,29,236,0,236,..,221,40,263,0,267,..,13,4,14,0,14,..,436,78,513,0,518,..,8,0,8,0,8,..,14,0,14,0,14,..,71,4,73,0,73,..,58,3,61,0,61,..,12,0,12,0,12,..,31,0,28,0,28,..,73,5,74,0,74,..,12,0,7,0,7,..,13,0,13,0,13,..,18,0,18,0,20,..,78,0,78,0,78,..,214,9,219,0,219,..,44,3,47,0,47,..,114,23,135,3,139,..,32,9,42,0,42,..,5,0,9,0,7,..,0,0,0,0,0,..,43,3,50,0,46,..,24,0,31,0,31,..,46,10,57,0,57,..,0,0,0,0,0,..,14,0,14,0,14,..,23,0,23,0,23,..,14,0,14,0,14,..,33,0,33,0,33,..,8
121041415,10350,..,..,..,..,10350,..,37,3,44,0,44,..,20,0,20,0,20,..,0,0,0,0,0,..,86,24,112,0,110,..,208,49,252,0,257,..,10,4,12,0,12,..,307,72,382,3,381,..,24,0,29,0,29,..,50,0,50,0,50,..,146,3,150,0,150,..,100,3,102,0,104,..,69,0,69,0,76,..,17,0,17,0,17,..,34,0,39,0,37,..,3,0,3,0,3,..,4,0,4,0,4,..,10,0,13,0,13,..,59,3,56,0,56,..,119,7,127,3,127,..,112,9,118,0,118,..,66,8,76,0,76,..,26,13,40,0,40,..,13,5,12,0,12,..,0,0,0,0,0,..,35,0,35,0,35,..,28,3,32,0,32,..,51,3,55,0,55,..,4,0,4,0,4,..,13,0,13,0,13,..,7,0,7,0,7,..,16,4,16,0,16,..,27,0,27,0,27,..,3
121041416,6030,..,..,..,..,6030,..,21,0,21,0,21,..,22,0,22,0,22,..,0,0,0,0,0,..,106,13,123,0,119,..,150,39,189,0,192,..,7,0,7,0,7,..,266,53,319,0,318,..,10,0,10,0,10,..,23,3,25,0,25,..,104,5,107,0,111,..,67,0,69,0,69,..,19,4,28,0,26,..,14,0,14,0,14,..,63,0,64,0,64,..,10,0,10,0,14,..,11,0,10,0,10,..,9,0,9,0,9,..,68,3,67,0,69,..,172,3,173,3,173,..,60,6,67,0,67,..,89,11,100,0,100,..,31,7,41,0,38,..,3,0,3,0,3,..,0,0,0,0,0,..,26,0,31,0,30,..,27,0,28,0,28,..,40,5,41,0,45,..,0,0,0,0,0,..,9,3,15,0,15,..,16,0,16,0,16,..,12,0,15,0,15,..,19,0,22,0,25,..,0
121041417,3442,..,..,..,..,3442,..,18,0,18,0,18,..,23,3,23,0,23,..,0,0,0,0,0,..,161,16,172,0,172,..,163,32,198,0,198,..,7,3,11,0,11,..,335,50,385,0,385,..,5,0,5,0,5,..,11,0,11,0,11,..,63,0,63,0,62,..,31,0,35,0,35,..,21,0,16,0,16,..,11,0,11,0,11,..,84,0,86,0,86,..,4,0,4,0,4,..,9,0,9,0,9,..,9,0,9,0,9,..,46,0,46,0,46,..,162,0,167,0,167,..,54,4,57,0,57,..,79,15,95,0,95,..,30,8,41,0,41,..,10,0,10,0,10,..,0,0,0,0,0,..,34,0,33,0,33,..,17,0,17,0,17,..,13,3,14,0,14,..,0,0,0,0,0,..,8,0,8,0,8,..,6,0,6,0,6,..,19,0,19,0,19,..,25,0,25,0,25,..,0
122011418,8113,..,..,..,..,8113,..,30,0,27,0,26,..,20,0,17,0,17,..,0,0,0,0,0,..,60,10,67,0,73,..,107,17,124,0,124,..,3,0,3,0,3,..,168,34,201,0,201,..,13,3,20,0,20,..,39,3,41,0,41,..,71,0,71,0,71,..,73,0,73,0,77,..,90,8,97,0,96,..,10,0,10,0,7,..,19,0,19,0,19,..,14,0,14,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,24,0,24,0,24,..,64,0,64,0,69,..,102,3,104,0,108,..,28,0,30,0,36,..,23,4,27,0,32,..,8,0,8,0,8,..,0,0,0,0,0,..,21,0,17,0,17,..,3,0,3,0,3,..,18,0,20,0,20,..,0,0,0,0,0,..,14,0,13,0,13,..,7,0,7,0,7,..,13,0,13,0,13,..,8,0,8,0,8,..,3
122011419,8329,..,..,..,..,8329,..,31,0,31,0,31,..,7,0,6,0,10,..,0,0,0,0,0,..,16,9,22,0,22,..,38,13,50,0,50,..,0,3,3,0,3,..,49,18,72,0,72,..,11,0,11,0,11,..,57,3,64,0,62,..,204,7,216,0,222,..,159,9,169,0,169,..,23,0,23,0,23,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,25,0,25,0,25,..,105,5,112,0,112,..,31,9,35,0,35,..,17,8,23,0,23,..,6,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,12,3,17,0,17,..,19,7,22,0,22,..,6,0,6,0,6,..,11,0,13,0,13,..,0,0,0,0,0,..,8,0,14,0,14,..,6,0,6,0,6,..,0
122021420,5432,..,..,..,..,5432,..,11,0,10,0,10,..,6,0,6,0,6,..,0,0,0,0,0,..,6,0,6,0,4,..,14,7,19,0,19,..,0,0,0,0,0,..,18,7,21,0,26,..,0,0,0,0,0,..,23,0,21,0,21,..,41,3,48,0,48,..,50,0,50,0,50,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,19,0,19,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0
122021421,4524,..,..,..,..,4524,..,16,0,16,0,16,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,25,3,31,0,31,..,0,0,0,0,0,..,31,3,34,0,34,..,10,0,10,0,10,..,25,3,28,0,27,..,31,0,31,0,31,..,39,0,39,0,42,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,13,0,15,0,15,..,51,6,56,0,56,..,4,0,4,0,4,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,19,3,25,0,25,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0
122021422,5865,..,..,..,..,5865,..,9,0,9,0,9,..,5,0,5,0,5,..,0,0,0,0,0,..,8,3,6,0,6,..,8,4,17,0,17,..,0,0,0,0,0,..,13,12,27,0,27,..,3,0,3,0,3,..,17,0,17,0,17,..,37,0,35,0,35,..,60,0,60,0,59,..,9,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,25,0,26,0,26,..,25,3,28,0,28,..,10,0,10,0,10,..,6,4,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,13,0,13,0,13,..,9,0,9,0,9,..,0,0,0,0,0,..,8,0,6,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0
122021423,9874,..,..,..,..,9874,..,24,0,24,0,24,..,24,0,25,0,23,..,0,0,0,0,0,..,15,0,15,0,15,..,52,5,53,0,53,..,4,3,6,0,6,..,70,13,77,0,77,..,77,13,94,0,94,..,46,0,44,0,44,..,32,0,38,0,41,..,88,0,88,0,88,..,20,0,20,0,20,..,8,0,8,0,8,..,13,0,13,0,13,..,25,0,28,0,28,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,23,0,24,..,72,0,76,0,80,..,85,3,92,0,92,..,27,0,26,0,30,..,15,3,17,0,17,..,3,3,3,0,3,..,4,0,4,0,4,..,22,0,22,0,23,..,10,0,15,0,15,..,27,6,36,0,36,..,3,0,3,0,3,..,80,15,98,0,98,..,14,0,18,0,18,..,11,0,14,0,14,..,18,0,18,0,18,..,0
122031424,5082,..,..,..,..,5082,..,3,0,3,0,3,..,13,0,13,0,16,..,0,0,0,0,0,..,62,17,86,0,86,..,129,39,169,3,174,..,3,0,7,0,7,..,202,55,254,3,261,..,18,3,18,0,18,..,14,0,14,0,14,..,33,0,33,0,33,..,41,0,44,0,44,..,25,0,28,0,28,..,0,0,0,0,0,..,10,0,10,0,10,..,11,4,16,0,16,..,4,0,4,0,4,..,11,0,11,0,11,..,4,0,4,0,4,..,43,4,44,0,44,..,316,50,367,8,369,..,18,0,17,0,17,..,36,18,46,5,49,..,0,0,0,0,0,..,0,0,0,0,0,..,18,3,21,0,21,..,12,3,9,0,9,..,9,0,9,0,9,..,4,0,4,0,4,..,41,14,58,0,58,..,11,0,11,0,11,..,13,0,13,0,12,..,52,0,52,0,52,..,0
122031425,3010,..,..,..,..,3010,..,6,0,6,0,6,..,11,3,14,0,14,..,0,0,0,0,0,..,13,10,16,0,16,..,32,9,42,0,42,..,13,3,13,0,13,..,53,23,73,0,73,..,6,0,12,0,12,..,11,0,11,0,11,..,19,0,20,0,20,..,30,0,30,0,30,..,9,0,16,0,13,..,0,0,0,0,0,..,12,0,9,0,9,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,22,3,25,0,25,..,68,9,77,0,79,..,5,0,7,0,7,..,4,3,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,4,0,4,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,22,0,22,0,22,..,0,0,0,0,0,..,3,0,3,0,3,..,15,0,15,0,15,..,0
122031426,8088,..,..,..,..,8088,..,24,0,24,0,24,..,36,3,39,0,39,..,4,0,4,0,4,..,59,30,87,0,87,..,165,69,241,3,243,..,6,3,8,0,8,..,226,102,332,3,336,..,40,3,42,0,42,..,40,0,43,0,43,..,93,3,98,0,98,..,84,3,90,0,90,..,18,3,25,0,25,..,24,0,25,0,21,..,80,4,86,0,83,..,157,18,177,0,178,..,4,0,4,0,4,..,5,0,5,0,5,..,211,11,227,0,222,..,486,32,520,3,520,..,145,15,161,6,170,..,46,6,53,3,55,..,51,37,87,0,85,..,7,0,7,0,7,..,0,0,0,0,0,..,38,3,40,0,40,..,29,4,36,0,33,..,41,9,49,0,49,..,5,0,5,0,5,..,152,27,176,0,176,..,67,0,65,0,66,..,54,7,65,0,68,..,117,3,117,0,119,..,12
122031427,4660,..,..,..,..,4660,..,24,0,24,0,24,..,28,0,28,0,34,..,0,0,0,0,0,..,150,29,184,0,185,..,126,35,155,0,158,..,4,0,4,0,4,..,280,62,346,3,347,..,31,3,32,0,32,..,10,0,10,0,10,..,167,9,180,0,180,..,54,0,55,0,55,..,41,4,40,0,40,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,10,0,10,0,10,..,6,0,6,0,6,..,7,0,7,0,7,..,35,0,35,0,35,..,43,3,43,0,43,..,68,10,73,0,73,..,25,3,32,0,32,..,12,3,11,0,11,..,0,0,0,0,0,..,48,0,47,0,47,..,9,3,11,0,11,..,13,3,18,0,18,..,3,0,3,0,3,..,13,0,13,0,13,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0
122031428,10104,..,..,..,..,10104,..,34,0,34,0,34,..,26,0,24,0,24,..,0,0,0,0,0,..,132,20,153,0,153,..,178,48,227,4,225,..,7,0,5,0,5,..,311,69,384,4,387,..,32,0,36,0,36,..,19,5,25,3,28,..,112,5,116,0,117,..,90,0,88,0,90,..,50,3,51,0,51,..,0,0,0,0,0,..,31,0,33,0,33,..,18,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,68,0,72,0,72,..,109,5,119,0,117,..,68,19,86,0,86,..,34,8,36,0,36,..,7,0,10,0,10,..,3,0,3,0,3,..,76,9,83,3,85,..,16,0,16,0,16,..,24,0,20,0,20,..,4,0,4,0,4,..,19,0,18,0,18,..,4,0,4,0,4,..,12,0,12,0,8,..,14,0,15,0,15,..,3
122031429,8332,..,..,..,..,8332,..,25,0,26,0,26,..,18,3,19,0,19,..,0,0,0,0,0,..,27,3,29,0,34,..,67,21,90,0,90,..,3,3,4,0,5,..,97,25,126,3,126,..,21,0,21,0,21,..,43,3,45,0,44,..,84,3,87,0,89,..,81,0,85,0,85,..,27,3,29,0,31,..,5,0,5,0,5,..,28,0,29,0,29,..,18,0,21,0,21,..,0,0,0,0,0,..,10,0,10,0,10,..,21,3,27,0,27,..,80,4,84,0,81,..,165,20,181,0,181,..,35,4,32,0,32,..,13,4,11,0,13,..,9,0,10,0,10,..,0,0,0,0,0,..,15,3,24,0,22,..,17,0,22,0,22,..,22,0,22,0,22,..,4,0,4,0,4,..,27,4,29,0,29,..,6,0,6,0,6,..,16,0,14,0,14,..,26,0,23,0,24,..,3
122031430,6664,..,..,..,..,6664,..,8,0,8,0,8,..,13,0,13,0,13,..,0,0,0,0,0,..,55,16,71,0,75,..,81,37,113,0,113,..,11,8,12,0,12,..,143,62,200,0,205,..,5,0,8,0,8,..,21,0,21,0,21,..,56,3,61,0,61,..,59,0,59,0,60,..,33,0,33,0,35,..,14,0,14,0,14,..,24,0,22,0,22,..,12,0,17,0,17,..,0,0,3,0,3,..,8,0,6,0,6,..,31,0,31,0,31,..,85,4,89,0,89,..,91,11,101,0,106,..,26,4,24,0,24,..,38,16,48,0,48,..,8,0,8,0,8,..,0,0,0,0,0,..,15,0,15,0,15,..,23,0,23,0,23,..,18,0,19,0,19,..,0,0,0,0,0,..,13,0,15,0,15,..,10,0,10,0,10,..,21,0,23,0,23,..,27,0,29,0,29,..,3
122031431,10023,..,..,..,..,10023,..,21,0,21,0,21,..,8,0,10,0,10,..,0,0,0,0,0,..,38,3,40,0,47,..,75,27,102,0,102,..,0,0,0,0,0,..,116,29,147,0,148,..,26,3,28,0,28,..,37,0,37,3,37,..,48,0,50,0,50,..,78,0,78,0,78,..,37,6,36,0,36,..,3,0,3,0,3,..,10,0,10,0,10,..,19,0,19,0,19,..,5,0,5,0,5,..,0,0,0,0,0,..,18,0,22,0,22,..,57,0,60,0,60,..,155,10,163,4,168,..,17,4,28,0,26,..,13,6,16,0,16,..,5,0,5,0,5,..,3,0,3,0,3,..,12,3,11,0,11,..,9,0,9,0,9,..,19,0,18,0,18,..,5,0,5,0,5,..,59,9,66,0,66,..,4,0,4,0,4,..,13,0,22,0,22,..,23,0,23,0,23,..,3
122031432,1551,..,..,..,..,1551,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,9,3,9,0,9,..,0,0,0,0,0,..,18,4,19,0,19,..,0,0,0,0,0,..,7,0,7,0,7,..,9,0,9,0,9,..,19,0,19,0,19,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,17,0,15,0,15,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
123011433,5652,..,..,..,..,5652,..,5,0,5,0,5,..,11,0,11,0,11,..,0,0,0,0,0,..,7,3,10,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,16,3,14,0,21,..,17,0,17,0,17,..,7,0,7,0,7,..,10,0,6,0,8,..,12,0,12,0,12,..,6,0,6,0,6,..,0,0,0,0,0,..,11,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,11,0,11,..,43,0,48,0,43,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,13,0,16,0,16,..,3,0,3,0,3,..,14,0,13,0,13,..,0,0,0,0,0,..,10,0,10,0,10,..,15,0,15,0,15,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0
