SA2_MAINCODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
122021420,64,98,58,45,80,28,18,382,95,109,70,34,51,17,13,394,91,100,63,33,51,17,9,366,305,372,230,156,214,79,48,1399,0,0,0,5,4,0,0,13,553,677,426,275,402,138,82,2551,3,16,7,6,9,3,0,42,15,14,8,6,10,8,4,66,13,10,9,8,11,3,0,53,17,21,13,30,28,14,11,135,0,3,0,3,0,0,0,7,48,67,40,48,68,30,13,316,603,746,469,320,465,172,96,2863
122021421,57,74,59,44,58,28,13,338,69,86,59,36,46,18,9,319,63,74,41,20,28,13,11,246,260,366,225,134,168,76,35,1272,0,3,3,3,0,0,0,11,447,609,395,229,300,136,71,2185,0,7,3,0,7,0,3,19,6,8,11,7,3,3,0,40,3,6,5,4,8,3,3,33,22,22,22,15,29,14,4,137,0,0,3,0,0,0,0,3,31,46,45,30,54,21,10,227,476,651,441,257,351,155,79,2416
122021422,67,142,77,54,80,31,18,479,77,120,60,50,52,23,15,396,98,112,57,34,40,23,7,364,380,438,278,164,198,98,62,1613,0,0,0,0,5,0,0,3,627,811,469,301,374,172,99,2854,3,11,11,7,10,3,3,46,5,27,14,5,5,3,0,64,3,11,8,5,9,3,5,50,36,64,36,33,49,22,18,255,0,5,0,0,0,0,0,6,46,113,64,53,74,37,30,423,681,923,535,354,445,206,131,3275
122021423,254,298,145,88,133,55,36,1010,182,195,88,49,76,28,14,627,194,200,90,42,77,36,20,654,770,873,451,277,332,149,66,2926,3,4,3,0,0,0,0,12,1406,1574,781,460,619,263,137,5234,13,21,11,12,26,5,7,99,26,45,27,19,29,13,3,160,9,7,18,8,24,6,4,76,36,101,67,55,92,32,13,394,4,3,3,0,3,0,0,15,80,188,122,98,172,61,30,750,1487,1756,904,552,790,325,163,5982
122031424,147,234,112,74,109,69,38,792,87,120,66,34,44,15,6,382,115,95,61,35,53,14,14,385,398,439,234,134,212,69,39,1525,5,0,0,0,3,0,0,10,749,890,471,285,416,172,98,3090,6,13,12,8,28,9,12,93,14,21,3,11,6,9,3,61,9,17,8,3,8,3,0,45,14,49,34,25,44,19,5,189,3,8,4,0,0,0,0,14,45,103,59,54,85,35,23,403,789,994,536,338,505,210,127,3493
122031425,62,99,55,31,50,26,9,328,68,66,45,19,26,8,3,226,67,71,29,18,31,12,3,229,205,270,172,109,122,56,16,948,0,0,0,0,0,0,0,0,397,506,297,175,225,104,38,1738,0,0,8,5,6,10,0,31,4,9,4,3,7,0,0,22,0,9,0,6,0,4,0,23,10,18,15,16,15,6,0,88,0,0,0,0,0,0,0,0,16,39,30,30,35,16,7,168,415,547,329,207,255,123,42,1909
122031426,574,434,230,121,174,104,46,1685,194,108,70,29,38,18,7,462,228,158,54,26,41,21,15,535,503,427,204,144,164,70,36,1548,3,3,4,7,0,0,0,17,1503,1126,565,318,419,214,107,4252,36,41,38,27,37,31,12,217,20,30,22,20,23,15,4,132,18,32,23,8,17,13,4,120,51,66,68,32,56,13,13,298,11,5,0,3,4,0,0,21,127,173,144,87,143,73,31,793,1630,1304,715,405,561,288,140,5043
122031427,153,302,166,104,151,88,40,1007,96,180,109,63,71,35,14,565,100,163,82,45,63,29,13,490,283,421,243,136,201,81,24,1391,0,0,0,0,0,3,0,3,633,1067,593,340,486,236,91,3454,3,18,17,11,22,10,6,86,6,18,16,6,10,5,4,59,0,6,12,7,6,5,3,39,15,23,26,25,33,18,13,152,0,0,0,0,0,0,0,3,26,68,62,47,66,37,26,341,658,1139,658,387,558,273,123,3796
122031428,271,415,248,182,265,144,76,1586,203,310,174,105,113,42,26,974,188,235,129,64,111,57,15,802,710,889,488,326,382,198,87,3081,9,8,6,0,0,0,0,22,1381,1861,1035,680,870,442,201,6467,14,31,20,16,27,13,19,131,0,31,24,19,20,11,6,114,4,20,12,8,14,9,3,71,36,69,41,31,61,25,7,266,0,4,0,0,0,0,0,11,50,155,97,68,123,61,39,594,1429,2014,1133,756,990,502,232,7056
122031429,363,332,151,77,100,44,24,1091,182,163,101,60,63,20,11,607,168,162,69,39,58,27,15,546,575,515,283,187,218,101,55,1925,0,7,3,0,3,0,0,14,1291,1179,607,366,446,197,102,4183,15,27,12,11,18,14,7,112,11,28,10,13,16,3,0,83,19,23,21,3,9,7,4,82,38,55,50,29,32,15,8,228,0,4,0,0,0,0,0,10,77,140,90,60,86,37,22,512,1367,1318,705,426,532,237,121,4699
122031430,320,352,157,98,123,57,35,1139,194,194,99,47,76,17,11,649,148,174,76,47,57,25,22,552,461,595,276,182,207,89,36,1841,4,4,0,0,0,0,0,15,1123,1326,621,370,458,192,96,4197,8,21,14,9,26,9,3,94,12,21,11,18,15,3,7,90,6,18,7,12,19,7,8,70,18,37,39,28,44,23,3,193,0,0,0,0,0,0,0,5,41,100,73,66,116,42,26,456,1165,1426,691,436,573,237,123,4651
122031431,224,253,121,87,106,55,24,881,171,155,100,65,77,40,9,610,221,185,92,46,58,33,18,645,728,646,355,267,341,165,78,2572,0,0,0,0,0,0,0,0,1343,1227,669,467,585,287,130,4711,10,15,12,8,19,5,4,71,16,40,30,9,9,6,9,125,7,23,12,11,26,6,0,90,46,82,65,39,64,27,11,331,0,0,3,0,0,0,0,3,81,164,121,65,111,40,29,619,1420,1395,796,533,698,331,155,5330
122031432,23,50,22,16,27,7,5,154,25,33,23,9,14,10,3,113,12,25,19,10,22,14,4,97,109,122,78,60,84,31,12,501,0,0,0,0,3,0,0,0,167,231,141,91,151,59,28,870,0,3,7,3,3,0,0,15,0,3,3,0,3,0,0,10,0,0,0,0,4,0,0,5,6,7,7,3,8,0,5,34,0,0,0,0,0,0,0,0,10,10,14,11,12,4,9,68,178,240,160,102,162,64,33,938
123011433,37,44,25,18,29,18,4,176,62,74,50,27,26,10,6,251,47,52,22,20,27,8,3,177,559,590,321,200,211,99,57,2041,3,7,0,0,0,0,0,7,705,763,417,267,289,130,67,2648,0,11,7,3,6,0,0,31,9,20,20,4,6,8,3,70,0,0,5,3,8,0,0,23,44,85,62,31,44,19,17,309,0,0,0,3,0,0,0,4,61,119,96,49,66,28,18,432,764,876,514,320,353,165,83,3080
123011434,151,163,96,79,121,62,32,694,116,133,81,50,75,21,9,492,105,117,50,36,39,12,9,363,1033,1041,587,375,433,168,64,3704,9,6,3,3,3,4,0,25,1413,1457,824,538,668,261,113,5281,12,21,13,9,20,9,6,101,3,13,16,19,25,7,4,90,4,10,7,3,13,3,3,49,112,192,129,85,85,35,9,657,3,5,4,3,0,0,0,15,144,241,170,123,150,61,23,911,1555,1701,994,663,821,320,139,6188
123011435,234,245,141,104,153,87,48,998,227,221,119,82,94,32,11,794,176,161,80,55,57,12,13,557,1507,1345,736,467,544,189,59,4839,16,10,6,3,0,0,0,37,2148,1974,1080,713,850,322,136,7220,21,31,18,9,34,16,7,133,26,42,32,36,29,13,14,188,16,24,11,10,14,3,3,92,192,274,187,119,167,45,16,1000,8,5,6,0,3,3,0,28,264,380,250,170,250,79,43,1436,2420,2351,1329,887,1097,403,175,8660
123021436,195,218,132,104,131,62,35,875,107,94,50,28,41,3,8,329,83,71,31,23,29,8,6,257,615,543,278,177,185,60,23,1882,4,13,8,7,0,0,0,39,1005,949,501,339,381,141,65,3381,33,45,23,26,32,18,12,192,49,53,37,27,32,10,6,211,11,18,14,13,12,5,0,77,270,354,195,131,130,31,17,1124,16,25,10,6,0,0,0,64,379,494,284,203,209,63,33,1674,1384,1442,789,544,591,206,103,5054
123021437,375,398,182,133,167,111,55,1426,81,82,34,22,33,9,6,269,85,56,41,25,26,6,8,245,349,321,178,104,121,52,13,1140,0,9,7,3,0,0,0,17,896,872,439,286,347,182,80,3096,41,47,40,30,41,26,10,229,28,39,18,21,21,6,3,134,20,14,9,6,8,0,3,68,153,152,84,54,61,15,5,524,10,5,0,0,0,0,0,17,252,264,155,112,126,46,23,978,1142,1132,596,400,470,232,105,4076
123021438,243,294,176,137,202,102,53,1211,112,103,77,36,51,20,7,405,73,58,55,24,45,18,7,278,582,531,272,160,230,100,48,1924,0,5,0,4,3,0,0,18,1018,991,583,364,529,234,114,3837,42,56,39,32,39,23,16,249,51,58,37,21,23,9,0,200,32,26,23,17,15,11,0,116,200,275,163,82,113,31,12,871,17,17,11,4,4,0,0,46,337,432,263,159,195,74,30,1486,1356,1417,843,526,728,306,149,5325
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,707,575,267,193,255,186,107,2289,94,86,54,20,35,17,10,316,112,92,37,16,32,9,4,300,348,288,156,84,120,65,45,1109,7,7,9,0,3,3,0,21,1267,1041,526,321,439,283,165,4036,54,71,52,29,50,37,28,318,19,31,14,5,16,10,3,99,14,19,21,15,9,6,0,87,111,137,85,50,62,14,8,465,17,8,3,4,0,0,0,32,210,262,174,96,148,71,41,999,1476,1308,697,419,583,347,209,5039
123021441,243,260,130,102,121,62,43,964,91,89,51,41,41,16,7,332,76,65,23,20,24,11,8,226,458,406,220,135,167,36,25,1452,9,8,3,0,0,0,0,23,874,830,435,298,354,127,75,2998,18,32,24,19,35,26,7,160,29,28,21,16,19,3,3,119,14,18,15,9,6,0,3,62,138,159,89,56,83,13,5,548,7,12,3,0,3,0,0,25,200,244,158,104,149,44,23,916,1072,1076,585,398,503,170,100,3916
123021442,965,900,461,271,377,256,127,3358,93,73,48,30,29,7,9,281,76,69,26,24,22,11,4,230,239,219,154,80,119,46,21,870,6,17,9,8,3,0,3,45,1382,1275,700,408,542,317,163,4795,38,75,68,58,73,42,22,375,28,48,24,14,20,3,7,140,18,25,16,16,4,0,3,89,199,219,109,81,79,12,9,708,24,15,14,11,3,3,0,74,311,384,224,171,183,60,48,1381,1693,1657,925,580,726,379,209,6177
123021443,674,717,365,244,329,221,126,2672,96,84,46,24,52,17,3,322,92,70,32,27,35,13,7,264,337,280,135,93,116,46,29,1039,9,11,0,3,3,3,0,29,1208,1165,570,394,525,299,165,4329,41,52,41,30,55,29,9,247,32,52,27,20,23,7,3,160,21,29,17,14,23,4,3,114,139,156,98,66,68,17,4,553,16,16,11,5,3,0,0,49,246,298,184,135,175,55,24,1117,1459,1467,759,527,701,356,185,5449
123021444,260,342,174,129,199,137,62,1311,92,91,76,51,35,23,14,386,78,96,67,37,49,12,5,343,487,494,297,187,231,81,52,1835,4,8,6,11,0,3,0,41,926,1038,626,402,525,258,134,3905,41,54,42,34,35,22,17,249,40,37,23,17,23,6,0,145,25,26,13,12,20,3,3,104,264,289,145,100,130,21,16,968,22,23,4,4,4,0,0,63,397,427,233,162,211,56,41,1526,1319,1464,857,564,738,313,174,5432
123031445,15,13,11,4,5,0,0,52,15,20,11,9,15,4,3,73,13,23,7,10,5,3,0,60,242,271,165,106,124,41,14,965,0,4,0,0,0,0,0,8,281,337,195,123,153,51,19,1157,0,3,0,3,3,0,0,6,4,7,0,0,5,0,0,23,0,6,7,3,8,0,0,22,42,55,34,24,21,6,0,178,3,0,0,0,0,0,0,7,51,74,46,25,28,7,0,233,339,409,240,153,181,52,23,1397
123031446,29,39,24,15,17,4,3,122,57,50,27,19,21,7,5,194,38,41,20,16,20,7,7,150,545,520,270,192,212,82,44,1867,3,0,3,0,0,0,0,4,669,654,334,244,275,103,62,2336,0,0,0,3,3,0,0,12,3,8,5,3,7,0,0,39,7,3,3,0,3,3,0,15,51,58,21,19,23,4,0,182,3,0,0,0,0,0,0,6,63,71,33,24,38,8,5,250,733,723,375,268,312,111,61,2586
123031447,30,47,34,23,33,19,10,202,63,80,57,37,47,17,3,301,60,62,31,20,32,10,0,219,746,791,419,271,337,76,37,2674,3,9,8,3,0,0,0,20,910,980,543,357,449,131,53,3419,3,7,6,0,6,5,3,28,7,18,9,8,7,3,3,53,3,14,7,7,11,6,0,49,122,152,109,71,113,35,9,613,11,11,0,3,0,0,0,23,147,205,133,90,140,46,15,775,1056,1183,678,441,591,170,69,4198
123031448,6,19,15,3,14,5,3,71,21,43,18,20,18,5,3,136,26,42,22,18,24,11,3,150,371,460,314,200,217,60,34,1670,5,9,3,3,6,0,0,23,433,581,376,244,276,96,45,2049,0,3,0,0,0,0,0,5,9,3,3,6,3,3,0,21,0,0,0,0,0,3,0,10,36,62,42,25,35,6,3,211,0,7,3,3,0,0,0,11,46,75,47,35,45,9,5,263,475,650,425,284,321,107,52,2305
124011449,15,18,6,0,3,0,0,37,32,26,17,8,10,0,0,96,39,38,9,5,5,4,0,99,149,136,73,41,53,21,6,471,0,0,0,0,0,0,0,0,222,210,106,58,73,27,6,707,0,3,3,0,3,0,0,14,7,11,6,3,5,0,0,36,3,8,9,9,6,0,0,30,30,55,36,21,26,6,0,175,0,0,0,0,0,0,0,8,42,84,57,36,39,6,3,256,267,295,158,90,114,32,7,965
124011450,43,74,41,25,42,17,11,259,120,163,85,58,75,26,10,542,86,101,57,35,54,26,10,373,742,771,465,315,416,188,83,2974,0,10,4,0,0,0,0,18,995,1115,648,433,583,268,117,4157,5,5,9,7,7,5,0,36,7,23,15,15,15,3,8,81,6,7,15,4,6,6,3,56,60,108,86,76,92,30,14,465,5,3,0,0,0,0,0,5,85,150,124,96,121,49,25,648,1076,1262,777,529,707,311,143,4805
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7
124011452,28,34,23,13,21,10,5,132,55,63,38,25,37,3,3,223,47,52,36,17,28,0,0,191,267,267,173,107,139,26,8,986,3,0,0,0,3,0,0,11,409,423,271,161,226,35,18,1541,3,7,11,11,7,0,0,37,16,17,21,12,29,8,0,101,8,14,9,11,11,3,3,63,88,117,80,28,59,15,3,403,0,6,3,0,3,0,0,18,113,161,125,62,108,26,10,622,520,581,397,228,334,67,29,2159
124011453,23,37,16,20,21,7,9,133,59,74,45,31,43,8,12,279,46,55,40,26,32,14,4,228,436,405,261,145,203,62,37,1559,3,0,0,0,3,0,0,7,578,582,365,224,294,95,60,2202,0,3,11,3,11,0,4,33,12,24,12,5,14,12,3,80,8,14,12,7,16,0,0,54,68,99,47,45,52,22,12,342,3,3,3,0,0,0,0,10,91,142,82,65,96,28,15,525,667,725,443,292,393,122,77,2723
124011454,43,67,52,42,53,17,14,292,107,148,78,49,76,31,12,507,82,113,62,30,71,30,16,409,827,961,533,327,449,172,77,3348,5,14,0,0,0,0,0,22,1053,1305,725,453,649,254,121,4565,3,13,8,3,15,4,4,50,16,28,16,21,19,6,3,110,5,10,23,10,14,3,0,60,83,122,98,61,114,32,20,535,3,3,3,3,6,0,0,19,111,170,148,94,165,41,29,770,1170,1480,870,549,813,295,158,5330
124011455,13,16,9,5,12,3,3,65,21,33,24,12,24,7,3,128,25,45,20,7,15,3,0,104,181,172,93,68,83,26,10,630,0,0,0,0,0,0,0,3,239,272,143,92,134,39,19,932,3,4,3,3,7,0,0,26,4,4,6,4,9,0,3,32,5,6,6,6,3,0,0,35,22,48,25,20,29,3,3,153,0,3,0,0,0,0,0,3,42,72,46,35,47,4,9,239,274,340,191,121,183,45,23,1174
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,81,80,48,31,44,13,14,311,87,80,48,23,24,14,5,282,59,51,18,24,27,7,3,183,667,610,287,174,229,62,34,2066,6,5,4,0,3,0,0,20,900,824,409,256,332,99,54,2870,13,18,6,9,12,5,0,69,18,29,16,20,12,0,0,91,11,16,10,9,4,6,0,58,146,192,117,74,79,25,6,645,13,8,3,3,0,0,0,31,206,267,160,110,118,42,11,901,1099,1089,565,364,447,143,63,3766
124031458,307,252,120,65,103,43,32,917,120,107,53,48,56,12,9,413,120,94,52,36,47,16,5,376,1180,889,491,319,398,108,55,3440,6,8,3,0,4,0,0,23,1740,1343,728,461,609,177,102,5160,15,13,10,8,15,5,11,77,28,36,28,15,31,9,3,145,16,19,6,6,14,10,0,75,245,286,167,106,131,30,14,979,13,12,4,3,3,0,0,32,315,360,210,146,193,50,30,1313,2060,1709,940,611,799,227,133,6474
124031459,35,60,30,14,40,23,9,214,71,88,46,32,49,17,16,320,53,69,24,21,25,9,11,208,591,635,334,215,273,93,37,2177,7,0,3,0,0,0,0,8,757,851,436,284,381,144,78,2933,0,0,3,4,8,0,5,24,3,23,12,8,7,3,0,59,3,14,0,5,4,3,0,29,77,119,62,46,78,24,9,414,0,0,0,0,0,0,0,11,84,158,79,63,100,34,14,540,845,1013,518,344,480,172,92,3466
124031460,170,231,130,85,148,110,54,930,111,120,79,68,78,49,12,508,82,110,53,40,64,27,19,380,947,987,547,333,439,169,55,3488,9,7,3,0,0,0,0,23,1324,1446,816,530,726,348,139,5327,16,18,13,13,19,7,7,96,16,40,35,9,12,10,3,123,10,20,14,11,20,10,3,85,135,177,114,79,115,42,13,679,5,4,4,4,0,0,0,19,177,260,174,122,159,67,25,994,1499,1706,997,646,887,420,169,6324
124031461,108,113,66,46,61,31,12,432,85,92,52,26,43,18,3,324,78,69,42,22,30,11,6,245,689,614,328,197,209,61,27,2129,9,7,0,0,0,0,0,16,963,894,485,283,342,119,48,3144,7,14,19,7,12,11,8,80,27,38,18,8,24,5,6,123,10,19,20,15,14,3,0,78,162,185,101,82,82,24,9,640,4,7,0,3,3,0,0,17,212,257,155,114,132,42,16,932,1175,1155,642,404,468,163,69,4073
124031462,414,346,177,98,138,85,33,1292,98,82,42,28,28,7,0,289,75,68,38,11,25,11,7,223,624,479,256,148,165,68,22,1756,9,3,0,0,0,0,0,22,1219,975,511,282,355,170,62,3578,37,45,32,16,30,25,9,192,20,34,19,9,21,4,3,101,17,22,11,5,16,3,3,86,251,219,125,103,90,22,10,817,17,11,5,10,3,0,0,55,337,328,196,146,161,52,26,1256,1557,1303,709,427,517,230,86,4831
124031463,58,78,48,34,51,25,8,310,43,49,27,19,17,15,9,189,50,55,28,16,16,17,9,196,420,433,235,168,195,66,35,1561,4,0,0,3,0,0,0,8,583,625,340,238,288,118,65,2259,5,8,3,3,3,3,3,28,10,8,4,3,0,0,0,32,6,3,3,6,3,0,0,18,38,48,26,21,40,9,0,182,0,3,0,0,0,0,0,5,62,69,41,32,44,12,6,261,637,689,381,274,332,130,71,2520
124031464,184,143,60,32,47,29,8,507,43,31,28,18,27,6,3,152,54,26,20,14,12,6,4,129,278,235,116,65,82,26,13,811,4,4,3,0,0,0,0,16,560,440,221,131,170,62,25,1611,10,21,17,8,20,7,4,87,23,15,11,6,16,6,0,84,10,19,9,8,14,7,0,65,143,170,90,72,78,23,12,594,8,9,3,0,0,0,0,24,198,237,132,91,132,44,21,859,760,675,359,217,301,107,47,2464
124031465,8,16,9,3,7,5,3,50,20,25,10,11,16,3,4,95,6,21,11,5,3,3,0,60,228,268,188,97,121,41,10,954,0,0,0,0,0,0,0,0,272,335,220,119,153,53,20,1169,0,0,0,0,3,0,0,5,3,0,0,3,4,0,0,22,0,0,0,0,3,0,0,7,38,35,30,22,29,11,5,165,0,3,0,0,0,0,0,11,50,43,35,28,39,14,5,203,322,372,254,149,191,61,24,1374
124041466,43,47,22,17,23,7,8,170,44,27,20,11,21,6,3,144,46,47,26,17,12,12,3,163,454,448,267,146,191,53,15,1580,5,0,0,0,0,0,0,12,597,578,336,186,255,81,30,2058,6,7,3,5,13,6,3,51,17,13,17,15,10,3,9,75,9,16,5,3,4,0,4,45,112,136,92,64,85,35,17,541,0,3,3,0,3,0,0,8,142,182,123,87,122,43,25,725,740,754,457,278,373,125,54,2779
124041467,41,43,25,8,28,12,7,165,59,60,49,21,31,18,14,253,55,46,20,15,25,9,0,175,673,598,320,207,247,96,28,2171,0,10,0,3,7,0,0,18,830,750,413,265,337,128,50,2777,0,6,6,5,9,4,0,25,12,15,14,9,12,8,0,79,12,22,12,11,15,11,3,75,191,208,132,92,96,28,12,758,5,3,3,5,3,0,0,20,215,258,164,125,134,49,17,963,1047,1010,584,390,470,178,72,3744
124041468,8,10,10,10,16,14,5,76,21,34,17,6,15,14,0,108,21,27,8,9,14,0,3,85,213,289,178,129,136,41,18,1005,0,0,0,0,0,5,0,7,271,356,216,164,183,73,21,1288,0,3,0,0,0,0,0,6,3,7,6,0,3,0,0,15,0,6,3,4,5,0,0,18,29,55,22,28,23,6,0,165,3,3,0,0,0,0,0,7,40,75,32,34,27,11,0,220,303,435,250,195,216,79,24,1507
124051469,67,75,56,37,62,49,35,375,31,28,20,10,20,13,4,118,32,29,21,9,18,5,3,115,176,197,121,92,125,48,17,781,3,0,0,0,0,0,0,4,306,328,207,151,234,114,61,1398,3,14,7,8,17,7,7,55,0,10,8,5,10,3,0,33,6,3,3,7,4,0,3,25,38,44,16,20,18,3,0,143,3,0,0,0,0,0,0,3,50,62,37,28,47,18,10,253,363,395,250,176,277,130,65,1653
124051470,236,287,165,117,195,132,68,1197,145,125,68,50,69,23,10,482,79,63,47,27,37,13,6,274,635,616,303,192,226,66,31,2078,11,6,3,3,0,0,0,25,1104,1092,586,398,527,231,116,4056,18,24,29,23,37,4,7,150,29,33,26,16,20,11,0,130,15,27,18,9,7,7,4,84,135,167,92,66,96,25,9,597,13,10,0,0,0,0,0,22,209,259,159,123,162,47,26,984,1312,1354,740,518,689,280,137,5039
124051580,179,252,118,75,105,67,34,836,58,36,18,13,21,9,5,162,33,41,25,5,20,10,0,137,278,239,142,74,110,26,9,880,4,3,3,0,0,0,0,7,556,576,304,177,256,109,55,2024,34,43,23,12,21,14,8,146,26,23,11,3,9,4,7,81,21,16,4,9,3,0,0,46,108,138,69,52,58,21,3,447,14,7,0,0,0,0,0,26,206,225,105,78,91,33,17,754,762,803,407,260,347,145,66,2779
124051581,350,279,145,85,122,64,38,1081,80,68,26,12,19,4,3,215,49,35,11,12,9,3,3,125,324,258,133,70,120,25,11,947,13,9,7,3,3,0,0,35,824,654,329,183,268,97,52,2402,50,76,39,24,42,18,18,271,44,36,12,15,21,3,3,134,21,24,15,4,6,6,0,71,236,235,125,66,74,12,7,759,18,15,9,3,3,0,0,46,371,384,201,109,141,45,30,1288,1192,1040,528,298,413,143,83,3691
125011473,786,498,197,120,162,107,60,1924,102,64,22,15,14,0,3,221,108,80,29,13,19,3,3,258,193,122,55,32,38,17,8,458,6,6,3,3,0,3,0,18,1188,772,307,182,231,131,69,2869,46,60,41,26,40,24,14,248,12,14,6,3,9,7,0,51,3,12,3,6,3,0,0,24,16,14,7,7,16,5,0,67,5,0,0,0,0,0,0,3,81,103,66,41,60,36,18,399,1272,875,367,224,289,162,90,3273
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,833,744,383,211,345,250,125,2894,100,82,43,35,29,10,6,308,52,57,27,5,17,5,0,173,95,48,25,10,11,6,0,201,5,9,4,5,0,0,0,24,1086,945,486,268,401,274,137,3591,69,61,54,40,61,51,35,372,18,24,13,5,8,3,0,66,7,13,7,9,8,5,3,42,27,23,7,4,6,0,0,70,8,4,0,4,0,0,3,24,133,117,84,55,90,57,44,581,1219,1059,565,326,489,333,178,4172
