SA2_MAINCODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
125011583,732,441,185,97,146,101,57,1747,22,15,6,8,3,0,0,53,15,14,5,0,5,0,3,45,26,9,3,0,0,0,0,47,9,4,0,0,0,0,0,15,808,483,200,109,149,98,58,1910,46,62,43,29,45,44,24,295,8,3,5,0,0,0,0,14,5,3,0,0,0,0,0,10,8,7,3,0,0,0,0,14,0,3,0,0,0,0,0,9,65,79,53,32,49,42,24,347,868,566,259,140,205,144,86,2261
125011584,362,372,179,150,214,161,73,1509,61,74,48,24,29,8,4,253,44,43,18,15,3,5,0,135,49,40,22,15,16,15,0,151,3,0,0,0,0,0,0,9,519,530,270,203,266,188,81,2058,23,39,25,29,40,22,12,186,11,14,9,5,8,0,0,61,4,5,11,3,6,0,0,34,22,10,4,6,3,0,0,46,6,6,0,0,3,0,0,19,72,81,52,40,62,25,17,344,586,611,325,247,324,216,92,2399
125011585,378,330,162,115,179,140,71,1379,47,33,17,12,16,4,0,129,28,26,13,3,3,4,0,72,61,38,24,18,19,11,3,174,3,3,0,0,0,0,0,15,518,439,207,143,222,160,73,1767,33,41,25,16,41,23,19,204,4,9,5,5,4,3,3,30,6,3,0,0,0,0,0,16,15,20,12,3,7,0,0,59,0,0,4,3,3,0,0,8,58,73,45,32,50,29,29,322,575,509,252,177,275,194,103,2083
125011586,786,571,258,187,301,309,206,2610,69,43,33,19,17,13,5,202,90,64,40,13,27,10,3,251,99,81,45,26,24,20,13,306,0,4,7,5,0,3,0,12,1048,770,380,247,365,348,217,3382,53,75,52,49,74,63,44,414,9,11,5,5,4,0,3,41,13,11,0,8,0,0,5,41,22,26,9,8,13,3,3,74,3,7,4,0,4,0,0,24,93,127,81,64,97,75,52,586,1143,898,460,307,463,427,274,3969
125011587,172,180,96,67,95,96,45,755,30,37,11,0,7,3,4,93,33,13,4,7,0,6,0,65,47,50,11,9,14,4,3,146,4,7,0,0,0,0,0,8,294,288,133,78,122,107,48,1073,23,36,19,17,27,23,14,159,7,11,6,0,0,3,0,19,0,3,6,0,4,0,0,15,12,10,7,3,3,0,0,39,3,0,0,0,0,0,0,4,39,60,38,20,37,31,14,239,332,345,173,102,161,141,69,1312
125021476,996,1148,543,342,556,479,230,4296,54,58,50,38,47,23,10,276,129,109,47,24,38,30,15,401,261,319,207,136,192,133,53,1291,3,5,7,3,3,3,0,24,1438,1631,851,543,841,674,310,6283,54,115,69,62,97,79,40,518,10,16,9,5,9,8,0,60,3,14,9,6,10,11,3,59,22,37,41,31,42,20,9,201,3,0,0,0,3,0,3,9,95,183,127,106,162,114,60,851,1539,1809,979,651,1005,786,366,7138
125021477,595,495,257,165,303,222,94,2133,147,108,66,29,36,21,10,420,136,105,58,33,35,18,4,386,482,465,220,139,158,65,24,1550,6,3,0,0,0,0,0,14,1364,1177,602,364,525,328,141,4499,29,50,46,44,62,39,40,302,21,15,19,8,13,8,10,89,15,16,6,15,19,10,3,83,44,94,60,46,45,18,12,316,8,14,0,0,3,0,0,22,115,183,125,119,134,70,62,809,1486,1358,725,479,663,396,200,5314
125021478,584,523,233,161,242,219,113,2074,83,73,22,31,32,31,10,281,93,100,38,31,25,21,11,313,255,267,155,84,138,88,45,1033,4,3,0,0,0,0,0,11,1012,965,454,318,438,357,175,3715,37,63,32,22,53,48,15,271,30,16,9,14,11,3,4,79,7,18,11,10,14,3,4,58,33,63,36,37,37,23,10,246,0,5,0,0,0,0,0,5,109,157,90,78,115,77,34,666,1123,1125,537,395,556,433,209,4381
125031479,475,546,369,265,375,296,140,2459,185,199,85,34,62,28,11,609,99,74,33,29,30,9,9,281,249,198,88,40,53,15,18,650,10,6,5,0,0,0,0,21,1009,1029,584,372,511,340,180,4012,65,106,106,74,105,50,53,560,39,50,28,16,22,3,3,169,18,15,11,8,3,0,3,64,78,63,29,17,29,8,7,231,12,16,5,3,8,0,0,42,206,245,184,124,176,61,63,1055,1213,1274,764,491,683,401,239,5071
125031480,464,491,274,218,271,230,115,2068,152,179,87,55,30,20,9,536,73,55,30,10,18,11,3,209,133,93,39,24,28,11,8,325,4,4,4,4,5,0,0,25,825,825,439,311,355,276,133,3160,74,120,75,54,90,57,34,501,34,49,11,10,7,8,0,118,3,8,4,12,6,0,0,43,51,44,19,16,9,3,3,145,16,11,7,9,5,0,0,47,179,229,125,96,121,76,37,866,1009,1050,570,408,471,348,170,4029
125031481,860,602,346,231,326,235,144,2746,150,175,95,64,54,18,13,568,114,113,54,27,17,16,0,341,225,157,84,43,45,19,9,589,13,16,14,0,0,0,0,43,1372,1064,591,365,447,291,162,4292,73,86,66,41,77,45,36,427,26,30,27,9,18,5,4,126,12,24,4,5,4,0,0,53,41,34,19,3,16,10,3,129,11,3,4,3,0,0,0,24,165,177,123,69,122,64,47,755,1535,1236,717,434,566,355,208,5045
125031482,566,592,300,176,260,198,108,2198,230,217,109,60,72,25,26,749,168,142,71,35,47,34,11,506,815,743,361,198,220,112,48,2497,8,12,3,3,6,0,0,31,1799,1704,846,471,605,370,183,5979,14,38,34,13,44,24,21,193,17,46,32,28,21,13,0,152,5,16,10,10,5,0,8,58,93,117,84,60,78,27,14,481,6,3,0,3,3,0,0,14,140,220,167,113,154,68,45,902,1939,1926,1009,581,756,436,230,6882
125031483,716,637,395,241,382,230,123,2718,322,330,163,106,93,41,12,1065,160,156,55,32,34,19,7,464,266,179,91,53,45,18,5,656,17,21,12,7,0,3,0,55,1480,1329,719,438,550,301,145,4960,63,96,84,43,76,42,36,453,47,59,36,20,18,6,5,184,29,21,23,6,8,0,0,89,73,76,31,14,28,10,11,243,18,12,10,3,10,3,0,48,230,267,187,89,131,62,49,1018,1717,1589,906,527,683,365,200,5980
125031484,682,595,305,182,292,221,122,2396,211,209,101,69,68,33,14,700,101,85,44,26,28,11,8,300,333,285,109,72,79,37,10,932,9,12,9,5,3,0,0,41,1339,1189,567,351,475,302,149,4366,74,118,76,73,92,65,33,525,60,57,24,10,19,7,6,185,17,30,21,7,15,3,6,96,79,82,47,24,35,8,3,285,15,13,0,3,3,4,0,38,247,300,176,117,161,85,48,1128,1585,1487,738,466,641,383,191,5493
125031485,1243,945,455,262,368,288,172,3736,222,201,102,64,80,32,13,705,155,155,52,45,51,21,4,483,320,287,123,86,102,36,13,979,17,17,6,3,3,0,0,51,1961,1608,737,460,604,382,198,5950,126,165,90,91,103,79,47,703,46,59,28,15,18,4,3,169,17,24,8,18,10,6,0,85,72,87,28,31,30,9,0,258,23,14,5,3,3,0,3,53,278,350,163,149,167,110,58,1267,2241,1955,904,608,766,489,254,7222
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031487,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
125041489,946,634,285,147,191,122,68,2382,96,41,24,13,20,5,12,220,120,74,24,14,5,12,0,249,270,161,51,43,48,24,10,599,0,3,3,0,0,0,0,8,1432,908,393,218,262,159,83,3457,54,80,43,34,81,58,34,388,28,22,8,3,12,4,0,83,16,19,9,3,7,3,3,59,48,34,27,9,17,13,6,154,6,5,0,0,0,0,0,12,145,148,94,52,124,84,49,695,1573,1059,488,265,391,246,131,4148
125041490,194,208,108,67,93,79,41,785,59,51,44,16,27,9,5,209,47,62,23,15,14,12,4,171,171,181,124,56,98,50,26,712,0,0,0,0,0,0,0,3,466,501,299,156,230,147,76,1877,6,23,16,16,15,13,3,86,3,4,3,0,3,3,3,22,3,3,0,0,7,5,4,24,17,26,12,8,11,5,3,84,0,0,0,0,0,0,0,3,33,61,35,24,31,22,11,217,502,561,332,174,265,171,94,2096
125041491,1210,794,265,133,126,80,43,2656,100,67,31,14,15,10,5,251,112,92,20,11,9,6,0,245,288,255,123,78,82,43,23,894,7,0,0,0,0,0,0,11,1724,1208,442,235,236,142,69,4065,34,49,28,37,47,29,24,245,20,14,10,10,12,3,3,72,4,4,7,0,9,4,0,32,26,47,35,29,28,15,4,181,3,3,3,3,4,0,0,15,86,116,88,76,99,47,34,540,1813,1327,531,308,338,192,106,4607
125041492,2115,1137,354,174,191,115,56,4143,67,34,20,3,11,7,0,137,55,33,11,8,6,9,7,126,97,44,14,13,5,7,5,188,3,6,3,0,3,0,0,21,2339,1245,406,199,219,133,73,4614,103,77,55,41,72,51,46,449,15,15,3,9,10,6,3,56,10,13,8,4,6,3,0,52,23,9,16,6,7,7,0,73,9,5,3,0,0,0,0,25,157,122,91,67,99,62,53,649,2495,1363,499,261,323,201,123,5260
125041493,677,618,300,185,228,199,121,2317,95,111,61,43,40,13,9,376,85,64,39,25,30,14,5,268,415,367,203,123,173,79,31,1389,3,4,0,0,0,0,0,11,1274,1167,596,380,475,309,172,4371,35,51,44,35,50,28,24,263,8,17,15,8,11,3,3,75,13,18,12,10,11,3,0,66,77,86,73,37,56,21,12,367,5,3,9,0,3,0,0,20,132,180,155,91,134,60,34,795,1412,1345,751,474,611,372,204,5160
125041494,164,189,92,63,99,68,36,709,74,86,45,25,30,16,8,284,77,71,33,32,20,13,14,258,407,388,212,127,128,78,25,1364,3,8,0,0,0,0,0,10,728,747,388,246,282,171,81,2637,3,5,8,8,9,7,9,49,6,13,0,7,9,14,0,54,4,3,4,3,6,0,0,26,9,48,43,19,26,13,8,162,0,0,5,3,4,0,0,13,25,69,60,39,50,31,17,300,756,815,454,284,328,203,95,2937
125041588,769,793,336,178,212,140,79,2502,28,25,7,7,14,4,5,96,33,20,6,6,16,9,0,91,74,83,45,26,31,18,12,292,6,0,0,0,0,0,0,9,907,917,406,226,273,171,93,2987,19,37,26,16,39,14,10,167,8,11,5,7,0,3,0,33,13,8,3,3,5,0,0,36,29,39,18,8,13,0,3,111,3,0,0,3,3,0,0,7,67,103,58,40,58,21,11,360,975,1018,465,264,335,191,108,3353
125041589,977,906,358,212,272,167,109,2999,21,20,12,10,8,9,6,77,29,31,20,5,14,7,4,109,85,95,47,29,40,9,5,311,9,3,0,3,0,0,0,18,1116,1059,434,257,330,195,124,3509,22,49,32,22,37,39,19,224,7,13,8,0,6,5,0,40,4,12,3,4,6,0,0,31,20,21,5,10,10,5,4,78,0,4,4,0,3,0,0,12,54,95,53,37,67,51,24,389,1177,1153,486,293,400,243,147,3897
126011495,918,962,457,300,472,389,203,3702,83,93,56,39,56,25,22,380,84,99,54,38,48,37,19,378,260,328,214,153,222,153,90,1424,3,4,0,0,0,0,0,14,1358,1489,784,536,802,602,331,5906,44,102,54,71,86,83,50,490,3,7,8,10,15,4,3,51,5,9,3,5,9,6,5,47,13,27,26,27,32,15,4,152,0,0,0,0,0,0,0,5,71,153,93,110,149,110,61,752,1424,1641,884,649,949,712,397,6658
126011496,413,474,277,158,250,217,115,1915,95,139,88,42,70,41,26,488,113,135,68,37,72,49,13,483,408,541,327,212,311,232,120,2152,12,3,3,0,0,0,0,16,1041,1290,769,444,701,541,273,5051,17,43,25,13,29,30,22,179,3,12,5,7,13,5,3,41,0,9,5,7,18,10,4,54,21,57,34,25,40,24,17,207,0,0,0,0,0,0,0,3,37,120,74,51,94,75,43,490,1077,1404,840,497,793,609,313,5546
126021497,816,773,340,230,377,322,202,3058,66,110,57,41,51,21,10,358,118,107,49,22,36,24,17,367,223,313,197,112,179,107,69,1202,5,3,0,0,0,0,4,17,1231,1295,649,406,643,475,305,5005,66,95,52,45,61,57,28,402,6,14,4,5,3,7,4,49,8,9,9,0,7,9,3,46,31,32,19,18,25,16,8,134,3,0,0,0,0,0,0,5,106,150,83,63,100,88,46,642,1335,1448,733,472,740,559,352,5640
126021498,174,143,74,50,78,46,34,610,103,93,71,42,51,29,10,411,129,104,51,19,41,22,8,378,368,405,229,131,165,112,59,1463,0,0,0,0,3,0,0,5,779,755,428,250,334,213,112,2870,10,19,11,12,18,9,5,86,5,12,11,12,8,5,6,66,7,17,4,5,14,5,4,59,19,41,30,20,29,13,7,152,4,0,0,0,0,0,0,3,40,87,57,54,78,35,23,368,819,841,486,302,412,247,134,3241
126021499,76,93,48,29,62,40,17,371,63,112,62,43,49,21,12,374,72,78,38,33,40,26,15,293,238,317,209,132,159,114,57,1219,3,3,0,0,0,0,0,4,452,604,358,230,308,205,102,2259,7,16,13,7,12,5,4,63,0,12,10,3,4,0,3,36,3,5,5,0,7,7,6,35,12,27,20,6,7,6,10,88,0,0,0,0,0,0,0,7,24,57,47,23,30,20,30,230,476,663,407,248,335,225,131,2487
126021500,764,500,174,108,132,108,73,1860,73,30,22,7,15,6,3,156,111,73,25,11,18,12,7,258,210,132,48,44,45,27,18,527,0,3,0,0,0,0,0,6,1160,737,276,172,213,152,101,2803,37,53,42,28,43,39,23,262,9,18,7,3,11,6,4,52,4,15,10,5,3,0,0,40,14,27,17,13,12,13,10,95,0,0,0,0,0,0,0,3,64,108,75,49,68,58,32,459,1230,845,346,218,283,210,128,3261
126021501,244,232,143,92,130,96,54,990,63,96,48,35,40,24,8,316,84,114,38,18,28,18,6,314,253,262,169,115,126,61,40,1019,3,3,3,0,0,0,0,7,648,705,395,264,335,197,106,2656,17,13,10,11,15,21,24,107,5,7,8,3,10,4,0,42,10,8,4,0,3,0,0,23,12,27,13,9,16,13,13,104,3,0,0,0,0,0,0,9,43,52,44,25,46,44,36,288,690,759,441,288,379,240,143,2943
126021503,749,455,169,98,162,120,95,1848,79,79,42,15,19,15,8,249,116,95,53,20,30,16,6,324,234,242,143,72,92,32,18,834,0,0,0,3,0,0,0,10,1171,871,407,203,298,185,125,3260,46,60,33,26,39,41,27,282,4,9,6,10,5,3,3,40,6,6,7,7,13,8,3,38,23,40,21,20,20,17,3,144,0,0,0,0,4,0,0,11,80,119,69,54,84,66,37,510,1255,989,474,263,382,255,164,3774
126021590,47,57,37,28,44,34,20,270,23,40,21,6,8,5,4,114,18,32,30,11,13,10,4,115,95,127,90,62,83,51,30,537,3,0,0,0,0,0,0,3,187,259,180,111,148,98,63,1045,0,0,4,3,3,0,3,24,0,3,0,0,9,3,4,24,0,0,0,0,0,0,0,8,6,4,3,3,17,9,10,52,0,0,0,0,0,0,0,0,9,14,14,13,31,14,13,102,199,270,193,123,182,113,74,1148
126021591,799,560,246,176,269,181,104,2327,153,149,72,27,48,27,13,492,159,115,51,27,48,22,10,437,435,449,278,164,214,122,40,1700,3,0,0,3,3,0,0,13,1546,1274,656,403,578,346,164,4965,51,61,42,34,48,49,34,317,13,23,10,13,21,4,7,98,8,19,9,16,10,3,3,67,38,70,38,30,41,22,12,242,0,6,0,0,0,0,0,9,113,173,95,90,125,85,57,734,1660,1446,747,490,700,438,219,5707
127011504,408,453,309,195,270,162,62,1866,162,140,58,40,46,8,0,453,93,59,35,23,30,9,8,249,188,155,92,64,54,14,7,579,7,17,6,11,5,0,0,43,851,817,506,331,404,193,79,3187,87,145,79,65,101,51,20,547,60,92,51,21,41,9,7,282,24,29,20,14,13,0,3,103,169,178,117,79,79,9,0,629,30,26,18,16,4,3,3,96,380,469,282,183,236,74,35,1664,1231,1293,788,514,644,265,114,4844
127011505,67,90,79,54,83,52,20,446,34,52,35,14,30,28,10,200,38,31,29,13,16,8,4,141,211,212,145,93,148,55,32,896,5,9,6,0,0,0,0,21,356,397,301,175,277,140,64,1705,7,15,4,3,10,3,6,51,6,7,9,7,6,6,0,42,0,5,0,4,6,0,0,20,42,70,48,29,21,6,4,229,3,0,0,0,0,0,0,9,61,100,65,41,39,14,11,340,415,501,370,214,317,155,72,2051
127011506,337,313,153,96,104,80,36,1117,134,101,61,39,39,18,5,389,121,92,44,22,25,10,3,315,881,633,303,169,206,85,33,2309,7,8,6,0,0,0,0,23,1475,1140,565,327,369,192,84,4150,13,14,10,8,10,11,9,74,22,25,9,5,8,3,4,80,18,17,6,5,13,3,0,61,93,99,49,39,49,12,3,343,5,6,0,0,0,0,0,11,146,155,84,61,76,27,12,569,1621,1295,648,390,445,225,97,4719
127011592,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,4,0,0,0,3,3,0,0,13
127011593,149,176,162,108,147,134,66,943,24,38,39,24,40,18,8,196,39,42,27,18,23,16,0,163,87,130,73,61,83,37,13,485,0,0,0,0,4,0,0,4,300,389,308,211,295,204,87,1788,15,32,22,13,17,24,10,132,4,10,4,4,6,4,0,35,3,0,3,3,3,0,0,11,6,8,13,8,11,6,5,58,3,0,3,3,0,0,0,9,27,49,46,31,39,30,17,242,328,442,353,240,333,239,102,2035
127011594,364,477,293,201,308,212,134,1996,65,64,29,28,25,10,6,231,41,57,23,15,23,5,4,166,108,114,76,56,75,22,7,464,4,8,3,6,0,0,0,28,583,718,432,306,433,254,151,2879,56,93,63,54,78,59,30,428,10,14,7,8,9,7,0,60,12,15,7,11,7,0,3,56,37,41,21,15,25,4,5,155,16,6,9,4,3,0,0,37,131,168,105,85,132,70,36,733,715,888,540,392,563,327,185,3609
127011595,399,470,284,205,289,214,114,1968,90,75,42,23,31,18,9,288,70,64,33,18,22,13,3,218,181,151,98,48,77,44,17,613,9,4,9,5,0,0,0,26,744,761,469,299,416,289,139,3109,37,53,61,45,55,39,25,322,15,17,10,9,10,4,0,59,9,7,7,4,14,0,0,41,18,41,28,22,27,9,5,152,11,8,4,4,0,0,0,20,91,128,106,77,108,56,34,600,835,888,573,375,527,342,170,3706
127011596,398,443,281,184,262,199,75,1844,111,101,49,41,35,12,7,354,66,74,26,14,24,15,3,228,249,217,111,80,93,26,3,775,4,7,5,0,3,0,0,20,827,837,476,316,416,255,93,3222,43,59,36,26,35,23,9,239,14,17,19,7,12,3,0,67,7,13,7,3,6,4,0,44,37,47,34,19,33,10,4,185,3,5,3,3,0,0,0,12,105,140,101,60,90,33,14,543,933,974,574,376,507,292,108,3762
127011597,427,563,292,222,286,197,102,2095,143,120,70,51,56,26,10,478,125,92,45,27,20,12,8,328,467,376,195,128,141,50,18,1377,4,12,8,6,4,0,0,33,1160,1163,612,440,509,288,139,4303,35,61,43,28,51,29,17,251,28,35,28,14,11,6,3,126,13,16,7,7,7,3,4,57,40,33,42,28,40,14,6,214,4,3,4,0,0,3,0,11,121,144,121,77,113,53,33,662,1280,1302,729,515,618,346,173,4968
127021509,393,542,329,240,359,264,173,2302,71,68,25,20,26,11,11,236,68,49,18,14,14,5,7,172,105,99,51,29,46,25,15,377,8,3,0,3,3,5,0,17,641,770,428,307,446,314,206,3111,90,171,134,89,119,99,47,757,20,32,19,11,9,3,3,98,14,26,8,6,10,3,5,68,44,49,35,20,25,9,0,182,12,17,8,9,3,9,0,65,171,299,200,135,169,125,58,1162,814,1070,630,446,620,443,259,4275
127021510,405,517,367,246,377,260,132,2311,60,64,50,26,43,41,13,300,79,71,38,31,40,14,13,290,268,263,145,107,154,76,42,1063,14,11,9,0,0,0,0,29,824,924,614,415,614,393,204,3991,44,85,60,51,64,47,25,376,18,23,11,12,14,3,3,73,6,11,8,6,9,4,0,51,45,48,24,26,26,13,3,186,0,10,3,0,0,0,0,16,112,173,104,101,118,67,32,704,933,1094,718,512,732,465,235,4692
127021511,843,775,488,361,539,355,188,3541,60,40,9,10,15,4,4,146,65,52,12,13,20,4,3,176,70,39,19,13,17,4,7,166,9,13,6,3,0,0,0,26,1048,917,540,394,592,368,199,4053,248,327,206,132,229,167,72,1386,19,28,8,3,3,0,0,62,40,35,11,7,7,0,0,98,49,34,16,9,16,4,3,132,30,29,22,12,21,5,7,109,375,451,265,169,269,176,83,1795,1422,1369,807,563,859,546,280,5844
127021512,441,533,306,227,340,275,139,2268,75,53,40,26,31,6,3,236,91,66,26,9,18,5,5,221,157,154,85,34,50,27,5,511,15,13,11,0,3,0,0,42,774,825,464,299,450,309,153,3276,121,180,146,108,126,76,42,796,27,23,15,9,5,4,3,91,19,17,8,4,11,5,0,68,66,68,44,32,42,10,4,262,21,30,18,12,16,5,3,94,255,312,231,164,200,98,53,1313,1027,1138,695,461,643,406,205,4588
127021513,686,750,464,291,472,364,223,3260,76,27,9,9,11,3,0,136,79,42,21,6,10,0,3,167,89,62,26,12,18,6,0,212,9,12,3,3,4,0,0,33,943,887,522,323,518,379,232,3807,169,243,201,145,208,152,80,1198,18,25,22,12,15,3,6,101,22,18,14,3,5,0,3,66,55,42,32,19,14,3,3,167,34,20,17,9,7,6,3,93,301,349,284,186,244,166,96,1616,1243,1235,806,512,768,544,329,5428
127021514,232,260,205,137,223,160,78,1286,44,37,25,13,26,17,13,171,46,29,22,6,19,3,4,128,107,108,63,38,53,32,24,417,4,3,3,3,0,0,0,11,422,433,323,196,314,207,113,2020,27,64,42,39,54,35,16,273,11,12,7,3,11,5,3,48,9,6,3,3,5,0,3,28,38,28,22,13,10,6,3,117,3,0,0,0,3,3,0,14,87,116,70,59,83,42,27,484,515,548,391,257,396,256,138,2502
127021515,778,729,401,284,343,236,169,2935,43,36,17,10,14,3,0,119,48,29,18,10,14,4,0,129,58,47,17,15,9,7,0,161,12,3,0,8,3,0,0,27,944,840,452,318,384,259,178,3374,84,171,98,96,129,97,48,729,21,12,10,11,7,0,0,68,12,14,10,5,3,3,0,48,24,23,19,11,8,3,3,95,15,11,5,4,4,3,0,42,152,234,137,126,158,113,59,979,1094,1076,590,447,541,371,229,4349
127021516,684,788,469,301,426,318,200,3196,79,41,31,23,27,9,5,208,70,35,23,13,21,12,3,178,122,85,54,26,40,23,10,363,16,9,8,3,3,0,0,37,964,959,586,371,513,368,222,3982,112,163,127,87,131,91,56,763,27,28,14,9,8,7,4,107,15,18,9,3,16,4,0,63,43,56,32,25,27,4,4,192,16,12,13,8,9,7,0,64,209,283,196,132,190,111,70,1189,1170,1239,786,502,706,480,291,5169
127021517,238,284,187,131,209,145,86,1282,40,25,13,10,10,3,0,115,29,39,14,3,12,3,0,105,79,34,38,13,31,13,5,223,3,9,4,3,0,0,0,20,389,397,262,167,262,167,100,1744,42,73,37,25,49,22,18,270,5,5,16,3,9,0,0,35,0,14,4,4,6,3,3,33,18,20,7,8,12,0,4,78,0,4,0,0,0,0,0,6,73,121,68,47,69,26,25,424,466,517,326,214,328,198,119,2169
127021518,34,35,23,27,27,28,14,181,16,21,17,14,19,5,4,93,18,16,11,6,9,19,0,72,102,129,86,62,81,36,17,517,0,0,0,0,0,0,0,0,163,194,140,107,133,84,35,869,7,0,7,3,6,5,0,31,0,3,4,0,0,3,0,9,0,0,0,3,0,0,0,6,11,15,16,9,11,3,3,61,0,0,0,0,0,0,0,3,16,20,24,18,17,11,3,112,186,221,167,124,151,97,37,978
127021519,492,555,303,228,285,225,123,2210,109,84,26,26,30,20,14,312,82,55,26,23,26,10,6,225,208,205,104,71,87,25,12,715,7,5,6,5,10,0,0,27,899,904,464,354,430,288,156,3498,68,117,75,60,76,62,24,473,44,32,24,13,8,8,3,129,9,21,11,15,9,11,3,77,46,64,34,16,44,7,5,221,12,9,3,4,3,0,0,30,177,244,145,102,141,84,35,935,1077,1153,610,456,565,367,194,4431
127021520,260,342,223,169,244,182,101,1519,39,27,11,10,14,4,6,113,41,31,11,5,10,3,3,103,81,53,25,13,19,20,5,224,3,3,0,3,0,0,0,13,425,455,280,200,287,213,111,1965,53,89,67,55,71,43,29,401,10,17,3,6,4,3,0,41,14,16,4,0,6,0,0,36,19,23,15,10,11,3,3,78,5,4,6,0,7,4,0,27,101,137,98,70,90,52,36,584,529,591,372,269,377,265,149,2550
