SED_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
SED10073,49010,51007,100021,2844,2726,5568,5360,4883,10242,2325,2090,4414,3550,3406,6952,9353,9751,19104,8375,8362,16731,5430,5865,11295,5094,5647,10745,3837,4409,8239,1951,2471,4428,898,1402,2301,47816,49768,97581,1193,1246,2439,193,225,418,18,14,29,7,4,13,209,242,455,22067,21096,43162,25177,28077,53256,20838,20078,40907,26065,28815,54881,35783,36057,71839,897,841,1739,5118,4681,9792,2108,1881,3985,2104,2061,4160,2839,3849,6691,31333,33021,64351,1431,1319,2751,3712,4015,7731,1052,1188,2238,936,1212,2150,386,578,971,46269,48099,94371,2677,2723,5399
SED10074,42951,43477,86432,2901,2785,5682,5770,5443,11207,2430,2222,4653,2738,2399,5134,6374,6321,12696,7127,6938,14060,5291,5339,10629,4225,4592,8819,3419,3924,7334,2017,2470,4489,664,1058,1726,42256,42732,84984,695,745,1442,592,621,1211,18,17,32,10,12,22,617,653,1267,23280,23602,46883,17821,18038,35859,22962,23302,46260,17956,18126,36086,33977,34827,68801,866,832,1696,5453,5156,10600,2024,1917,3936,1274,1211,2479,1730,2218,3951,22182,22703,44886,1792,1494,3287,5737,5921,11656,1411,1642,3056,1008,1249,2249,302,385,687,40960,41399,82359,2570,2501,5070
SED10075,43277,45231,88503,2674,2520,5194,5971,5568,11535,2916,2732,5651,2714,2566,5281,5130,5474,10609,5297,5719,11021,5389,5793,11184,5294,5751,11043,4405,4878,9284,2638,3071,5708,845,1150,1997,42042,44161,86199,1231,1065,2304,2112,2102,4210,38,30,71,20,29,50,2168,2163,4327,34242,35312,69560,7152,7997,15151,36932,38366,75300,4292,4922,9219,39573,41183,80756,880,857,1736,5628,5225,10854,2061,2074,4131,722,835,1566,912,1743,2657,13323,15552,28877,2920,2619,5536,11632,11713,23345,2882,3319,6205,1704,1796,3501,224,231,451,41130,43203,84332,1906,1889,3788
SED10076,37651,39006,76660,2000,1899,3900,4301,4028,8328,1973,1787,3760,1628,1533,3168,3683,3843,7527,3729,4003,7728,4190,4428,8617,5444,5981,11427,6101,6350,12452,3569,3629,7199,1026,1530,2556,35518,37136,72654,2136,1869,4004,2403,2402,4811,54,38,93,47,48,88,2504,2484,4990,30106,31011,61121,4877,5352,10229,33350,34507,67856,1855,2117,3972,33883,35104,68989,662,542,1210,3874,3678,7553,1281,1238,2517,329,396,728,642,1402,2043,11403,13182,24583,2328,2161,4493,10338,10534,20874,3103,3100,6203,1666,1578,3242,124,97,220,34408,35908,70316,3280,3335,6612
SED10077,51196,51026,102224,2388,2358,4739,4592,4613,9203,2278,2301,4583,6058,5135,11196,12258,10926,23188,7239,6847,14091,5207,5922,11129,4958,5343,10305,3355,3836,7186,1936,2377,4317,919,1373,2294,50039,49923,99960,1154,1112,2268,214,217,434,11,12,20,6,7,13,229,236,468,19892,19356,39244,28698,29324,58023,17663,16160,33821,30647,32189,62834,33029,34374,67401,709,675,1387,4284,4365,8649,1967,2089,4063,3722,3166,6888,3643,4029,7671,33246,32808,66053,1616,1361,2986,3443,3661,7102,1108,1102,2210,1249,1640,2890,665,868,1535,48181,48223,96409,2691,2584,5272
SED10078,39337,41688,81026,1813,1832,3644,3731,3492,7222,1763,1563,3326,2702,2717,5419,7897,8544,16444,6279,6549,12827,5192,5598,10790,4407,4498,8901,2947,3387,6338,1826,2186,4016,778,1323,2108,38138,40367,78511,1196,1324,2515,408,496,903,14,7,26,14,25,37,439,526,965,23023,24112,47134,14624,15963,30589,24013,24820,48829,13435,15095,28532,32033,34382,66416,552,562,1112,3552,3344,6895,1508,1399,2910,1411,1423,2835,2251,3107,5360,24373,26407,50778,1451,1173,2622,3255,3314,6571,927,894,1823,1370,1880,3248,513,808,1315,36407,38783,75192,2480,2332,4810
SED10079,36339,37784,74124,1905,1812,3720,4523,4269,8792,2178,1944,4115,1999,1790,3788,3668,3690,7356,3829,4125,7951,4529,4800,9331,4987,5401,10389,4769,5339,10113,3052,3361,6415,892,1259,2152,34899,36568,71460,1438,1217,2661,2016,2090,4108,32,34,63,35,49,84,2082,2180,4259,31215,32120,63333,3523,3993,7518,33645,34803,68448,1122,1374,2502,33784,34989,68770,665,628,1292,4284,4021,8307,1509,1464,2974,577,615,1189,699,1307,2009,10645,12403,23056,2419,2194,4616,10869,10859,21727,2906,3198,6102,1313,1257,2569,86,79,166,34442,35933,70375,1385,1570,2956
SED10080,48987,44413,93401,1400,1378,2779,1859,1809,3671,949,1024,1975,3673,3864,7541,14552,13856,28413,9852,8060,17913,6096,4726,10828,4889,3978,8864,3432,3219,6655,1739,1745,3485,528,755,1280,46434,41946,88385,2551,2463,5021,360,280,638,21,12,33,11,12,31,392,307,696,21777,18894,40664,23647,22697,46342,29865,24619,54481,15213,16616,31835,31816,27760,59583,384,364,745,1704,1677,3382,788,864,1655,1786,2070,3850,4542,5743,10292,36700,33199,69898,1425,1236,2653,2369,2166,4533,604,587,1191,423,442,865,309,376,687,42193,39130,81321,10443,6190,16638
SED10081,39805,41051,80856,2702,2338,5038,5890,5495,11382,2651,2377,5031,2113,2090,4199,4900,5266,10170,4461,4833,9300,4622,4803,9424,4779,5169,9954,4385,4411,8798,2512,3004,5515,781,1263,2042,38091,39609,77700,1715,1439,3159,5109,5079,10188,71,69,138,133,140,272,5312,5284,10597,33638,34753,68397,3050,3169,6220,34696,36008,70710,2097,2044,4138,35088,36486,71571,797,672,1466,5358,4968,10325,1699,1537,3236,346,509,857,697,1653,2352,10982,13951,24930,2316,2421,4739,10082,9741,19820,3040,2842,5887,1886,1402,3286,143,128,271,36225,37708,73928,3846,3501,7348
SED10082,37447,40164,77613,2023,1925,3944,5158,4864,10023,2483,2321,4805,1905,1819,3729,3258,3385,6642,4247,4734,8982,4964,5345,10304,4874,5503,10376,4573,5300,9873,2965,3355,6322,1000,1614,2615,36156,38950,75107,1294,1216,2506,1028,1043,2075,23,31,60,12,10,29,1068,1087,2152,29323,31361,60686,6703,7232,13937,33766,35839,69605,2138,2530,4664,34182,36567,70748,779,712,1488,4919,4645,9565,1988,1943,3932,784,846,1632,833,1620,2454,16333,18073,34401,2179,1995,4178,7595,8493,16090,1815,2082,3896,770,856,1625,77,74,152,35429,38025,73454,1796,2089,3886
SED10083,36685,39326,76009,2261,2111,4374,4992,4670,9660,2302,2114,4415,2105,1948,4056,4217,4527,8743,4550,4813,9361,4521,4973,9496,4540,5150,9693,4076,4627,8704,2266,2830,5096,846,1568,2415,35603,38298,73896,1088,1024,2113,1836,1873,3704,31,37,66,35,24,61,1901,1935,3839,29816,31540,61353,5130,5831,10958,32654,34646,67297,2218,2609,4820,33297,35476,68771,764,672,1438,4684,4379,9062,1655,1637,3288,644,715,1364,910,1667,2579,13142,15099,28239,2307,2061,4369,8898,9446,18343,2182,2549,4729,1078,1194,2270,98,110,214,34561,36935,71496,1917,2278,4190
SED10084,38895,42255,81148,2001,1908,3909,4926,4457,9386,2095,2090,4182,1752,1679,3433,3586,4001,7579,4395,4928,9326,4780,5176,9957,5243,6119,11359,5409,5950,11358,3414,3935,7348,1295,2022,3311,37147,40629,77777,1746,1622,3370,1558,1633,3193,123,101,227,160,161,322,1839,1901,3743,30350,32724,63069,5991,6930,12921,34548,37368,71915,1821,2296,4122,34464,37411,71874,592,607,1202,4514,4115,8629,1457,1566,3024,462,623,1092,838,1805,2640,14094,16441,30536,2631,2616,5249,8962,9936,18895,2383,2559,4940,1348,1484,2833,96,98,195,35792,39005,74807,3454,3617,7067
SED10085,39970,38853,78827,2289,2136,4428,5607,5224,10829,2660,2253,4916,2157,1836,3993,4667,4593,9265,4612,4681,9296,5122,5214,10336,5507,5344,10852,4474,4221,8698,2264,2331,4595,600,1023,1626,38384,37648,76032,1582,1205,2788,3381,3368,6751,65,45,110,76,81,156,3524,3488,7016,33889,33035,66920,3065,3132,6199,35684,35135,70820,1206,1265,2470,35734,35176,70905,641,671,1311,5152,4817,9963,1641,1579,3223,390,482,874,622,1451,2070,9985,12334,22314,2747,2437,5181,11449,10147,21591,3077,2785,5864,1756,1328,3092,126,79,201,36062,36193,72254,4430,2946,7379
SED10086,37972,42063,80036,2025,1992,4012,4222,4123,8349,2018,1881,3903,1823,2230,4054,7150,8604,15753,5780,6238,12021,4984,5383,10363,3944,4217,8161,3278,3672,6947,1977,2510,4489,770,1217,1988,36168,39986,76153,1801,2073,3880,136,116,250,10,13,21,8,5,8,149,133,280,21423,23222,44646,14667,16824,31494,29001,31424,60420,6907,8373,15281,30609,33583,64190,677,668,1344,3979,3910,7882,1759,1720,3474,955,1174,2128,1550,2459,4007,25613,29101,54713,1156,1212,2371,1991,2286,4278,659,653,1314,293,381,675,77,74,152,34746,38628,73378,2256,2400,4656
SED10087,40196,42129,82326,2701,2712,5414,5728,5438,11161,2779,2700,5478,2849,2981,5834,5421,5657,11077,4751,5079,9828,4569,4780,9349,4638,4953,9588,3874,4098,7970,2159,2472,4631,737,1260,1993,38428,40597,79027,1774,1534,3307,2508,2687,5201,46,46,89,37,41,76,2589,2776,5365,33201,35255,68456,4458,4411,8867,34281,36395,70677,3428,3349,6778,35413,37485,72895,813,813,1624,5309,5040,10343,1842,1925,3769,749,1242,2002,1166,2014,3178,13404,16400,29804,2575,2532,5103,9090,8804,17895,2492,2361,4851,1645,1276,2922,207,256,466,36402,38671,75075,4385,3847,8236
SED10088,40861,42467,83325,2469,2307,4775,5653,5281,10931,2819,2450,5269,2527,2292,4818,4604,4800,9404,5674,6055,11721,6160,6575,12734,4835,4946,9782,3211,3637,6851,2084,2740,4831,827,1388,2209,39772,41460,81236,1090,1000,2090,321,271,591,11,8,17,6,6,15,344,278,621,26876,27180,54053,12831,14054,26884,31064,31548,62606,8442,9473,17917,35123,36399,71524,871,859,1726,5467,5092,10562,2403,2178,4584,1229,1208,2436,1280,1878,3160,21808,23492,45305,1981,1670,3655,5311,5657,10964,1310,1392,2704,795,861,1661,240,287,531,39245,40741,79986,1259,1493,2752
SED10089,42742,44369,87111,2539,2404,4940,5301,4991,10291,2899,2887,5783,3894,3696,7592,6614,6420,13034,5487,5592,11083,4922,5152,10070,4424,4703,9126,3626,4156,7783,2204,2715,4917,839,1650,2487,41006,42752,83763,1735,1617,3353,2200,2322,4520,37,37,68,26,32,63,2262,2388,4652,34009,35461,69467,6847,6934,13777,35234,36706,71937,5490,5483,10970,37435,39166,76610,774,765,1540,5022,4747,9767,2169,2226,4393,1833,1944,3773,1813,2461,4275,17413,18817,36230,2420,2162,4590,8868,9053,17918,2597,2939,5529,1316,1373,2694,168,256,424,39577,40855,80430,3114,3496,6611
SED10090,41480,45372,86851,2479,2251,4728,5658,5559,11219,2378,2231,4607,2217,2177,4395,5364,6064,11425,6811,7642,14453,5888,6597,12489,4489,4963,9450,3518,4207,7721,1909,2301,4213,771,1379,2152,40162,43915,84080,1320,1454,2773,111,116,234,6,8,10,0,4,7,123,127,243,23070,23420,46494,17163,20599,37760,26221,26678,52899,13860,17155,31022,33423,35526,68947,884,796,1683,5459,5343,10800,2181,2079,4261,1324,1310,2637,1637,2557,4193,27008,29870,56875,1262,1317,2579,2256,2947,5199,825,936,1759,524,681,1207,187,308,494,39281,42904,82183,1670,1888,3553
SED10091,40907,42254,83158,2703,2555,5257,5805,5444,11255,2732,2549,5277,2253,2063,4321,4541,4698,9237,4788,5025,9813,5370,5592,10963,4817,5270,10087,4378,4906,9289,2678,2986,5659,837,1164,2002,39672,41061,80733,1236,1194,2430,1470,1465,2936,21,21,44,27,18,47,1521,1506,3019,33361,34202,67560,5602,6022,11629,36439,37451,73888,2536,2820,5356,37281,38419,75704,893,823,1720,5509,5136,10641,1955,1999,3957,566,774,1339,761,1437,2195,13722,17001,30721,2478,2404,4883,10650,9495,20148,2518,2346,4862,1113,963,2077,105,96,208,38724,39956,78679,1993,2168,4161
SED10092,42327,42976,85299,2282,2097,4382,4320,4145,8466,2318,2225,4544,3672,3816,7487,6965,6625,13591,5051,4911,9960,4950,5009,9956,5203,5267,10470,4086,4306,8399,2502,3038,5544,962,1538,2497,40894,41571,82464,1436,1403,2837,1328,1372,2701,38,40,74,23,27,47,1393,1433,2828,29319,29343,58666,10731,11462,22195,30493,30477,60971,9544,10162,19707,36095,36835,72931,685,626,1311,4011,3856,7869,1705,1773,3479,1579,1879,3455,1751,2422,4178,18282,19152,37438,2368,1978,4343,8406,8119,16531,2200,2309,4508,1846,2266,4121,389,586,972,39492,40054,79546,2749,2846,5591
SED10093,40098,42439,82534,2630,2569,5201,5624,5278,10907,2718,2580,5297,2439,2456,4900,4860,5236,10098,4788,5084,9874,5007,5363,10377,4697,5070,9756,4006,4436,8440,2492,2954,5445,840,1410,2249,38876,41417,80294,1220,1017,2243,2688,2713,5396,67,57,123,40,59,102,2795,2827,5614,32513,34033,66544,5417,6124,11545,35143,36860,72005,2679,3148,5824,36058,38075,74138,814,820,1632,5253,4922,10179,1813,1864,3675,614,776,1390,832,1762,2591,12067,14238,26309,2618,2510,5126,10306,10656,20962,2895,3019,5915,1537,1520,3052,174,144,320,37533,39688,77218,2420,2764,5180
SED19494,6375,4997,11371,258,203,460,382,412,798,253,279,532,411,418,829,1164,1022,2187,1108,749,1859,1010,666,1678,949,698,1648,648,404,1055,166,104,277,19,32,49,0,0,0,6375,4997,11371,670,510,1175,11,7,20,24,11,35,712,527,1236,3314,2601,5912,971,936,1908,3530,2889,6417,576,579,1150,3621,2947,6569,33,29,65,210,218,425,78,108,188,59,75,130,121,208,337,1648,1674,3320,293,234,526,1083,798,1883,351,226,576,225,103,332,41,28,75,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,32
