SED_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED10083,0,0,3,18,7,3,4,0,0,38,0,0,9,13,19,18,9,0,0,61,0,32,29,223,68,94,56,19,3,523,0,0,0,29,9,11,26,15,0,91,0,0,0,4,0,7,0,0,0,9,0,14,5,35,38,91,91,73,26,366,0,0,0,9,5,11,6,0,0,31,0,13,38,105,88,40,50,32,7,374,0,0,0,20,9,7,9,4,5,57,0,3,0,7,6,0,0,0,0,17,4,12,13,75,27,21,4,0,0,158,0,0,0,4,0,8,0,0,0,20,0,19,17,65,34,36,35,17,6,227,0,13,10,36,23,5,4,0,0,90,0,4,3,19,23,17,15,21,4,103,0,3,8,20,8,3,3,0,5,57,0,28,42,255,191,184,218,159,59,1136,160,419,369,851,420,399,424,355,292,3695,4374,9660,8471,18108,9496,9693,8704,5096,2415,76009
SED10084,0,3,0,7,0,0,0,0,0,16,0,3,4,20,32,34,9,9,0,121,5,45,43,209,81,68,52,16,3,514,0,0,0,23,7,9,23,7,3,73,0,0,0,9,5,4,0,0,0,19,0,5,10,28,40,78,107,119,56,442,0,11,0,4,15,13,10,4,0,51,4,21,20,141,62,61,55,25,8,397,0,0,0,14,4,11,6,4,0,41,0,0,0,15,0,0,0,0,0,21,0,21,29,78,49,26,15,4,0,204,0,0,0,3,8,3,0,0,0,20,4,24,33,84,54,57,57,21,11,346,0,4,7,36,10,5,0,0,0,59,0,0,6,17,15,29,47,20,15,145,0,0,5,14,19,8,19,0,0,71,4,39,35,310,137,171,188,135,67,1091,196,531,431,1183,639,653,641,552,330,5161,3909,9386,7619,16901,9957,11359,11358,7348,3311,81148
SED10085,0,0,0,16,8,0,3,0,0,26,0,0,0,10,17,5,4,0,0,36,5,57,32,203,88,50,32,6,0,471,0,0,0,3,4,5,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,13,25,41,51,28,8,164,0,0,3,0,7,7,4,0,0,25,3,24,25,98,69,28,14,10,0,266,0,6,0,17,7,6,0,0,0,42,0,0,0,15,3,0,0,0,0,20,3,5,17,57,25,4,7,0,0,122,0,0,0,3,0,0,0,0,0,11,0,0,13,36,16,24,27,8,0,125,0,6,3,32,19,4,0,0,0,68,0,0,0,3,3,9,12,7,0,34,0,7,5,27,22,10,0,0,0,76,4,32,29,219,67,79,75,54,9,561,205,625,666,1311,743,819,723,434,187,5707,4428,10829,8908,18555,10336,10852,8698,4595,1626,78827
SED10086,0,0,0,13,5,4,4,0,0,33,0,0,3,12,25,8,4,3,0,58,3,11,36,240,95,67,30,4,4,486,0,3,3,120,33,18,115,40,50,383,0,0,0,0,0,0,0,4,0,8,0,0,12,152,67,48,39,26,16,364,5,88,39,61,40,26,45,30,5,346,7,79,212,1162,919,910,714,380,147,4541,0,0,0,31,22,12,13,4,0,94,0,8,0,54,13,10,15,0,0,101,0,5,10,86,33,21,13,6,0,183,0,6,0,55,30,17,9,7,0,123,47,171,136,622,154,133,71,25,8,1369,0,17,8,57,57,13,8,0,0,164,0,3,6,106,32,5,13,9,0,175,0,0,3,29,32,44,16,14,3,145,33,146,215,2417,794,656,955,620,331,6161,137,348,380,1558,445,341,274,253,163,3898,4012,8349,7956,27768,10363,8161,6947,4489,1988,80036
SED10087,0,17,9,70,11,6,3,0,0,122,0,0,6,14,11,9,0,0,0,46,3,57,66,246,79,52,30,3,0,528,0,0,0,8,4,4,0,4,5,26,0,0,6,35,0,5,0,0,0,43,0,0,5,16,19,29,39,28,8,152,0,3,7,13,9,5,7,0,0,37,0,24,59,122,71,36,22,9,0,347,0,17,15,86,29,13,10,0,0,168,4,0,0,33,0,3,0,0,0,44,0,6,9,79,22,11,0,0,0,130,14,12,0,0,0,0,4,0,0,34,3,14,13,48,30,18,26,8,0,156,0,9,20,54,9,8,0,0,0,99,0,0,3,10,6,3,3,8,0,36,0,6,9,28,22,16,3,0,0,90,13,77,85,337,112,89,92,78,32,905,225,567,699,1148,569,593,530,438,233,5005,5414,11161,11312,20904,9349,9588,7970,4631,1993,82326
SED10088,0,3,9,27,13,8,5,0,0,60,0,0,0,3,27,20,11,4,3,70,4,33,86,433,193,171,97,35,4,1053,0,5,4,76,33,38,41,7,8,215,0,0,0,4,10,7,3,0,0,30,0,17,25,87,106,116,68,66,22,507,4,40,25,32,23,15,17,4,0,167,4,45,71,357,264,156,83,47,11,1030,0,0,0,18,13,7,4,8,0,60,0,3,4,31,14,15,22,3,0,91,0,10,32,163,79,58,18,4,3,362,0,6,0,28,31,20,15,15,5,114,16,66,73,197,127,76,36,21,4,617,0,4,23,75,55,56,11,4,0,234,0,11,0,49,57,24,23,13,8,179,0,0,3,23,37,16,6,6,0,93,21,109,128,1157,641,498,362,262,94,3265,99,226,237,660,328,259,222,197,173,2395,4775,10931,10087,21127,12734,9782,6851,4831,2209,83325
SED10089,15,45,83,261,14,7,7,0,0,418,0,0,4,9,20,10,0,0,0,46,0,36,85,256,105,91,58,18,5,656,0,0,0,21,21,22,40,33,29,172,0,0,0,13,5,13,9,0,0,41,0,6,8,23,30,41,52,54,20,239,3,0,25,39,9,13,5,4,0,103,0,23,49,103,51,21,12,10,0,278,0,12,18,65,37,17,8,8,4,165,0,3,9,36,8,0,0,0,0,52,4,11,29,97,30,5,3,0,0,179,0,0,0,3,3,7,4,0,0,24,8,16,33,101,30,22,19,9,0,233,6,35,63,160,36,32,11,7,0,338,0,3,3,7,8,18,10,8,8,68,0,8,37,42,19,5,8,0,0,116,46,266,290,726,200,146,142,131,86,2025,148,324,782,986,316,339,357,342,277,3864,4940,10291,13375,24114,10070,9126,7783,4917,2487,87111
SED10090,0,12,7,58,17,8,7,4,0,120,0,3,0,20,59,62,38,35,21,234,11,44,84,491,180,94,91,15,3,1015,0,5,9,86,27,35,29,17,10,218,0,0,0,3,0,0,0,0,0,3,0,8,4,71,70,58,51,33,17,310,15,101,65,142,81,63,57,23,6,548,12,46,42,363,205,145,132,60,11,1022,0,0,7,84,25,33,26,16,8,199,7,49,33,454,148,75,125,29,3,925,6,26,65,371,81,46,19,5,0,610,0,4,3,41,18,21,18,10,9,128,35,139,97,238,150,90,62,31,12,849,0,12,47,210,118,48,52,6,3,501,0,0,0,26,27,18,13,4,3,87,0,0,0,26,14,15,11,3,0,70,18,172,117,1095,480,319,345,224,146,2925,109,277,250,839,334,213,244,171,159,2602,4728,11219,9001,25876,12489,9450,7721,4213,2152,86851
SED10091,3,3,0,27,4,3,0,0,0,38,0,0,0,8,22,10,9,0,0,52,0,6,19,123,34,36,35,3,0,260,0,0,3,21,10,16,24,16,8,98,0,0,0,9,0,0,0,0,0,14,3,4,10,47,42,94,127,92,28,443,0,5,11,5,8,13,8,4,0,60,0,11,19,81,81,53,36,39,10,339,0,0,3,17,13,7,4,3,0,53,0,0,0,12,3,0,3,0,0,29,0,10,8,70,26,15,6,0,0,134,0,0,0,8,4,3,0,0,0,28,3,22,22,76,41,50,40,23,8,286,0,3,5,28,20,10,5,0,0,71,0,0,7,12,14,25,29,21,7,106,0,0,7,20,16,17,7,7,0,68,0,29,30,233,212,244,306,192,68,1317,143,432,382,819,487,433,460,439,371,3973,5257,11255,9599,19049,10963,10087,9289,5659,2002,83158
SED10092,3,15,30,183,18,0,0,0,0,248,0,4,0,8,7,4,3,0,0,31,6,31,48,283,91,108,85,31,6,688,0,0,4,24,18,12,50,24,19,151,0,0,9,12,6,6,0,5,0,36,0,0,5,27,34,106,116,81,36,400,0,13,6,28,14,7,6,4,0,76,3,13,21,105,29,24,31,11,3,254,0,0,27,49,10,12,11,10,0,112,4,4,0,33,3,8,7,0,0,56,0,41,85,187,61,31,4,4,0,412,3,7,5,61,90,98,54,58,5,372,7,26,52,106,39,27,35,10,0,305,3,28,108,173,76,97,75,28,9,599,0,0,4,16,13,36,31,16,3,123,0,0,4,19,4,8,4,0,0,39,26,233,311,916,472,598,599,469,242,3864,187,441,536,1290,508,468,457,366,177,4434,4382,8466,12035,23549,9956,10470,8399,5544,2497,85299
SED10093,0,9,14,37,4,7,3,0,0,66,0,0,3,6,13,19,4,0,0,48,0,29,71,289,141,114,66,12,8,731,0,0,0,23,12,4,20,12,3,72,0,0,0,14,3,8,0,0,0,27,0,5,12,32,46,79,94,99,32,392,0,0,0,8,3,10,9,4,0,37,0,22,32,92,74,58,32,26,0,337,0,0,0,21,9,6,5,4,0,55,0,6,0,6,7,0,0,0,0,19,0,15,17,98,34,23,9,0,3,209,0,0,0,3,5,9,6,4,0,26,0,26,18,81,31,24,33,10,0,223,0,3,3,57,29,10,8,0,0,115,4,0,0,8,15,20,21,18,7,94,0,4,14,42,27,20,7,4,0,122,3,30,42,245,207,207,229,180,62,1203,213,495,481,1034,528,459,501,459,272,4444,5201,10907,10202,19970,10377,9756,8440,5445,2249,82534
SED19494,0,0,0,10,0,0,0,0,0,14,0,0,0,6,3,3,0,0,0,16,0,6,8,32,6,6,3,3,0,50,0,0,0,7,4,0,3,0,0,14,0,0,0,0,0,0,3,0,0,4,0,0,0,3,9,9,7,0,0,35,0,0,0,4,0,0,3,0,0,10,0,0,9,19,10,13,11,0,0,55,0,0,0,7,0,0,0,0,0,12,0,0,0,38,0,0,0,0,0,43,0,0,0,10,6,6,0,0,0,12,0,0,0,0,0,0,3,0,0,10,7,6,6,27,15,0,4,0,0,64,0,0,3,16,11,5,3,0,0,34,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,14,28,117,37,26,24,13,3,260,172,340,422,1386,559,435,176,54,13,3545,460,798,1357,4044,1678,1648,1055,277,49,11371
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
