SA2_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
111031233,2185,4385,36,177,201,933,58,256,1162,4376,1450,5738,94,398,166,552,465,1478,721,2430,2176,8165,11,42,73,245,43,174,404,1068,528,1529,32,89,104,226,408,921,543,1238,1069,2763,108,225,5538,15530
111031234,1259,2522,16,105,91,424,24,107,682,2561,817,3195,39,179,79,243,171,541,291,964,1104,4163,6,39,35,117,22,77,228,581,299,809,23,65,58,126,263,558,344,753,641,1559,76,159,3077,8402
111031235,1103,2184,3,16,48,226,3,17,533,1947,590,2204,15,57,54,178,95,297,162,531,756,2734,0,0,18,62,5,29,167,371,191,456,13,41,59,120,140,301,210,458,403,922,50,102,2316,5943
112011236,2485,4969,7,44,113,509,47,205,781,2982,945,3744,50,211,104,338,293,919,447,1467,1393,5212,13,63,68,214,23,87,361,915,469,1282,29,74,80,173,407,884,519,1137,984,2417,73,155,4941,12752
112011237,2292,4623,42,246,197,924,71,305,1029,4085,1341,5562,82,336,146,490,481,1490,712,2322,2047,7888,14,59,56,185,28,101,296,812,395,1160,27,86,77,173,304,652,411,916,803,2075,62,128,5206,14717
112011238,735,1470,5,36,71,316,22,104,436,1719,536,2173,27,110,67,209,140,442,236,755,772,2928,0,0,31,82,8,25,107,260,139,363,13,29,19,45,80,177,107,247,252,616,14,24,1766,5042
112011239,928,1860,4,35,85,368,20,101,499,1891,607,2385,18,82,62,192,140,440,222,710,831,3100,0,8,40,119,25,75,183,439,249,640,15,48,56,105,191,413,261,563,511,1201,30,60,2297,6216
112011240,1095,2165,7,28,78,325,12,61,532,2013,627,2431,23,92,59,183,144,434,220,707,849,3134,0,13,32,95,13,34,157,384,198,523,10,18,50,96,131,272,185,385,385,909,31,55,2359,6271
112011241,762,1522,3,27,59,256,19,103,246,970,330,1353,22,94,28,93,93,288,142,472,475,1829,5,24,16,58,11,37,98,262,130,381,5,10,23,45,102,217,128,276,262,658,21,40,1524,4044
112011242,1100,2201,12,65,108,486,28,123,653,2575,802,3249,38,173,99,320,174,529,311,1018,1114,4260,0,15,27,90,4,31,151,357,190,483,8,23,36,86,108,217,154,323,345,808,28,54,2587,7334
112011243,834,1668,10,62,72,316,32,126,444,1697,552,2200,21,94,59,195,164,516,243,804,798,3001,0,5,30,100,13,52,182,453,232,608,10,33,59,109,135,289,199,437,429,1048,21,50,2084,5768
112021244,1349,2719,20,120,102,492,45,223,550,2266,722,3105,41,164,52,190,248,800,345,1151,1068,4258,6,39,38,129,40,134,309,898,386,1195,26,80,42,95,256,565,328,738,715,1932,59,126,3189,9037
112021245,911,1822,24,110,63,315,40,215,297,1240,426,1880,30,127,43,155,181,567,259,852,681,2735,3,21,18,76,22,69,105,313,152,482,9,25,12,13,124,261,141,307,288,789,32,70,1916,5411
112021246,1443,2891,30,161,118,570,42,212,727,2861,916,3807,44,194,96,318,264,855,408,1375,1327,5176,14,67,47,175,37,131,304,782,399,1161,18,63,73,144,298,656,385,862,789,2026,49,105,3609,10197
112021247,995,1973,16,87,56,253,25,119,307,1250,398,1711,19,69,45,144,134,424,198,640,595,2352,6,41,30,108,10,41,141,411,197,602,5,18,25,60,164,343,195,422,387,1023,24,55,2009,5401
112021248,1312,2633,24,126,118,548,46,234,631,2460,821,3365,46,194,61,188,232,752,332,1141,1152,4498,14,74,78,239,49,179,412,1041,547,1537,45,145,113,230,374,819,530,1191,1077,2729,83,175,3631,10037
112021249,1952,3886,33,177,153,745,60,280,809,3226,1054,4429,63,254,143,470,401,1245,605,1975,1656,6404,7,19,41,126,22,77,225,604,290,834,24,71,59,117,247,544,327,734,619,1561,46,93,4274,11948
112031250,1768,3521,18,112,159,728,46,206,942,3728,1167,4765,74,302,155,545,227,726,458,1573,1628,6340,6,23,37,135,16,61,203,507,264,728,11,44,56,127,224,493,295,667,559,1395,35,71,3989,11324
112031251,952,1901,19,100,95,445,38,183,464,1812,617,2540,33,155,56,186,178,577,276,911,888,3455,3,29,35,139,39,153,245,640,328,963,18,55,56,112,206,430,281,596,609,1563,38,83,2490,7004
112031252,1275,2561,16,94,87,383,36,177,489,1966,621,2623,43,194,92,309,242,795,379,1297,1006,3919,6,28,24,90,18,58,138,403,191,579,19,56,28,55,190,419,234,533,426,1111,34,67,2743,7663
112031253,1589,3168,21,110,162,705,46,206,970,3834,1193,4850,48,187,94,324,252,794,395,1305,1585,6153,3,12,50,157,22,73,227,616,298,862,26,76,59,128,201,441,291,641,590,1505,38,82,3803,10908
112031254,2621,5212,15,99,122,571,41,199,936,3519,1121,4396,73,304,107,352,381,1199,565,1853,1683,6250,21,94,57,195,39,124,352,885,469,1301,29,83,82,167,445,931,548,1179,1013,2482,88,178,5407,14125
112031550,2038,4081,27,148,138,644,61,271,836,3232,1064,4306,76,323,128,442,381,1237,586,1999,1649,6302,11,44,58,207,29,119,276,750,371,1116,27,88,90,199,378,823,494,1107,868,2220,74,157,4627,12757
112031551,383,778,13,49,49,216,17,71,221,913,288,1242,28,122,36,118,103,340,162,574,450,1820,0,5,5,26,3,12,47,136,57,177,7,20,6,11,34,69,40,93,101,275,3,10,941,2885
112031552,1061,2133,13,52,48,225,20,104,313,1216,396,1599,24,100,37,115,129,411,192,625,579,2218,9,38,34,105,21,77,152,404,212,624,18,56,39,80,222,492,281,629,491,1258,49,102,2182,5713
113011256,1997,4026,58,328,199,940,69,349,1304,5111,1632,6729,109,455,133,434,469,1563,704,2453,2336,9184,14,78,64,213,42,137,339,1005,457,1436,32,109,44,103,319,722,396,922,852,2358,84,193,5279,15760
113011257,1316,2633,40,211,141,675,53,250,697,2862,935,3992,83,341,79,250,313,1021,485,1610,1411,5603,8,40,25,75,11,33,171,495,214,640,10,33,19,41,178,390,209,470,418,1107,48,104,3192,9445
113011258,1060,2132,17,103,109,517,45,218,540,2155,710,2989,45,197,65,202,200,643,311,1041,1020,4034,5,28,26,101,22,87,217,605,270,822,20,54,18,44,144,307,182,406,454,1226,38,82,2570,7473
113011259,651,1285,16,73,52,246,21,98,283,1154,370,1575,16,67,39,115,90,273,147,454,517,2029,3,15,26,86,20,77,130,369,173,549,6,16,16,36,86,182,112,236,282,787,27,66,1475,4162
113021260,483,954,6,30,32,141,7,32,175,700,216,909,14,61,28,88,45,142,84,284,300,1195,0,0,10,30,7,23,56,140,75,203,3,7,11,26,47,105,62,136,136,345,12,19,934,2508
113021261,754,1498,18,95,57,260,20,94,374,1461,469,1904,22,84,35,114,124,381,178,572,645,2479,9,24,21,72,17,62,150,423,200,581,10,26,17,39,122,256,150,321,344,899,23,44,1765,4927
113021262,615,1218,11,67,53,229,32,148,239,979,340,1418,22,93,33,101,108,337,168,536,504,1957,0,0,13,37,6,15,45,150,63,203,3,3,12,25,66,146,85,179,149,380,12,26,1280,3578
113031263,1117,2230,11,83,81,343,23,89,367,1462,478,1974,20,93,25,83,119,375,169,548,651,2524,0,13,35,141,8,40,124,369,169,559,9,26,29,57,114,249,154,335,324,893,23,50,2114,5695
113031264,405,814,11,73,34,169,15,62,185,766,252,1080,21,89,31,86,70,222,118,390,371,1473,0,6,10,34,6,19,51,133,64,194,3,11,9,19,44,98,58,125,122,315,12,35,918,2637
113031265,645,1282,15,92,51,250,22,91,286,1165,380,1602,14,64,29,102,130,409,172,573,550,2174,0,5,12,47,14,39,120,339,150,437,7,20,15,32,73,161,100,215,245,652,22,42,1467,4151
113031266,856,1704,19,130,76,335,21,113,315,1339,441,1914,23,92,26,91,127,414,183,600,620,2516,4,22,19,70,16,49,98,264,139,414,5,15,16,41,102,215,122,269,258,681,28,61,1765,4956
113031267,1856,3687,44,268,215,1035,86,384,1038,4143,1380,5826,94,394,140,466,338,1063,573,1924,1950,7744,12,53,63,222,34,130,353,973,466,1383,36,98,60,136,217,466,309,697,776,2082,61,124,4636,13639
113031268,465,919,11,46,66,288,11,56,418,1636,505,2023,21,102,56,182,61,196,142,480,648,2506,0,3,16,50,3,14,72,201,91,272,7,28,14,29,42,87,65,149,155,419,22,36,1286,3882
113031269,2169,4316,78,484,266,1276,90,428,1391,5590,1829,7773,98,424,173,572,417,1309,692,2305,2516,10078,9,54,73,271,59,222,539,1470,675,2015,43,137,86,173,347,747,476,1061,1154,3075,84,175,5916,17644
113031270,1167,2295,25,136,66,326,31,154,512,1997,634,2614,28,124,54,191,160,511,247,828,882,3442,7,37,34,116,24,87,268,717,332,954,17,46,37,84,235,503,291,633,624,1593,71,150,2739,7474
113031271,1929,3830,51,267,206,960,78,380,1219,4986,1551,6598,89,368,122,384,317,980,528,1729,2083,8323,4,23,43,166,29,111,234,651,309,944,21,66,33,67,200,431,249,561,557,1512,34,76,4602,13745
114011272,1637,3267,11,46,86,406,29,124,432,1725,554,2294,42,158,67,228,184,566,285,949,846,3244,5,16,19,49,7,31,113,294,138,387,9,25,25,61,114,239,149,324,283,710,30,64,2795,7285
114011273,597,1195,10,55,31,131,8,41,136,520,186,745,24,87,29,91,81,246,129,423,314,1172,0,18,7,20,10,35,53,154,76,225,3,7,8,20,71,145,80,176,158,404,14,33,1084,2798
114011274,802,1603,10,61,40,178,13,69,214,844,283,1144,12,47,31,100,104,323,145,474,427,1621,0,0,12,38,6,18,74,190,91,248,3,16,17,27,107,227,125,270,215,515,21,47,1462,3785
114011275,14,25,0,0,0,0,0,0,4,18,4,18,0,0,0,7,0,0,0,7,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,45
114011276,781,1572,4,23,41,180,5,29,264,998,314,1228,12,46,30,91,75,244,116,379,434,1610,0,5,5,22,3,21,63,154,75,204,0,5,22,44,73,146,93,199,165,399,7,17,1385,3591
114011277,1963,3945,28,154,148,695,51,230,854,3380,1080,4466,63,269,108,367,357,1138,538,1779,1612,6242,15,57,44,163,30,111,304,846,395,1175,19,54,65,146,315,697,403,897,800,2074,63,127,4446,12384
114011278,2083,4185,48,272,207,987,74,360,1211,4738,1541,6357,80,326,118,368,377,1224,568,1917,2109,8283,20,83,80,310,57,211,536,1544,689,2144,31,100,82,183,397,883,520,1171,1209,3310,105,226,5500,16003
114011279,2233,4470,25,139,125,584,51,235,682,2614,885,3575,45,193,66,212,260,822,372,1216,1261,4790,13,62,46,184,34,141,289,828,388,1212,18,61,56,120,353,755,422,938,813,2149,51,107,4357,11514
114011280,798,1597,0,22,23,107,17,71,154,596,197,793,6,21,19,72,99,316,130,415,325,1207,4,19,6,24,10,21,46,131,66,193,3,12,14,23,78,171,99,207,165,401,11,33,1301,3231
114011281,522,1055,17,78,42,217,23,85,202,788,277,1161,24,91,24,75,124,394,174,561,444,1722,0,0,5,23,4,16,27,72,40,122,3,7,7,10,45,100,49,116,90,238,5,18,1073,3036
114011282,2570,5143,14,89,133,619,52,238,791,3128,989,4069,56,241,107,361,307,974,474,1572,1468,5646,12,38,67,235,29,96,293,752,389,1124,20,61,67,142,317,674,399,878,787,2001,46,101,4881,12887
114011283,992,1974,4,13,42,176,15,73,253,996,313,1259,16,57,47,142,132,400,186,600,497,1859,0,3,19,46,3,15,75,182,97,253,5,17,5,10,76,169,91,192,183,443,18,32,1690,4307
114021284,2165,4310,23,128,155,724,29,126,643,2599,849,3573,51,199,142,466,225,723,418,1390,1268,4961,8,37,29,111,8,39,111,296,160,487,16,58,43,103,214,476,277,637,445,1118,31,71,3903,10462
114021285,663,1331,14,69,81,389,44,205,447,1769,587,2431,59,235,63,202,176,566,290,1006,875,3441,4,13,14,54,15,39,101,277,131,386,5,26,14,26,115,262,138,322,267,705,16,36,1826,5509
114021286,1325,2662,18,95,93,434,40,197,719,2777,874,3513,38,177,79,268,226,724,350,1171,1222,4684,10,48,31,102,10,27,143,369,187,540,15,50,39,88,180,403,234,545,419,1085,36,83,3009,8510
114021287,1277,2570,17,94,100,487,29,141,640,2524,789,3244,47,179,74,249,217,687,334,1112,1128,4359,0,13,37,124,35,124,133,368,206,631,25,83,40,85,211,441,275,611,480,1244,38,72,2922,8241
114021288,564,1119,16,79,52,229,15,62,187,741,266,1118,29,117,45,146,75,253,146,514,406,1628,4,13,10,24,8,19,39,96,53,152,9,31,3,14,59,115,71,160,121,310,15,23,1106,3079
114021289,1151,2310,7,57,68,303,23,116,365,1468,468,1940,32,130,73,239,140,441,243,805,714,2749,0,7,18,54,9,34,61,172,88,273,7,32,31,59,97,215,132,305,229,576,16,26,2103,5658
115011290,2072,4186,23,154,350,1566,44,205,2387,9183,2810,11104,188,803,372,1324,579,1894,1144,4027,3954,15129,5,23,45,166,14,61,245,616,314,866,56,192,119,277,366,826,546,1292,859,2158,73,154,6957,21634
115011291,2067,4144,37,229,381,1728,44,208,1673,6570,2148,8739,277,1176,399,1446,790,2617,1463,5243,3607,13980,10,29,33,114,11,30,162,418,204,590,40,128,89,224,237,519,367,872,573,1463,42,89,6289,19675
115011294,731,1466,16,85,125,576,11,67,361,1497,514,2231,90,388,115,426,203,655,409,1472,925,3698,0,3,7,38,4,10,26,67,36,117,12,50,17,37,63,132,92,221,133,337,8,24,1796,5521
115011296,1267,2564,35,177,225,1057,31,126,832,3326,1119,4693,178,769,303,1048,572,1849,1049,3672,2170,8361,5,16,23,86,4,18,74,178,103,291,20,71,48,108,125,292,197,475,306,764,30,56,3766,11748
115011553,678,1371,11,53,133,605,16,69,679,2621,843,3344,54,254,127,462,168,556,348,1271,1189,4619,0,9,21,73,4,23,79,202,108,299,18,56,35,72,114,247,167,384,276,681,27,58,2175,6728
115011554,453,924,3,28,93,415,10,54,319,1251,426,1739,69,289,113,409,183,596,359,1293,787,3038,0,0,12,30,0,6,22,60,37,100,9,19,15,36,50,98,71,152,98,246,9,18,1355,4223
115011555,1219,2457,32,163,249,1141,30,133,838,3310,1146,4743,142,635,268,978,389,1281,803,2891,1946,7637,3,18,31,103,5,23,101,267,143,416,18,65,47,122,148,328,219,510,360,925,23,41,3542,11063
115011556,1025,2071,14,83,169,785,23,86,867,3329,1076,4282,84,372,167,611,281,914,534,1895,1609,6171,0,8,26,85,4,18,111,274,148,395,25,84,68,175,119,279,210,533,361,923,38,88,3033,9250
115011557,389,804,13,77,123,586,15,54,374,1471,526,2189,74,330,123,441,206,716,411,1485,936,3668,4,15,10,34,6,18,34,89,52,155,11,32,16,38,59,145,87,217,144,371,10,22,1480,4862
115011558,1637,3307,31,172,437,1981,45,191,1402,5500,1916,7839,232,990,487,1781,692,2255,1415,5021,3332,12863,5,21,40,139,14,35,107,282,161,482,44,138,75,200,206,464,327,806,491,1287,23,59,5489,17511
115011621,1255,2542,56,313,402,1850,58,289,1449,5743,1971,8197,259,1121,362,1304,602,2010,1222,4428,3193,12627,3,20,39,108,8,29,144,383,194,541,52,165,80,221,195,460,328,844,525,1386,32,70,5001,16637
115011622,944,1888,22,124,202,911,35,154,1070,4108,1332,5299,113,482,195,702,262,889,572,2071,1903,7369,8,23,19,72,4,18,90,246,125,360,15,46,27,62,80,186,126,293,247,656,21,54,3121,9959
115021297,2200,4426,86,505,395,1921,93,442,1289,5408,1865,8276,307,1360,327,1183,826,2804,1455,5344,3322,13617,14,56,39,128,12,50,182,485,245,718,36,135,70,171,276,640,391,946,638,1662,43,98,6197,19807
115021298,599,1202,18,113,97,458,12,57,290,1174,417,1805,63,277,66,230,175,598,308,1109,726,2913,3,11,9,43,8,29,42,99,59,181,3,15,16,35,70,153,87,202,150,387,14,21,1481,4528
115031299,358,725,10,55,18,91,13,58,155,611,198,813,26,122,16,54,76,242,118,419,318,1233,0,0,8,21,0,4,18,51,31,79,5,24,0,11,33,70,39,101,70,181,13,20,759,2158
115031300,2390,4851,59,362,272,1282,115,562,1506,6087,1958,8292,241,1056,220,739,799,2698,1256,4496,3210,12792,19,72,50,176,31,93,219,579,315,920,32,103,58,129,293,659,379,890,702,1807,45,88,6339,19537
115041301,1040,2119,32,183,162,780,67,333,778,3219,1045,4515,106,474,109,377,429,1452,641,2299,1687,6813,6,44,28,73,12,40,121,344,167,505,17,46,25,53,182,405,219,511,390,1014,26,53,3142,9995
115041623,769,1559,15,92,146,665,34,151,1353,5179,1546,6093,65,266,93,338,173,578,325,1185,1872,7276,3,20,25,74,5,21,116,328,147,447,11,41,21,45,82,198,117,289,269,734,20,41,2929,9608
115041624,1139,2292,51,262,291,1355,46,208,2049,8011,2435,9835,154,668,225,819,298,1019,678,2509,3112,12340,9,20,53,169,8,23,195,505,265,712,24,82,50,113,126,301,199,503,464,1218,21,46,4738,15895
115041625,1117,2274,56,308,385,1770,70,336,1493,5952,2009,8365,269,1179,383,1421,550,1884,1199,4484,3215,12846,5,22,37,124,20,66,158,419,218,627,35,104,59,142,189,458,283,705,505,1333,35,84,4870,16533
116011303,1438,2971,32,161,136,622,48,227,1386,5165,1597,6177,86,378,130,461,309,1030,523,1871,2124,8049,9,40,44,160,10,36,219,544,279,782,37,123,68,145,278,616,382,886,662,1672,126,269,4348,12958
116011304,1578,3219,62,348,232,1080,53,267,1540,5957,1887,7653,109,487,194,679,519,1709,824,2878,2704,10533,23,115,69,263,41,169,317,876,450,1421,51,165,76,175,467,1057,592,1399,1044,2821,106,232,5433,16805
116011306,1532,3157,64,390,345,1631,78,374,1560,6133,2053,8523,247,1091,323,1148,796,2671,1364,4904,3418,13431,25,92,78,323,64,261,364,1043,525,1722,54,181,67,170,502,1175,624,1525,1149,3250,127,280,6223,20115
116011307,2090,4263,64,378,315,1476,80,389,1832,7158,2289,9396,183,771,262,940,718,2385,1162,4095,3453,13486,16,76,58,219,35,116,387,1045,501,1456,56,184,90,208,531,1188,674,1585,1173,3039,136,286,6853,21076
116011560,887,1793,25,147,177,831,52,237,891,3527,1145,4738,108,484,132,473,376,1239,615,2196,1760,6937,12,59,36,153,26,109,193,539,267,857,30,98,49,109,254,582,332,790,600,1650,76,156,3315,10539
116011561,1291,2656,44,289,201,962,58,277,1206,4719,1505,6247,121,549,158,562,440,1485,721,2597,2230,8851,17,90,49,182,20,78,203,566,292,919,39,132,54,145,332,792,424,1067,719,1984,101,223,4335,13715
116011626,1321,2687,36,216,190,873,37,177,1039,4036,1308,5300,138,603,194,710,453,1513,786,2832,2091,8129,11,41,28,120,10,30,155,424,207,616,30,106,61,140,288,646,373,889,579,1501,73,144,4059,12461
116011627,890,1832,12,66,152,692,28,129,1042,3918,1237,4810,72,321,133,480,248,829,461,1639,1700,6445,11,53,30,117,27,86,142,409,208,667,9,36,47,111,180,414,243,568,453,1230,61,143,3106,9645
116021309,971,1974,42,218,352,1593,70,341,1325,5171,1786,7324,241,1060,340,1214,566,1924,1148,4206,2935,11528,7,48,38,151,12,59,119,325,182,579,37,135,59,150,174,413,270,698,452,1276,43,90,4405,14873
116021562,268,549,4,31,64,279,17,67,360,1387,453,1763,35,152,55,202,117,395,212,753,660,2508,4,7,6,29,10,26,41,107,61,173,9,32,11,24,48,122,68,178,127,352,5,18,1064,3430
116021563,1735,3555,62,354,330,1534,82,372,2473,9422,2948,11677,199,865,295,1039,654,2207,1145,4114,4092,15794,10,61,59,206,36,127,289,776,388,1166,43,149,83,199,378,869,507,1217,899,2383,87,188,6806,21921
116021628,1190,2431,66,348,528,2406,79,353,2270,8942,2934,12039,200,858,367,1352,427,1440,992,3653,3927,15697,4,20,43,151,13,58,188,509,256,743,28,84,57,146,172,402,259,629,516,1375,29,62,5665,19557
116021629,985,2018,23,133,250,1147,44,200,2229,8422,2538,9907,76,319,131,446,174,594,373,1358,2913,11266,9,42,26,78,12,61,136,388,178,566,17,51,17,43,102,236,133,333,314,901,44,95,4254,14275
116021630,1020,2074,28,172,171,783,48,233,1359,5178,1613,6363,67,298,103,361,303,1008,470,1669,2081,8034,12,66,33,134,27,120,251,688,330,1000,37,117,39,86,209,492,285,698,615,1698,65,144,3784,11951
116021631,625,1280,23,135,155,703,38,189,1248,4734,1461,5763,73,315,122,441,209,723,405,1481,1868,7240,5,30,28,86,5,29,90,259,133,405,9,37,17,38,79,196,105,273,236,685,15,32,2748,9235
116021632,1596,3287,39,235,402,1854,55,249,3260,12244,3757,14584,98,399,230,808,271,912,597,2125,4356,16704,14,70,53,192,27,90,339,923,432,1274,36,129,87,201,233,531,357,867,794,2136,64,138,6807,22264
116021633,779,1596,36,193,268,1225,45,221,1088,4172,1430,5818,130,565,233,839,292,981,658,2386,2089,8200,6,16,24,77,14,42,107,267,142,408,27,107,47,112,130,296,206,511,350,913,23,49,3241,10767
116031313,1039,2146,67,464,172,917,124,620,816,3441,1180,5440,87,397,91,335,432,1457,615,2187,1797,7623,43,200,89,403,77,311,607,1917,819,2829,64,223,76,170,579,1366,714,1757,1531,4583,128,280,4498,14634
116031314,531,1071,29,167,128,600,42,217,639,2536,837,3516,80,363,94,328,275,939,451,1632,1288,5153,12,50,28,92,14,62,139,399,191,601,14,63,29,64,152,342,193,469,385,1073,32,66,2233,7359
116031315,1270,2600,92,567,356,1772,123,583,1412,5787,1980,8715,265,1167,255,929,791,2701,1307,4797,3289,13504,22,131,52,191,42,159,339,955,452,1439,53,166,68,170,364,875,486,1216,936,2652,79,190,5576,18954
116031316,1189,2438,81,520,218,1108,122,630,1347,5512,1769,7775,116,521,116,395,386,1306,616,2223,2385,9999,48,275,103,434,97,397,663,2075,916,3181,40,158,73,172,492,1173,603,1497,1525,4682,111,240,5201,17362
116031317,1264,2602,114,708,311,1618,93,479,1472,6013,1982,8820,157,729,174,638,539,1874,866,3237,2850,12062,35,195,94,397,40,147,457,1380,623,2124,47,183,97,222,534,1240,678,1648,1305,3773,134,303,5550,18733
116031318,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
116031319,1472,3021,96,561,339,1672,113,559,1472,5952,2014,8746,243,1092,243,876,746,2561,1233,4529,3243,13276,22,114,74,270,31,116,332,987,461,1488,43,146,78,194,418,1004,545,1348,1001,2828,81,185,5799,19318
117011320,70,143,0,0,0,7,0,3,31,107,33,118,0,0,3,12,0,10,7,17,41,137,0,0,0,0,0,0,11,16,11,16,0,3,0,5,6,10,12,19,16,32,7,8,133,324
117011321,1183,2391,21,123,134,609,23,111,1065,3952,1248,4787,86,355,155,548,274,929,514,1835,1761,6620,3,11,35,93,16,46,192,497,242,653,20,68,61,139,198,440,278,651,522,1308,61,124,3531,10436
117011323,1349,2726,15,72,153,703,29,127,967,3590,1162,4494,80,361,160,585,308,1007,550,1954,1711,6445,7,43,43,134,27,92,215,513,289,784,28,90,89,185,291,652,403,932,685,1718,100,219,3851,11104
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
117011325,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
117011634,760,1551,20,85,101,439,25,97,555,2119,695,2744,63,280,101,365,240,792,408,1441,1098,4181,3,18,12,39,10,37,101,256,128,349,20,62,56,146,207,472,289,677,415,1022,69,147,2348,6898
117011635,2705,5501,10,55,135,609,32,161,1256,4532,1430,5365,73,302,133,450,323,1073,526,1822,1960,7182,6,18,23,75,7,22,180,448,208,556,20,70,66,143,283,634,363,838,578,1397,233,498,5476,14590
117021327,2222,4438,11,50,181,802,17,70,1118,4121,1322,5041,71,306,208,713,213,688,496,1709,1822,6747,0,11,43,117,8,23,180,387,229,541,29,93,105,237,212,464,344,786,573,1327,130,259,4742,12765
117021328,1001,2014,5,34,47,218,9,40,579,2134,643,2420,23,88,53,177,129,448,204,708,846,3128,0,6,24,66,7,43,87,233,127,341,6,22,35,78,132,302,171,401,296,742,48,105,2197,5986
117021636,1343,2696,9,54,98,408,18,92,783,2872,903,3426,38,177,65,230,196,641,303,1052,1207,4476,4,11,23,71,4,15,140,318,170,413,26,77,62,138,216,489,300,706,473,1126,64,130,3092,8432
117021637,1548,3094,14,86,115,518,14,66,727,2679,871,3352,54,248,109,383,274,929,441,1556,1309,4906,7,31,35,103,12,41,205,489,255,666,21,71,58,130,277,627,357,831,611,1497,105,233,3572,9735
117031329,1551,3082,0,0,17,57,0,0,252,894,266,951,8,42,35,115,42,137,88,284,354,1241,0,0,6,22,0,5,72,146,78,174,3,9,34,71,52,117,96,200,173,373,33,70,2109,4769
117031330,3165,6287,4,10,71,279,3,19,1120,3920,1199,4237,29,119,115,371,82,270,222,765,1424,4995,0,7,18,52,3,4,194,411,217,480,12,30,54,116,121,253,181,399,400,883,80,171,5069,12333
117031331,2629,5229,4,22,75,312,6,25,887,3139,971,3502,27,119,158,510,151,479,334,1104,1302,4611,3,28,40,151,12,53,235,531,295,758,25,80,93,198,244,534,369,816,661,1576,108,232,4705,11644
117031333,2533,5009,5,10,15,70,7,26,357,1204,384,1312,7,18,40,117,55,158,103,301,485,1615,3,11,9,35,3,21,109,246,131,310,8,33,39,84,130,265,186,380,314,689,51,114,3385,7423
117031336,2287,4551,0,0,25,98,4,15,436,1513,463,1625,18,55,46,149,58,183,122,395,583,2017,0,3,12,34,0,3,86,201,102,246,4,14,34,78,93,201,132,291,240,544,95,191,3198,7298
117031638,853,1710,0,9,39,174,0,0,292,1024,334,1203,14,56,54,171,42,126,107,356,439,1561,0,0,7,17,3,7,64,133,74,158,7,13,29,55,49,98,77,175,152,326,35,73,1482,3678
117031639,1033,2066,0,0,7,33,0,3,145,494,153,533,10,30,11,47,17,54,40,126,194,662,0,6,5,16,0,0,30,72,38,92,3,18,25,55,31,64,65,133,94,223,98,206,1425,3157
117031640,1841,3667,0,14,82,338,4,24,674,2420,766,2804,26,102,111,357,95,304,236,766,995,3568,4,17,22,58,5,17,134,276,159,364,7,36,59,123,111,239,180,395,343,757,72,147,3249,8146
117031641,1876,3769,4,9,40,164,4,12,641,2214,681,2405,13,69,89,279,99,338,208,687,894,3089,4,5,25,77,8,19,138,315,166,418,14,34,71,157,143,294,227,488,394,902,79,161,3241,7924
