SA2_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
116011561,6909,6965,13875,2374,1710,4082,949,1145,2096,617,455,1079,286,243,533,4235,3557,7789,2187,2941,5129,6.8,6.9,6.8,61.3,51.1,56.1,57.1,47.5,52.3,462,523,983,48,118,162,1061,1265,2323,633,634,1270,1115,605,1714,57,103,155,123,161,281,1294,862,2154,6719,6760,13484,1195,1145,2344,4207,4323,8538,3158,3074,6233
116011626,6083,6137,12222,2293,1673,3966,764,1084,1850,569,425,999,228,154,378,3854,3342,7195,1940,2499,4438,5.8,4.7,5.3,63.3,54.4,58.9,59.6,51.9,55.7,499,505,1006,87,108,198,1002,1287,2288,537,616,1149,1124,539,1663,39,81,119,101,135,233,1257,760,2021,6222,6150,12375,834,813,1643,4226,4225,8449,2417,2362,4782
116011627,4590,4563,9152,1841,1232,3067,573,785,1361,404,294,690,174,167,335,2983,2472,5458,1372,1852,3219,5.7,6.7,6.2,65.1,54.2,59.6,61.3,50.5,56,618,523,1143,73,96,174,887,1073,1954,393,409,798,628,354,980,33,42,71,49,83,136,711,478,1187,4596,4565,9155,899,798,1695,2673,2773,5449,2432,2244,4676
116021309,6186,6330,12515,2951,2185,5138,788,1313,2102,507,480,990,232,182,416,4479,4164,8644,1580,2048,3625,5.2,4.4,4.8,72.4,65.7,69,68.6,62.9,65.7,850,758,1614,118,149,263,1471,1778,3251,591,638,1231,791,429,1221,40,72,105,103,141,245,929,645,1571,6884,7031,13914,771,764,1527,4987,5138,10127,2318,2314,4637
116021562,1390,1460,2856,686,552,1244,172,315,489,138,123,263,52,41,92,1051,1029,2080,324,418,737,4.8,4,4.4,75.6,70.4,73,72,67.6,69.8,134,156,293,22,41,61,317,387,700,146,156,301,255,127,386,7,23,33,23,35,58,292,184,476,1601,1621,3221,192,185,375,1101,1110,2205,592,588,1182
116021563,9316,9620,18938,4379,3186,7564,1257,2038,3293,812,687,1496,295,309,599,6739,6222,12961,2226,3036,5264,4.3,5,4.6,72.3,64.7,68.4,69.2,61.5,65.3,1046,1039,2089,143,217,361,1901,2350,4247,887,1035,1919,1667,951,2623,79,130,207,156,222,377,1906,1298,3199,9945,10215,20160,1715,1634,3346,6277,6464,12744,4623,4607,9230
116021628,7496,7915,15412,3990,2854,6845,874,1683,2565,603,558,1161,217,230,441,5687,5332,11011,1615,2393,4006,3.8,4.3,4,75.8,67.3,71.5,72.9,64.4,68.6,1030,994,2028,154,198,351,1869,2272,4137,782,823,1603,977,592,1572,41,86,128,117,149,266,1139,826,1968,8883,9071,17954,1191,1243,2436,5832,5909,11742,3582,3800,7382
116021629,5357,5528,10886,2935,2136,5071,625,1000,1626,445,453,896,144,157,296,4145,3743,7885,958,1536,2495,3.4,4.1,3.8,77.4,67.7,72.4,74.7,64.9,69.7,779,772,1545,93,127,219,1445,1757,3196,525,517,1050,678,418,1098,23,45,70,58,75,134,763,539,1303,5100,5164,10265,2161,2199,4354,488,474,958,6031,6173,12203
116021630,5163,5256,10421,2247,1628,3872,645,1041,1680,573,472,1040,165,181,343,3619,3320,6940,1214,1652,2861,4.5,5.5,5,70.2,63.1,66.6,67,59.7,63.3,401,428,822,64,125,183,815,1144,1958,407,515,927,1117,651,1764,52,78,127,79,112,198,1249,843,2086,5105,5129,10238,1280,1274,2560,2193,2102,4297,3623,3758,7377
116021631,3606,3706,7315,1974,1502,3475,396,715,1109,318,279,602,88,115,204,2776,2609,5388,672,928,1599,3.3,4.4,3.8,77,70.4,73.7,74.5,67.3,70.9,496,487,976,63,89,152,965,1146,2111,317,330,644,496,293,798,16,41,53,39,47,87,557,380,939,3770,3706,7473,968,1007,1981,1138,1136,2277,3172,3186,6361
116021632,8880,9207,18084,4890,3571,8460,1081,1759,2830,750,711,1459,274,356,629,6988,6397,13386,1438,2358,3798,3.9,5.6,4.7,78.7,69.5,74,75.7,65.6,70.5,1480,1453,2940,136,237,376,2480,2859,5341,790,916,1713,1028,650,1676,41,80,120,85,123,210,1150,850,2005,8243,8303,16542,3445,3635,7082,1871,1813,3687,8773,9105,17878
116021633,5715,4661,10375,2152,1639,3794,527,907,1433,379,343,721,147,116,268,3206,3005,6218,2393,1525,3913,4.6,4,4.3,56.1,64.5,59.9,53.6,61.9,57.3,614,542,1158,101,123,225,1118,1319,2433,368,492,861,596,313,907,23,51,70,73,105,176,684,466,1157,4858,4989,9843,778,748,1529,3359,3461,6823,1942,1983,3919
116031313,6616,7268,13882,1633,1162,2796,653,930,1579,542,384,928,333,278,610,3160,2753,5913,2733,3690,6425,10.5,10.1,10.3,47.8,37.9,42.6,42.8,34,38.2,126,114,239,24,50,72,345,507,852,322,478,794,1006,850,1855,56,131,184,93,144,235,1151,1128,2278,7029,7347,14373,823,897,1718,4939,5214,10155,2308,2533,4843
116031314,3157,3312,6469,1274,909,2190,458,640,1095,305,259,570,116,93,210,2159,1896,4057,844,1269,2114,5.4,4.8,5.1,68.4,57.4,62.7,64.7,54.6,59.5,145,156,303,19,42,58,453,632,1091,312,333,644,637,400,1039,25,67,94,46,65,109,702,533,1233,3515,3601,7119,407,401,807,2373,2411,4782,1257,1330,2587
116031315,8184,8502,16681,3244,2489,5734,1090,1527,2622,796,588,1388,316,254,565,5449,4864,10307,2297,3210,5511,5.7,5.2,5.5,66.6,57.2,61.8,62.8,54.2,58.4,349,386,742,60,145,203,1267,1662,2924,683,807,1491,1494,864,2357,85,122,202,142,185,326,1720,1169,2892,9051,9124,18175,964,1017,1980,6358,6429,12788,3021,3182,6207
116031316,7606,8191,15799,2347,1715,4063,733,1185,1917,632,511,1142,355,311,665,4068,3721,7793,2705,3704,6409,8.7,8.4,8.5,53.5,45.5,49.3,48.8,41.7,45.1,296,294,587,58,92,151,569,810,1380,407,619,1024,1237,981,2220,69,123,191,99,147,245,1405,1252,2657,8100,8592,16694,1168,1289,2461,5236,5595,10830,3281,3537,6821
116031317,8645,8825,17470,2543,1647,4191,1007,1244,2252,711,508,1219,427,362,786,4685,3758,8451,3244,4381,7626,9,9.6,9.3,54.2,42.6,48.4,49.3,38.5,43.9,451,409,862,60,92,149,1097,1250,2351,624,669,1298,1161,908,2066,72,116,191,121,163,280,1356,1191,2546,8916,9141,18055,1388,1421,2803,5751,5860,11607,3825,3949,7778
116031318,8,5,12,3,0,5,0,0,0,0,0,0,0,0,0,3,0,5,0,3,6,0,0,0,62.5,25,50,62.5,25,50,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,6,0,3,0,0,0,7,4,9
116031319,8813,9338,18153,3304,2434,5741,1048,1545,2598,785,594,1376,361,297,661,5500,4876,10375,2773,3784,6558,6.6,6.1,6.4,62.4,52.2,57.2,58.3,49,53.5,447,436,886,65,156,223,1390,1857,3249,727,801,1533,1571,901,2467,57,145,202,152,207,357,1779,1242,3023,9373,9592,18970,1057,1116,2168,6336,6394,12725,3424,3653,7073
117011320,195,248,447,99,99,196,21,36,50,10,18,28,4,6,8,135,157,286,27,51,73,1.5,3.8,2.8,67.2,62.9,64.8,66.2,60.5,63,29,28,53,0,8,11,41,72,118,13,27,42,24,15,36,0,0,5,3,5,11,26,15,47,121,144,268,66,81,149,11,14,22,161,207,368
117011321,5118,5362,10479,2471,1977,4444,699,1110,1808,328,410,737,118,116,232,3617,3609,7228,1189,1433,2625,3.2,3.2,3.2,70.7,67.4,69,68.4,65.2,66.7,358,435,792,73,135,208,860,1291,2157,472,657,1128,1114,458,1574,37,51,85,97,119,211,1248,626,1874,4958,4990,9950,1015,1126,2134,2895,2946,5841,2716,2815,5531
117011323,6066,6293,12361,2310,1752,4069,898,1196,2100,424,437,856,239,195,435,3874,3589,7457,1803,2298,4104,6.1,5.5,5.8,63.8,57,60.3,59.9,53.9,56.8,591,584,1174,77,146,220,1104,1396,2505,515,676,1195,1058,495,1553,44,48,98,67,139,205,1172,686,1853,5129,5313,10441,1586,1597,3176,2977,3198,6171,3400,3390,6790
117011324,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,75,66.7,71.4,75,66.7,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,4,0,6,5,0,0
117011325,13,8,17,5,4,11,3,0,3,0,0,0,0,0,0,3,4,8,0,0,4,0,0,0,42.9,66.7,50,42.9,66.7,50,0,4,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,0,4,4,4,9,6,0,4
117011634,3742,3806,7544,1240,902,2143,578,725,1299,225,219,441,129,117,241,2171,1958,4129,1339,1651,2993,5.9,5.9,5.9,58.1,51.5,54.7,54.6,48.4,51.5,329,286,618,42,69,112,661,772,1436,292,385,674,540,275,810,21,41,61,67,91,164,629,405,1034,3548,3634,7178,626,590,1212,2556,2693,5254,1417,1348,2763
117011635,9731,9309,19041,4024,3163,7190,1702,1872,3568,751,760,1512,400,363,764,6878,6157,13039,2244,2609,4857,5.8,5.9,5.9,70.7,66.2,68.5,66.6,62.2,64.5,1165,1335,2502,108,181,288,2577,2812,5390,1068,1099,2172,1181,493,1677,53,60,117,111,141,252,1349,697,2045,6874,6647,13522,3419,3237,6652,3179,3178,6359,6629,6259,12890
117021327,8634,8795,17427,4027,3653,7679,1314,1776,3085,516,625,1139,291,241,535,6152,6290,12440,1943,2094,4036,4.7,3.8,4.3,71.3,71.5,71.4,67.9,68.8,68.3,1171,1380,2547,253,375,631,2561,3048,5606,687,815,1503,852,448,1295,58,56,118,124,152,269,1023,654,1683,7102,7249,14351,2163,2208,4374,4353,4501,8859,4557,4649,9206
117021328,3584,3447,7028,1799,1396,3198,521,699,1213,217,262,474,106,97,199,2639,2452,5092,794,879,1670,4,3.9,3.9,73.7,71.1,72.4,70.8,68.3,69.6,351,478,830,82,122,205,981,1134,2114,322,308,633,466,211,675,32,42,69,57,56,117,552,308,862,3140,2974,6117,881,862,1742,1981,1938,3922,1833,1731,3561
117021636,5186,5383,10578,2340,2063,4401,750,1008,1756,304,344,648,184,130,317,3575,3546,7125,1314,1599,2915,5.1,3.7,4.4,68.9,65.8,67.4,65.4,63.4,64.4,559,737,1297,135,231,360,1382,1683,3060,422,467,887,634,292,930,37,45,79,59,75,136,729,414,1147,4651,4745,9393,1076,1142,2219,2884,3003,5885,2572,2650,5216
117021637,5995,6484,12479,2486,2260,4748,867,1210,2080,377,422,799,214,175,384,3945,4065,8007,1686,2042,3733,5.4,4.2,4.8,65.8,62.7,64.2,62.3,60,61.1,600,815,1415,133,219,352,1514,1886,3400,497,598,1094,700,366,1061,37,62,97,79,105,192,823,531,1353,5238,5603,10840,1299,1360,2655,3439,3658,7095,2851,3054,5908
117031329,5881,4182,10058,2970,1891,4864,802,732,1537,321,284,602,211,121,331,4304,3022,7327,1055,873,1932,4.9,3.9,4.5,73.3,72.3,72.9,69.7,69.4,69.6,951,692,1638,171,162,328,2076,1619,3694,480,412,886,415,163,573,30,25,54,64,56,122,504,247,750,3938,2803,6739,1652,1332,2983,2032,1343,3378,3466,2704,6166
117031330,8791,8252,17041,5448,4512,9967,1088,1422,2508,452,493,952,232,212,445,7222,6646,13873,1139,1252,2394,3.2,3.2,3.2,82.2,80.5,81.4,79.5,77.9,78.8,1472,1585,3055,282,374,659,3190,3323,6515,790,738,1518,782,341,1123,40,54,96,106,110,210,926,500,1427,6366,5785,12154,2961,2968,5932,3025,2811,5846,5879,5615,11498
117031331,8820,9444,18268,4012,3510,7523,1199,1675,2872,444,592,1034,316,308,620,5968,6088,12051,2220,2780,4997,5.3,5,5.2,67.7,64.4,66,64.1,61.2,62.6,1589,1894,3485,255,379,633,2759,3083,5844,664,785,1449,674,391,1065,45,64,111,104,124,221,815,584,1398,6514,6974,13490,2552,2732,5283,3420,3687,7107,5330,5713,11040
117031333,9379,8044,17417,4654,3399,8048,1151,1195,2348,454,406,855,344,259,597,6598,5253,11855,1796,1960,3760,5.2,4.9,5,70.3,65.4,68,66.7,62.2,64.6,1504,1258,2757,266,331,594,3103,2760,5860,819,829,1643,736,352,1088,53,44,93,156,153,310,942,554,1495,6227,5286,11515,2506,2304,4810,3190,2720,5908,5390,4740,10126
117031336,8730,6225,14950,4359,2754,7114,1143,993,2141,461,385,847,309,198,503,6273,4327,10604,1734,1429,3165,4.9,4.5,4.7,71.9,69.5,70.9,68.3,66.4,67.5,1357,1014,2360,252,224,473,3049,2323,5374,762,534,1295,573,253,827,44,34,78,99,78,172,716,364,1075,5744,3997,9741,2699,2084,4789,2943,1925,4869,5272,3996,9267
117031638,3929,3786,7707,1675,1398,3078,690,852,1537,273,323,596,173,184,352,2816,2748,5560,885,863,1755,6.2,6.5,6.3,71.6,72.7,72.1,67.2,67.9,67.6,602,627,1231,106,126,232,1266,1251,2518,223,249,474,262,120,387,14,20,37,30,40,70,310,183,492,2568,2375,4944,1408,1503,2906,1178,1088,2271,2700,2707,5405
117031639,3805,3723,7527,1419,1124,2542,582,666,1250,248,266,513,223,216,439,2475,2274,4745,996,1134,2127,9,9.4,9.2,65,61,63,59.1,55.3,57.2,687,681,1367,67,86,155,1240,1366,2614,347,272,615,172,118,289,16,18,30,25,28,47,207,158,370,1993,1859,3853,1613,1657,3266,725,571,1300,2797,2885,5681
117031640,6751,6496,13250,3405,2853,6253,1032,1315,2351,411,468,876,233,179,414,5079,4816,9891,1312,1389,2697,4.6,3.7,4.2,75.2,74.1,74.7,71.7,71.4,71.6,1041,1109,2144,189,296,486,2260,2353,4606,560,539,1105,588,327,919,41,44,85,59,80,137,687,452,1138,5016,4703,9720,2008,2121,4129,2668,2551,5225,4114,4090,8206
117031641,5727,5631,11362,2611,1974,4584,853,1004,1857,368,403,765,209,203,413,4034,3584,7614,1244,1652,2893,5.1,5.7,5.4,70.4,63.6,67.1,66.8,60,63.4,960,907,1872,154,198,346,1839,1831,3673,564,594,1162,424,288,712,32,52,77,66,91,157,517,433,954,4105,4142,8249,1732,1633,3363,2057,2208,4266,3534,3329,6865
117031642,6822,5690,12510,2935,2141,5072,922,982,1900,391,368,760,305,179,480,4551,3664,8220,1671,1553,3227,6.7,4.9,5.9,66.7,64.5,65.7,62.3,61.3,61.8,934,836,1768,191,174,366,2022,1935,3953,575,482,1054,551,285,833,44,47,96,92,80,175,688,413,1097,4720,3932,8657,1968,1787,3756,2713,2273,4991,3777,3243,7016
117031643,5462,5407,10869,2711,2309,5013,811,936,1746,378,379,759,152,146,303,4051,3767,7824,1073,1334,2404,3.8,3.9,3.8,74.1,69.7,72,71.3,67,69.2,801,863,1666,89,161,243,1582,1847,3425,502,551,1044,655,266,923,17,38,57,65,105,168,736,408,1144,3911,3870,7781,1849,1815,3664,1749,1815,3564,3699,3596,7295
117031644,4029,3539,7569,1961,1237,3200,580,629,1207,213,224,437,129,118,240,2877,2203,5079,803,1075,1883,4.3,5.2,4.7,71.4,62.3,67.1,68.3,59.1,64,753,614,1368,109,112,221,1405,1269,2677,357,385,748,213,110,323,12,16,31,42,62,101,266,185,452,2501,2298,4797,1377,1172,2539,1100,1029,2128,2674,2343,5017
117031645,9483,9466,18947,2930,1995,4923,2064,2078,4147,760,856,1613,501,465,961,6253,5392,11645,2410,3332,5742,8,8.6,8.3,65.9,56.9,61.4,60.7,52,56.4,1177,1260,2439,117,147,271,2805,3043,5850,1482,1589,3061,474,338,813,55,53,108,116,123,240,645,516,1161,5473,5555,11031,3713,3665,7376,1930,2012,3949,6990,6954,13941
117031646,3533,3400,6930,1140,861,2003,691,721,1416,253,287,541,253,181,433,2336,2048,4387,936,1099,2032,10.7,8.9,9.8,66.2,60.3,63.3,59.1,54.9,57.1,590,542,1134,59,73,134,1063,1103,2165,330,391,722,216,129,347,16,27,47,35,35,69,265,191,454,2060,1960,4023,1414,1398,2818,886,799,1685,2488,2486,4973
117031647,8188,6922,15106,3586,2574,6165,1014,1043,2055,449,431,880,328,275,604,5379,4326,9704,2007,2022,4027,6.1,6.4,6.2,65.7,62.5,64.2,61.7,58.5,60.2,1085,1057,2141,174,185,353,2415,2270,4682,710,644,1350,748,352,1104,41,44,85,99,94,194,895,488,1381,5303,4502,9802,2597,2325,4922,2349,2036,4389,5280,4530,9807
117031648,5985,5613,11595,3028,2321,5349,758,889,1647,423,450,877,248,251,504,4464,3906,8372,1220,1404,2622,5.6,6.4,6,74.6,69.6,72.2,70.3,65.2,67.8,1041,1117,2155,129,143,271,2004,2071,4071,513,494,1009,573,232,809,26,38,63,60,66,116,653,335,995,3474,3277,6746,2642,2472,5111,1173,1171,2348,4711,4356,9065
118011339,7777,8395,16170,3887,3185,7074,1139,1684,2818,410,536,945,197,217,407,5628,5615,11244,1621,2245,3861,3.4,3.8,3.6,72.4,66.9,69.5,69.9,64.3,67,1061,1189,2252,162,285,446,2662,3181,5848,653,882,1535,818,298,1117,24,65,86,106,133,241,954,491,1448,6582,6901,13486,1988,2176,4163,3772,3953,7729,4386,4733,9116
118011340,8574,9041,17617,4517,3611,8124,1233,1850,3086,418,635,1054,234,243,479,6405,6333,12744,1596,2134,3736,3.7,3.9,3.8,74.7,70.1,72.3,71.9,67.4,69.6,1235,1228,2458,175,284,457,3022,3620,6650,665,872,1534,809,335,1140,37,57,92,121,152,273,960,546,1506,7098,7151,14251,2334,2623,4960,3825,3861,7688,5127,5467,10599
118011341,7114,7925,15037,3410,2817,6228,946,1482,2425,366,471,836,197,169,368,4917,4928,9847,1651,2348,4001,4,3.4,3.7,69.2,62.2,65.5,66.4,60.1,63.1,984,1071,2059,161,253,418,2328,2779,5103,523,785,1312,744,355,1089,25,55,76,95,143,237,861,543,1407,5898,6455,12349,1882,2039,3918,3271,3682,6952,4115,4430,8549
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011344,4258,4715,8968,2006,1295,3298,660,1168,1824,221,297,520,115,101,222,3004,2861,5867,1063,1655,2717,3.9,3.6,3.8,70.6,60.7,65.4,67.8,58.5,62.9,537,556,1098,88,178,262,1456,1555,3007,332,583,914,389,187,574,19,40,60,56,95,156,470,319,788,4249,4527,8777,835,928,1761,2753,2966,5721,2067,2244,4310
118011345,6140,6743,12884,3314,2917,6229,841,1230,2076,280,395,667,150,185,339,4585,4724,9312,1236,1672,2915,3.3,4,3.6,74.7,70.1,72.3,72.2,67.3,69.6,1108,1142,2253,189,247,438,2324,2728,5054,416,602,1020,377,193,570,31,25,58,84,109,195,492,330,824,5109,5381,10486,1566,1877,3439,2824,3047,5873,3569,3925,7492
118011346,4667,5212,9878,2057,1230,3289,712,1075,1785,183,277,457,92,108,195,3041,2682,5727,1345,2199,3543,3,3.9,3.4,65.2,51.5,58,63.2,49.5,56,689,610,1297,94,185,283,1536,1682,3213,330,524,852,307,161,467,9,28,35,67,110,177,392,294,687,4489,5008,9497,814,856,1670,2996,3356,6359,2099,2288,4383
118011347,2788,3518,6307,1343,1190,2535,404,655,1056,112,168,274,57,68,126,1907,2080,3992,734,1221,1955,2.9,3.4,3.1,68.5,59.2,63.3,66.5,57.2,61.3,521,573,1087,76,117,194,1054,1349,2403,178,312,492,160,99,259,9,14,18,43,70,110,203,182,388,2495,3006,5503,649,819,1472,1471,1861,3326,1515,1833,3351
118011649,5631,6496,12123,2608,2029,4639,916,1352,2262,263,378,640,119,118,244,3911,3872,7787,1435,2289,3724,3.1,3.1,3.1,69.4,59.7,64.2,67.3,57.8,62.2,927,874,1801,138,225,369,1990,2361,4345,398,659,1064,330,229,554,24,39,61,56,111,169,408,381,786,5207,5669,10874,1236,1496,2730,3315,3632,6943,2861,3270,6135
118011650,3943,4895,8840,1914,1728,3637,573,778,1345,182,265,448,93,101,198,2756,2873,5626,974,1724,2699,3.3,3.7,3.5,69.9,58.7,63.7,67.5,56.6,61.5,698,704,1400,97,169,272,1481,1772,3257,292,459,747,235,140,379,14,29,39,45,100,143,299,269,569,3267,3939,7211,918,1143,2056,1799,2285,4089,2230,2637,4866
118021564,5178,5208,10384,1965,1561,3529,788,1066,1850,306,346,653,207,174,385,3265,3152,6416,1600,1776,3372,6.4,5.6,6,63.1,60.5,61.8,59,57.1,58.1,792,699,1493,86,152,233,1334,1580,2915,368,506,880,482,225,708,38,42,79,50,87,141,573,355,923,3925,3987,7912,1591,1541,3138,2115,2190,4303,3188,3126,6311
118021565,5958,5777,11737,2132,1606,3738,989,1254,2242,339,389,732,262,183,441,3720,3433,7148,1932,2089,4021,6.9,5.3,6.2,62.4,59.4,60.9,58,56.3,57.2,991,856,1846,83,170,250,1500,1612,3114,439,547,991,604,283,887,42,49,87,78,99,178,722,429,1150,4698,4565,9261,1850,1777,3629,2859,2938,5796,3414,3177,6587
118021566,3934,4294,8226,1727,1202,2929,536,903,1445,195,238,436,111,97,209,2579,2444,5023,1135,1562,2690,4.3,4,4.2,65.5,57,61.1,62.7,54.7,58.5,496,510,1012,79,132,209,1079,1169,2250,315,462,778,512,180,691,20,40,60,68,91,159,596,310,905,3721,4011,7734,725,696,1421,2567,2858,5424,1687,1679,3364
118021567,4346,4890,9233,1671,1340,3012,611,956,1562,265,324,588,138,130,270,2688,2743,5435,1365,1822,3189,5.3,4.7,5,61.9,56.2,58.9,58.6,53.6,55.9,506,569,1075,71,152,223,945,1281,2234,344,538,885,664,300,962,28,48,76,62,95,156,748,443,1198,4057,4460,8520,825,878,1701,2676,3039,5716,1942,2075,4017
118021568,4026,4313,8336,1663,1339,3001,660,868,1523,240,311,557,136,99,239,2703,2617,5318,1173,1541,2708,5.1,3.8,4.5,67.1,60.7,63.8,63.7,58.4,60.9,459,520,979,67,141,203,1016,1235,2252,344,490,833,606,248,857,13,34,43,53,98,155,682,381,1062,3668,3845,7514,930,971,1903,2317,2549,4862,2043,2068,4109
118021569,6271,7339,13611,3205,2986,6192,805,1433,2240,327,466,794,155,143,304,4497,5031,9526,1380,1856,3235,3.5,2.9,3.2,71.7,68.5,70,69.2,66.6,67.8,937,1140,2078,134,294,427,1929,2614,4543,464,719,1177,765,324,1090,26,41,70,86,138,220,887,502,1384,5486,6138,11625,1557,1856,3415,3287,3699,6988,3375,3924,7301
118021570,5177,5893,11067,2418,2231,4643,711,1141,1854,263,410,676,156,142,299,3548,3923,7476,1282,1632,2908,4.5,3.6,4,68.6,66.6,67.5,65.5,64.2,64.8,773,905,1683,101,232,333,1488,2002,3490,380,530,913,607,249,853,13,33,41,57,90,145,676,374,1046,4162,4648,8810,1445,1640,3081,2368,2690,5061,2989,3377,6362
118021651,7714,8879,16593,4112,3938,8052,1121,1784,2904,418,568,980,212,185,400,5861,6480,12342,1481,1999,3481,3.7,2.9,3.2,76,73,74.4,73.2,70.9,72,1212,1404,2607,217,365,584,2513,3432,5939,591,878,1467,996,378,1372,27,60,90,98,152,250,1125,593,1717,6766,7409,14168,1892,2371,4261,3814,4215,8036,4410,5145,9554
118021652,4909,4100,9002,1499,1113,2609,500,806,1308,217,234,448,89,59,150,2304,2209,4513,2049,1599,3650,3.9,2.6,3.3,46.9,53.9,50.1,45.1,52.5,48.4,387,415,804,60,104,159,703,933,1634,312,484,793,808,294,1105,14,38,55,81,124,204,900,459,1361,3750,3960,7705,605,609,1215,2636,2784,5421,1515,1559,3071
118021653,5219,5656,10876,2057,1522,3581,761,1193,1955,291,350,644,137,128,267,3251,3196,6448,1693,2145,3836,4.3,4,4.2,62.4,56.4,59.3,59.7,54.2,56.8,360,407,767,61,127,186,791,1110,1899,418,652,1070,1122,447,1568,48,74,123,86,167,261,1255,689,1945,5319,5728,11051,762,734,1493,3817,4114,7925,1949,2055,4005
118021654,2089,2413,4499,813,571,1381,254,504,759,100,151,251,54,62,115,1225,1285,2508,724,955,1682,4.5,4.8,4.7,58.5,53.3,55.7,55.9,50.8,53.1,256,259,512,36,77,112,510,601,1111,161,249,408,224,145,366,11,23,38,28,62,91,267,232,502,2142,2394,4531,315,357,667,1515,1702,3220,816,907,1725
119011354,9014,9281,18302,1992,1462,3456,868,1307,2177,885,557,1441,347,256,599,4093,3585,7675,3975,4769,8743,8.5,7.1,7.8,45.4,38.6,42,41.6,35.9,38.7,272,282,547,57,110,161,843,1136,1977,620,893,1514,1538,679,2220,69,122,193,163,242,406,1772,1045,2817,9512,9771,19276,1084,998,2086,6878,7057,13933,2981,3034,6011
119011355,541,580,1123,201,141,345,74,96,169,54,61,113,21,17,41,345,314,660,149,216,367,5.4,6.1,5.7,64.6,54,59.1,61.1,50.8,55.8,60,51,111,8,13,20,144,172,324,45,60,106,59,31,90,5,9,13,11,4,13,72,43,121,563,592,1153,108,100,208,270,286,558,340,338,681
119011356,4857,4928,9784,1177,830,2007,503,696,1200,496,338,840,198,109,309,2374,1977,4350,2107,2583,4688,8.3,5.6,7.1,48.9,40.1,44.4,44.8,37.8,41.3,178,181,358,31,66,93,579,692,1272,332,507,841,711,364,1069,31,70,105,77,104,188,818,538,1357,5262,5232,10495,586,603,1184,3725,3698,7423,1756,1780,3536
