SA2_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
111021218,7274,7854,15130,2525,1443,3965,957,1669,2633,354,391,746,234,182,413,4067,3686,7749,2881,3776,6658,5.7,4.9,5.3,55.9,46.9,51.2,52.7,44.6,48.5,275,270,548,76,169,245,586,981,1567,527,818,1347,2289,1186,3472,81,154,238,134,272,406,2504,1613,4118,6987,7368,14345,1323,1442,2765,4291,4456,8742,3563,3907,7470
111021219,5675,6118,11793,1964,1165,3127,651,1412,2065,209,253,469,220,126,340,3046,2955,6003,2373,2892,5262,7.1,4.2,5.7,53.7,48.3,50.9,49.9,46.3,48,210,231,435,76,141,214,571,873,1445,467,710,1174,1714,890,2598,51,106,159,128,206,333,1890,1203,3093,5519,5873,11388,872,914,1785,3846,4033,7879,2220,2465,4686
111021220,3941,4026,7964,1470,823,2296,483,1003,1483,138,181,321,123,86,207,2214,2094,4308,1545,1779,3329,5.4,4.1,4.8,56.2,52,54.1,53.2,49.9,51.5,148,154,300,57,122,186,364,588,953,354,502,863,1341,628,1975,28,65,87,88,139,231,1458,834,2292,3990,3961,7947,494,523,1018,2834,2805,5644,1433,1486,2917
111021221,2863,2994,5854,1423,764,2183,329,867,1198,104,150,258,80,54,141,1946,1840,3781,832,1068,1899,4.3,3.2,3.8,67.8,61.3,64.5,64.9,59.4,62.1,27,65,96,10,55,71,139,285,422,192,298,485,1153,624,1773,42,59,102,50,84,131,1241,761,1999,3039,3108,6148,375,404,780,2116,2131,4248,1130,1198,2332
111031222,6511,6843,13356,3071,1948,5013,1031,2119,3146,262,320,580,220,133,354,4580,4516,9098,1732,2120,3848,4.8,2.9,3.9,70.4,66,68.1,67,64.1,65.5,431,467,900,141,255,400,1223,1658,2887,596,762,1356,1570,745,2314,69,94,163,109,162,271,1746,1003,2749,6632,6815,13448,1209,1262,2469,4509,4638,9152,2907,3034,5942
111031223,3418,3571,6986,1324,744,2066,437,802,1244,114,124,243,162,111,271,2035,1786,3819,1221,1628,2847,7.8,6.2,7.1,59.6,50,54.7,54.9,46.9,50.8,35,32,69,17,32,49,144,296,444,164,282,442,992,616,1609,38,91,127,53,71,124,1081,777,1858,3519,3701,7221,427,430,858,2509,2613,5127,1209,1307,2520
111031224,5349,5612,10962,2049,1450,3500,898,1507,2407,218,269,484,215,140,359,3379,3368,6749,1571,1896,3468,6.4,4.2,5.3,63.2,60,61.6,59.1,57.5,58.3,379,426,806,122,227,350,1070,1276,2348,419,536,957,1004,589,1597,45,72,120,70,130,206,1121,799,1916,4673,4823,9495,1083,1215,2293,2948,3061,6008,2550,2770,5319
111031225,6799,7355,14157,3014,2004,5018,1107,2204,3314,256,331,584,182,146,322,4567,4676,9245,1968,2404,4372,4,3.1,3.5,67.1,63.6,65.3,64.4,61.7,63,488,542,1033,139,293,431,1260,1734,2990,600,757,1362,1571,776,2350,70,108,183,101,193,292,1742,1083,2825,6935,7214,14153,1122,1249,2375,4735,5030,9763,2947,3084,6026
111031226,6178,6423,12603,3115,1879,4997,951,2002,2954,228,331,561,233,164,395,4527,4375,8907,1466,1880,3345,5.1,3.7,4.4,73.3,68.2,70.7,69.5,65.6,67.5,319,341,662,87,164,245,745,1110,1857,505,668,1177,1709,1038,2746,62,103,162,101,153,258,1867,1296,3163,6717,6819,13536,1119,1141,2257,4160,4172,8333,3156,3318,6477
111031227,6386,6696,13083,2583,1899,4481,1010,1734,2742,235,314,554,279,148,424,4102,4094,8197,1938,2271,4210,6.8,3.6,5.2,64.2,61.2,62.7,59.9,59,59.4,330,427,757,89,201,295,963,1371,2334,472,682,1152,1515,918,2438,63,88,155,89,135,229,1672,1149,2818,5851,6084,11932,1253,1332,2585,3695,3734,7430,3026,3255,6276
111031228,5903,6170,12072,2720,1864,4580,1008,1811,2817,236,316,549,159,109,271,4121,4096,8221,1575,1894,3472,3.9,2.8,3.3,69.8,66.4,68.1,67.1,64.6,65.8,577,569,1145,147,279,422,1494,1810,3309,521,675,1195,1078,508,1588,45,61,112,102,153,258,1233,733,1962,5683,5807,11492,1183,1271,2463,3831,3910,7740,2753,2908,5663
111031229,5695,5911,11604,2626,1933,4555,970,1615,2579,199,272,472,196,151,343,3985,3965,7953,1378,1679,3055,4.8,3.8,4.3,70,67.1,68.5,66.6,64.6,65.6,648,753,1405,159,253,418,1541,1701,3237,449,637,1092,962,476,1443,55,80,134,81,106,193,1104,661,1769,4290,4387,8680,1621,1768,3389,2202,2299,4505,3527,3694,7222
111031230,11,13,21,0,0,0,3,4,9,0,0,0,0,0,0,10,4,16,3,9,5,0,0,0,72.7,45.5,59.1,72.7,45.5,59.1,0,0,0,0,0,0,0,0,0,4,0,3,4,4,5,0,0,0,0,0,0,7,4,10,5,15,20,0,0,4,9,9,21,0,0,4
111031231,5551,5390,10935,1586,900,2490,1108,1440,2551,232,271,506,347,199,548,3282,2814,6097,1650,1921,3575,10.6,7,9,59.1,52.3,55.7,52.8,48.6,50.7,314,272,587,46,68,119,609,654,1265,302,342,646,1034,678,1709,69,85,156,58,82,141,1165,845,2009,4072,3858,7921,1639,1586,3222,2051,1964,4013,3379,3243,6626
111031232,3551,3813,7366,1286,732,2014,384,837,1225,128,153,280,104,67,174,1905,1798,3701,1393,1715,3109,5.6,3.8,4.7,53.6,47.1,50.2,50.6,45.3,47.9,136,169,311,55,114,162,340,585,929,299,418,721,1089,462,1549,27,58,87,69,98,169,1184,614,1797,3346,3458,6808,697,725,1418,2067,2130,4196,1795,1872,3667
111031233,8272,9288,17561,3243,2107,5345,1226,2308,3540,304,411,718,321,229,549,5093,5051,10147,2775,3745,6514,6.3,4.5,5.4,61.6,54.4,57.8,57.7,52,54.7,399,411,813,100,197,291,1016,1500,2520,574,887,1468,2212,1249,3457,76,159,230,130,232,365,2418,1635,4055,8093,8817,16908,1314,1539,2856,5333,5826,11157,3571,3951,7518
111031234,5270,5720,10995,2091,1476,3567,943,1520,2466,195,291,480,205,147,345,3433,3427,6857,1527,1831,3361,5.9,4.2,5.1,65.1,59.9,62.4,61.3,57.4,59.2,279,323,603,64,162,226,814,1132,1949,353,516,867,1218,739,1950,65,84,149,70,111,176,1355,927,2279,4665,4872,9532,1134,1141,2272,2844,2929,5770,2644,2775,5422
111031235,3861,4042,7896,1785,1363,3146,665,1247,1916,149,197,341,165,97,265,2761,2901,5666,920,1005,1923,6,3.3,4.6,71.7,71.8,71.7,67.4,69.4,68.4,286,384,680,85,172,250,840,1143,1987,326,453,773,860,438,1295,30,51,84,42,68,114,932,559,1497,3250,3305,6557,1006,1131,2139,1805,1806,3614,2264,2441,4703
112011236,7500,8669,16164,2235,1466,3700,1122,1958,3076,244,297,542,167,129,288,3760,3843,7604,3231,4210,7448,4.3,3.3,3.8,50.2,44.3,47.1,48,42.9,45.3,218,270,488,99,226,324,819,1263,2088,592,951,1537,1934,1068,3001,66,141,205,130,242,376,2130,1448,3578,6842,7600,14440,1239,1449,2686,4294,4762,9061,3423,3956,7378
112011237,7265,7836,15097,2775,1741,4511,1326,2246,3573,275,320,599,157,138,290,4526,4446,8968,2385,3023,5407,3.4,3.1,3.3,62.3,56.8,59.4,60.2,55,57.5,265,369,631,132,257,386,996,1437,2434,613,955,1568,1996,1045,3044,74,146,220,129,263,395,2198,1456,3655,7270,7522,14789,1175,1292,2470,4886,4961,9852,3151,3495,6647
112011238,2734,2920,5648,960,536,1501,592,958,1557,107,127,227,66,71,141,1722,1691,3420,689,916,1610,3.9,4.3,4.1,63.1,58,60.5,60.7,55.6,58,143,210,356,58,119,178,568,730,1295,241,382,629,502,234,737,10,31,41,52,72,120,565,332,904,2440,2556,5001,551,607,1156,1576,1569,3145,1249,1438,2683
112011239,3500,4183,7684,1042,729,1770,742,1323,2069,142,185,330,121,121,238,2049,2361,4411,1153,1490,2640,5.8,5.2,5.5,58.5,56.5,57.4,55.1,53.6,54.2,154,269,423,82,161,244,546,902,1450,306,591,897,874,420,1294,27,59,85,70,98,169,970,578,1547,3202,3644,6851,639,857,1495,2034,2267,4304,1619,2028,3644
112011240,4520,4904,9431,1288,900,2193,1165,1641,2811,223,247,465,154,142,300,2837,2940,5767,1275,1528,2802,5.5,5,5.3,62.6,59.8,61.2,59.2,56.9,58,273,361,633,74,133,199,947,1356,2303,427,614,1041,853,399,1252,38,57,94,75,122,197,964,582,1540,3659,3809,7469,1087,1311,2401,2158,2192,4351,2376,2709,5089
112011241,2409,2353,4754,703,445,1148,331,552,885,90,93,181,58,39,101,1189,1131,2317,970,1002,1976,5.2,3.5,4.4,49.3,48.1,48.7,46.7,46.4,46.6,53,59,106,19,47,73,177,298,472,136,246,379,671,341,1014,29,53,75,34,55,87,730,448,1181,2175,2148,4323,341,352,696,1502,1439,2945,905,988,1895
112011242,3533,3879,7414,1452,912,2363,743,1318,2060,141,165,305,83,79,158,2414,2473,4892,941,1222,2160,3.4,3.1,3.2,68.4,63.8,66,66.1,61.8,63.9,208,273,478,83,156,239,723,999,1718,353,521,874,885,405,1295,29,30,60,53,109,168,963,551,1515,3484,3662,7144,740,798,1540,2148,2237,4384,1835,2027,3860
112011243,3559,3834,7388,903,547,1444,785,1200,1986,128,160,290,115,107,220,1932,2013,3944,1166,1348,2513,5.8,5.3,5.5,54.2,52.5,53.3,51.1,49.7,50.4,185,269,459,54,135,186,590,834,1419,277,503,785,732,352,1084,18,36,56,50,85,139,800,480,1285,3137,3224,6362,610,701,1310,2068,2088,4155,1491,1693,3191
112021244,4752,5147,9899,1553,983,2535,631,1051,1685,155,185,343,120,120,241,2468,2347,4812,1873,2360,4234,4.9,5.2,5.1,51.9,45.6,48.6,49.3,43.2,46.1,43,52,96,24,59,81,192,381,570,162,395,559,1176,898,2073,64,102,163,69,130,197,1305,1130,2428,4605,4923,9527,752,763,1518,3134,3317,6450,1936,2075,4011
112021245,3080,3016,6099,1039,629,1669,397,724,1124,111,111,221,80,62,143,1626,1521,3153,1079,1151,2230,5.1,3.9,4.5,52.9,50.5,51.7,50.2,48.5,49.4,37,42,78,24,53,78,128,320,450,137,276,416,818,490,1312,38,61,101,51,95,146,916,645,1557,2854,2845,5696,371,377,747,2126,2079,4205,984,1031,2013
112021246,5119,5987,11110,2054,1408,3463,775,1493,2267,144,198,342,171,132,302,3141,3229,6370,1733,2459,4188,5.4,4,4.7,61.4,53.9,57.4,58.1,51.7,54.7,178,203,379,76,175,256,548,873,1417,357,605,963,1347,894,2245,64,106,173,90,187,273,1495,1194,2692,5115,5793,10911,841,936,1779,3196,3658,6856,2426,2754,5175
112021247,3136,3228,6366,940,556,1489,398,754,1146,104,104,203,100,75,181,1535,1480,3019,1296,1426,2724,6.7,5.1,5.9,49,45.9,47.5,45.8,43.6,44.7,60,73,133,33,78,110,242,401,644,192,364,557,758,460,1218,34,64,95,49,77,134,840,610,1450,2947,2951,5899,387,453,839,2121,2046,4161,1050,1206,2260
112021248,6202,6550,12755,2061,1392,3458,1067,1692,2755,179,247,430,267,203,478,3583,3541,7116,2120,2504,4625,7.6,5.8,6.7,57.7,54,55.8,53.3,50.9,52.1,227,262,492,79,214,290,674,1083,1752,377,661,1040,1436,984,2423,90,135,215,90,173,265,1614,1290,2905,5651,5854,11502,1164,1199,2360,3642,3795,7436,2865,2987,5851
112021249,6624,6495,13119,2323,1461,3784,1205,1946,3153,248,285,535,192,126,317,3969,3823,7793,2053,2089,4144,4.8,3.3,4.1,59.9,58.9,59.4,57,56.9,57,282,348,633,131,252,383,853,1282,2135,508,785,1296,1706,832,2535,68,118,183,100,172,272,1870,1124,2993,6410,6145,12553,796,863,1655,4716,4446,9162,2227,2319,4543
112031250,5734,6388,12118,2126,1255,3374,918,1843,2767,195,271,464,138,144,277,3368,3515,6883,2061,2531,4596,4,4.1,4.1,58.7,55,56.8,56.4,52.8,54.5,275,309,583,92,200,296,867,1222,2096,536,792,1326,1448,709,2153,45,98,142,100,189,297,1595,995,2586,5668,6023,11688,1065,1176,2239,3396,3543,6942,3013,3364,6379
112031251,3647,4146,7798,1178,694,1876,564,1083,1645,108,138,239,118,116,234,1969,2034,4004,1388,1760,3149,6.2,5.7,5.9,54,49,51.3,50.7,46.2,48.3,75,134,203,41,115,156,303,553,859,230,423,649,1016,610,1629,36,70,98,54,124,179,1109,801,1907,3552,3925,7472,574,673,1247,2272,2483,4746,1652,1902,3556
112031252,4407,4249,8656,1362,745,2113,697,1192,1885,202,190,390,149,105,260,2412,2235,4645,1475,1558,3039,6.2,4.9,5.6,54.7,52.6,53.7,51.3,50,50.7,136,177,309,56,137,196,443,698,1145,311,515,829,1222,546,1771,36,72,103,49,118,167,1314,732,2044,4078,3886,7965,537,557,1091,2904,2714,5620,1521,1552,3068
112031253,5350,5856,11207,1920,1091,3016,878,1759,2637,185,256,442,155,136,290,3142,3245,6388,1812,2190,4000,4.9,4.2,4.6,58.7,55.5,57,55.8,53.1,54.4,161,231,398,89,185,276,648,1005,1650,464,725,1189,1556,788,2341,36,90,122,103,175,275,1691,1049,2741,5463,5693,11159,829,999,1832,3622,3731,7349,2314,2621,4936
112031254,8409,9395,17805,2556,1598,4155,1208,2170,3379,347,483,828,267,228,495,4373,4484,8857,3271,4098,7372,6.1,5.1,5.6,52,47.7,49.8,48.8,45.3,47,242,291,529,84,206,289,823,1271,2096,616,1021,1632,2304,1242,3543,81,136,220,146,249,398,2526,1628,4163,7340,8021,15359,1499,1649,3146,4751,5163,9915,3679,4106,7790
112031550,6297,7456,13753,2074,1412,3491,973,1886,2858,234,312,553,185,121,304,3471,3731,7201,2506,3378,5885,5.4,3.2,4.2,55.1,50,52.4,52.2,48.5,50.2,139,172,313,73,154,229,480,904,1391,504,855,1364,1840,1000,2839,70,132,201,104,211,315,2013,1348,3360,6093,7021,13112,1081,1124,2210,4019,4691,8713,2815,3110,5922
112031551,1313,1319,2631,549,326,873,214,414,624,53,66,121,45,35,76,856,837,1696,386,439,826,5,3.8,4.4,65.6,63.5,64.6,62.4,61,61.7,50,59,107,20,30,52,169,264,434,100,180,279,388,180,569,14,24,41,30,49,78,433,256,689,1374,1361,2735,204,228,430,966,944,1913,545,573,1122
112031552,3323,4011,7331,849,590,1445,431,812,1243,119,136,260,103,93,195,1505,1630,3137,1593,2123,3719,6.9,5.6,6.2,45.4,40.7,42.8,42.2,38.4,40.1,60,78,134,26,65,88,208,359,571,203,391,598,881,536,1416,27,55,89,60,127,191,977,718,1697,3030,3566,6600,567,613,1178,1858,2199,4058,1571,1837,3414
113011256,8167,8422,16593,4230,2508,6731,927,2112,3040,236,298,530,205,147,352,5592,5062,10655,1929,2734,4666,3.6,2.9,3.3,68.5,60.1,64.2,66,58.3,62.1,214,243,458,52,142,194,725,1074,1801,455,675,1127,1907,1005,2905,57,134,186,103,213,312,2063,1340,3401,8028,8230,16256,1283,1308,2585,5040,5227,10267,3703,3739,7439
113011257,5378,4862,10247,2911,1341,4249,469,1334,1809,182,192,382,89,80,167,3646,2946,6601,1079,1359,2432,2.4,2.6,2.5,67.8,60.6,64.4,66.2,59,62.8,46,72,116,26,90,117,312,543,850,240,419,658,1267,636,1907,43,119,167,79,117,194,1389,879,2270,5079,4730,9806,650,572,1223,3754,3439,7190,1664,1555,3215
113011258,3993,4197,8190,1934,1093,3031,384,969,1357,119,136,255,91,94,189,2535,2297,4835,1139,1593,2728,3.7,4.1,3.9,63.6,54.7,59,61.2,52.4,56.7,61,64,119,33,63,92,249,438,691,169,303,468,1097,619,1712,37,85,117,50,95,143,1184,791,1978,3993,4116,8104,646,680,1328,2601,2582,5180,1784,1983,3766
113011259,2319,2398,4717,968,518,1487,232,539,776,63,81,143,81,58,138,1344,1192,2538,741,977,1712,6,4.5,5.3,58,49.8,53.8,54.5,47.5,51,35,27,68,17,38,53,112,268,381,101,192,296,524,318,836,31,53,83,24,55,86,581,424,1007,2274,2314,4587,304,324,624,1616,1638,3254,807,871,1679
113021260,1549,1362,2910,614,325,939,139,321,464,70,64,132,24,22,43,847,732,1574,602,528,1123,2.7,2.6,2.7,54.7,53.5,54.2,53.2,52.1,52.7,18,29,45,10,33,48,96,168,261,70,143,208,383,205,582,16,29,39,23,33,57,418,259,677,1359,1313,2674,181,193,371,933,870,1801,515,552,1073
113021261,2592,2778,5374,1113,588,1703,290,709,999,76,89,170,83,72,151,1561,1456,3016,860,1126,1982,5.3,4.9,5.1,60.3,52.5,56.2,57.1,49.9,53.4,33,47,82,17,67,84,188,275,462,117,221,340,736,394,1129,23,52,83,31,61,91,795,508,1299,2548,2671,5215,408,461,873,1740,1779,3512,1060,1173,2236
113021262,2002,1901,3901,907,424,1334,178,502,679,79,74,158,57,37,98,1223,1039,2268,598,689,1284,4.6,3.6,4.2,61.3,54.6,58,58.5,52.7,55.6,31,40,77,16,53,66,118,226,336,111,182,291,569,282,855,17,36,53,31,48,79,618,365,988,1986,1877,3863,193,193,392,1511,1407,2917,597,576,1170
113031263,3095,3318,6417,1055,642,1696,302,652,949,110,100,213,83,67,144,1540,1460,2999,1357,1654,3007,5.1,4.5,4.8,49.8,44,46.8,47.3,42,44.6,42,50,95,30,57,85,178,337,514,199,330,532,822,477,1295,40,66,110,60,99,156,916,648,1566,2984,3130,6117,459,467,922,2115,2240,4360,1155,1212,2365
113031264,1542,1486,3027,639,312,957,179,380,564,61,67,131,29,20,43,921,782,1699,444,555,997,3.3,2.2,2.8,59.6,52.4,56,57.6,51.2,54.5,30,27,48,5,15,26,87,162,248,73,130,203,350,182,536,22,23,44,27,30,60,396,240,632,1480,1438,2915,162,162,327,1108,1006,2115,467,502,968
113031265,3103,2214,5312,1068,518,1587,191,519,707,75,99,176,75,42,112,1403,1181,2584,1541,897,2436,5.1,3.6,4.4,45.4,53.4,48.7,43,51.5,46.5,17,43,62,18,48,62,126,249,376,120,195,315,630,375,1011,36,44,78,29,64,101,699,487,1181,2220,2183,4405,370,326,695,1521,1516,3035,926,863,1792
113031266,2634,2769,5403,1121,584,1710,286,700,989,90,93,189,49,44,88,1550,1423,2974,938,1189,2130,3,3,3,58.9,51.4,55.1,57.1,49.9,53.4,21,37,60,25,54,73,155,322,478,104,223,323,737,381,1119,40,76,115,36,73,112,813,531,1349,2647,2697,5348,391,415,803,2001,2033,4032,874,921,1790
113031267,6432,6972,13403,3123,1927,5048,890,1860,2755,165,259,429,163,143,303,4337,4197,8534,1822,2491,4314,3.7,3.4,3.6,67.5,60.2,63.7,65,58.1,61.4,264,273,534,104,231,332,729,1141,1870,467,757,1229,1873,1038,2911,63,120,182,89,203,294,2024,1360,3388,6722,7124,13847,1034,1140,2171,4384,4641,9021,2945,3220,6167
113031268,2040,2460,4502,1032,679,1707,306,752,1064,51,116,163,65,72,140,1460,1609,3073,453,695,1149,4.7,4.2,4.4,71.5,65.4,68.2,68.2,62.7,65.2,115,99,217,40,71,114,261,474,730,131,245,376,503,315,818,21,31,53,29,48,78,552,397,953,1841,1937,3780,586,846,1434,984,1045,2036,1260,1575,2827
113031269,8308,9320,17622,4078,2715,6796,1077,2362,3431,240,326,563,289,212,508,5686,5611,11300,2190,3218,5403,5.1,3.8,4.5,68.5,60.2,64.1,64.9,57.9,61.2,234,318,553,121,238,354,792,1457,2249,548,898,1442,2304,1366,3668,110,203,307,120,227,345,2532,1791,4327,8470,9153,17623,1643,1785,3424,5145,5512,10657,4283,4736,9019
113031270,4826,5234,10063,2128,1355,3490,619,1117,1732,169,174,348,193,145,341,3111,2795,5906,1357,2094,3454,6.2,5.2,5.7,64.4,53.4,58.7,60.5,50.6,55.3,229,242,469,71,120,196,507,804,1311,256,441,694,1158,676,1829,62,88,153,67,126,194,1291,881,2174,4159,4421,8584,1101,1226,2324,2436,2580,5021,2523,2797,5321
113031271,7081,6904,13980,3838,2091,5934,670,1809,2478,232,322,557,105,109,208,4852,4331,9189,1594,2067,3666,2.1,2.5,2.3,68.5,62.8,65.7,67.1,61.2,64.2,161,198,356,62,180,238,538,1171,1709,471,679,1150,2032,1025,3054,84,128,212,107,166,275,2228,1322,3542,6756,6728,13482,1393,1322,2709,4340,4347,8681,3288,3210,6498
114011272,3937,4239,8175,1252,697,1949,568,1020,1596,125,167,290,63,59,126,2014,1940,3958,1682,2052,3732,3.3,3,3.2,51.2,45.8,48.4,49.6,44.4,46.9,223,296,518,49,149,198,637,782,1416,346,576,922,1042,400,1439,25,58,76,94,149,242,1156,601,1750,3707,3949,7659,590,646,1236,2576,2745,5319,1555,1691,3248
114011273,1575,1592,3167,491,284,772,215,330,548,42,64,106,40,34,79,786,712,1503,727,809,1533,5.3,5.2,5.3,50,45,47.5,47.3,42.6,45,46,79,123,32,57,87,147,212,355,126,183,313,551,233,783,12,26,36,34,49,84,598,306,905,1525,1499,3022,206,210,416,1072,1029,2100,594,629,1222
114011274,2250,2192,4436,658,379,1033,272,490,758,75,101,182,66,51,120,1073,1019,2090,1065,1070,2137,6.3,5.1,5.7,47.8,46.5,47.1,44.7,44.2,44.4,73,55,126,22,70,94,180,255,432,153,242,392,755,337,1089,17,36,47,47,62,109,818,432,1252,2165,2084,4251,272,295,565,1489,1436,2922,848,833,1680
114011275,31,19,51,9,4,10,4,11,10,0,0,4,0,0,0,14,12,26,15,5,17,6.3,0,3.4,53.3,61.9,56.9,50,61.9,54.9,0,0,0,0,0,0,4,4,8,6,3,5,10,0,13,0,0,0,5,0,5,13,4,16,33,17,45,3,8,11,23,11,36,10,8,24
114011276,1962,2191,4154,676,425,1100,269,499,770,74,89,159,46,29,79,1069,1039,2107,786,1047,1831,4.2,2.9,3.6,54.4,47.5,50.8,52.1,46.1,49,134,146,281,42,100,143,289,396,684,203,263,467,569,267,831,19,44,59,37,74,112,623,382,1002,1835,2069,3903,310,350,659,1100,1237,2338,967,1082,2047
114011277,6432,6782,13211,2412,1345,3753,908,1752,2660,213,275,487,176,121,299,3711,3490,7200,2389,2950,5334,4.7,3.5,4.1,57.7,51.5,54.5,55,49.7,52.3,228,217,445,94,219,321,618,935,1554,566,778,1343,1906,1063,2972,65,140,204,108,220,333,2077,1430,3504,6395,6633,13031,972,1028,2000,4323,4421,8748,2663,2872,5542
114011278,9153,8972,18121,3106,1910,5016,1070,2033,3104,275,336,605,322,250,572,4768,4526,9293,3713,3776,7491,6.7,5.5,6.1,52.1,50.4,51.3,48.7,47.6,48.1,167,239,413,57,193,251,544,882,1423,568,849,1419,2383,1558,3944,130,196,323,107,249,361,2618,2006,4628,7889,8279,16167,1696,1829,3524,4865,5130,9997,4100,4407,8512
114011279,6237,6674,12909,1750,1096,2849,703,1373,2081,213,251,463,187,151,338,2860,2870,5732,2961,3405,6366,6.6,5.3,5.9,45.9,43,44.4,42.9,40.8,41.8,94,124,214,50,115,162,295,595,900,395,673,1068,2026,1103,3125,72,154,227,129,201,327,2228,1456,3682,5877,6156,12030,988,1046,2031,3853,3979,7835,2694,2953,5643
114011280,2108,2108,4217,459,256,717,236,357,591,57,76,133,56,30,89,801,729,1526,1130,1187,2320,7,4.5,5.8,38,34.4,36.2,35.4,32.9,34.1,22,43,64,16,29,47,96,191,286,110,170,282,780,277,1054,19,27,45,33,77,113,828,378,1209,1874,1810,3683,274,288,561,1343,1267,2610,717,770,1485
114011281,1603,1498,3102,592,358,954,226,403,630,82,65,149,31,26,57,934,859,1794,546,542,1085,3.5,3.3,3.4,58.4,57.3,57.9,56.3,55.5,55.9,34,65,103,23,54,77,115,216,335,125,175,302,585,251,835,13,44,56,23,44,66,618,340,962,1564,1471,3043,186,159,339,1173,1096,2268,516,487,1003
114011282,6862,7552,14419,1974,1087,3057,1032,1883,2917,222,313,527,165,130,289,3394,3401,6801,3079,3710,6789,4.8,3.8,4.3,49.4,45.1,47.1,47.1,43.4,45.1,222,247,470,104,209,309,636,969,1609,447,842,1290,2203,997,3202,58,144,199,167,246,410,2426,1386,3812,6450,6990,13446,1174,1188,2362,4189,4516,8705,3062,3362,6427
114011283,2578,2473,5054,663,373,1032,364,605,969,117,99,210,74,49,123,1213,1125,2338,1192,1189,2377,6.1,4.5,5.3,47.1,45.4,46.3,44.3,43.4,43.8,87,99,187,42,85,132,233,362,589,179,279,460,927,323,1256,31,51,77,34,101,137,993,477,1469,2376,2218,4591,388,386,774,1678,1527,3210,964,988,1951
114021284,5351,6344,11698,1752,1062,2810,859,1408,2262,157,193,348,79,78,154,2840,2739,5577,2239,3249,5488,2.7,2.9,2.8,53.1,43.1,47.7,51.7,41.9,46.4,525,462,986,134,219,359,1061,1268,2328,561,874,1437,989,459,1454,41,82,122,101,226,333,1137,774,1908,4962,5736,10699,989,1099,2082,3203,3773,6979,2581,2859,5442
114021285,2529,2521,5049,1259,689,1952,338,752,1090,144,150,288,58,44,100,1801,1634,3433,623,810,1432,3.2,2.7,3,71.3,64.8,68,69,63.1,66,59,64,121,24,71,94,146,318,465,151,311,465,963,444,1409,26,53,74,58,78,131,1043,570,1618,2725,2707,5428,331,343,672,1892,1838,3733,953,1019,1973
114021286,4201,4789,8995,1786,1120,2899,671,1213,1881,173,186,357,98,77,175,2723,2597,5315,1311,1996,3310,3.7,3,3.3,64.7,54.2,59.1,62.4,52.6,57.2,266,293,563,70,142,206,647,892,1544,376,576,952,1115,546,1663,33,72,107,69,167,233,1217,787,2004,3962,4416,8370,899,1035,1933,2254,2547,4800,2349,2609,4955
