POA_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA2846,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,8,7,21,24,21,4,0,0,90
POA2847,3,0,5,0,3,3,0,0,0,25,0,0,7,7,8,11,0,0,0,36,52,63,142,160,209,173,26,0,3,832
POA2848,0,0,3,0,5,3,3,0,0,19,0,3,0,5,4,6,3,0,0,28,21,32,47,74,113,86,19,6,0,399
POA2849,0,3,7,0,3,4,0,0,0,18,0,0,3,10,10,5,0,0,0,25,12,27,85,94,152,126,60,11,4,572
POA2850,14,56,59,92,74,55,8,0,0,356,21,14,28,35,50,23,19,7,0,199,422,547,1480,1536,1804,1246,363,79,15,7498
POA2852,3,9,15,10,12,12,6,0,0,65,3,4,7,3,9,3,5,3,0,30,64,98,216,274,298,259,107,20,0,1331
POA2864,0,3,6,5,3,3,0,0,0,18,0,0,0,6,3,6,0,3,0,20,18,16,52,74,98,70,33,10,0,370
POA2865,0,0,0,0,0,7,0,0,0,9,0,0,3,0,0,3,6,0,0,11,19,17,66,76,84,82,34,3,0,384
POA2866,3,3,11,13,3,4,3,0,0,45,3,3,10,12,10,6,4,4,3,45,94,85,201,293,276,230,97,18,3,1305
POA2867,0,0,3,0,0,3,0,0,0,3,0,3,3,3,0,3,0,0,0,11,8,7,35,50,46,54,39,12,0,257
POA2868,3,0,0,0,0,0,0,0,0,6,0,0,4,3,0,4,0,0,0,15,13,16,38,54,53,48,28,4,4,256
POA2869,0,5,0,0,3,0,0,0,0,16,0,5,0,0,3,5,3,0,0,21,18,39,55,84,120,132,53,12,3,512
POA2870,18,48,42,39,36,32,10,0,0,222,14,24,39,34,34,28,10,3,0,176,342,447,962,943,1105,830,213,41,3,4888
POA2871,9,14,35,32,21,16,12,3,0,147,15,30,27,24,40,24,14,12,5,187,234,326,712,712,844,701,212,66,15,3821
POA2873,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,4,0,0,0,10,4,8,37,45,46,42,26,9,0,222
POA2874,0,0,0,3,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,13,10,11,30,36,41,44,37,3,0,200
POA2875,0,0,0,0,6,0,3,0,0,13,3,0,0,0,5,4,3,0,0,13,13,28,46,64,95,101,32,9,5,395
POA2876,0,0,0,0,0,0,3,0,0,8,0,3,0,3,5,0,0,0,3,8,8,9,11,31,38,38,18,7,3,159
POA2877,0,3,11,6,10,19,5,0,0,55,6,4,22,17,17,14,5,5,0,95,47,142,325,266,314,315,95,37,6,1541
POA2878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,24,19,40,37,20,6,0,160
POA2879,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,7,32,26,34,50,6,0,0,164
POA2880,15,32,72,49,54,61,16,7,0,301,7,37,45,37,49,59,10,6,8,264,389,632,1467,1324,1608,1446,314,39,15,7216
POA2898,0,0,0,0,3,0,0,0,0,6,0,0,3,3,3,3,0,0,0,11,7,11,35,50,48,42,13,6,0,225
