POA_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA2381,422,1047,3,8,0,0,3,8,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,6,5,31,4,14,436,1096,92,..,528,1096
POA2382,469,1148,0,0,0,0,0,0,16,26,0,0,0,0,0,0,16,26,4,8,0,0,0,0,3,10,7,22,3,9,500,1199,143,..,642,1199
POA2386,115,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,5,15,6,21,124,300,26,..,150,300
POA2387,62,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,64,156,27,..,87,156
POA2388,802,2102,54,79,0,0,54,79,18,30,0,0,0,0,0,0,18,30,14,26,0,3,0,6,3,12,27,44,9,15,909,2277,156,..,1066,2277
POA2390,2739,7188,81,131,25,38,104,172,208,297,0,0,0,0,0,0,208,297,16,21,8,18,3,3,4,16,32,66,16,39,3105,7760,429,..,3537,7760
POA2395,265,580,0,0,0,0,0,0,5,6,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,8,15,275,598,108,..,381,598
POA2396,346,787,0,0,0,0,3,3,11,8,0,0,0,0,0,0,11,8,0,0,0,0,0,0,6,10,9,9,0,9,360,814,67,..,432,814
POA2397,128,324,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,9,0,0,127,334,17,..,145,334
POA2398,74,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,0,83,200,10,..,86,200
POA2399,129,306,66,151,0,6,67,155,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,3,6,10,3,16,205,490,25,..,235,490
POA2400,2860,7502,147,349,14,32,162,378,428,643,0,0,0,0,3,4,435,650,28,46,7,14,0,3,31,71,64,133,20,49,3536,8715,537,..,4075,8715
POA2401,112,296,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,116,301,19,..,135,301
POA2402,661,1549,5,8,0,0,5,8,15,17,0,0,0,0,0,0,15,17,10,19,0,3,0,0,0,6,9,32,3,4,690,1611,94,..,785,1611
POA2403,244,617,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,256,652,37,..,291,652
POA2404,704,1516,15,14,0,0,15,14,8,16,0,0,0,0,0,0,8,16,14,31,3,3,3,7,0,0,23,35,0,3,751,1584,120,..,867,1584
POA2405,176,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,406,73,..,247,406
POA2406,277,672,11,17,0,0,11,17,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,4,5,7,4,5,298,697,125,..,426,697
POA2408,122,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,3,124,328,58,..,185,328
POA2409,293,922,0,0,0,0,0,0,8,6,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,3,0,0,299,932,47,..,348,932
POA2410,106,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,239,29,..,135,239
POA2411,34,89,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,40,99,11,..,51,99
POA2415,127,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,134,343,52,..,178,343
POA2420,1460,3427,19,25,0,0,19,25,27,44,0,0,0,0,0,0,27,44,3,12,4,7,0,0,0,0,12,28,13,42,1534,3563,277,..,1814,3563
POA2421,605,1691,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,4,0,0,3,4,3,5,3,4,617,1702,86,..,704,1702
POA2422,2014,4572,25,28,0,0,25,28,59,82,0,0,0,0,0,0,59,82,8,11,14,18,4,3,19,33,38,63,19,39,2147,4786,443,..,2592,4786
POA2423,1121,2521,16,21,0,0,16,21,8,26,0,0,0,0,0,0,12,26,11,21,17,43,0,3,6,11,41,80,4,11,1189,2656,392,..,1583,2656
POA2424,161,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,386,35,..,200,386
POA2425,627,1600,0,4,0,0,0,4,3,5,0,0,0,0,0,0,3,5,3,7,0,0,0,0,0,3,8,9,3,11,645,1634,145,..,784,1634
POA2426,264,628,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,636,27,..,299,636
POA2427,1098,2366,81,135,81,156,166,296,10,17,0,3,10,6,0,0,17,21,11,16,87,126,0,0,4,4,103,150,0,0,1379,2837,379,..,1761,2837
POA2428,6793,15825,1510,2525,231,447,1740,2971,615,979,306,490,405,703,0,0,1324,2166,49,76,128,212,4,8,42,86,227,376,80,138,10165,21474,3377,..,13540,21474
POA2429,3468,8510,91,135,8,16,102,156,57,91,0,0,0,0,0,6,55,100,8,15,3,3,16,27,3,17,35,66,23,61,3691,8893,472,..,4165,8893
POA2430,10879,27422,1110,1733,123,245,1238,1979,768,1150,43,56,0,0,3,3,814,1213,72,104,149,263,3,5,34,81,253,456,111,235,13290,31302,1575,..,14864,31302
POA2431,1795,4055,163,238,16,27,181,264,161,293,29,42,0,0,0,0,186,337,27,43,0,0,0,0,3,6,27,45,13,33,2200,4736,574,..,2774,4736
POA2439,1028,2599,4,6,0,0,4,6,0,3,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,6,3,8,1040,2620,95,..,1137,2620
POA2440,7038,17903,197,290,43,70,240,361,216,323,5,16,13,17,5,7,239,359,36,45,11,19,9,16,22,42,69,118,117,254,7700,18995,1087,..,8791,18995
POA2441,1494,3782,13,16,0,0,13,16,5,0,0,0,0,0,0,0,5,0,17,28,3,7,3,9,4,16,30,59,16,29,1556,3886,215,..,1767,3886
POA2443,2757,6296,500,758,58,98,559,853,203,325,10,10,0,0,0,0,211,337,233,331,83,123,6,3,18,42,337,500,30,54,3895,8043,534,..,4435,8043
POA2444,12198,31629,2251,3865,879,1724,3129,5586,1394,2104,524,838,973,1625,0,0,2887,4564,32,44,213,312,7,10,21,46,268,411,106,207,18587,42386,2203,..,20789,42386
POA2445,2207,5671,56,86,35,69,87,159,59,83,0,0,0,0,0,3,64,82,62,96,0,4,0,0,3,8,62,111,11,22,2427,6042,343,..,2772,6042
POA2446,4275,11432,242,450,13,22,251,468,124,174,0,0,0,0,0,0,132,175,3,8,6,9,0,0,17,38,28,58,29,70,4710,12203,357,..,5072,12203
POA2447,2459,6091,43,88,11,17,53,102,74,105,3,3,0,0,0,5,79,107,16,26,40,64,6,13,24,37,84,143,18,38,2698,6490,429,..,3121,6490
POA2448,2958,6841,180,265,37,83,219,347,315,516,48,82,24,34,0,0,382,630,62,102,185,255,0,0,16,29,260,387,20,28,3842,8242,550,..,4387,8242
POA2449,826,1954,15,25,0,0,15,25,0,8,0,0,0,0,0,0,0,8,3,6,3,5,4,12,3,7,11,37,4,11,862,2032,81,..,941,2032
POA2450,11398,30908,1026,1911,1023,2094,2051,4006,1549,2797,226,400,301,493,7,10,2079,3699,138,215,154,252,9,15,18,48,310,526,208,430,16044,39566,1619,..,17664,39566
POA2452,4373,11460,716,1276,151,309,872,1590,480,801,68,131,0,0,6,7,555,935,9,25,43,65,3,3,12,24,72,109,36,76,5904,14169,596,..,6503,14169
POA2453,1093,2397,5,19,0,0,5,19,13,17,0,0,0,0,0,0,13,17,4,3,0,0,4,0,3,5,7,9,17,35,1140,2479,253,..,1393,2479
POA2454,2616,6569,80,145,16,55,98,199,34,61,0,0,0,0,0,0,34,61,21,25,27,42,3,3,0,5,58,75,17,50,2825,6953,377,..,3196,6953
POA2455,1018,2281,94,179,31,56,126,240,76,101,11,14,0,0,0,0,85,113,34,57,4,12,0,0,0,3,42,69,9,23,1288,2727,137,..,1424,2727
POA2456,4560,12275,213,399,175,374,387,766,66,104,29,91,0,0,0,0,90,197,62,103,147,225,36,67,6,16,247,407,42,86,5330,13727,711,..,6042,13727
POA2460,9477,24042,383,552,234,445,611,997,521,772,32,45,0,0,3,0,556,825,71,121,22,33,53,119,19,47,171,318,88,194,10909,26368,1214,..,12123,26368
POA2462,849,2021,17,27,9,18,32,42,12,13,0,0,0,0,0,4,13,14,15,29,30,47,12,31,11,29,72,134,4,13,968,2229,401,..,1375,2229
POA2463,2622,6445,74,112,29,50,100,162,46,73,0,0,0,0,0,0,46,73,73,123,6,4,7,12,18,32,101,169,20,33,2891,6885,306,..,3198,6885
POA2464,2191,4922,196,326,103,197,298,520,216,345,51,84,10,9,0,0,276,447,19,35,75,108,0,3,15,20,107,171,21,48,2888,6101,718,..,3603,6101
POA2465,121,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,266,18,..,134,266
POA2466,619,1292,40,60,7,20,46,81,68,91,0,0,0,0,0,0,68,91,34,56,27,47,0,0,3,3,69,105,6,8,810,1581,271,..,1077,1581
POA2469,1510,3409,3,3,0,0,3,3,3,12,0,0,0,0,0,0,3,12,57,79,11,15,7,17,12,16,84,128,11,27,1611,3577,358,..,1970,3577
POA2470,4983,12948,63,99,8,15,77,112,497,783,0,0,0,0,0,4,495,791,51,77,20,35,4,12,20,45,96,164,15,32,5666,14046,443,..,6113,14046
POA2471,814,2151,7,14,0,0,7,14,5,17,0,0,0,0,0,0,5,17,4,14,0,0,0,3,3,3,9,26,4,9,847,2219,85,..,928,2219
POA2472,604,1506,3,6,4,9,4,12,4,12,0,0,0,0,0,0,4,12,46,63,5,14,0,0,7,14,54,93,6,19,678,1640,70,..,747,1640
POA2473,750,1816,257,429,137,282,388,713,128,213,0,0,0,0,0,0,128,213,48,86,3,5,0,0,7,18,57,106,4,3,1327,2854,259,..,1583,2854
POA2474,2350,5472,15,16,4,3,13,21,62,94,0,0,0,0,0,0,63,96,12,16,9,15,3,4,12,26,42,64,17,35,2488,5680,358,..,2852,5680
POA2475,140,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,144,320,39,..,179,320
POA2476,319,719,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,8,12,0,0,329,731,109,..,440,731
POA2477,3855,10058,459,783,57,91,519,880,144,241,0,0,0,0,0,4,144,243,23,28,24,35,3,3,3,12,50,76,30,63,4593,11325,309,..,4902,11325
POA2478,6974,17961,1662,3140,1426,2734,3090,5869,429,777,158,264,55,91,4,6,638,1135,148,218,255,376,0,0,20,35,422,634,68,134,11200,25734,1185,..,12379,25734
POA2479,1552,4046,24,56,0,0,21,56,19,32,3,5,0,0,6,13,32,45,3,3,18,34,0,0,3,10,27,44,20,44,1645,4233,260,..,1906,4233
POA2480,13888,35546,1083,1707,464,792,1542,2498,670,1111,86,130,0,0,3,5,764,1245,163,227,61,106,39,89,144,403,404,827,94,196,16689,40316,1593,..,18283,40316
POA2481,2834,7370,302,632,233,553,537,1182,314,571,22,52,0,0,10,17,348,641,73,116,77,132,11,11,21,39,186,298,86,171,3997,9671,1001,..,4998,9671
POA2482,2048,5005,34,63,7,14,38,82,85,121,0,0,0,0,3,3,83,124,21,41,27,50,4,6,3,3,58,95,33,60,2265,5371,291,..,2559,5371
POA2483,3410,8483,96,159,126,260,225,422,214,311,53,99,0,0,10,15,278,420,78,118,42,61,6,16,35,64,153,259,42,81,4103,9663,573,..,4676,9663
POA2484,6030,15838,181,307,58,103,240,414,385,537,25,25,0,0,0,0,405,563,58,92,28,41,11,19,3,15,101,166,54,140,6832,17120,618,..,7450,17120
POA2485,2568,6350,904,1633,592,1141,1504,2776,790,1384,618,1111,577,1038,3,7,1993,3538,38,53,89,122,0,9,14,37,136,220,30,55,6236,12938,971,..,7203,12938
POA2486,7936,21488,2426,4478,875,1889,3302,6367,426,675,223,373,73,122,0,0,727,1174,129,184,96,153,26,43,4,13,258,396,31,56,12256,29484,1092,..,13347,29484
POA2487,2970,8254,311,645,407,921,714,1564,303,557,409,798,99,169,3,3,811,1527,354,529,122,184,0,0,10,29,487,737,48,79,5033,12167,914,..,5948,12167
POA2488,769,2103,201,442,89,202,288,646,64,97,61,118,0,0,0,0,126,212,7,4,0,0,0,0,3,11,8,14,5,14,1196,2996,169,..,1366,2996
POA2489,1809,5202,215,443,220,492,437,930,79,143,36,58,0,0,0,0,114,201,34,63,152,260,0,0,7,6,190,335,105,198,2657,6869,333,..,2984,6869
POA2490,233,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,238,614,21,..,262,614
POA2500,6121,17396,488,1112,1262,3056,1746,4168,1975,3813,2104,3834,3377,6570,15,27,7470,14253,5,4,0,3,0,7,55,126,63,142,263,396,15661,36350,1703,..,17366,36350
POA2502,3441,9448,127,223,250,727,378,956,462,868,93,176,37,50,22,58,617,1148,0,6,0,0,0,0,7,26,14,34,22,44,4468,11619,477,..,4948,11619
POA2505,1445,3882,60,102,60,112,120,215,163,282,144,212,0,0,0,0,311,498,0,0,0,0,0,0,14,35,14,35,5,11,1895,4640,222,..,2116,4640
POA2506,2464,6732,51,68,42,101,94,164,173,244,21,36,0,0,0,3,195,287,0,0,0,0,0,0,3,4,3,4,8,12,2750,7191,219,..,2967,7191
POA2508,2429,7452,36,67,64,158,97,225,216,501,55,90,0,0,0,0,271,590,0,0,8,9,0,0,7,26,16,31,11,31,2826,8333,247,..,3068,8333
POA2515,3076,8786,107,202,278,605,386,808,180,351,116,233,14,28,0,0,316,610,0,5,0,0,0,0,23,52,22,55,22,55,3824,10312,514,..,4337,10312
POA2516,1640,4971,87,150,87,180,171,335,191,342,15,22,0,0,0,3,209,365,10,12,5,9,0,0,5,8,17,38,17,43,2050,5744,199,..,2246,5744
POA2517,3226,9436,267,517,600,1255,870,1774,706,1303,95,150,54,97,0,0,863,1545,0,3,0,0,0,0,14,27,12,31,24,71,4989,12853,355,..,5345,12853
POA2518,4445,12246,937,1669,1265,2502,2195,4173,510,890,247,414,53,86,0,3,813,1389,16,40,0,0,0,0,40,103,59,144,18,38,7530,17988,627,..,8157,17988
POA2519,4381,12243,486,888,695,1473,1185,2360,305,561,40,86,344,682,4,9,690,1335,3,3,0,6,0,0,38,69,38,83,18,40,6318,16059,483,..,6804,16059
POA2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
POA2525,3242,9503,161,335,171,366,325,704,193,301,31,63,0,3,0,0,223,367,162,238,3,4,0,0,3,5,164,252,15,37,3972,10871,231,..,4204,10871
POA2526,4692,13570,246,403,122,268,369,669,153,230,6,21,0,3,0,0,166,249,0,3,0,0,0,3,20,62,28,61,14,48,5257,14598,274,..,5530,14598
POA2527,5957,17911,650,1229,313,694,964,1919,31,61,0,0,0,0,3,3,31,60,0,0,0,0,0,0,7,12,7,12,67,111,7028,20014,434,..,7461,20014
POA2528,6958,18524,515,813,513,980,1025,1792,734,1218,4,4,0,0,0,0,737,1227,57,82,278,416,0,0,11,29,347,529,25,47,9090,22120,723,..,9818,22120
POA2529,6902,20886,711,1350,859,1929,1572,3284,190,369,3,3,4,9,0,3,201,387,9,21,0,0,0,0,22,54,37,73,29,71,8745,24699,621,..,9367,24699
POA2530,9936,28338,736,1284,209,388,945,1672,264,372,5,17,0,0,0,3,274,388,0,0,0,0,0,0,20,64,23,67,32,58,11208,30522,702,..,11908,30522
POA2533,4356,11867,189,379,608,1227,799,1609,242,409,73,114,191,257,0,0,504,784,16,31,3,3,0,0,18,53,41,90,52,74,5747,14418,1035,..,6776,14418
POA2534,1667,4478,42,90,46,88,92,176,132,201,12,16,0,5,0,0,145,222,12,25,3,9,0,0,3,8,14,45,14,27,1931,4957,603,..,2531,4957
POA2535,2279,5486,227,342,10,11,235,361,146,220,0,3,0,0,0,3,149,224,58,77,208,311,0,0,5,7,268,399,43,108,2971,6574,585,..,3550,6574
POA2536,5568,13305,345,553,320,563,662,1116,568,912,21,31,28,37,3,11,621,989,40,49,63,88,0,10,6,12,106,162,45,90,7000,15665,3848,..,10844,15665
POA2537,4199,9551,219,344,80,140,299,491,204,313,0,0,0,0,0,0,199,310,50,92,44,66,3,9,8,10,97,178,37,88,4840,10618,2051,..,6888,10618
POA2538,724,1832,43,46,11,15,52,61,3,3,0,0,0,0,0,0,3,3,0,6,21,26,0,0,3,6,20,40,11,43,813,1969,147,..,955,1969
POA2539,6510,15008,232,351,238,414,472,767,138,229,4,3,0,0,4,5,140,239,18,37,149,241,0,0,10,24,184,308,34,73,7338,16393,3903,..,11240,16393
POA2540,15404,37920,480,856,151,281,637,1136,311,454,9,14,0,5,3,3,323,475,100,159,224,356,13,27,16,37,361,583,76,143,16801,40252,7552,..,24354,40252
POA2541,8017,20334,997,1520,192,277,1190,1799,328,543,6,15,0,0,7,5,342,563,41,71,98,131,0,3,12,18,143,219,87,166,9786,23084,966,..,10753,23084
POA2545,404,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,4,13,13,21,3,7,418,980,154,..,573,980
POA2546,3192,6913,231,349,95,147,320,494,141,216,30,50,0,0,0,0,173,266,47,70,52,73,8,14,16,38,120,195,28,53,3837,7928,1496,..,5341,7928
POA2548,2167,5038,327,514,345,601,671,1115,257,412,18,32,0,4,0,0,282,445,3,9,24,31,8,10,16,22,46,71,32,70,3198,6728,922,..,4117,6728
POA2549,1143,2877,195,323,30,50,225,370,17,29,0,0,0,0,0,3,14,34,22,36,29,42,7,16,6,16,67,111,9,14,1461,3404,280,..,1742,3404
POA2550,5611,13418,197,270,62,94,254,361,129,186,3,3,0,0,0,0,131,192,17,25,33,49,18,29,7,14,74,123,48,101,6117,14193,1018,..,7134,14193
POA2551,1132,2583,75,130,20,38,96,163,96,138,3,3,0,0,0,0,94,143,14,20,39,60,3,7,3,3,57,87,27,49,1406,3031,273,..,1682,3031
POA2555,65,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,65,206,9,..,73,206
POA2556,671,2307,7,27,0,0,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,4,10,9,34,693,2377,55,..,747,2377
POA2557,2477,8123,11,23,0,4,9,31,3,7,0,0,0,6,0,0,5,5,0,0,0,0,0,4,4,5,7,10,19,40,2504,8214,120,..,2628,8214
POA2558,3189,10210,175,377,87,227,257,610,7,22,0,0,0,0,0,0,7,22,0,0,0,0,0,0,9,16,9,16,0,0,3462,10856,141,..,3606,10856
POA2559,222,743,119,366,377,1354,502,1720,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,725,2470,79,..,801,2470
POA2560,20177,62608,1359,2826,1511,3361,2864,6189,755,1322,284,537,766,1510,15,21,1823,3396,0,0,3,5,7,27,54,164,68,191,48,105,24979,72480,1459,..,26437,72480
POA2563,89,269,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,3,0,0,93,279,5,..,102,279
POA2564,3175,9959,640,1472,628,1752,1265,3223,8,24,0,0,0,0,0,0,12,25,0,0,0,3,3,8,0,3,6,17,9,12,4463,13235,233,..,4692,13235
POA2565,4337,13980,780,1724,914,2537,1694,4259,109,230,64,129,36,107,3,5,217,479,28,33,0,0,3,0,0,3,34,38,122,241,6398,18992,379,..,6776,18992
POA2566,7057,22977,473,1152,422,978,897,2127,126,249,12,24,0,0,0,0,134,272,0,4,0,0,0,0,0,7,0,9,11,30,8100,25416,388,..,8486,25416
POA2567,10990,35908,334,788,227,575,558,1365,6,12,0,0,0,3,0,4,7,24,0,0,0,6,0,3,0,0,4,9,20,35,11581,37345,432,..,12013,37345
POA2568,260,827,101,172,0,0,101,172,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,363,1010,15,..,382,1010
POA2569,402,1216,3,6,0,3,9,8,12,24,0,0,0,0,0,0,12,24,0,0,0,0,0,0,3,9,3,9,4,11,429,1272,20,..,445,1272
POA2570,11529,35601,508,728,361,795,866,1522,151,220,30,40,0,0,3,9,188,269,17,22,44,56,5,9,9,35,74,127,45,96,12703,37610,747,..,13446,37610
POA2571,3512,10890,84,144,24,55,109,198,66,99,5,9,0,0,0,0,71,111,0,3,0,0,0,0,3,5,9,12,6,21,3701,11237,269,..,3970,11237
POA2572,1241,3701,149,249,14,21,168,274,3,8,0,0,0,0,0,0,3,8,0,0,0,0,0,0,18,49,14,51,13,33,1434,4067,91,..,1524,4067
POA2573,1628,4583,71,130,10,12,78,149,3,3,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,7,3,8,3,7,1713,4755,118,..,1831,4755
POA2574,1665,5088,144,226,0,0,144,226,0,3,0,0,0,0,0,5,0,9,33,40,0,0,3,4,3,12,37,51,10,21,1857,5396,109,..,1967,5396
POA2575,5070,13433,135,201,29,47,159,241,115,174,0,0,0,0,3,8,121,179,34,51,3,5,10,20,4,5,55,81,25,79,5436,14025,677,..,6116,14025
POA2576,4473,10940,338,530,228,390,561,912,99,168,0,0,0,0,0,0,105,171,0,0,0,0,0,3,16,29,11,34,40,75,5196,12137,809,..,5999,12137
POA2577,5115,12787,275,416,31,76,309,493,95,145,0,0,0,0,0,0,93,149,47,69,21,35,4,3,12,29,91,143,69,148,5670,13713,1135,..,6801,13713
POA2578,1053,2325,15,29,0,0,15,29,9,15,0,0,0,0,0,3,11,16,0,3,0,0,0,0,4,7,3,6,4,5,1090,2389,218,..,1312,2389
POA2579,1490,3696,3,15,0,0,3,15,3,0,0,0,0,0,0,0,3,0,0,3,0,12,0,4,3,4,6,24,12,24,1510,3759,430,..,1945,3759
POA2580,9387,23557,739,1201,123,235,866,1438,283,437,71,91,0,0,3,3,357,534,29,36,35,57,28,76,34,65,121,232,64,153,10797,25919,2088,..,12887,25919
POA2581,741,1878,9,11,0,3,10,8,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,10,7,13,16,32,7,19,765,1939,168,..,930,1939
POA2582,4019,10943,202,294,9,14,210,312,27,47,0,0,0,0,0,0,27,47,5,8,11,24,9,16,9,13,28,57,19,38,4310,11395,502,..,4809,11395
POA2583,1606,3723,57,71,4,7,60,80,3,6,0,0,0,0,0,0,3,6,7,16,0,0,0,0,4,19,17,31,14,34,1698,3877,555,..,2252,3877
POA2584,215,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,216,499,47,..,262,499
POA2585,86,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,94,201,40,..,130,201
POA2586,993,2321,3,3,0,0,3,3,43,58,0,0,0,0,0,0,43,58,3,3,0,0,3,6,6,7,9,12,6,15,1053,2411,372,..,1426,2411
POA2587,1093,2517,27,41,0,0,27,41,0,4,0,0,0,0,0,0,0,4,4,3,3,9,0,0,18,40,19,51,9,29,1160,2641,188,..,1348,2641
POA2588,96,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,0,4,99,235,38,..,140,235
POA2590,2639,6044,102,138,15,19,119,159,68,95,0,0,0,0,0,0,68,95,3,10,0,0,0,0,12,22,17,32,16,30,2854,6351,389,..,3244,6351
POA2594,3859,9871,194,298,3,7,199,311,260,383,0,0,0,0,0,0,260,383,6,9,0,0,5,12,3,9,14,34,6,19,4348,10615,608,..,4949,10615
POA2619,2593,8214,336,699,75,175,414,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,3019,9105,213,..,3227,9105
POA2620,9419,26405,1215,2233,1151,2308,2363,4538,985,1597,492,828,923,1606,8,29,2416,4061,14,21,31,45,14,34,16,48,71,154,66,156,14338,35317,1631,..,15968,35317
POA2621,1904,5470,13,19,9,14,19,37,7,4,0,0,0,0,0,0,7,8,0,0,0,3,0,0,4,12,8,20,10,14,1946,5548,180,..,2120,5548
POA2622,1383,3180,18,43,4,3,26,45,6,9,0,0,0,0,0,0,6,9,5,7,6,14,6,14,0,0,14,38,24,37,1451,3309,588,..,2041,3309
POA2623,225,506,0,0,0,0,0,0,0,0,0,0,5,16,0,0,6,14,0,0,0,0,0,0,3,4,3,4,0,16,237,545,40,..,284,545
POA2625,0,3,0,0,0,0,0,0,31,66,0,0,0,0,0,0,31,66,0,0,0,0,0,0,0,0,0,0,81,164,115,234,0,..,115,234
POA2626,149,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,5,0,0,5,23,0,6,154,426,24,..,177,426
POA2627,1050,2973,41,118,133,306,174,426,118,324,46,122,31,75,0,0,193,516,8,17,22,33,0,0,3,3,24,52,74,168,1521,4142,815,..,2334,4142
POA2628,657,1643,25,42,21,39,45,76,9,22,0,0,0,0,0,0,9,22,0,0,13,20,0,0,0,0,13,22,5,7,731,1775,264,..,1000,1775
POA2629,193,404,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,3,4,0,0,0,0,4,8,8,25,212,438,250,..,462,438
POA2630,3040,7107,99,139,18,23,117,163,154,212,7,3,0,0,0,3,161,218,4,6,17,29,6,3,20,32,41,74,52,91,3412,7660,631,..,4046,7660
POA2631,228,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,5,12,0,0,230,520,123,..,353,520
POA2632,682,1561,9,8,0,0,10,11,13,17,0,0,0,0,0,0,13,17,4,7,0,0,3,3,3,3,8,14,8,21,718,1624,180,..,895,1624
POA2633,165,327,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,167,329,63,..,233,329
