POA_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA2834,0,3,9,8,17,43,62,38,7,187,0,0,0,0,3,3,5,5,0,24,8,25,33,30,55,46,79,63,4,339,40,98,212,230,341,374,397,215,39,1941
POA2835,0,0,8,11,17,31,62,42,19,192,0,0,0,0,0,0,0,0,0,8,27,33,88,67,81,86,58,39,19,493,113,229,663,527,520,511,314,192,71,3144
POA2836,3,3,7,4,12,26,22,11,10,98,0,0,0,0,0,0,3,0,0,4,14,10,30,13,11,6,13,3,0,93,57,55,139,104,108,106,80,18,9,685
POA2838,0,0,0,0,3,9,15,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,11,3,17,42,26,31,39,21,0,0,178
POA2839,3,5,11,12,17,24,25,10,12,108,0,0,0,0,0,4,0,0,0,10,11,31,33,16,35,25,9,3,0,155,48,106,186,125,226,170,78,42,17,994
POA2840,3,0,12,5,10,34,33,15,13,127,0,0,0,3,3,5,3,0,0,16,22,34,68,63,100,76,60,38,17,477,73,165,374,300,418,311,222,103,40,2009
POA2842,0,0,0,4,3,10,21,13,5,51,0,0,0,0,0,0,0,0,0,5,0,0,3,4,8,8,19,5,3,54,10,22,59,60,81,101,101,45,11,485
POA2843,0,0,0,0,9,14,16,21,9,67,0,0,0,0,0,0,0,0,0,0,7,6,9,18,26,29,29,20,4,143,27,49,101,144,171,184,167,111,26,987
POA2844,0,0,0,0,4,17,35,25,6,87,0,0,0,0,0,0,0,0,0,3,3,16,13,23,39,35,47,48,15,251,23,84,98,123,195,178,216,152,52,1123
POA2845,0,3,3,4,23,30,29,16,5,99,0,0,0,0,0,0,0,3,0,4,16,4,34,31,31,33,29,15,14,206,54,96,221,252,254,286,217,74,32,1483
POA2846,0,0,0,0,3,3,8,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,9,5,0,0,32,0,12,20,27,43,53,49,15,7,218
POA2847,0,0,3,3,15,19,56,26,13,145,0,0,0,0,3,0,0,0,0,4,13,17,15,44,40,64,60,32,10,293,68,111,214,264,327,387,345,161,44,1934
POA2848,0,4,3,4,19,40,62,29,7,165,0,0,0,0,0,4,0,0,0,8,10,6,14,20,40,40,51,32,7,225,39,64,114,159,256,268,269,138,38,1340
POA2849,0,0,3,0,6,23,22,22,13,90,0,0,0,0,0,0,3,0,0,3,3,3,12,14,25,17,64,27,4,164,23,46,127,144,235,253,286,114,33,1255
POA2850,0,8,26,24,77,144,195,162,100,737,0,0,3,3,0,5,12,10,6,38,93,82,198,204,267,269,291,140,50,1597,472,836,2083,2087,2528,2218,1884,977,362,13452
POA2852,0,0,6,9,12,28,60,27,21,169,0,0,0,0,0,0,4,3,0,8,26,23,56,60,55,64,68,46,13,407,102,161,364,404,445,494,437,206,61,2675
POA2864,0,0,0,0,0,17,7,20,3,41,0,0,0,0,0,0,0,0,0,0,4,3,5,4,7,3,8,4,3,46,20,23,73,88,121,104,103,64,14,604
POA2865,0,0,0,0,7,8,22,14,3,51,0,0,0,0,0,0,0,0,0,0,6,3,3,15,19,12,18,18,7,104,29,24,85,106,119,123,120,49,16,671
POA2866,4,0,5,3,7,21,38,37,31,142,0,0,0,0,0,0,0,0,0,0,20,7,24,36,40,34,30,24,23,240,113,124,281,384,359,381,336,201,90,2263
POA2867,0,0,0,0,5,6,3,3,5,30,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,17,12,4,0,35,10,19,56,74,61,103,88,37,11,451
POA2868,0,0,0,3,8,9,8,15,11,50,0,0,0,0,0,0,0,0,0,4,0,6,3,8,10,7,9,6,0,51,13,28,55,81,74,91,80,50,27,505
POA2869,3,0,4,0,15,22,32,16,17,107,0,0,0,0,0,0,0,0,0,3,6,10,9,23,24,35,39,19,10,169,48,73,105,151,206,234,203,114,45,1184
POA2870,6,4,18,17,31,117,140,121,108,564,0,0,3,0,6,3,6,6,0,25,68,61,109,125,171,162,192,185,87,1159,390,702,1376,1305,1527,1489,1150,764,351,9060
POA2871,0,6,7,18,55,89,144,116,63,498,0,0,0,0,0,9,7,5,0,24,54,46,86,78,133,137,167,132,45,879,270,471,980,958,1203,1179,1084,697,253,7094
POA2873,0,0,0,0,0,3,5,18,5,33,0,0,0,0,0,0,0,0,0,3,3,0,15,14,12,8,16,5,5,84,8,10,55,67,73,65,83,63,19,454
POA2874,0,0,0,0,5,6,6,7,4,28,0,0,0,0,0,3,0,0,0,3,3,0,0,6,5,7,18,11,9,52,6,14,34,37,71,63,75,32,13,346
POA2875,0,0,0,0,9,14,15,12,8,59,0,0,0,0,0,0,3,0,0,4,9,3,0,4,14,25,20,9,5,96,27,37,69,93,144,188,115,55,31,753
POA2876,0,0,0,0,0,5,6,0,3,17,0,0,0,0,0,0,0,0,0,0,3,3,6,8,8,14,9,6,0,59,12,21,21,50,55,69,47,25,7,311
POA2877,0,6,7,7,20,58,50,54,22,222,0,0,0,0,3,9,11,3,0,23,26,33,49,37,58,66,55,48,18,389,106,247,476,400,455,510,361,249,106,2905
POA2878,0,0,3,0,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,5,4,24,17,21,16,7,4,0,107,14,17,55,42,66,56,36,15,0,306
POA2879,0,0,0,0,3,15,19,6,3,47,0,0,0,0,0,0,3,0,0,7,3,12,19,9,23,15,15,16,0,117,16,28,70,57,80,114,91,31,10,499
POA2880,3,17,51,65,125,359,353,251,129,1349,0,0,0,3,8,10,11,5,8,38,56,94,222,206,240,274,302,287,249,1942,479,1006,2182,1942,2431,2735,2102,1235,602,14711
POA2898,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,12,4,7,0,0,3,37,5,18,47,71,51,58,30,26,10,325
