POA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
POA2018,3,48,0,48,..,398,48,439,4,446,..,184,19,205,4,205,..,16,0,15,0,15,..,36,8,43,3,45,..,159,45,196,3,202,..,30,14,37,0,37,..,355,88,443,11,453,..,3743,667,4415,30,4446,..,19,3,26,543,567,3514,3768,670,4436,579,8531,3197,..,..,..,..,3197,..,3,0,3,0,3,..,171,42,206,0,211,..,0,0,0,0,0,..,199,71,272,0,272,..,617,121,734,6,744,..,37,15,50,0,50,..,853,198,1051,6,1056,..,27,4,34,0,36,..,4,0,4,0,4,..,30,0,37,0,38,..,22,0,22,0,22,..,550,189,745,3,747,..,279,38,317,5,321,..,46,5,45,0,45,..,12,3,17,0,17,..,18,0,22,0,22,..,21,3,26,0,30,..,27,3,33,0,33,..,396,51,455,8,455,..,109,18,129,0,131,..,44,5,50,0,50,..,46,17,64
POA2019,0,4,0,4,..,155,13,169,0,169,..,114,8,125,0,124,..,10,0,10,0,10,..,6,0,6,0,6,..,13,4,16,0,16,..,9,0,10,0,10,..,155,22,172,5,178,..,1140,147,1282,20,1303,..,15,5,15,324,341,3775,1150,151,1304,347,5416,3635,..,..,..,..,3635,..,0,0,0,0,0,..,30,0,32,0,33,..,3,0,3,4,3,..,76,24,100,3,100,..,102,24,130,0,132,..,10,4,17,0,17,..,192,54,245,3,246,..,52,11,67,0,64,..,12,0,13,0,13,..,37,3,38,0,40,..,19,0,19,0,19,..,111,20,128,0,126,..,28,4,33,0,33,..,16,0,17,0,17,..,8,0,8,0,8,..,11,0,11,0,11,..,3,0,3,0,3,..,12,0,12,0,12,..,76,4,84,0,84,..,59,9,63,4,65,..,13,0,13,0,13,..,10,4,14
POA2020,0,13,0,13,..,575,46,623,8,631,..,196,22,218,0,214,..,57,0,55,0,55,..,83,31,110,0,110,..,82,9,89,0,89,..,37,8,49,0,49,..,226,55,286,7,295,..,3087,467,3556,38,3593,..,20,4,22,446,468,3371,3106,475,3578,485,7437,2975,..,..,..,..,2975,..,4,0,4,0,4,..,75,8,79,5,86,..,0,0,0,0,0,..,234,71,307,0,306,..,686,165,852,4,854,..,62,13,68,0,68,..,985,240,1227,6,1235,..,23,13,33,3,35,..,0,0,0,0,0,..,28,0,28,0,28,..,14,0,14,0,16,..,216,85,300,4,305,..,141,15,159,0,157,..,73,0,74,0,74,..,9,0,9,0,11,..,11,0,11,0,11,..,14,4,21,0,21,..,14,0,17,0,17,..,269,20,284,4,290,..,62,13,76,0,75,..,30,9,40,0,40,..,45,14,57
POA2021,0,0,0,0,..,26,0,26,0,26,..,94,7,102,0,101,..,4,0,4,0,4,..,16,4,15,0,15,..,8,0,8,0,8,..,17,0,17,0,17,..,142,22,165,0,164,..,882,73,960,11,966,..,15,0,15,695,703,5603,898,73,970,703,7277,6092,..,..,..,..,6092,..,12,0,10,0,10,..,8,0,8,0,8,..,0,0,0,0,0,..,43,5,48,6,54,..,57,5,71,0,71,..,4,0,4,0,4,..,110,15,120,6,125,..,11,3,13,0,13,..,8,0,15,0,15,..,130,3,137,0,138,..,51,0,51,0,56,..,73,15,82,0,82,..,3,0,3,0,3,..,14,0,9,0,9,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,28,3,33,0,33,..,69,9,78,3,81,..,28,3,34,3,34,..,18,0,18
POA2022,0,3,0,3,..,60,3,60,0,60,..,116,9,124,0,120,..,6,0,6,0,6,..,23,9,33,0,33,..,3,3,5,0,5,..,7,3,13,0,13,..,314,25,342,4,343,..,1249,140,1383,6,1389,..,5,0,5,723,725,3882,1256,140,1397,724,6000,4019,..,..,..,..,4019,..,5,0,5,0,5,..,6,0,6,0,6,..,0,0,0,0,0,..,71,12,74,0,74,..,152,45,195,0,193,..,17,4,22,0,22,..,236,58,291,0,290,..,13,0,16,0,16,..,11,0,9,0,9,..,104,11,112,0,107,..,47,0,47,0,47,..,65,11,68,0,68,..,8,0,13,0,13,..,15,3,19,0,19,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,8,0,8,0,8,..,37,4,44,0,44,..,90,8,99,0,99,..,73,10,84,0,84,..,35,9,43
POA2023,0,0,0,0,..,36,0,36,0,36,..,49,3,49,0,49,..,0,0,0,0,0,..,4,0,8,0,8,..,0,0,0,0,0,..,12,0,10,0,13,..,230,9,241,0,242,..,815,54,872,5,871,..,10,4,17,392,404,3939,830,55,886,390,5222,4082,..,..,..,..,4082,..,11,0,11,0,11,..,7,0,10,0,10,..,0,0,0,0,0,..,46,7,54,0,54,..,67,18,86,0,84,..,5,3,10,0,10,..,120,26,148,0,150,..,3,0,3,0,3,..,8,0,8,0,11,..,60,0,65,0,65,..,39,0,41,0,41,..,56,0,58,0,58,..,0,3,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,3,13,0,13,..,46,3,54,0,49,..,19,0,22,0,22,..,25,7,23
POA2024,0,0,0,0,..,11,0,11,0,11,..,62,8,76,0,76,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,4,3,4,0,4,..,158,14,172,0,170,..,673,80,756,6,764,..,20,3,24,451,474,4039,694,87,781,456,5282,4249,..,..,..,..,4249,..,11,0,11,0,11,..,23,4,27,0,27,..,0,0,0,0,0,..,35,0,41,0,41,..,48,14,63,0,63,..,7,0,7,0,7,..,95,12,106,0,106,..,3,0,3,0,3,..,14,0,16,0,16,..,93,3,101,6,104,..,57,0,57,3,60,..,66,7,78,0,78,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,14,3,11,0,11,..,73,13,85,0,85,..,30,0,34,0,34,..,18,0,14
POA2025,0,0,0,0,..,13,0,20,0,20,..,46,0,49,0,49,..,4,0,4,0,4,..,9,0,11,0,11,..,3,0,3,0,3,..,7,0,8,0,8,..,76,11,85,3,85,..,432,46,479,5,486,..,5,0,5,337,350,2542,441,46,486,349,3370,3053,..,..,..,..,3053,..,5,0,5,0,5,..,12,0,12,0,12,..,0,0,0,0,0,..,28,0,32,0,32,..,49,11,62,0,62,..,4,0,4,0,4,..,78,17,98,0,98,..,5,0,12,0,12,..,14,0,14,0,14,..,46,0,46,0,46,..,26,0,24,0,27,..,29,3,32,0,32,..,3,0,3,0,3,..,12,0,12,0,12,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,16,0,16,0,16,..,34,0,34,0,34,..,13,0,14,0,14,..,7,0,7
POA2026,0,8,0,8,..,64,0,73,0,72,..,398,21,422,0,428,..,0,0,0,0,0,..,26,4,27,0,27,..,15,3,19,0,19,..,14,3,13,0,13,..,796,66,863,15,871,..,2847,268,3117,20,3140,..,33,3,41,1827,1868,11058,2885,273,3160,1846,16061,10985,..,..,..,..,10985,..,18,0,18,0,18,..,41,5,46,0,43,..,0,0,0,0,0,..,63,10,71,0,71,..,92,12,101,0,103,..,6,0,6,0,10,..,162,22,187,3,191,..,25,0,25,0,25,..,53,3,57,0,56,..,325,7,329,3,338,..,212,0,213,0,217,..,130,12,139,0,145,..,6,0,6,0,6,..,14,3,17,0,19,..,9,0,9,0,9,..,4,0,4,0,4,..,0,0,0,0,0,..,20,3,23,0,23,..,47,3,53,0,57,..,287,9,298,0,298,..,74,8,85,0,84,..,24,3,25
POA2027,0,0,0,0,..,10,0,9,0,9,..,39,0,39,0,44,..,0,0,0,0,0,..,4,0,5,0,5,..,3,0,3,0,3,..,14,0,14,0,14,..,60,10,71,3,74,..,482,41,521,5,526,..,8,3,13,462,472,2752,496,44,533,465,3758,3165,..,..,..,..,3165,..,9,0,9,0,9,..,9,0,9,0,9,..,0,0,0,0,0,..,61,0,63,3,63,..,76,24,96,0,96,..,5,5,7,0,7,..,138,26,170,3,169,..,5,0,5,0,5,..,7,0,7,0,7,..,50,3,53,0,53,..,27,0,27,0,27,..,39,0,36,3,40,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,14,0,14,0,14,..,57,0,55,0,55,..,22,0,22,0,22,..,3,3,4
POA2028,0,0,0,0,..,5,0,5,0,5,..,21,0,21,0,21,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,4,0,4,..,4,0,4,0,4,..,52,6,59,0,59,..,297,21,316,0,320,..,0,0,4,189,194,1527,300,21,319,190,2036,1925,..,..,..,..,1925,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,35,0,32,0,32,..,41,9,47,0,47,..,0,0,0,0,3,..,73,14,83,0,85,..,3,0,5,0,5,..,0,0,0,0,0,..,35,0,35,0,35,..,15,0,21,0,21,..,20,3,24,0,24,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,25,0,25,0,25,..,10,0,9,0,9,..,3,0,3
POA2029,0,4,0,4,..,32,3,31,0,31,..,50,4,61,0,61,..,0,0,0,0,0,..,7,0,6,0,6,..,8,0,8,0,8,..,11,0,11,0,11,..,229,7,231,3,235,..,784,54,836,7,837,..,15,0,12,325,341,3450,797,55,848,327,4632,3870,..,..,..,..,3870,..,7,0,7,0,4,..,17,0,17,0,17,..,3,0,3,0,3,..,42,7,48,0,48,..,70,20,87,0,87,..,7,0,5,0,5,..,113,28,138,0,138,..,4,0,4,0,4,..,14,0,14,0,14,..,54,3,59,0,59,..,26,0,26,0,26,..,64,3,74,0,74,..,3,0,3,0,3,..,6,0,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,3,0,3,..,22,3,26,0,26,..,40,0,41,0,41,..,16,0,18,0,18,..,12,0,14
POA2030,0,7,0,7,..,44,3,50,0,47,..,48,4,55,0,52,..,0,0,0,0,0,..,3,0,4,0,4,..,16,0,16,0,16,..,6,0,6,0,6,..,295,17,312,0,317,..,1141,102,1245,6,1254,..,18,0,18,378,392,5054,1156,102,1260,385,6695,5444,..,..,..,..,5444,..,8,0,8,0,8,..,21,0,21,0,21,..,0,0,0,0,0,..,75,14,84,0,84,..,145,45,189,0,188,..,11,7,13,0,13,..,232,56,287,0,293,..,6,0,6,0,6,..,16,0,16,0,16,..,69,5,72,0,72,..,52,0,52,0,55,..,168,8,177,0,177,..,3,0,3,0,3,..,10,0,10,0,10,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,24,3,29,0,29,..,80,3,85,0,85,..,27,3,27,0,32,..,11,3,13
POA2031,0,66,0,65,..,208,9,215,8,224,..,252,25,269,0,269,..,11,0,11,0,11,..,50,8,54,0,54,..,19,0,15,0,15,..,44,12,58,0,58,..,530,63,595,17,611,..,3211,364,3572,30,3608,..,47,3,47,1345,1395,11584,3256,367,3620,1378,16579,12617,..,..,..,..,12617,..,14,0,14,0,14,..,64,6,66,0,66,..,0,0,0,0,0,..,204,41,244,0,248,..,533,98,631,3,629,..,51,12,61,0,61,..,791,146,937,5,938,..,22,0,23,0,23,..,43,0,42,0,45,..,233,17,246,3,252,..,149,11,157,3,161,..,269,42,315,4,318,..,17,3,21,0,21,..,60,0,60,0,60,..,15,0,16,0,16,..,15,0,18,0,18,..,16,0,16,0,16,..,29,0,32,0,32,..,155,7,166,0,166,..,164,17,180,0,180,..,96,14,115,0,115,..,56,15,71
POA2032,0,96,0,96,..,439,30,470,0,470,..,100,15,109,0,113,..,26,0,26,0,26,..,39,10,54,0,57,..,17,4,20,0,20,..,72,17,89,0,89,..,244,18,268,4,269,..,3934,633,4565,23,4591,..,19,7,25,438,463,3373,3957,639,4595,461,8425,3284,..,..,..,..,3284,..,3,0,3,0,6,..,56,12,66,3,69,..,0,0,0,0,0,..,295,66,362,0,363,..,1506,304,1811,14,1819,..,111,47,163,0,163,..,1913,420,2335,15,2343,..,9,0,9,0,9,..,10,0,10,0,10,..,52,0,52,0,52,..,30,4,33,0,33,..,409,103,509,3,510,..,33,3,38,0,38,..,34,0,34,0,34,..,7,0,10,0,10,..,16,0,16,0,16,..,15,0,15,0,15,..,28,0,26,0,26,..,125,5,135,0,135,..,57,17,77,0,77,..,23,5,26,3,26,..,25,16,43
POA2033,0,33,0,33,..,217,5,224,0,226,..,124,9,133,0,131,..,10,0,10,0,10,..,32,7,39,0,39,..,13,0,13,0,13,..,53,9,57,0,57,..,141,21,159,3,166,..,2081,274,2353,23,2380,..,8,0,13,403,415,2977,2088,276,2368,423,5770,2878,..,..,..,..,2878,..,3,0,3,0,3,..,42,13,53,0,53,..,0,0,0,0,0,..,191,46,235,0,237,..,583,96,682,6,685,..,53,30,76,0,76,..,823,168,995,5,1003,..,12,0,12,0,12,..,4,0,4,0,4,..,45,3,41,0,41,..,22,0,22,0,22,..,187,37,229,3,232,..,22,3,31,0,31,..,37,0,37,0,37,..,4,0,3,0,3,..,15,0,15,0,15,..,8,0,8,0,8,..,24,0,23,0,25,..,110,9,116,0,116,..,49,4,51,0,51,..,30,3,34,0,34,..,36,12,47
POA2034,0,4,0,4,..,40,3,41,3,44,..,126,15,142,0,140,..,8,0,8,0,8,..,8,0,10,0,10,..,10,9,15,0,15,..,23,3,22,0,22,..,274,37,313,0,316,..,1564,171,1737,12,1748,..,26,0,31,912,938,7058,1591,171,1766,922,9750,7912,..,..,..,..,7912,..,16,0,16,0,16,..,60,3,65,4,69,..,0,0,0,0,0,..,78,20,96,0,96,..,91,25,123,0,120,..,11,0,13,0,13,..,185,43,226,0,230,..,19,0,16,0,16,..,27,0,28,0,28,..,185,6,192,3,192,..,106,4,109,0,116,..,223,23,241,0,242,..,10,0,10,0,10,..,21,0,24,0,24,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,13,0,13,0,13,..,54,0,55,0,55,..,112,4,115,0,118,..,37,0,37,0,38,..,13,3,16
POA2035,3,14,0,14,..,476,36,512,4,517,..,283,25,309,6,313,..,16,0,16,0,16,..,41,8,47,0,48,..,15,3,17,0,17,..,57,11,70,0,70,..,663,95,764,16,776,..,5348,744,6090,50,6145,..,56,6,59,941,1001,9588,5402,755,6156,993,16734,9724,..,..,..,..,9724,..,12,0,12,0,12,..,188,66,249,3,254,..,4,0,4,0,4,..,607,165,770,3,780,..,925,260,1192,4,1192,..,86,19,104,0,104,..,1614,453,2064,8,2073,..,64,10,74,0,74,..,19,0,19,0,18,..,267,31,293,3,294,..,96,3,101,0,103,..,845,143,991,7,1003,..,37,3,43,0,46,..,55,3,59,0,62,..,8,0,11,0,11,..,16,0,18,0,18,..,11,0,11,0,11,..,25,5,36,0,36,..,162,14,176,5,180,..,239,27,272,4,280,..,56,16,73,0,73,..,56,24,78
POA2036,0,37,0,37,..,328,24,351,3,356,..,243,28,269,5,274,..,7,0,7,0,7,..,30,5,36,0,36,..,80,14,94,0,94,..,44,10,53,0,53,..,557,80,634,13,645,..,3729,516,4243,44,4290,..,52,7,58,2630,2687,8738,3777,520,4299,2674,15718,8688,..,..,..,..,8688,..,20,0,20,0,20,..,140,33,175,0,175,..,10,0,10,3,19,..,327,131,458,0,458,..,405,146,550,6,558,..,49,19,72,0,72,..,780,300,1080,6,1088,..,44,5,51,0,51,..,24,0,25,0,26,..,174,8,188,0,188,..,45,0,49,0,49,..,347,32,377,5,386,..,221,39,256,0,252,..,78,6,85,0,81,..,24,3,33,0,33,..,11,0,7,0,7,..,19,0,19,0,23,..,20,0,23,0,23,..,371,48,420,3,423,..,163,20,183,4,188,..,34,10,42,3,44,..,40,25,63
POA2037,0,12,0,12,..,64,4,72,0,72,..,105,15,123,0,123,..,15,0,15,0,15,..,54,15,67,0,68,..,16,3,23,3,22,..,94,36,129,0,129,..,204,29,231,11,234,..,1539,234,1768,23,1794,..,10,0,10,760,772,5033,1551,234,1780,781,7597,5341,..,..,..,..,5341,..,0,0,0,0,0,..,42,9,51,0,51,..,8,0,9,0,9,..,133,40,175,0,174,..,518,86,604,3,604,..,35,7,44,0,44,..,685,136,821,3,823,..,12,0,12,0,12,..,17,0,17,0,17,..,72,3,79,0,79,..,56,3,61,0,61,..,63,15,75,0,75,..,4,0,8,0,8,..,34,0,34,0,34,..,11,0,11,0,11,..,3,0,9,0,9,..,5,0,5,0,5,..,15,3,16,0,16,..,69,7,76,0,77,..,62,7,67,0,67,..,71,9,78,0,78,..,30,6,43
POA2038,0,4,0,4,..,23,0,21,0,21,..,51,0,56,0,56,..,3,0,3,0,3,..,25,3,32,0,32,..,11,0,11,0,11,..,8,0,8,0,13,..,79,13,93,3,93,..,604,53,657,10,663,..,12,0,12,344,357,3529,615,53,665,350,4543,3792,..,..,..,..,3792,..,9,0,9,0,9,..,23,0,21,0,21,..,0,0,0,0,0,..,59,10,67,0,67,..,71,18,85,0,85,..,9,0,7,0,7,..,138,21,157,0,157,..,8,0,8,0,8,..,9,0,9,0,9,..,37,3,44,0,42,..,23,0,25,0,25,..,58,4,68,0,66,..,3,0,3,0,3,..,9,0,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,24,0,24,..,80,13,95,0,95,..,12,4,19,0,21,..,7,0,7
POA2039,0,0,0,0,..,11,0,11,0,11,..,43,8,45,0,50,..,6,0,6,0,6,..,8,4,12,0,12,..,6,0,7,0,7,..,18,3,19,0,19,..,46,10,56,0,61,..,488,45,534,3,538,..,11,0,11,358,365,3268,494,45,543,357,4172,3536,..,..,..,..,3536,..,11,0,11,0,11,..,9,0,9,0,9,..,0,0,0,0,0,..,41,4,43,3,45,..,45,8,59,0,59,..,7,0,7,0,7,..,93,10,108,3,110,..,9,0,9,0,5,..,20,0,22,0,22,..,42,0,44,0,44,..,24,3,21,0,21,..,32,15,47,0,49,..,0,0,0,0,0,..,21,0,21,0,21,..,7,0,7,0,7,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,30,0,30,0,30,..,40,3,42,0,42,..,11,0,18,0,18,..,20,6,26
POA2040,0,9,0,9,..,58,3,57,0,57,..,131,12,150,3,150,..,5,0,5,0,5,..,32,3,36,0,36,..,28,3,35,0,35,..,41,7,46,0,46,..,192,34,224,6,229,..,1605,264,1866,19,1882,..,20,3,24,710,735,8012,1629,263,1895,730,10631,8516,..,..,..,..,8516,..,3,0,5,0,5,..,44,4,52,0,53,..,0,0,0,0,0,..,104,21,126,0,126,..,126,22,147,0,149,..,7,5,11,0,11,..,232,52,286,0,286,..,28,3,34,0,34,..,13,0,13,0,13,..,67,0,67,3,72,..,67,3,70,0,74,..,137,40,181,0,179,..,9,3,11,0,11,..,34,3,37,0,37,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,12,0,12,..,55,7,62,0,62,..,422,118,543,7,546,..,55,8,63,0,63,..,30,10,38
POA2041,0,3,0,3,..,18,0,20,0,20,..,48,9,51,3,56,..,8,0,8,0,8,..,7,0,9,0,9,..,5,0,5,0,5,..,30,0,30,0,30,..,91,20,108,0,113,..,718,73,795,5,800,..,16,0,17,659,669,6043,734,73,811,663,7518,6544,..,..,..,..,6544,..,3,0,3,0,3,..,25,0,30,0,30,..,0,0,0,0,0,..,46,3,48,3,54,..,81,15,94,3,96,..,3,4,6,0,6,..,127,19,147,9,156,..,10,0,10,0,10,..,28,3,32,0,28,..,79,3,79,0,82,..,64,0,64,0,64,..,51,16,65,0,65,..,0,0,0,0,0,..,6,0,11,0,11,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,27,0,28,0,28,..,78,16,96,0,96,..,31,8,38,0,38,..,15,0,15
POA2042,0,9,0,9,..,64,0,70,0,70,..,155,9,160,5,163,..,5,0,5,0,5,..,65,26,84,0,84,..,19,4,27,0,27,..,76,20,96,0,102,..,186,30,212,0,219,..,1462,220,1687,17,1708,..,18,0,17,900,917,6950,1484,223,1708,914,9575,6754,..,..,..,..,6754,..,0,0,3,0,3,..,28,9,28,0,28,..,0,0,0,0,0,..,112,27,134,0,139,..,262,20,287,3,290,..,25,12,32,0,32,..,396,58,455,0,457,..,7,8,15,0,15,..,19,0,19,0,19,..,88,0,89,0,89,..,51,0,48,0,48,..,125,68,190,0,192,..,11,0,11,0,11,..,28,0,28,0,28,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,15,0,18,0,18,..,63,3,66,0,66,..,63,3,67,0,63,..,53,10,63,0,63,..,34,7,43
