POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA2203,20,6,8,0,46,8,0,3,0,14,4,4,17,3,32,3,3,14,3,20,35,6,26,0,67,17,12,44,0,80,109,31,35,3,182,55,29,53,7,150,79,55,65,8,199,81,68,54,8,212,64,72,46,3,184,80,76,38,5,198,207,182,57,6,456,151,160,33,3,355,107,149,3,7,272,79,119,12,3,209,133,341,14,8,496,88,108,42,3,242,21,4,4,3,38,1349,1431,582,74,3435
POA2204,46,14,15,3,77,20,7,8,0,38,8,10,34,4,59,10,4,36,6,57,91,25,63,4,190,39,30,64,5,144,216,56,75,16,365,118,84,108,14,327,153,124,112,16,403,148,140,86,17,398,122,121,76,10,334,137,141,65,5,353,327,312,107,28,784,272,286,46,13,607,210,233,14,6,457,138,211,26,4,381,275,495,30,4,807,191,233,87,10,521,25,25,16,3,69,2568,2550,1065,178,6357
POA2205,81,13,25,6,125,25,3,13,4,45,18,11,19,0,54,22,14,15,0,47,64,19,27,4,116,37,45,35,4,117,153,54,47,12,260,125,88,34,6,251,149,135,55,13,357,153,145,55,20,377,109,135,44,13,301,137,119,33,10,304,337,257,65,20,674,192,163,24,18,399,147,142,13,10,311,112,91,18,3,228,139,182,10,3,341,136,227,43,3,413,17,20,13,0,52,2161,1863,577,162,4765
POA2206,57,16,20,3,97,29,9,3,0,42,10,4,8,3,25,9,4,17,0,31,110,11,26,0,150,36,22,41,4,99,273,44,56,0,380,123,70,62,5,260,109,111,94,11,324,107,167,66,9,352,65,141,76,6,285,53,158,48,9,263,169,358,84,6,622,103,329,35,13,475,78,267,17,6,360,55,201,18,0,269,101,507,22,3,634,102,286,70,3,457,36,27,10,0,74,1612,2726,775,84,5195
POA2207,76,14,32,0,118,33,7,9,0,53,24,17,27,3,79,7,28,24,5,62,146,27,45,5,220,60,83,80,9,227,297,114,82,7,501,158,145,113,19,438,156,225,105,15,511,165,254,98,16,535,104,226,101,6,439,130,258,82,9,479,227,603,92,9,926,127,415,54,5,605,103,323,17,11,451,72,226,12,3,321,124,481,13,3,619,145,424,95,9,672,38,43,14,3,98,2191,3908,1107,140,7351
POA2208,28,4,18,3,56,18,3,3,0,30,4,7,26,3,39,7,6,19,0,33,73,14,34,0,122,30,21,34,9,85,175,32,46,0,259,74,58,51,7,188,88,83,67,4,242,75,120,57,10,268,42,112,38,0,196,45,105,36,3,194,92,242,49,7,394,66,198,23,5,295,46,157,11,3,212,29,118,3,3,158,56,227,10,6,299,64,188,53,3,303,28,24,9,4,62,1044,1738,596,71,3443
POA2209,62,15,10,5,91,26,8,4,0,36,16,6,14,0,35,16,7,19,0,41,87,28,30,0,139,37,44,49,5,133,179,65,70,11,319,84,85,82,6,260,114,152,82,15,361,104,168,54,7,329,57,158,37,3,258,68,179,35,11,287,124,299,71,21,510,65,222,41,3,326,58,184,13,0,259,39,94,10,0,146,34,228,15,5,282,82,213,56,3,355,21,15,15,0,49,1251,2177,708,105,4243
POA2210,109,26,32,3,174,31,9,20,0,56,25,9,49,3,93,21,9,49,0,83,167,40,60,3,276,56,81,120,5,259,376,99,116,12,604,187,157,135,17,492,257,217,144,15,637,199,257,96,16,577,145,267,71,9,492,114,251,68,8,445,233,550,102,15,899,181,462,69,9,723,104,325,24,3,458,76,232,32,0,339,140,545,30,0,716,151,420,122,11,708,57,46,18,3,126,2630,4010,1360,137,8134
POA2211,42,9,22,3,80,14,4,5,3,24,8,7,17,0,36,12,7,17,0,34,74,23,35,3,131,44,28,46,4,120,199,45,79,9,326,89,68,65,10,225,124,117,80,17,328,109,150,61,12,337,69,164,48,4,289,72,151,52,7,278,181,388,63,11,647,106,256,34,3,401,63,191,25,4,282,32,136,10,0,177,58,287,10,0,354,84,226,74,0,384,19,22,15,0,61,1388,2283,751,88,4513
POA2212,39,6,15,0,61,16,3,6,0,22,12,16,27,0,57,7,9,28,0,41,52,24,33,3,113,36,34,63,6,141,169,60,76,9,317,79,70,76,6,238,84,112,86,9,290,70,138,70,9,292,55,147,38,5,246,71,140,53,6,263,132,348,62,13,547,78,252,35,7,376,50,174,25,9,255,46,125,17,5,188,66,237,13,4,314,83,214,60,9,357,19,15,11,0,50,1172,2129,792,93,4186
POA2213,42,16,13,0,69,18,3,7,3,33,17,8,31,7,59,9,12,26,3,39,90,15,53,3,159,28,35,59,0,124,240,62,77,6,385,121,72,100,14,309,148,140,97,7,390,113,199,70,11,395,82,164,74,3,325,91,194,54,9,348,184,502,98,15,792,124,428,35,8,593,86,321,27,0,426,50,214,21,3,285,103,484,21,0,609,102,312,74,0,486,33,29,15,0,80,1660,3193,953,93,5912
POA2214,8,0,8,0,12,3,0,0,0,3,0,0,3,0,9,3,0,0,0,6,18,0,3,0,22,9,0,6,0,24,55,8,17,0,80,34,14,12,0,63,35,22,17,3,75,29,28,13,0,74,19,31,14,0,62,24,54,6,3,89,45,102,15,0,169,27,83,7,0,117,14,64,6,0,83,8,44,0,0,52,12,62,0,0,72,13,58,14,0,87,3,5,4,0,14,367,578,144,5,1101
POA2216,99,14,41,5,160,22,10,13,3,48,21,18,32,12,84,27,8,19,0,64,129,32,56,5,221,62,53,51,8,170,333,78,90,13,523,172,152,119,16,457,259,225,106,27,624,250,246,109,20,626,172,258,73,6,506,174,221,60,25,474,358,449,95,22,923,217,283,41,20,564,114,200,17,8,341,67,166,17,4,259,124,314,17,8,460,175,338,101,9,630,47,29,23,3,97,2822,3092,1094,216,7223
POA2217,75,23,24,11,128,32,10,3,0,43,20,8,30,5,62,18,4,33,3,60,127,32,49,4,205,60,42,93,7,199,290,82,88,10,466,147,146,103,15,411,220,200,99,26,543,237,202,101,23,564,145,268,68,13,492,170,235,62,10,485,328,515,90,24,950,196,373,49,20,636,99,270,23,6,400,90,176,22,0,286,131,403,23,8,570,143,350,94,7,597,46,18,9,0,80,2571,3363,1056,188,7179
POA2218,73,4,15,4,97,32,6,4,0,44,19,3,23,3,50,10,9,25,0,49,75,21,39,3,143,57,48,58,0,161,207,74,53,7,339,91,109,73,17,293,136,127,74,13,353,123,154,53,13,350,102,150,49,3,302,78,152,37,5,276,183,332,61,18,599,125,233,34,8,398,69,137,9,0,224,38,96,11,0,146,62,191,8,3,256,85,227,49,7,358,29,14,6,0,49,1600,2095,691,110,4489
POA2219,34,8,10,0,46,8,0,3,0,18,8,6,11,5,25,3,4,14,0,25,70,5,21,0,94,19,14,55,0,88,173,24,35,0,238,77,41,55,6,181,122,75,52,11,257,90,90,53,8,231,53,97,51,9,207,81,89,26,9,210,150,232,50,10,441,99,197,23,6,321,68,126,13,0,215,49,104,10,5,165,102,293,18,3,416,103,185,59,3,354,28,12,9,0,46,1345,1598,573,75,3587
POA2220,242,50,110,23,419,84,13,32,7,132,58,34,43,7,144,35,27,35,3,101,172,61,64,6,305,96,98,103,4,308,340,166,128,15,646,200,223,117,26,562,275,290,138,36,745,260,278,80,30,650,187,238,89,19,542,177,267,65,12,519,305,506,76,25,914,147,339,57,12,551,80,234,19,6,337,51,158,22,0,236,83,402,18,8,510,185,413,87,9,699,31,30,33,4,100,3030,3835,1296,252,8403
POA2221,64,8,21,3,90,24,4,3,0,30,9,13,16,3,38,3,3,10,0,22,66,15,19,3,99,28,21,34,0,89,122,49,44,3,205,80,71,47,12,212,104,115,66,12,296,79,125,52,3,255,60,105,35,4,200,65,134,30,11,237,148,295,57,9,506,92,252,33,10,379,67,183,14,3,268,53,169,19,4,250,113,569,19,3,708,94,310,65,5,466,30,17,6,0,55,1294,2446,584,77,4405
POA2222,50,11,21,0,80,11,0,3,3,23,15,5,15,0,41,10,8,15,0,34,50,15,24,6,91,31,28,45,3,105,108,42,35,5,188,65,69,65,3,203,94,122,59,8,280,94,145,36,16,289,83,122,35,7,241,66,131,23,4,214,166,230,51,10,457,70,171,25,6,263,45,120,12,0,181,25,96,11,0,123,57,244,17,0,315,75,153,36,0,256,12,11,10,0,42,1131,1701,522,73,3430
POA2223,51,8,23,3,79,26,0,9,0,34,19,5,18,0,38,3,4,13,0,23,54,8,24,3,87,37,28,35,3,101,183,27,55,5,276,101,48,68,10,222,154,141,75,6,382,151,130,66,3,362,108,133,67,12,324,125,160,58,5,347,246,389,86,20,744,174,326,28,8,536,114,261,14,0,394,83,229,10,0,322,177,692,27,0,895,109,310,90,4,518,27,21,10,3,63,1943,2934,778,89,5739
POA2224,27,4,12,3,56,10,0,4,0,20,8,6,17,0,32,5,5,13,0,20,61,10,28,3,102,36,12,23,0,77,160,19,42,4,218,96,48,41,0,184,155,76,61,0,295,111,90,48,0,249,60,107,37,4,206,69,121,34,5,231,136,281,53,3,477,80,219,22,3,327,74,175,9,4,268,52,128,13,0,194,153,393,16,0,561,89,222,64,0,375,34,15,11,0,52,1413,1947,551,40,3953
POA2225,5,4,4,0,11,0,3,0,0,5,3,0,3,0,10,6,0,0,0,9,11,0,3,0,18,9,3,5,0,17,36,9,7,0,49,27,7,8,0,44,37,15,14,3,67,28,23,8,0,54,22,43,3,0,68,23,33,5,0,63,51,93,9,0,154,34,119,12,3,168,29,103,3,0,138,22,101,10,0,126,44,290,3,0,341,26,106,15,0,144,3,12,3,0,17,404,967,122,13,1500
POA2226,15,0,5,0,26,9,4,7,0,13,5,0,11,0,18,3,0,9,0,15,43,3,9,0,57,25,9,27,0,59,102,14,27,3,143,61,27,38,3,125,93,49,48,6,195,83,51,28,3,162,56,66,23,4,148,67,89,23,0,172,127,248,50,0,427,91,244,20,3,360,78,219,8,0,307,38,162,7,0,209,112,523,10,5,642,68,182,45,0,292,20,16,7,0,39,1082,1887,410,36,3412
POA2227,28,9,5,0,36,12,0,3,0,15,3,3,6,0,21,5,3,11,0,20,45,3,24,0,68,21,7,25,3,59,131,6,35,7,183,101,24,45,4,174,127,56,58,4,251,112,59,35,3,217,84,78,39,3,208,71,109,31,3,210,163,274,63,6,500,112,274,29,3,427,86,247,10,0,344,54,184,9,0,248,122,554,15,0,698,85,214,60,7,365,18,18,5,0,47,1381,2132,520,41,4073
POA2228,26,3,12,0,42,9,0,3,3,17,9,7,11,0,24,3,7,21,3,35,65,10,25,0,96,32,22,48,0,102,150,29,69,3,252,140,52,70,4,273,152,94,98,8,349,122,108,73,13,314,95,124,66,4,293,85,143,58,3,283,176,358,67,12,608,136,322,32,10,497,106,204,13,4,329,65,181,13,0,259,105,419,19,3,549,101,282,92,4,475,55,23,18,0,96,1638,2373,808,72,4896
POA2229,36,13,19,0,68,24,3,14,0,39,20,5,23,3,52,11,5,17,0,33,70,13,40,6,130,46,12,57,4,124,241,24,66,9,343,189,58,92,3,340,226,94,123,16,457,233,146,86,9,475,153,143,79,14,384,147,195,68,10,427,332,440,111,10,895,229,435,62,14,746,147,412,31,0,588,115,336,22,0,473,233,1056,41,4,1330,188,507,107,5,806,43,26,17,0,87,2683,3916,1078,116,7792
POA2230,39,3,12,6,57,17,3,8,0,30,16,7,10,0,28,8,0,19,0,31,63,9,44,3,119,48,9,65,3,120,190,24,56,11,285,149,31,97,9,284,227,72,106,9,417,259,117,88,18,471,163,104,75,14,360,205,154,71,12,437,467,380,114,14,977,399,360,52,7,822,287,302,20,4,614,176,280,22,0,482,399,889,39,3,1325,231,427,108,7,763,41,35,24,0,95,3374,3213,1028,112,7724
POA2231,6,0,3,0,8,0,0,4,0,5,0,3,0,0,4,0,0,7,0,7,3,0,4,0,9,0,0,13,0,15,11,4,7,0,26,16,11,7,4,32,15,11,13,0,38,12,17,9,0,39,8,25,5,0,35,10,29,12,0,46,30,56,0,0,87,10,60,5,0,76,10,26,3,0,37,15,23,0,0,35,9,28,0,0,45,11,36,12,0,56,3,0,0,0,7,163,328,100,8,596
POA2232,33,7,21,0,64,23,8,10,0,40,8,3,27,3,40,5,0,25,0,38,99,17,50,6,170,60,27,64,3,157,296,29,90,4,412,224,83,119,11,434,301,125,138,16,578,258,190,97,11,565,168,219,108,15,508,185,272,99,5,561,432,637,150,17,1236,294,620,69,22,1002,202,480,31,9,721,167,352,23,0,547,236,860,29,3,1131,200,448,127,5,782,41,49,20,8,115,3238,4432,1298,125,9096
POA2233,26,4,8,3,47,19,0,9,0,31,22,4,17,0,39,9,0,23,0,34,98,5,22,3,129,62,19,56,3,138,289,25,77,5,397,213,47,90,3,357,299,123,124,9,556,265,168,86,7,527,130,225,76,0,434,146,294,67,3,510,326,699,92,13,1132,209,782,60,4,1054,129,572,28,4,730,90,373,28,3,497,117,774,24,0,914,152,476,84,5,720,38,30,13,3,83,2648,4622,984,73,8327
POA2234,48,8,11,0,72,25,3,8,3,32,16,6,12,0,32,9,0,16,0,24,81,16,30,5,128,49,25,47,3,118,216,23,59,3,302,148,58,90,5,298,224,122,105,12,458,221,165,85,7,478,131,184,74,12,403,141,225,68,7,453,328,612,116,17,1077,219,662,72,4,953,172,564,47,0,777,105,444,37,0,589,217,1279,48,3,1550,123,620,121,6,872,39,33,12,0,86,2513,5057,1059,83,8711
POA2250,85,18,45,0,151,38,13,22,3,80,38,17,67,0,123,33,9,100,3,145,226,40,170,10,438,150,68,296,14,525,836,109,309,18,1275,595,227,356,19,1199,656,403,358,21,1437,617,591,265,31,1504,341,600,222,15,1178,424,651,178,18,1270,788,1355,226,22,2394,443,928,87,13,1470,267,606,41,4,919,143,417,36,3,593,273,752,21,8,1051,398,921,321,17,1649,125,71,52,7,248,6472,7790,3165,217,17650
POA2251,31,11,16,0,62,24,7,12,0,46,15,4,24,3,45,11,3,42,0,55,152,5,68,4,229,93,22,119,0,230,561,42,131,7,741,314,95,137,12,560,369,183,180,13,741,348,210,123,5,687,158,268,95,0,527,177,293,78,3,561,329,638,114,11,1084,235,520,43,3,803,122,417,22,6,561,74,276,23,0,368,156,521,17,0,690,212,563,169,7,957,76,34,22,0,134,3453,4119,1425,74,9074
POA2256,23,3,7,3,37,9,5,14,0,30,7,4,25,0,41,3,0,28,0,36,88,10,51,0,147,41,24,86,7,163,287,31,92,7,420,152,60,107,11,330,188,96,97,14,395,138,124,61,10,337,96,116,38,0,258,94,114,39,0,250,157,222,44,3,430,103,180,25,7,310,60,102,14,0,172,36,64,8,0,107,87,115,6,0,210,106,147,79,9,341,57,15,22,0,93,1753,1424,838,82,4099
POA2257,38,12,28,0,79,23,5,12,0,41,20,4,27,0,59,8,6,53,0,71,179,21,80,6,289,82,27,178,9,286,547,55,176,15,788,328,92,197,32,652,377,192,206,15,789,297,242,132,15,691,159,221,91,15,477,169,220,60,7,450,296,479,82,7,862,182,365,36,9,586,100,192,8,0,307,74,140,10,0,218,126,235,16,0,379,217,361,157,4,739,65,27,36,8,139,3289,2887,1582,144,7904
POA2258,8,0,0,0,9,3,0,3,0,9,6,3,4,0,14,0,0,4,0,8,14,4,12,3,33,6,0,18,0,30,60,8,15,3,98,35,17,26,3,70,46,31,30,3,111,46,49,18,3,108,34,34,22,0,93,32,51,6,3,92,77,115,21,0,215,41,90,11,0,148,26,55,3,0,78,19,42,0,0,64,24,81,3,0,106,31,77,16,0,126,9,5,3,0,18,516,662,227,22,1424
POA2259,71,19,44,3,131,50,15,22,0,79,35,16,78,8,137,26,12,132,0,170,292,38,167,9,503,146,53,346,13,559,1213,116,331,18,1683,489,218,356,27,1090,564,438,342,29,1369,563,555,254,27,1396,327,601,159,7,1100,306,578,138,3,1034,571,1177,179,21,1961,342,864,61,9,1282,138,531,16,5,686,114,286,25,0,423,141,484,11,4,637,349,810,267,9,1439,155,69,58,3,284,5895,6867,2989,201,15948
POA2260,41,11,11,0,70,15,3,4,0,20,9,5,9,0,25,8,3,18,0,31,86,11,29,0,130,47,19,71,3,132,252,31,63,4,354,194,43,86,10,333,231,107,89,5,428,265,125,71,12,474,113,158,76,8,353,161,192,66,0,416,282,440,73,8,802,191,402,29,3,621,138,295,20,3,454,87,232,20,0,344,174,532,12,0,718,163,424,111,3,698,43,26,8,0,76,2493,3042,882,69,6482
POA2261,65,12,46,3,122,41,6,17,4,69,36,15,76,0,120,23,6,85,3,115,220,28,191,14,453,123,31,335,12,495,831,95,306,19,1248,506,200,373,33,1112,554,355,369,22,1305,488,449,248,16,1206,258,483,195,16,953,322,508,149,9,989,560,977,182,18,1739,310,702,56,9,1076,186,410,24,0,618,107,266,19,0,395,145,375,21,3,543,323,665,283,17,1280,133,51,61,10,249,5235,5638,3024,194,14094
POA2262,26,0,10,3,41,15,3,8,0,29,17,0,25,0,47,14,4,61,0,81,108,15,98,5,228,66,22,159,3,256,487,45,187,13,721,200,96,154,9,463,209,170,167,13,557,178,235,108,13,536,124,221,72,3,411,131,223,46,0,401,207,328,40,4,580,98,222,21,0,347,32,128,6,0,166,17,52,5,0,83,28,79,8,0,118,117,256,108,8,489,55,29,43,0,127,2138,2129,1332,70,5674
POA2263,42,13,21,3,77,20,3,3,0,24,15,3,39,0,53,5,3,48,0,57,139,20,109,7,267,72,26,171,9,271,528,62,196,16,802,198,106,203,28,537,253,173,161,17,599,250,227,112,15,603,153,234,91,7,487,125,192,62,3,386,244,296,60,8,607,122,190,27,3,340,57,120,7,4,187,22,60,6,0,88,39,97,4,0,145,143,273,136,6,560,87,21,50,0,161,2521,2125,1503,124,6272
POA2264,14,10,5,0,32,7,4,4,0,18,13,3,19,3,45,11,0,26,0,38,94,5,57,3,156,56,13,76,0,147,328,29,77,5,435,208,60,80,6,355,219,88,88,9,407,170,108,54,7,336,83,128,51,3,265,88,106,20,4,221,165,227,30,0,421,102,169,18,0,287,36,102,3,0,145,31,56,3,0,94,48,92,3,0,140,120,176,67,9,371,41,20,14,0,84,1832,1409,702,46,3988
POA2265,4,3,0,0,13,8,3,0,0,10,4,0,10,0,10,0,0,7,0,5,39,5,6,0,50,13,15,20,3,47,108,14,26,0,143,81,30,16,6,137,81,44,28,4,157,48,47,22,0,122,26,45,14,0,89,41,55,7,3,107,65,110,16,0,187,49,74,3,0,127,19,34,0,0,56,11,29,0,0,49,22,50,0,0,71,29,90,22,0,142,11,9,4,0,21,651,650,214,22,1537
POA2267,4,0,0,0,8,3,0,0,0,3,5,0,0,0,3,0,0,8,0,8,16,3,7,0,25,9,3,16,0,30,78,4,13,0,92,26,10,21,0,60,60,16,13,0,86,41,29,10,0,81,29,14,5,0,47,21,17,3,0,35,46,43,3,0,89,21,42,0,0,66,12,30,0,0,42,13,10,3,0,25,6,25,0,0,31,27,32,9,0,71,12,3,4,0,17,424,263,113,12,812
POA2278,3,0,0,0,3,3,0,0,0,5,3,0,0,0,7,0,0,3,0,3,13,0,11,0,20,7,3,18,0,23,36,7,4,0,49,25,17,15,0,54,15,19,15,0,52,30,43,8,0,82,13,36,7,0,47,18,39,0,0,63,26,63,6,0,101,13,43,0,0,53,9,23,0,0,32,7,12,3,0,20,0,28,0,0,35,16,48,13,0,72,3,0,0,0,3,234,367,121,9,730
POA2280,41,7,14,0,64,15,3,5,0,23,17,5,23,0,42,13,3,32,0,54,147,7,69,0,231,73,25,133,3,231,498,41,134,3,666,251,73,141,14,477,386,139,137,14,678,266,192,117,12,589,161,202,79,9,450,179,233,62,3,483,319,526,85,5,931,170,455,22,3,658,108,309,9,0,428,53,182,7,0,244,117,427,10,0,565,188,385,100,6,685,56,30,18,3,99,3068,3241,1192,88,7584
POA2281,21,3,10,0,33,17,0,0,0,17,3,5,16,0,23,15,6,24,0,44,92,11,40,6,152,55,14,61,0,132,335,32,88,0,456,155,49,76,15,294,190,103,84,7,382,165,97,51,0,318,83,121,42,0,246,78,125,27,6,232,169,238,33,3,451,94,202,18,3,317,44,120,0,0,166,34,93,3,0,130,55,149,7,0,213,117,189,76,3,378,31,23,14,3,66,1745,1567,679,55,4041
POA2282,15,0,10,0,26,12,0,0,0,20,9,8,5,6,26,6,3,11,0,22,64,3,20,4,88,27,9,48,3,83,240,18,67,6,333,154,35,59,6,248,190,66,84,10,351,176,88,59,7,325,83,83,49,4,222,98,105,39,0,238,172,290,58,3,524,125,250,13,0,382,78,202,9,0,293,55,135,9,0,200,89,311,3,0,400,110,233,52,0,392,28,18,10,0,53,1725,1862,597,42,4230
POA2283,23,4,12,0,45,20,0,14,0,31,17,3,38,0,51,22,3,43,0,68,116,15,92,0,227,57,19,138,5,223,460,38,156,7,662,240,77,146,7,467,323,162,142,13,645,289,190,89,11,578,164,211,62,4,443,155,187,44,4,386,289,370,58,3,721,189,278,22,4,497,78,198,4,3,287,59,105,5,0,165,119,211,13,0,352,160,325,109,4,594,55,25,31,4,119,2824,2428,1234,76,6555
POA2284,11,3,6,0,18,15,0,4,0,18,9,4,16,0,32,7,5,17,0,28,43,8,34,3,90,29,3,78,3,110,172,17,74,5,265,83,43,69,3,197,110,82,92,6,286,87,92,52,8,232,69,92,40,4,198,56,100,25,3,185,132,172,34,3,348,79,127,15,0,221,35,89,4,0,128,20,55,4,0,83,34,81,3,0,120,60,130,58,3,254,19,8,16,0,40,1057,1111,636,43,2842
POA2285,35,4,18,3,63,18,6,5,0,34,11,0,20,3,42,11,7,47,0,63,99,17,90,6,212,55,15,143,4,225,461,64,163,14,702,215,118,191,12,529,265,201,193,11,670,275,304,145,9,729,165,355,91,11,622,178,400,75,11,663,373,752,85,15,1223,257,582,29,3,869,114,343,12,3,470,63,189,4,0,261,64,272,13,0,343,157,374,109,0,640,40,31,31,0,99,2859,4029,1460,115,8468
POA2286,0,0,0,0,3,3,0,3,0,8,4,0,3,0,5,4,0,9,0,17,19,0,15,0,41,12,4,23,0,43,81,9,30,0,117,43,15,28,0,86,44,39,17,3,96,50,51,11,0,111,28,41,14,0,88,16,48,11,0,80,38,90,6,0,134,22,71,3,0,98,14,27,0,0,43,9,14,0,0,20,9,19,0,0,26,35,52,26,0,112,10,9,0,0,14,431,480,212,16,1143
POA2287,50,21,30,3,91,19,5,9,3,39,26,8,40,7,79,12,6,60,4,79,119,26,102,18,263,86,30,172,9,295,540,83,201,23,841,313,144,212,18,682,340,226,193,17,779,281,337,175,21,811,190,336,122,13,671,214,347,96,0,660,437,772,88,15,1309,238,591,44,5,883,140,393,11,4,553,73,234,25,6,332,88,357,8,0,460,190,501,124,10,816,49,42,24,0,119,3407,4452,1736,160,9766
POA2289,15,0,13,0,23,14,3,5,0,20,7,3,17,0,28,9,0,16,0,29,67,6,39,3,118,43,8,47,0,104,272,29,63,0,361,153,47,79,7,284,195,89,112,10,403,160,130,73,6,368,98,134,62,8,303,107,162,63,8,343,213,396,63,11,676,167,378,32,3,576,83,331,12,0,430,59,167,7,0,235,88,349,5,0,447,130,267,81,3,477,27,13,12,0,53,1903,2504,793,69,5273
POA2290,25,3,9,0,35,17,4,18,0,38,25,3,36,4,71,8,0,45,0,56,135,16,95,3,240,81,25,156,3,266,553,69,182,17,813,282,98,183,15,578,348,184,224,4,753,333,259,141,12,753,186,243,89,6,535,196,286,91,5,586,373,612,139,11,1128,216,563,49,4,834,155,381,17,4,560,88,249,12,0,348,164,471,14,0,648,217,456,142,9,822,54,23,27,4,110,3451,3956,1666,104,9172
POA2291,7,0,5,0,18,9,0,0,0,7,8,0,5,0,13,0,0,5,0,5,31,0,15,0,52,19,4,36,0,60,83,8,39,3,141,72,16,45,3,137,106,40,43,3,190,106,47,25,3,184,78,57,25,5,155,87,51,25,5,174,175,164,30,9,382,127,188,18,4,344,79,139,11,0,228,53,131,11,3,194,164,491,16,0,676,98,258,43,3,404,21,6,4,0,29,1337,1614,406,51,3404
POA2292,8,0,0,0,4,4,0,0,0,3,0,0,6,0,6,0,0,6,0,10,6,0,4,0,16,3,3,15,0,24,21,3,14,0,46,12,10,15,3,41,22,16,26,3,62,21,26,16,0,57,10,15,7,0,36,13,19,3,0,39,47,34,7,0,87,22,21,8,3,54,5,26,0,0,41,6,9,3,0,12,13,18,0,0,34,22,17,17,0,56,3,0,0,0,7,232,228,145,16,627
POA2293,0,0,0,0,3,3,0,0,0,3,3,0,0,0,4,0,0,3,0,3,8,0,6,0,13,5,0,15,0,19,16,0,14,0,32,15,6,19,3,41,22,9,18,0,52,18,9,9,0,42,15,9,7,0,38,24,13,6,0,40,63,26,12,0,96,41,24,0,0,70,20,17,0,0,38,9,14,0,0,24,33,20,3,0,58,36,23,11,0,65,3,0,5,0,10,332,184,134,6,659
POA2294,3,0,0,3,3,0,0,0,0,0,0,0,3,0,8,0,0,3,0,3,3,0,12,0,15,5,0,14,0,20,10,0,7,0,19,9,3,6,3,26,15,8,7,0,34,12,6,4,0,30,14,18,3,3,39,10,8,9,0,22,35,25,9,3,69,35,27,0,0,62,17,9,0,0,25,8,3,0,0,6,8,14,0,0,22,23,18,12,0,48,0,0,8,0,5,212,145,99,12,465
